Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22
0.8232,0.4583,0.8267,0.5441,0.7292,0.5424,0.9467,0.6667,0.9494,4099,22,26,859,2689,35,13,2269,4707,32,16,251
0.8278,0.4167,0.8318,0.5398,0.8958,0.5363,0.9373,0.5,0.9415,4124,20,28,834,2659,43,5,2299,4668,24,24,290
0.8202,0.375,0.8245,0.5344,0.7292,0.5325,0.9383,0.6458,0.9411,4088,18,30,870,2640,35,13,2318,4666,31,17,292
0.8246,0.4167,0.8286,0.5445,0.75,0.5426,0.9431,0.5,0.9474,4108,20,28,850,2690,36,12,2268,4697,24,24,261
0.8222,0.3542,0.8267,0.5429,0.8125,0.5403,0.9433,0.6458,0.9461,4099,17,31,859,2679,39,9,2279,4691,31,17,267
0.8168,0.3125,0.8217,0.5382,0.8125,0.5355,0.9513,0.5208,0.9554,4074,15,33,884,2655,39,9,2303,4737,25,23,221
0.816,0.3958,0.8201,0.5461,0.7917,0.5438,0.9539,0.7292,0.956,4066,19,29,892,2696,38,10,2262,4740,35,13,218
0.8216,0.4167,0.8255,0.5414,0.7708,0.5391,0.9379,0.6875,0.9403,4093,20,28,865,2673,37,11,2285,4662,33,15,296
0.818,0.375,0.8223,0.5419,0.7708,0.5397,0.9435,0.625,0.9466,4077,18,30,881,2676,37,11,2282,4693,30,18,265
0.8222,0.3333,0.8269,0.5435,0.6875,0.5422,0.9421,0.5,0.9463,4100,16,32,858,2688,33,15,2270,4692,24,24,266
0.8176,0.3542,0.8221,0.5366,0.7083,0.5349,0.9433,0.5833,0.9468,4076,17,31,882,2652,34,14,2306,4694,28,20,264
0.816,0.3125,0.8209,0.5417,0.8125,0.5391,0.9335,0.5833,0.9369,4070,15,33,888,2673,39,9,2285,4645,28,20,313
0.8298,0.25,0.8354,0.5286,0.6875,0.527,0.9327,0.6042,0.9359,4142,12,36,816,2613,33,15,2345,4640,29,19,318
0.8296,0.4375,0.8334,0.5376,0.7917,0.5351,0.9403,0.5625,0.9439,4132,21,27,826,2653,38,10,2305,4680,27,21,278
0.8136,0.25,0.8191,0.5348,0.6458,0.5337,0.9547,0.7083,0.957,4061,12,36,897,2646,31,17,2312,4745,34,14,213
0.8236,0.3958,0.8278,0.5431,0.8125,0.5405,0.9435,0.5,0.9478,4104,19,29,854,2680,39,9,2278,4699,24,24,259
0.8298,0.3542,0.8344,0.5531,0.75,0.5512,0.9437,0.6458,0.9466,4137,17,31,821,2733,36,12,2225,4693,31,17,265
0.8222,0.3125,0.8271,0.5467,0.7708,0.5446,0.9451,0.6667,0.9478,4101,15,33,857,2700,37,11,2258,4699,32,16,259
0.8246,0.3958,0.8288,0.5392,0.7917,0.5367,0.9335,0.5208,0.9375,4109,19,29,849,2661,38,10,2297,4648,25,23,310
0.8242,0.2917,0.8294,0.5455,0.7917,0.5432,0.9413,0.5833,0.9447,4112,14,34,846,2693,38,10,2265,4684,28,20,274
0.818,0.2917,0.8231,0.5306,0.75,0.5284,0.9433,0.7292,0.9453,4081,14,34,877,2620,36,12,2338,4687,35,13,271
0.825,0.2708,0.8304,0.539,0.7917,0.5365,0.9541,0.75,0.956,4117,13,35,841,2660,38,10,2298,4740,36,12,218
0.8224,0.5417,0.8251,0.5414,0.8333,0.5385,0.9423,0.6042,0.9455,4091,26,22,867,2670,40,8,2288,4688,29,19,270
0.8152,0.3958,0.8193,0.5328,0.7292,0.5309,0.9375,0.5625,0.9411,4062,19,29,896,2632,35,13,2326,4666,27,21,292
0.8162,0.4375,0.8199,0.5342,0.75,0.5321,0.9614,0.5625,0.9653,4065,21,27,893,2638,36,12,2320,4786,27,21,172
0.8196,0.2917,0.8247,0.5499,0.8125,0.5474,0.9295,0.5625,0.933,4089,14,34,869,2714,39,9,2244,4626,27,21,332
0.8208,0.2917,0.8259,0.5435,0.7083,0.542,0.9469,0.6458,0.9498,4095,14,34,863,2687,34,14,2271,4709,31,17,249
0.8338,0.375,0.8382,0.5547,0.7917,0.5524,0.9389,0.6667,0.9415,4156,18,30,802,2739,38,10,2219,4668,32,16,290
0.8254,0.3125,0.8304,0.5406,0.7083,0.5389,0.9503,0.625,0.9534,4117,15,33,841,2672,34,14,2286,4727,30,18,231
0.8238,0.3333,0.8286,0.5425,0.7292,0.5407,0.9339,0.625,0.9369,4108,16,32,850,2681,35,13,2277,4645,30,18,313
0.8246,0.375,0.829,0.5473,0.7917,0.545,0.9515,0.5833,0.955,4110,18,30,848,2702,38,10,2256,4735,28,20,223
0.8152,0.375,0.8195,0.5344,0.7917,0.5319,0.9483,0.5208,0.9524,4063,18,30,895,2637,38,10,2321,4722,25,23,236
0.8228,0.2917,0.828,0.537,0.7292,0.5351,0.9487,0.6458,0.9516,4105,14,34,853,2653,35,13,2305,4718,31,17,240
0.817,0.3542,0.8215,0.5445,0.7917,0.5422,0.9501,0.5625,0.9538,4073,17,31,885,2688,38,10,2270,4729,27,21,229
0.824,0.3333,0.8288,0.5376,0.8542,0.5345,0.9393,0.625,0.9423,4109,16,32,849,2650,41,7,2308,4672,30,18,286
0.8176,0.375,0.8219,0.5352,0.75,0.5331,0.9385,0.625,0.9415,4075,18,30,883,2643,36,12,2315,4668,30,18,290
0.832,0.3333,0.8368,0.5525,0.7292,0.5508,0.9549,0.625,0.958,4149,16,32,809,2731,35,13,2227,4750,30,18,208
0.8252,0.3542,0.8298,0.5467,0.7292,0.545,0.9491,0.6875,0.9516,4114,17,31,844,2702,35,13,2256,4718,33,15,240
0.8226,0.2917,0.8278,0.5489,0.75,0.547,0.9413,0.5208,0.9453,4104,14,34,854,2712,36,12,2246,4687,25,23,271
0.8226,0.3542,0.8271,0.535,0.8125,0.5323,0.9481,0.5625,0.9518,4101,17,31,857,2639,39,9,2319,4719,27,21,239
0.8196,0.4375,0.8233,0.5435,0.7708,0.5413,0.9357,0.625,0.9387,4082,21,27,876,2684,37,11,2274,4654,30,18,304
0.8208,0.3125,0.8257,0.539,0.6875,0.5375,0.9341,0.6458,0.9369,4094,15,33,864,2665,33,15,2293,4645,31,17,313
0.8232,0.3542,0.8278,0.5439,0.7708,0.5418,0.9427,0.5417,0.9466,4104,17,31,854,2686,37,11,2272,4693,26,22,265
0.8262,0.3125,0.8312,0.5455,0.7708,0.5434,0.9399,0.7292,0.9419,4121,15,33,837,2694,37,11,2264,4670,35,13,288
0.8264,0.3333,0.8312,0.5469,0.7708,0.5448,0.9483,0.5625,0.952,4121,16,32,837,2701,37,11,2257,4720,27,21,238
0.8276,0.1875,0.8338,0.5445,0.7083,0.543,0.9371,0.625,0.9401,4134,9,39,824,2692,34,14,2266,4661,30,18,297
0.8196,0.2708,0.8249,0.5392,0.7708,0.5369,0.9479,0.5625,0.9516,4090,13,35,868,2662,37,11,2296,4718,27,21,240
0.8238,0.3125,0.8288,0.5453,0.8125,0.5428,0.9439,0.625,0.947,4109,15,33,849,2691,39,9,2267,4695,30,18,263
0.8218,0.3958,0.8259,0.5342,0.8125,0.5315,0.9375,0.5,0.9417,4095,19,29,863,2635,39,9,2323,4669,24,24,289
0.816,0.2917,0.8211,0.5392,0.7292,0.5373,0.9301,0.4375,0.9349,4071,14,34,887,2664,35,13,2294,4635,21,27,323
0.8244,0.3958,0.8286,0.5537,0.7917,0.5514,0.9261,0.6042,0.9292,4108,19,29,850,2734,38,10,2224,4607,29,19,351
0.8264,0.3125,0.8314,0.5338,0.7708,0.5315,0.9453,0.5625,0.949,4122,15,33,836,2635,37,11,2323,4705,27,21,253
0.8242,0.3542,0.8288,0.5515,0.7917,0.5492,0.9409,0.5625,0.9445,4109,17,31,849,2723,38,10,2235,4683,27,21,275
0.8128,0.2917,0.8179,0.541,0.75,0.5389,0.9503,0.5,0.9546,4055,14,34,903,2672,36,12,2286,4733,24,24,225
0.8246,0.375,0.829,0.5427,0.8125,0.5401,0.9509,0.6458,0.9538,4110,18,30,848,2678,39,9,2280,4729,31,17,229
0.827,0.2708,0.8324,0.5457,0.6875,0.5444,0.9561,0.6042,0.9595,4127,13,35,831,2699,33,15,2259,4757,29,19,201
0.8164,0.3333,0.8211,0.5366,0.7292,0.5347,0.9487,0.5833,0.9522,4071,16,32,887,2651,35,13,2307,4721,28,20,237
0.8146,0.4375,0.8183,0.5366,0.7292,0.5347,0.9341,0.6667,0.9367,4057,21,27,901,2651,35,13,2307,4644,32,16,314
0.8234,0.4375,0.8271,0.5404,0.7292,0.5385,0.9431,0.6042,0.9463,4101,21,27,857,2670,35,13,2288,4692,29,19,266
0.8198,0.2083,0.8257,0.5417,0.6875,0.5403,0.9455,0.6667,0.9482,4094,10,38,864,2679,33,15,2279,4701,32,16,257
0.8248,0.25,0.8304,0.5465,0.8333,0.5438,0.9405,0.5625,0.9441,4117,12,36,841,2696,40,8,2262,4681,27,21,277
0.8254,0.3333,0.8302,0.5408,0.75,0.5387,0.9521,0.6042,0.9554,4116,16,32,842,2671,36,12,2287,4737,29,19,221
0.83,0.3542,0.8346,0.5525,0.75,0.5506,0.9339,0.4792,0.9383,4138,17,31,820,2730,36,12,2228,4652,23,25,306
0.8226,0.4375,0.8263,0.5419,0.8125,0.5393,0.9427,0.625,0.9457,4097,21,27,861,2674,39,9,2284,4689,30,18,269
0.8182,0.3125,0.8231,0.531,0.6875,0.5294,0.9445,0.625,0.9476,4081,15,33,877,2625,33,15,2333,4698,30,18,260
0.8166,0.3958,0.8207,0.5318,0.7083,0.5301,0.9401,0.5208,0.9441,4069,19,29,889,2628,34,14,2330,4681,25,23,277
0.8174,0.375,0.8217,0.5543,0.7917,0.552,0.9449,0.7083,0.9472,4074,18,30,884,2737,38,10,2221,4696,34,14,262
0.815,0.3125,0.8199,0.5453,0.7708,0.5432,0.9349,0.6042,0.9381,4065,15,33,893,2693,37,11,2265,4651,29,19,307
0.8236,0.3958,0.8278,0.5419,0.7083,0.5403,0.9333,0.6042,0.9365,4104,19,29,854,2679,34,14,2279,4643,29,19,315
0.8204,0.4167,0.8243,0.5396,0.8125,0.5369,0.9493,0.4792,0.9538,4087,20,28,871,2662,39,9,2296,4729,23,25,229
0.8126,0.3958,0.8167,0.5336,0.8542,0.5305,0.9413,0.5625,0.9449,4049,19,29,909,2630,41,7,2328,4685,27,21,273
0.8152,0.4167,0.8191,0.5408,0.8125,0.5381,0.9451,0.6875,0.9476,4061,20,28,897,2668,39,9,2290,4698,33,15,260
0.8232,0.4167,0.8271,0.5499,0.75,0.548,0.9531,0.5625,0.9568,4101,20,28,857,2717,36,12,2241,4744,27,21,214
0.8234,0.3125,0.8284,0.5467,0.7292,0.545,0.9433,0.6458,0.9461,4107,15,33,851,2702,35,13,2256,4691,31,17,267
0.8264,0.3333,0.8312,0.5344,0.75,0.5323,0.9407,0.625,0.9437,4121,16,32,837,2639,36,12,2319,4679,30,18,279
0.8254,0.3958,0.8296,0.5412,0.7083,0.5395,0.9283,0.6042,0.9314,4113,19,29,845,2675,34,14,2283,4618,29,19,340
0.8296,0.3542,0.8342,0.5429,0.8333,0.5401,0.9405,0.5833,0.9439,4136,17,31,822,2678,40,8,2280,4680,28,20,278
0.8262,0.375,0.8306,0.5457,0.8125,0.5432,0.9229,0.625,0.9258,4118,18,30,840,2693,39,9,2265,4590,30,18,368
0.813,0.2083,0.8189,0.5507,0.6875,0.5494,0.9361,0.625,0.9391,4060,10,38,898,2724,33,15,2234,4656,30,18,302
0.8272,0.2917,0.8324,0.5459,0.6875,0.5446,0.9325,0.7292,0.9344,4127,14,34,831,2700,33,15,2258,4633,35,13,325
0.825,0.3333,0.8298,0.5503,0.7917,0.548,0.9505,0.625,0.9536,4114,16,32,844,2717,38,10,2241,4728,30,18,230
0.821,0.2917,0.8261,0.5437,0.6875,0.5424,0.9417,0.6458,0.9445,4096,14,34,862,2689,33,15,2269,4683,31,17,275
0.8204,0.3542,0.8249,0.5513,0.8125,0.5488,0.9359,0.6042,0.9391,4090,17,31,868,2721,39,9,2237,4656,29,19,302
0.8158,0.3333,0.8205,0.5443,0.75,0.5424,0.9537,0.5833,0.9572,4068,16,32,890,2689,36,12,2269,4746,28,20,212
0.8262,0.3333,0.831,0.5543,0.8333,0.5516,0.9273,0.5833,0.9306,4120,16,32,838,2735,40,8,2223,4614,28,20,344
0.822,0.3333,0.8267,0.5437,0.7708,0.5415,0.9359,0.5833,0.9393,4099,16,32,859,2685,37,11,2273,4657,28,20,301
0.8306,0.375,0.835,0.5423,0.7292,0.5405,0.9443,0.6667,0.947,4140,18,30,818,2680,35,13,2278,4695,32,16,263
0.8228,0.375,0.8271,0.5423,0.7083,0.5407,0.9459,0.6042,0.9492,4101,18,30,857,2681,34,14,2277,4706,29,19,252
0.8142,0.2708,0.8195,0.5541,0.6667,0.553,0.9321,0.5625,0.9357,4063,13,35,895,2742,32,16,2216,4639,27,21,319
0.8158,0.3542,0.8203,0.5368,0.7292,0.5349,0.9387,0.5417,0.9425,4067,17,31,891,2652,35,13,2306,4673,26,22,285
0.8226,0.4167,0.8265,0.533,0.8333,0.5301,0.9441,0.6458,0.947,4098,20,28,860,2628,40,8,2330,4695,31,17,263
0.83,0.4167,0.834,0.5358,0.8542,0.5327,0.9455,0.625,0.9486,4135,20,28,823,2641,41,7,2317,4703,30,18,255
0.822,0.3958,0.8261,0.5394,0.75,0.5373,0.9501,0.5833,0.9536,4096,19,29,862,2664,36,12,2294,4728,28,20,230
0.8252,0.2917,0.8304,0.5461,0.6458,0.5452,0.9634,0.6458,0.9665,4117,14,34,841,2703,31,17,2255,4792,31,17,166
0.8284,0.3125,0.8334,0.5427,0.7292,0.5409,0.9692,0.5625,0.9732,4132,15,33,826,2682,35,13,2276,4825,27,21,133
0.8322,0.3958,0.8364,0.5485,0.7917,0.5462,0.9379,0.5,0.9421,4147,19,29,811,2708,38,10,2250,4671,24,24,287
0.822,0.3333,0.8267,0.5491,0.7708,0.547,0.9429,0.4583,0.9476,4099,16,32,859,2712,37,11,2246,4698,22,26,260
0.8176,0.2708,0.8229,0.5507,0.7292,0.549,0.9511,0.5417,0.955,4080,13,35,878,2722,35,13,2236,4735,26,22,223
0.8314,0.3542,0.836,0.5571,0.75,0.5553,0.9359,0.625,0.9389,4145,17,31,813,2753,36,12,2205,4655,30,18,303
0.8208,0.2708,0.8261,0.5433,0.7083,0.5418,0.9455,0.5417,0.9494,4096,13,35,862,2686,34,14,2272,4707,26,22,251
0.8188,0.2917,0.8239,0.5463,0.75,0.5444,0.9499,0.4792,0.9544,4085,14,34,873,2699,36,12,2259,4732,23,25,226
0.8148,0.3125,0.8197,0.5406,0.6875,0.5391,0.9563,0.7083,0.9587,4064,15,33,894,2673,33,15,2285,4753,34,14,205
0.8164,0.375,0.8207,0.5441,0.7917,0.5418,0.9509,0.5208,0.955,4069,18,30,889,2686,38,10,2272,4735,25,23,223
0.8264,0.3333,0.8312,0.5447,0.7292,0.543,0.9437,0.5625,0.9474,4121,16,32,837,2692,35,13,2266,4697,27,21,261
0.8322,0.2708,0.8376,0.5531,0.8333,0.5504,0.9409,0.6458,0.9437,4153,13,35,805,2729,40,8,2229,4679,31,17,279
0.8188,0.3333,0.8235,0.5527,0.6667,0.5516,0.9463,0.5417,0.9502,4083,16,32,875,2735,32,16,2223,4711,26,22,247
0.8218,0.3333,0.8265,0.5463,0.7083,0.5448,0.9281,0.6458,0.9308,4098,16,32,860,2701,34,14,2257,4615,31,17,343
0.8272,0.375,0.8316,0.5372,0.7083,0.5355,0.9509,0.6042,0.9542,4123,18,30,835,2655,34,14,2303,4731,29,19,227
0.8272,0.3125,0.8322,0.5517,0.7083,0.5502,0.9347,0.6667,0.9373,4126,15,33,832,2728,34,14,2230,4647,32,16,311
0.814,0.4167,0.8179,0.5384,0.75,0.5363,0.9467,0.7917,0.9482,4055,20,28,903,2659,36,12,2299,4701,38,10,257
0.8272,0.4167,0.8312,0.5443,0.7708,0.5422,0.9357,0.6458,0.9385,4121,20,28,837,2688,37,11,2270,4653,31,17,305
0.8218,0.4375,0.8255,0.5475,0.8125,0.545,0.9371,0.6875,0.9395,4093,21,27,865,2702,39,9,2256,4658,33,15,300
0.8192,0.3333,0.8239,0.5479,0.75,0.546,0.9429,0.6458,0.9457,4085,16,32,873,2707,36,12,2251,4689,31,17,269
0.818,0.3542,0.8225,0.5421,0.8125,0.5395,0.9343,0.7083,0.9365,4078,17,31,880,2675,39,9,2283,4643,34,14,315
0.828,0.3333,0.8328,0.5507,0.75,0.5488,0.9575,0.5,0.9619,4129,16,32,829,2721,36,12,2237,4769,24,24,189
0.8198,0.2708,0.8251,0.5437,0.8333,0.5409,0.9361,0.625,0.9391,4091,13,35,867,2682,40,8,2276,4656,30,18,302
0.8302,0.3125,0.8352,0.5382,0.7083,0.5365,0.9497,0.5833,0.9532,4141,15,33,817,2660,34,14,2298,4726,28,20,232
0.8158,0.375,0.8201,0.5461,0.7917,0.5438,0.9567,0.625,0.9599,4066,18,30,892,2696,38,10,2262,4759,30,18,199
0.8204,0.375,0.8247,0.5346,0.7917,0.5321,0.9443,0.625,0.9474,4089,18,30,869,2638,38,10,2320,4697,30,18,261
0.8214,0.3958,0.8255,0.5433,0.75,0.5413,0.9289,0.5833,0.9322,4093,19,29,865,2684,36,12,2274,4622,28,20,336
0.8166,0.3958,0.8207,0.538,0.875,0.5347,0.9511,0.5833,0.9546,4069,19,29,889,2651,42,6,2307,4733,28,20,225
0.8266,0.4583,0.8302,0.5479,0.7708,0.5458,0.9519,0.5625,0.9556,4116,22,26,842,2706,37,11,2252,4738,27,21,220
0.8232,0.3542,0.8278,0.5419,0.8125,0.5393,0.9459,0.6458,0.9488,4104,17,31,854,2674,39,9,2284,4704,31,17,254
0.814,0.375,0.8183,0.5342,0.7917,0.5317,0.9325,0.6042,0.9357,4057,18,30,901,2636,38,10,2322,4639,29,19,319
0.8184,0.3125,0.8233,0.5342,0.8333,0.5313,0.9365,0.5833,0.9399,4082,15,33,876,2634,40,8,2324,4660,28,20,298
0.8282,0.3333,0.833,0.5519,0.6875,0.5506,0.9415,0.6667,0.9441,4130,16,32,828,2730,33,15,2228,4681,32,16,277
0.8276,0.3542,0.8322,0.5481,0.7292,0.5464,0.9389,0.6042,0.9421,4126,17,31,832,2709,35,13,2249,4671,29,19,287
0.8212,0.3958,0.8253,0.5429,0.6875,0.5415,0.9497,0.4375,0.9546,4092,19,29,866,2685,33,15,2273,4733,21,27,225
0.8252,0.3958,0.8294,0.5519,0.75,0.55,0.9505,0.5417,0.9544,4112,19,29,846,2727,36,12,2231,4732,26,22,226
0.8224,0.2917,0.8276,0.5431,0.8125,0.5405,0.9415,0.6667,0.9441,4103,14,34,855,2680,39,9,2278,4681,32,16,277
0.8204,0.2708,0.8257,0.5404,0.6458,0.5393,0.9531,0.625,0.9562,4094,13,35,864,2674,31,17,2284,4741,30,18,217
0.81,0.3333,0.8146,0.5266,0.6875,0.525,0.9517,0.4375,0.9566,4039,16,32,919,2603,33,15,2355,4743,21,27,215
0.8274,0.375,0.8318,0.5457,0.875,0.5426,0.9275,0.5833,0.9308,4124,18,30,834,2690,42,6,2268,4615,28,20,343
0.8282,0.3542,0.8328,0.5459,0.6667,0.5448,0.9549,0.5417,0.9589,4129,17,31,829,2701,32,16,2257,4754,26,22,204
0.8288,0.4167,0.8328,0.541,0.75,0.5389,0.9419,0.5833,0.9453,4129,20,28,829,2672,36,12,2286,4687,28,20,271
0.8204,0.3125,0.8253,0.5435,0.7917,0.5411,0.9409,0.6042,0.9441,4092,15,33,866,2683,38,10,2275,4681,29,19,277
0.8176,0.4167,0.8215,0.5435,0.7292,0.5418,0.9529,0.5625,0.9566,4073,20,28,885,2686,35,13,2272,4743,27,21,215
0.8222,0.375,0.8265,0.5463,0.7917,0.544,0.9391,0.6458,0.9419,4098,18,30,860,2697,38,10,2261,4670,31,17,288
0.8208,0.3542,0.8253,0.5475,0.8125,0.545,0.9459,0.5417,0.9498,4092,17,31,866,2702,39,9,2256,4709,26,22,249
0.8224,0.4375,0.8261,0.5483,0.7292,0.5466,0.9429,0.6667,0.9455,4096,21,27,862,2710,35,13,2248,4688,32,16,270
0.8246,0.2917,0.8298,0.5342,0.7917,0.5317,0.9259,0.4792,0.9302,4114,14,34,844,2636,38,10,2322,4612,23,25,346
0.8148,0.2708,0.8201,0.5421,0.8333,0.5393,0.9315,0.6042,0.9347,4066,13,35,892,2674,40,8,2284,4634,29,19,324
0.8266,0.3542,0.8312,0.5539,0.7708,0.5518,0.9497,0.7292,0.9518,4121,17,31,837,2736,37,11,2222,4719,35,13,239
0.825,0.3958,0.8292,0.5394,0.8333,0.5365,0.9457,0.7292,0.9478,4111,19,29,847,2660,40,8,2298,4699,35,13,259
0.8284,0.3333,0.8332,0.5421,0.8333,0.5393,0.9339,0.7292,0.9359,4131,16,32,827,2674,40,8,2284,4640,35,13,318
0.8244,0.375,0.8288,0.532,0.7708,0.5296,0.9493,0.5208,0.9534,4109,18,30,849,2626,37,11,2332,4727,25,23,231
0.824,0.3542,0.8286,0.5461,0.75,0.5442,0.9299,0.5417,0.9336,4108,17,31,850,2698,36,12,2260,4629,26,22,329
0.824,0.3125,0.829,0.5467,0.7708,0.5446,0.9291,0.5833,0.9324,4110,15,33,848,2700,37,11,2258,4623,28,20,335
0.8236,0.2917,0.8288,0.5292,0.7292,0.5272,0.9397,0.625,0.9427,4109,14,34,849,2614,35,13,2344,4674,30,18,284
0.8286,0.3958,0.8328,0.5479,0.7292,0.5462,0.9513,0.4792,0.9558,4129,19,29,829,2708,35,13,2250,4739,23,25,219
0.8208,0.3542,0.8253,0.5425,0.7083,0.5409,0.9395,0.6042,0.9427,4092,17,31,866,2682,34,14,2276,4674,29,19,284
0.8268,0.2292,0.8326,0.5559,0.75,0.5541,0.9563,0.6667,0.9591,4128,11,37,830,2747,36,12,2211,4755,32,16,203
0.8216,0.3333,0.8263,0.5537,0.7083,0.5522,0.9437,0.5208,0.9478,4097,16,32,861,2738,34,14,2220,4699,25,23,259
0.8108,0.3125,0.8157,0.5368,0.6875,0.5353,0.9423,0.5208,0.9463,4044,15,33,914,2654,33,15,2304,4692,25,23,266
0.8164,0.2708,0.8217,0.5613,0.625,0.5607,0.9365,0.5833,0.9399,4074,13,35,884,2780,30,18,2178,4660,28,20,298
0.8198,0.3125,0.8247,0.5453,0.7083,0.5438,0.9419,0.625,0.9449,4089,15,33,869,2696,34,14,2262,4685,30,18,273
0.8258,0.3333,0.8306,0.5453,0.75,0.5434,0.9341,0.6667,0.9367,4118,16,32,840,2694,36,12,2264,4644,32,16,314
0.8246,0.375,0.829,0.5435,0.7292,0.5418,0.9537,0.6042,0.957,4110,18,30,848,2686,35,13,2272,4745,29,19,213
0.8236,0.3542,0.8282,0.5515,0.75,0.5496,0.9439,0.5625,0.9476,4106,17,31,852,2725,36,12,2233,4698,27,21,260
0.8196,0.3542,0.8241,0.5487,0.7708,0.5466,0.9301,0.5,0.9342,4086,17,31,872,2710,37,11,2248,4632,24,24,326
0.828,0.3542,0.8326,0.5459,0.7292,0.5442,0.9311,0.7292,0.933,4128,17,31,830,2698,35,13,2260,4626,35,13,332
0.8212,0.375,0.8255,0.5392,0.8333,0.5363,0.9561,0.625,0.9593,4093,18,30,865,2659,40,8,2299,4756,30,18,202
0.823,0.3958,0.8271,0.5461,0.75,0.5442,0.9313,0.6667,0.9338,4101,19,29,857,2698,36,12,2260,4630,32,16,328
0.8254,0.375,0.8298,0.5489,0.8125,0.5464,0.9301,0.6667,0.9326,4114,18,30,844,2709,39,9,2249,4624,32,16,334
0.8234,0.3125,0.8284,0.5404,0.7292,0.5385,0.9449,0.5208,0.949,4107,15,33,851,2670,35,13,2288,4705,25,23,253
0.816,0.4792,0.8193,0.5416,0.8333,0.5387,0.9569,0.5417,0.9609,4062,23,25,896,2671,40,8,2287,4764,26,22,194
0.8184,0.4792,0.8217,0.5362,0.7917,0.5337,0.9427,0.5,0.947,4074,23,25,884,2646,38,10,2312,4695,24,24,263
0.8202,0.3333,0.8249,0.5463,0.8542,0.5434,0.9672,0.7083,0.9697,4090,16,32,868,2694,41,7,2264,4808,34,14,150
0.8258,0.2917,0.831,0.539,0.7292,0.5371,0.9351,0.6875,0.9375,4120,14,34,838,2663,35,13,2295,4648,33,15,310
0.8282,0.4167,0.8322,0.5537,0.75,0.5518,0.9351,0.7083,0.9373,4126,20,28,832,2736,36,12,2222,4647,34,14,311
0.831,0.3125,0.836,0.5382,0.7083,0.5365,0.9353,0.7083,0.9375,4145,15,33,813,2660,34,14,2298,4648,34,14,310
0.8248,0.3125,0.8298,0.5441,0.6667,0.543,0.9527,0.5,0.957,4114,15,33,844,2692,32,16,2266,4745,24,24,213
0.8294,0.3542,0.834,0.5471,0.6667,0.546,0.9485,0.5208,0.9526,4135,17,31,823,2707,32,16,2251,4723,25,23,235
0.8228,0.25,0.8284,0.5499,0.75,0.548,0.9449,0.6667,0.9476,4107,12,36,851,2717,36,12,2241,4698,32,16,260
0.8158,0.25,0.8213,0.5499,0.6667,0.5488,0.9367,0.5833,0.9401,4072,12,36,886,2721,32,16,2237,4661,28,20,297
0.8164,0.4375,0.8201,0.5471,0.6875,0.5458,0.9411,0.6667,0.9437,4066,21,27,892,2706,33,15,2252,4679,32,16,279
0.8252,0.4375,0.829,0.5469,0.7708,0.5448,0.9313,0.7292,0.9332,4110,21,27,848,2701,37,11,2257,4627,35,13,331
0.8178,0.3125,0.8227,0.5364,0.6667,0.5351,0.9371,0.5625,0.9407,4079,15,33,879,2653,32,16,2305,4664,27,21,294
0.8256,0.3333,0.8304,0.5483,0.7083,0.5468,0.9455,0.5833,0.949,4117,16,32,841,2711,34,14,2247,4705,28,20,253
0.8172,0.2917,0.8223,0.5398,0.7083,0.5381,0.9441,0.625,0.9472,4077,14,34,881,2668,34,14,2290,4696,30,18,262
0.8264,0.375,0.8308,0.536,0.8125,0.5333,0.9461,0.6667,0.9488,4119,18,30,839,2644,39,9,2314,4704,32,16,254
0.8258,0.375,0.8302,0.5439,0.75,0.542,0.9385,0.5625,0.9421,4116,18,30,842,2687,36,12,2271,4671,27,21,287
0.8252,0.3542,0.8298,0.5461,0.8333,0.5434,0.9525,0.5208,0.9566,4114,17,31,844,2694,40,8,2264,4743,25,23,215
0.8236,0.3542,0.8282,0.5503,0.8542,0.5474,0.9435,0.5417,0.9474,4106,17,31,852,2714,41,7,2244,4697,26,22,261
0.8362,0.3333,0.8411,0.5419,0.7292,0.5401,0.9359,0.6875,0.9383,4170,16,32,788,2678,35,13,2280,4652,33,15,306
0.8216,0.3333,0.8263,0.5433,0.8125,0.5407,0.9541,0.4583,0.9589,4097,16,32,861,2681,39,9,2277,4754,22,26,204
0.8194,0.3958,0.8235,0.5366,0.7708,0.5343,0.9445,0.5625,0.9482,4083,19,29,875,2649,37,11,2309,4701,27,21,257
0.8214,0.3958,0.8255,0.5461,0.7917,0.5438,0.9445,0.6667,0.9472,4093,19,29,865,2696,38,10,2262,4696,32,16,262
0.8266,0.3542,0.8312,0.5423,0.75,0.5403,0.9463,0.5,0.9506,4121,17,31,837,2679,36,12,2279,4713,24,24,245
0.8242,0.3542,0.8288,0.5447,0.7083,0.5432,0.9369,0.5833,0.9403,4109,17,31,849,2693,34,14,2265,4662,28,20,296
0.8234,0.4375,0.8271,0.5475,0.8125,0.545,0.9345,0.6042,0.9377,4101,21,27,857,2702,39,9,2256,4649,29,19,309
