Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22
0.823,0.3125,0.828,0.5392,0.7292,0.5373,0.9529,0.6042,0.9562,4105,15,33,853,2664,35,13,2294,4741,29,19,217
0.8196,0.3333,0.8243,0.5358,0.7292,0.5339,0.9612,0.7083,0.9637,4087,16,32,871,2647,35,13,2311,4778,34,14,180
0.8212,0.2708,0.8265,0.5509,0.7292,0.5492,0.9375,0.5,0.9417,4098,13,35,860,2723,35,13,2235,4669,24,24,289
0.8256,0.375,0.83,0.5461,0.6875,0.5448,0.9357,0.6667,0.9383,4115,18,30,843,2701,33,15,2257,4652,32,16,306
0.8244,0.4375,0.8282,0.5501,0.8333,0.5474,0.9507,0.5208,0.9548,4106,21,27,852,2714,40,8,2244,4734,25,23,224
0.825,0.2917,0.8302,0.5421,0.6875,0.5407,0.9355,0.7292,0.9375,4116,14,34,842,2681,33,15,2277,4648,35,13,310
0.8282,0.3333,0.833,0.5416,0.7292,0.5397,0.9371,0.4583,0.9417,4130,16,32,828,2676,35,13,2282,4669,22,26,289
0.8138,0.4375,0.8175,0.54,0.8125,0.5373,0.9471,0.5,0.9514,4053,21,27,905,2664,39,9,2294,4717,24,24,241
0.825,0.375,0.8294,0.533,0.7292,0.5311,0.9437,0.6667,0.9463,4112,18,30,846,2633,35,13,2325,4692,32,16,266
0.8232,0.375,0.8276,0.5505,0.8333,0.5478,0.9481,0.5417,0.952,4103,18,30,855,2716,40,8,2242,4720,26,22,238
0.8214,0.3958,0.8255,0.5563,0.6458,0.5555,0.9517,0.5833,0.9552,4093,19,29,865,2754,31,17,2204,4736,28,20,222
0.8236,0.375,0.828,0.5487,0.8125,0.5462,0.9391,0.5833,0.9425,4105,18,30,853,2708,39,9,2250,4673,28,20,285
0.8214,0.3542,0.8259,0.5439,0.7292,0.5422,0.9561,0.5833,0.9597,4095,17,31,863,2688,35,13,2270,4758,28,20,200
0.8318,0.3542,0.8364,0.5431,0.8333,0.5403,0.9427,0.6667,0.9453,4147,17,31,811,2679,40,8,2279,4687,32,16,271
0.8182,0.3333,0.8229,0.531,0.7917,0.5284,0.9527,0.4583,0.9574,4080,16,32,878,2620,38,10,2338,4747,22,26,211
0.8134,0.1875,0.8195,0.5368,0.625,0.5359,0.9515,0.5833,0.955,4063,9,39,895,2657,30,18,2301,4735,28,20,223
0.8246,0.3125,0.8296,0.5541,0.8333,0.5514,0.9509,0.5625,0.9546,4113,15,33,845,2734,40,8,2224,4733,27,21,225
0.8248,0.3333,0.8296,0.5384,0.7708,0.5361,0.9347,0.6042,0.9379,4113,16,32,845,2658,37,11,2300,4650,29,19,308
0.8218,0.4583,0.8253,0.5425,0.8542,0.5395,0.9397,0.6875,0.9421,4092,22,26,866,2675,41,7,2283,4671,33,15,287
0.8276,0.375,0.832,0.5485,0.7083,0.547,0.9391,0.6667,0.9417,4125,18,30,833,2712,34,14,2246,4669,32,16,289
0.815,0.2708,0.8203,0.5509,0.75,0.549,0.9469,0.6875,0.9494,4067,13,35,891,2722,36,12,2236,4707,33,15,251
0.827,0.3333,0.8318,0.5485,0.7917,0.5462,0.9383,0.5417,0.9421,4124,16,32,834,2708,38,10,2250,4671,26,22,287
0.8176,0.3125,0.8225,0.5425,0.8125,0.5399,0.9463,0.5,0.9506,4078,15,33,880,2677,39,9,2281,4713,24,24,245
0.8248,0.3333,0.8296,0.5449,0.8958,0.5415,0.9421,0.5208,0.9461,4113,16,32,845,2685,43,5,2273,4691,25,23,267
0.8248,0.4375,0.8286,0.5404,0.8542,0.5373,0.9553,0.5,0.9597,4108,21,27,850,2664,41,7,2294,4758,24,24,200
0.8104,0.2708,0.8157,0.5396,0.6875,0.5381,0.9555,0.6875,0.958,4044,13,35,914,2668,33,15,2290,4750,33,15,208
0.8286,0.5208,0.8316,0.5465,0.8958,0.5432,0.9473,0.5833,0.9508,4123,25,23,835,2693,43,5,2265,4714,28,20,244
0.8212,0.4583,0.8247,0.5388,0.8542,0.5357,0.9441,0.4375,0.949,4089,22,26,869,2656,41,7,2302,4705,21,27,253
0.8202,0.2917,0.8253,0.5408,0.7708,0.5385,0.9561,0.625,0.9593,4092,14,34,866,2670,37,11,2288,4756,30,18,202
0.8178,0.2917,0.8229,0.5461,0.7708,0.544,0.9289,0.5208,0.9328,4080,14,34,878,2697,37,11,2261,4625,25,23,333
0.8256,0.3958,0.8298,0.5435,0.75,0.5415,0.9463,0.5833,0.9498,4114,19,29,844,2685,36,12,2273,4709,28,20,249
0.826,0.3958,0.8302,0.5437,0.6458,0.5428,0.9413,0.6667,0.9439,4116,19,29,842,2691,31,17,2267,4680,32,16,278
0.8206,0.4375,0.8243,0.5376,0.8542,0.5345,0.9357,0.7917,0.9371,4087,21,27,871,2650,41,7,2308,4646,38,10,312
0.8234,0.375,0.8278,0.5376,0.75,0.5355,0.9379,0.6458,0.9407,4104,18,30,854,2655,36,12,2303,4664,31,17,294
0.8256,0.3125,0.8306,0.5421,0.75,0.5401,0.9349,0.625,0.9379,4118,15,33,840,2678,36,12,2280,4650,30,18,308
0.8216,0.3333,0.8263,0.5485,0.7917,0.5462,0.9525,0.5625,0.9562,4097,16,32,861,2708,38,10,2250,4741,27,21,217
0.8258,0.4375,0.8296,0.5427,0.7917,0.5403,0.9433,0.5417,0.9472,4113,21,27,845,2679,38,10,2279,4696,26,22,262
0.8146,0.25,0.8201,0.5469,0.6458,0.546,0.9429,0.7083,0.9451,4066,12,36,892,2707,31,17,2251,4686,34,14,272
0.8368,0.2292,0.8427,0.5495,0.8333,0.5468,0.9435,0.5833,0.947,4178,11,37,780,2711,40,8,2247,4695,28,20,263
0.8252,0.3125,0.8302,0.5396,0.7292,0.5377,0.9459,0.5833,0.9494,4116,15,33,842,2666,35,13,2292,4707,28,20,251
0.826,0.2917,0.8312,0.5398,0.6458,0.5387,0.9507,0.6667,0.9534,4121,14,34,837,2671,31,17,2287,4727,32,16,231
0.823,0.4375,0.8267,0.5326,0.7917,0.5301,0.962,0.6042,0.9655,4099,21,27,859,2628,38,10,2330,4787,29,19,171
0.8254,0.4583,0.829,0.5467,0.7708,0.5446,0.9407,0.6042,0.9439,4110,22,26,848,2700,37,11,2258,4680,29,19,278
0.827,0.2917,0.8322,0.5503,0.7708,0.5482,0.9626,0.5625,0.9665,4126,14,34,832,2718,37,11,2240,4792,27,21,166
0.8326,0.3125,0.8376,0.5382,0.6875,0.5367,0.9441,0.5833,0.9476,4153,15,33,805,2661,33,15,2297,4698,28,20,260
0.8196,0.375,0.8239,0.5425,0.6667,0.5413,0.9648,0.4375,0.9699,4085,18,30,873,2684,32,16,2274,4809,21,27,149
0.8156,0.375,0.8199,0.5302,0.8333,0.5272,0.9385,0.625,0.9415,4065,18,30,893,2614,40,8,2344,4668,30,18,290
0.8304,0.4167,0.8344,0.5523,0.7292,0.5506,0.9391,0.5417,0.9429,4137,20,28,821,2730,35,13,2228,4675,26,22,283
0.8258,0.3333,0.8306,0.5406,0.7708,0.5383,0.9457,0.75,0.9476,4118,16,32,840,2669,37,11,2289,4698,36,12,260
0.8192,0.3542,0.8237,0.5479,0.8125,0.5454,0.9421,0.7083,0.9443,4084,17,31,874,2704,39,9,2254,4682,34,14,276
0.8234,0.3958,0.8276,0.5435,0.7917,0.5411,0.9487,0.5,0.953,4103,19,29,855,2683,38,10,2275,4725,24,24,233
0.8164,0.3958,0.8205,0.5421,0.8125,0.5395,0.9335,0.7292,0.9355,4068,19,29,890,2675,39,9,2283,4638,35,13,320
0.8218,0.2708,0.8271,0.5461,0.7708,0.544,0.9475,0.625,0.9506,4101,13,35,857,2697,37,11,2261,4713,30,18,245
0.818,0.3125,0.8229,0.5386,0.8125,0.5359,0.9373,0.6458,0.9401,4080,15,33,878,2657,39,9,2301,4661,31,17,297
0.8222,0.2708,0.8276,0.5495,0.75,0.5476,0.9616,0.4792,0.9663,4103,13,35,855,2715,36,12,2243,4791,23,25,167
0.8208,0.375,0.8251,0.5404,0.7292,0.5385,0.9387,0.5833,0.9421,4091,18,30,867,2670,35,13,2288,4671,28,20,287
0.8116,0.3958,0.8157,0.5457,0.7083,0.5442,0.9381,0.7292,0.9401,4044,19,29,914,2698,34,14,2260,4661,35,13,297
0.8188,0.3542,0.8233,0.5437,0.8333,0.5409,0.9485,0.5625,0.9522,4082,17,31,876,2682,40,8,2276,4721,27,21,237
0.8284,0.2917,0.8336,0.5368,0.8333,0.5339,0.9497,0.625,0.9528,4133,14,34,825,2647,40,8,2311,4724,30,18,234
0.816,0.3958,0.8201,0.5358,0.7917,0.5333,0.9451,0.6042,0.9484,4066,19,29,892,2644,38,10,2314,4702,29,19,256
0.8212,0.4583,0.8247,0.5316,0.7708,0.5292,0.9293,0.6042,0.9324,4089,22,26,869,2624,37,11,2334,4623,29,19,335
0.8206,0.2917,0.8257,0.5416,0.7083,0.5399,0.9419,0.5833,0.9453,4094,14,34,864,2677,34,14,2281,4687,28,20,271
0.8154,0.3542,0.8199,0.5441,0.7292,0.5424,0.9457,0.6042,0.949,4065,17,31,893,2689,35,13,2269,4705,29,19,253
0.8222,0.4167,0.8261,0.5417,0.7917,0.5393,0.9335,0.5625,0.9371,4096,20,28,862,2674,38,10,2284,4646,27,21,312
0.8236,0.3125,0.8286,0.5467,0.7708,0.5446,0.9383,0.6667,0.9409,4108,15,33,850,2700,37,11,2258,4665,32,16,293
0.8212,0.3542,0.8257,0.5455,0.8125,0.543,0.9425,0.6667,0.9451,4094,17,31,864,2692,39,9,2266,4686,32,16,272
0.8264,0.2708,0.8318,0.5495,0.7708,0.5474,0.9249,0.75,0.9266,4124,13,35,834,2714,37,11,2244,4594,36,12,364
0.829,0.375,0.8334,0.5417,0.7083,0.5401,0.9275,0.7917,0.9288,4132,18,30,826,2678,34,14,2280,4605,38,10,353
0.8246,0.2917,0.8298,0.5487,0.7708,0.5466,0.9495,0.5417,0.9534,4114,14,34,844,2710,37,11,2248,4727,26,22,231
0.818,0.3958,0.8221,0.5406,0.7708,0.5383,0.9451,0.6042,0.9484,4076,19,29,882,2669,37,11,2289,4702,29,19,256
0.825,0.3958,0.8292,0.5493,0.7292,0.5476,0.9567,0.5417,0.9607,4111,19,29,847,2715,35,13,2243,4763,26,22,195
0.8212,0.3542,0.8257,0.5449,0.7917,0.5426,0.9235,0.625,0.9264,4094,17,31,864,2690,38,10,2268,4593,30,18,365
0.8334,0.3333,0.8382,0.538,0.7083,0.5363,0.9433,0.7292,0.9453,4156,16,32,802,2659,34,14,2299,4687,35,13,271
0.8242,0.3125,0.8292,0.5423,0.8333,0.5395,0.9227,0.625,0.9256,4111,15,33,847,2675,40,8,2283,4589,30,18,369
0.8238,0.3542,0.8284,0.5485,0.7083,0.547,0.9507,0.6667,0.9534,4107,17,31,851,2712,34,14,2246,4727,32,16,231
0.8308,0.2917,0.836,0.5427,0.75,0.5407,0.9319,0.4167,0.9369,4145,14,34,813,2681,36,12,2277,4645,20,28,313
0.8136,0.3958,0.8177,0.5314,0.7708,0.529,0.9463,0.5,0.9506,4054,19,29,904,2623,37,11,2335,4713,24,24,245
0.825,0.3333,0.8298,0.5421,0.7917,0.5397,0.9505,0.6042,0.9538,4114,16,32,844,2676,38,10,2282,4729,29,19,229
0.8314,0.4167,0.8354,0.5577,0.8333,0.5551,0.9449,0.6458,0.9478,4142,20,28,816,2752,40,8,2206,4699,31,17,259
0.8242,0.3333,0.829,0.5481,0.8125,0.5456,0.9527,0.6875,0.9552,4110,16,32,848,2705,39,9,2253,4736,33,15,222
0.827,0.3542,0.8316,0.5535,0.7083,0.552,0.9455,0.5625,0.9492,4123,17,31,835,2737,34,14,2221,4706,27,21,252
0.82,0.3958,0.8241,0.5441,0.7708,0.542,0.9445,0.625,0.9476,4086,19,29,872,2687,37,11,2271,4698,30,18,260
0.8316,0.25,0.8372,0.538,0.7083,0.5363,0.9573,0.6667,0.9601,4151,12,36,807,2659,34,14,2299,4760,32,16,198
0.8162,0.2917,0.8213,0.5334,0.75,0.5313,0.9239,0.6667,0.9264,4072,14,34,886,2634,36,12,2324,4593,32,16,365
0.816,0.4375,0.8197,0.5433,0.8958,0.5399,0.9397,0.5833,0.9431,4064,21,27,894,2677,43,5,2281,4676,28,20,282
0.8252,0.2917,0.8304,0.5417,0.8125,0.5391,0.9565,0.5208,0.9607,4117,14,34,841,2673,39,9,2285,4763,25,23,195
0.82,0.375,0.8243,0.5406,0.7917,0.5381,0.9373,0.7083,0.9395,4087,18,30,871,2668,38,10,2290,4658,34,14,300
0.8188,0.2708,0.8241,0.5386,0.6875,0.5371,0.9369,0.6875,0.9393,4086,13,35,872,2663,33,15,2295,4657,33,15,301
0.8292,0.2708,0.8346,0.5463,0.7292,0.5446,0.9557,0.5208,0.9599,4138,13,35,820,2700,35,13,2258,4759,25,23,199
0.827,0.3125,0.832,0.5388,0.6667,0.5375,0.9533,0.6667,0.956,4125,15,33,833,2665,32,16,2293,4740,32,16,218
0.8194,0.3333,0.8241,0.5429,0.8125,0.5403,0.9387,0.4792,0.9431,4086,16,32,872,2679,39,9,2279,4676,23,25,282
0.815,0.3125,0.8199,0.5372,0.7917,0.5347,0.9417,0.6875,0.9441,4065,15,33,893,2651,38,10,2307,4681,33,15,277
0.8164,0.3333,0.8211,0.5368,0.8542,0.5337,0.9459,0.6042,0.9492,4071,16,32,887,2646,41,7,2312,4706,29,19,252
0.8194,0.25,0.8249,0.5563,0.75,0.5545,0.9399,0.625,0.9429,4090,12,36,868,2749,36,12,2209,4675,30,18,283
0.8284,0.3125,0.8334,0.5421,0.7708,0.5399,0.9385,0.5625,0.9421,4132,15,33,826,2677,37,11,2281,4671,27,21,287
0.822,0.4375,0.8257,0.5429,0.8125,0.5403,0.9433,0.5417,0.9472,4094,21,27,864,2679,39,9,2279,4696,26,22,262
0.8284,0.4375,0.8322,0.5561,0.8125,0.5537,0.9481,0.5625,0.9518,4126,21,27,832,2745,39,9,2213,4719,27,21,239
0.8224,0.25,0.828,0.5479,0.8125,0.5454,0.9265,0.6667,0.929,4105,12,36,853,2704,39,9,2254,4606,32,16,352
0.8262,0.3125,0.8312,0.5481,0.75,0.5462,0.9439,0.4583,0.9486,4121,15,33,837,2708,36,12,2250,4703,22,26,255
0.8352,0.3333,0.8401,0.5545,0.7708,0.5524,0.9371,0.6458,0.9399,4165,16,32,793,2739,37,11,2219,4660,31,17,298
0.823,0.25,0.8286,0.5483,0.75,0.5464,0.9341,0.7708,0.9357,4108,12,36,850,2709,36,12,2249,4639,37,11,319
0.8254,0.4167,0.8294,0.5513,0.6875,0.55,0.9461,0.5,0.9504,4112,20,28,846,2727,33,15,2231,4712,24,24,246
0.8174,0.4583,0.8209,0.5445,0.9167,0.5409,0.9445,0.5,0.9488,4070,22,26,888,2682,44,4,2276,4704,24,24,254
0.8338,0.3958,0.838,0.5412,0.7917,0.5387,0.9543,0.5417,0.9582,4155,19,29,803,2671,38,10,2287,4751,26,22,207
0.817,0.3958,0.8211,0.5429,0.8333,0.5401,0.9509,0.6042,0.9542,4071,19,29,887,2678,40,8,2280,4731,29,19,227
0.8224,0.3542,0.8269,0.5523,0.7708,0.5502,0.9395,0.6042,0.9427,4100,17,31,858,2728,37,11,2230,4674,29,19,284
0.8262,0.4583,0.8298,0.539,0.7917,0.5365,0.9297,0.6458,0.9324,4114,22,26,844,2660,38,10,2298,4623,31,17,335
0.8318,0.2708,0.8372,0.5483,0.6042,0.5478,0.9565,0.6875,0.9591,4151,13,35,807,2716,29,19,2242,4755,33,15,203
0.8276,0.3125,0.8326,0.5515,0.8125,0.549,0.9503,0.7083,0.9526,4128,15,33,830,2722,39,9,2236,4723,34,14,235
0.8316,0.4583,0.8352,0.5455,0.7917,0.5432,0.9523,0.5625,0.956,4141,22,26,817,2693,38,10,2265,4740,27,21,218
0.819,0.3333,0.8237,0.5433,0.7083,0.5418,0.9409,0.6875,0.9433,4084,16,32,874,2686,34,14,2272,4677,33,15,281
0.818,0.3125,0.8229,0.5358,0.7292,0.5339,0.9539,0.6667,0.9566,4080,15,33,878,2647,35,13,2311,4743,32,16,215
0.8138,0.3125,0.8187,0.536,0.8333,0.5331,0.9453,0.5417,0.9492,4059,15,33,899,2643,40,8,2315,4706,26,22,252
0.8148,0.2917,0.8199,0.5414,0.7292,0.5395,0.9305,0.75,0.9322,4065,14,34,893,2675,35,13,2283,4622,36,12,336
0.8252,0.4167,0.8292,0.5469,0.8333,0.5442,0.9539,0.5833,0.9574,4111,20,28,847,2698,40,8,2260,4747,28,20,211
0.8202,0.2708,0.8255,0.5501,0.75,0.5482,0.9561,0.4792,0.9607,4093,13,35,865,2718,36,12,2240,4763,23,25,195
0.8276,0.2917,0.8328,0.5515,0.8125,0.549,0.9361,0.6667,0.9387,4129,14,34,829,2722,39,9,2236,4654,32,16,304
0.8202,0.3333,0.8249,0.5467,0.7917,0.5444,0.9561,0.5625,0.9599,4090,16,32,868,2699,38,10,2259,4759,27,21,199
0.8136,0.3542,0.8181,0.5364,0.8333,0.5335,0.9397,0.7292,0.9417,4056,17,31,902,2645,40,8,2313,4669,35,13,289
0.815,0.3333,0.8197,0.5425,0.6875,0.5411,0.9419,0.5417,0.9457,4064,16,32,894,2683,33,15,2275,4689,26,22,269
0.8196,0.375,0.8239,0.5244,0.7292,0.5224,0.9509,0.625,0.954,4085,18,30,873,2590,35,13,2368,4730,30,18,228
0.8138,0.3542,0.8183,0.5348,0.7292,0.5329,0.9545,0.5833,0.958,4057,17,31,901,2642,35,13,2316,4750,28,20,208
0.8276,0.3958,0.8318,0.5419,0.7708,0.5397,0.9369,0.6667,0.9395,4124,19,29,834,2676,37,11,2282,4658,32,16,300
0.8178,0.375,0.8221,0.5419,0.7917,0.5395,0.9359,0.625,0.9389,4076,18,30,882,2675,38,10,2283,4655,30,18,303
0.8214,0.3542,0.8259,0.5449,0.75,0.543,0.9325,0.5,0.9367,4095,17,31,863,2692,36,12,2266,4644,24,24,314
0.8164,0.3125,0.8213,0.5497,0.8125,0.5472,0.9235,0.7292,0.9254,4072,15,33,886,2713,39,9,2245,4588,35,13,370
0.8204,0.375,0.8247,0.5515,0.8333,0.5488,0.9529,0.5625,0.9566,4089,18,30,869,2721,40,8,2237,4743,27,21,215
0.8208,0.4167,0.8247,0.5429,0.7917,0.5405,0.9325,0.5417,0.9363,4089,20,28,869,2680,38,10,2278,4642,26,22,316
0.8108,0.2917,0.8159,0.5416,0.7708,0.5393,0.9505,0.625,0.9536,4045,14,34,913,2674,37,11,2284,4728,30,18,230
0.8198,0.3333,0.8245,0.5414,0.75,0.5393,0.9475,0.5625,0.9512,4088,16,32,870,2674,36,12,2284,4716,27,21,242
0.8266,0.3542,0.8312,0.5378,0.75,0.5357,0.9355,0.5625,0.9391,4121,17,31,837,2656,36,12,2302,4656,27,21,302
0.8242,0.4375,0.828,0.5396,0.8125,0.5369,0.9477,0.5417,0.9516,4105,21,27,853,2662,39,9,2296,4718,26,22,240
0.827,0.3333,0.8318,0.539,0.6667,0.5377,0.9357,0.5625,0.9393,4124,16,32,834,2666,32,16,2292,4657,27,21,301
0.824,0.3958,0.8282,0.5491,0.7708,0.547,0.9251,0.5625,0.9286,4106,19,29,852,2712,37,11,2246,4604,27,21,354
0.8186,0.4167,0.8225,0.5435,0.8125,0.5409,0.9379,0.6458,0.9407,4078,20,28,880,2682,39,9,2276,4664,31,17,294
0.8238,0.4375,0.8276,0.5461,0.7708,0.544,0.9417,0.5625,0.9453,4103,21,27,855,2697,37,11,2261,4687,27,21,271
0.8262,0.3958,0.8304,0.5505,0.7708,0.5484,0.9483,0.5417,0.9522,4117,19,29,841,2719,37,11,2239,4721,26,22,237
0.8156,0.3125,0.8205,0.5419,0.7917,0.5395,0.9505,0.5417,0.9544,4068,15,33,890,2675,38,10,2283,4732,26,22,226
0.8192,0.3125,0.8241,0.5525,0.8125,0.55,0.9519,0.5417,0.9558,4086,15,33,872,2727,39,9,2231,4739,26,22,219
0.8182,0.3542,0.8227,0.5529,0.7292,0.5512,0.9495,0.6458,0.9524,4079,17,31,879,2733,35,13,2225,4722,31,17,236
0.8228,0.4375,0.8265,0.5537,0.7917,0.5514,0.9445,0.6458,0.9474,4098,21,27,860,2734,38,10,2224,4697,31,17,261
0.8188,0.375,0.8231,0.5425,0.7708,0.5403,0.9479,0.5833,0.9514,4081,18,30,877,2679,37,11,2279,4717,28,20,241
0.8336,0.3958,0.8378,0.5491,0.7917,0.5468,0.9421,0.5417,0.9459,4154,19,29,804,2711,38,10,2247,4690,26,22,268
0.822,0.3958,0.8261,0.5483,0.8333,0.5456,0.9415,0.4375,0.9463,4096,19,29,862,2705,40,8,2253,4692,21,27,266
0.8144,0.4375,0.8181,0.5412,0.8125,0.5385,0.9503,0.5833,0.9538,4056,21,27,902,2670,39,9,2288,4729,28,20,229
0.8234,0.4167,0.8273,0.5483,0.7083,0.5468,0.9371,0.4583,0.9417,4102,20,28,856,2711,34,14,2247,4669,22,26,289
0.8152,0.3958,0.8193,0.5356,0.8542,0.5325,0.9429,0.5,0.9472,4062,19,29,896,2640,41,7,2318,4696,24,24,262
0.8162,0.375,0.8205,0.5437,0.8542,0.5407,0.9543,0.625,0.9574,4068,18,30,890,2681,41,7,2277,4747,30,18,211
0.8206,0.4583,0.8241,0.5493,0.75,0.5474,0.9419,0.5417,0.9457,4086,22,26,872,2714,36,12,2244,4689,26,22,269
0.8208,0.3125,0.8257,0.5433,0.75,0.5413,0.9521,0.5417,0.956,4094,15,33,864,2684,36,12,2274,4740,26,22,218
0.8198,0.4167,0.8237,0.5447,0.75,0.5428,0.9373,0.5417,0.9411,4084,20,28,874,2691,36,12,2267,4666,26,22,292
0.8244,0.25,0.83,0.5402,0.625,0.5393,0.9441,0.7708,0.9457,4115,12,36,843,2674,30,18,2284,4689,37,11,269
0.823,0.25,0.8286,0.5523,0.7292,0.5506,0.9594,0.5208,0.9637,4108,12,36,850,2730,35,13,2228,4778,25,23,180
0.8246,0.375,0.829,0.5531,0.8125,0.5506,0.9387,0.5208,0.9427,4110,18,30,848,2730,39,9,2228,4674,25,23,284
0.8246,0.4375,0.8284,0.5509,0.7083,0.5494,0.9385,0.6458,0.9413,4107,21,27,851,2724,34,14,2234,4667,31,17,291
0.8136,0.3542,0.8181,0.5284,0.8125,0.5256,0.9453,0.5625,0.949,4056,17,31,902,2606,39,9,2352,4705,27,21,253
0.8268,0.3125,0.8318,0.5471,0.7917,0.5448,0.9367,0.625,0.9397,4124,15,33,834,2701,38,10,2257,4659,30,18,299
0.813,0.3542,0.8175,0.5417,0.75,0.5397,0.9467,0.6667,0.9494,4053,17,31,905,2676,36,12,2282,4707,32,16,251
0.8178,0.3125,0.8227,0.5412,0.7708,0.5389,0.9415,0.6042,0.9447,4079,15,33,879,2672,37,11,2286,4684,29,19,274
0.8156,0.3125,0.8205,0.533,0.7708,0.5307,0.9363,0.5417,0.9401,4068,15,33,890,2631,37,11,2327,4661,26,22,297
0.824,0.375,0.8284,0.5503,0.6875,0.549,0.9287,0.6667,0.9312,4107,18,30,851,2722,33,15,2236,4617,32,16,341
0.8256,0.375,0.83,0.5392,0.7708,0.5369,0.9463,0.5417,0.9502,4115,18,30,843,2662,37,11,2296,4711,26,22,247
0.8226,0.3333,0.8273,0.5457,0.6875,0.5444,0.9547,0.6042,0.958,4102,16,32,856,2699,33,15,2259,4750,29,19,208
0.8292,0.3333,0.834,0.5499,0.7292,0.5482,0.9475,0.5625,0.9512,4135,16,32,823,2718,35,13,2240,4716,27,21,242
0.8182,0.2917,0.8233,0.5455,0.75,0.5436,0.9455,0.5208,0.9496,4082,14,34,876,2695,36,12,2263,4708,25,23,250
0.8216,0.375,0.8259,0.5479,0.75,0.546,0.9475,0.6458,0.9504,4095,18,30,863,2707,36,12,2251,4712,31,17,246
0.8294,0.3958,0.8336,0.5469,0.8333,0.5442,0.9626,0.75,0.9647,4133,19,29,825,2698,40,8,2260,4783,36,12,175
0.8276,0.3958,0.8318,0.5481,0.7708,0.546,0.9425,0.7083,0.9447,4124,19,29,834,2707,37,11,2251,4684,34,14,274
0.8204,0.4167,0.8243,0.5417,0.75,0.5397,0.9331,0.6667,0.9357,4087,20,28,871,2676,36,12,2282,4639,32,16,319
0.8252,0.3542,0.8298,0.536,0.7292,0.5341,0.9501,0.5417,0.954,4114,17,31,844,2648,35,13,2310,4730,26,22,228
0.8232,0.2292,0.829,0.5481,0.7917,0.5458,0.9495,0.6458,0.9524,4110,11,37,848,2706,38,10,2252,4722,31,17,236
0.8188,0.3333,0.8235,0.5421,0.75,0.5401,0.9355,0.6042,0.9387,4083,16,32,875,2678,36,12,2280,4654,29,19,304
0.829,0.2917,0.8342,0.5451,0.6667,0.544,0.9483,0.5417,0.9522,4136,14,34,822,2697,32,16,2261,4721,26,22,237
0.8128,0.4167,0.8167,0.5362,0.8125,0.5335,0.9405,0.4792,0.9449,4049,20,28,909,2645,39,9,2313,4685,23,25,273
0.8226,0.25,0.8282,0.5449,0.6042,0.5444,0.9433,0.5833,0.9468,4106,12,36,852,2699,29,19,2259,4694,28,20,264
0.816,0.3333,0.8207,0.5431,0.7292,0.5413,0.9541,0.6875,0.9566,4069,16,32,889,2684,35,13,2274,4743,33,15,215
0.8254,0.3958,0.8296,0.5491,0.8542,0.5462,0.9419,0.6042,0.9451,4113,19,29,845,2708,41,7,2250,4686,29,19,272
0.8226,0.375,0.8269,0.536,0.7917,0.5335,0.9381,0.7292,0.9401,4100,18,30,858,2645,38,10,2313,4661,35,13,297
0.8246,0.4167,0.8286,0.5513,0.7708,0.5492,0.9301,0.6458,0.9328,4108,20,28,850,2723,37,11,2235,4625,31,17,333
0.8234,0.2917,0.8286,0.5416,0.8125,0.5389,0.9367,0.5625,0.9403,4108,14,34,850,2672,39,9,2286,4662,27,21,296
0.8116,0.375,0.8159,0.533,0.7292,0.5311,0.9449,0.6875,0.9474,4045,18,30,913,2633,35,13,2325,4697,33,15,261
0.8214,0.3125,0.8263,0.5513,0.7708,0.5492,0.9437,0.5,0.948,4097,15,33,861,2723,37,11,2235,4700,24,24,258
0.8176,0.375,0.8219,0.5314,0.7708,0.529,0.9395,0.7292,0.9415,4075,18,30,883,2623,37,11,2335,4668,35,13,290
0.8184,0.2083,0.8243,0.5416,0.8125,0.5389,0.9323,0.6458,0.9351,4087,10,38,871,2672,39,9,2286,4636,31,17,322
0.82,0.3125,0.8249,0.5471,0.6667,0.546,0.9523,0.625,0.9554,4090,15,33,868,2707,32,16,2251,4737,30,18,221
0.8244,0.25,0.83,0.5414,0.7083,0.5397,0.9553,0.7292,0.9574,4115,12,36,843,2676,34,14,2282,4747,35,13,211
0.8222,0.2708,0.8276,0.5374,0.7292,0.5355,0.9433,0.7292,0.9453,4103,13,35,855,2655,35,13,2303,4687,35,13,271
0.8252,0.375,0.8296,0.5567,0.7917,0.5545,0.9628,0.6042,0.9663,4113,18,30,845,2749,38,10,2209,4791,29,19,167
0.8232,0.375,0.8276,0.5384,0.8125,0.5357,0.9523,0.7292,0.9544,4103,18,30,855,2656,39,9,2302,4732,35,13,226
0.8188,0.25,0.8243,0.5457,0.6875,0.5444,0.9347,0.7708,0.9363,4087,12,36,871,2699,33,15,2259,4642,37,11,316
0.8226,0.3542,0.8271,0.5412,0.7083,0.5395,0.9473,0.5625,0.951,4101,17,31,857,2675,34,14,2283,4715,27,21,243
