,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_decisiontreeclassifier__criterion,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__min_samples_leaf,param_decisiontreeclassifier__min_samples_split,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,mean_train_Recall,std_train_Recall,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_train_Precision,split1_train_Precision,split2_train_Precision,split3_train_Precision,mean_train_Precision,std_train_Precision,split0_test_Kappa,split1_test_Kappa,split2_test_Kappa,split3_test_Kappa,mean_test_Kappa,std_test_Kappa,rank_test_Kappa,split0_train_Kappa,split1_train_Kappa,split2_train_Kappa,split3_train_Kappa,mean_train_Kappa,std_train_Kappa
0,0.009126842021942,0.000456496168207,0.013091564178467,0.000496314673943,entropy,32,1,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 5}",0.893207547169811,0.909622641509434,0.906792452830189,0.899226269107379,0.902212227654203,0.006439971180795,14,0.906220517013649,0.922888231964274,0.914900308195484,0.913899371069182,0.914477107060647,0.005904049022175,0.614035087719298,0.543859649122807,0.5,0.473684210526316,0.532894736842105,0.053131760699937,95,1,1,1,1,1,0,0.89624260919321,0.91359908449361,0.911293399465853,0.903853491033956,0.906247146046658,0.006806908521318,14,0.90519488777262,0.922044890951866,0.91397507629705,0.912957782299084,0.913543159330155,0.005968716300444,0.76684535102777,0.732043727476234,0.708601941875304,0.694255908753188,0.725436732283124,0.02744986346005,1,0.964892437978828,0.970614156368621,0.968886457199289,0.967480970096288,0.967968505410756,0.002094157706904,0.995339970345266,0.994601328903654,0.993965875988348,0.993708053691275,0.994403807232136,0.000630728338711,6,1,1,1,1,1,0,0.092288354432984,0.097230420849152,0.087193232497622,0.073843362207956,0.087638842496929,0.008719664288338,11,0.171214686724382,0.2037679104666,0.186027129140799,0.184954158890186,0.186490971305492,0.0115589190599
1,0.007081627845764,0.000269269614974,0.013491690158844,0.00051828043535,gini,64,4,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 5}",0.790188679245283,0.788679245283019,0.809433962264151,0.788450651066239,0.794188134464673,0.008827478166304,75,0.809044593999623,0.786401660481791,0.813321592552991,0.809496855345912,0.804566175595079,0.010618083273585,0.649122807017544,0.614035087719298,0.672413793103448,0.56140350877193,0.624243799153055,0.041810385174691,11,1,1,1,1,1,0,0.791722296395194,0.790577913408354,0.810950019076688,0.790919496375429,0.796042431313916,0.008616918778556,76,0.806956189991734,0.784065619635023,0.811291963377416,0.807413530010173,0.802431825753586,0.010736698921949,0.736622932498135,0.722003607148713,0.7516182294202,0.688388990408107,0.724658439868789,0.023412071872682,2,0.938616525276484,0.934939320765208,0.942839492126382,0.938755537450614,0.938787718904672,0.002795414879062,0.995204986813714,0.994720422366211,0.995550351288056,0.994006233517142,0.994870498496281,0.000579559973593,1,1,1,1,1,1,0,0.042795188769248,0.03914605724527,0.052049612886317,0.034230772544951,0.042055407861446,0.006521515328409,64,0.082942877550762,0.072840621876227,0.084650588398327,0.083161867958679,0.080898988945999,0.004698666841153
2,0.009673118591309,0.000864939214734,0.012954950332642,0.000498269704477,entropy,100,1,2,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 100, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 2}",0.929622641509434,0.93,0.927358490566038,0.918097754293263,0.926269721592183,0.00482502633113,2,0.946914900308196,0.935467639474181,0.940310711365495,0.936981132075472,0.939918595805836,0.004402889299522,0.508771929824561,0.526315789473684,0.517241379310345,0.456140350877193,0.502117362371446,0.027260175240271,137,1,1,1,1,1,0,0.934197978256723,0.93438870875453,0.931896222815719,0.923120946203739,0.930900964007678,0.004597659282238,2,0.946334329497043,0.934761874483372,0.939661749745676,0.936291963377416,0.939262479275877,0.004451120383117,0.721911588048894,0.730211710852565,0.722603573261061,0.69080537092445,0.716383060771743,0.015122079639274,3,0.973345165549987,0.967700525388866,0.970546252669653,0.968686973609501,0.970069729304502,0.002149459096011,0.994315874949249,0.994518879415347,0.994300834520659,0.993634496919918,0.994192521451293,0.000333484896499,19,1,1,1,1,1,0,0.118110475075658,0.12283910523611,0.118044197634171,0.089709183948119,0.112175740473515,0.013115957593837,1,0.276168502880599,0.236652225848051,0.250932142766893,0.241254120005654,0.251251747875299,0.015281078445773
3,0.009495198726654,0.000671572478677,0.012631118297577,0.000288740765947,entropy,150,1,10,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 150, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 10}",0.856603773584906,0.860377358490566,0.844339622641509,0.835629364030949,0.849237529686983,0.009842878147231,45,0.860494370715139,0.87389143971319,0.85093402100761,0.850943396226415,0.859065806915588,0.009406642331824,0.596491228070175,0.56140350877193,0.586206896551724,0.491228070175439,0.558832425892317,0.04106247193126,69,1,1,1,1,1,0,0.859431623116536,0.863627694068281,0.847195726821824,0.839374284624189,0.852407332157708,0.009646998795824,45,0.858968652635595,0.872512240096649,0.849313326551373,0.849313326551373,0.857526886458748,0.009507426650594,0.736830393741363,0.723762008492526,0.72569695693931,0.678952723280923,0.71631052061353,0.0221376380472,4,0.959736144772507,0.96064259952888,0.961205627242062,0.957339450897821,0.959730955610318,0.00147691170801,0.994921616250828,0.994509114869317,0.994624860022396,0.993452246556785,0.994376959424832,0.000554676643238,9,1,1,1,1,1,0,0.063366031811141,0.060833200432371,0.056845928853073,0.041048054713564,0.055523303952537,0.008674467678892,42,0.116436243591316,0.12897933412123,0.108131053121979,0.108688572764486,0.115558800899753,0.008415047375187
4,0.009898066520691,0.001126540482919,0.01305228471756,0.000358145949493,entropy,150,2,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 150, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 5}",0.865849056603773,0.88188679245283,0.864339622641509,0.870919041328552,0.870748628256666,0.006876934230322,39,0.886785332410843,0.887477199823888,0.87647021825272,0.885283018867924,0.884003942338844,0.00442133135105,0.614035087719298,0.491228070175439,0.568965517241379,0.491228070175439,0.541364186327889,0.052607398868743,89,1,1,1,1,1,0,0.868586687011253,0.88613389280946,0.867607783288821,0.875047691720717,0.874344013707563,0.007382750553249,39,0.885547148216443,0.886246582310676,0.875127161749746,0.884028484231943,0.882737344127202,0.004466309165197,0.750241759271343,0.6951708376415,0.727099751345235,0.692396768342068,0.716227279150037,0.023908484288685,5,0.963641256852014,0.966251935273511,0.960497128077909,0.960022415954955,0.962603184039597,0.002524223462341,0.995192307692308,0.99379679144385,0.994533129236825,0.993717504332756,0.994309933176435,0.000600559664017,13,1,1,1,1,1,0,0.071106921674517,0.06365445129609,0.065126854437796,0.056950125904213,0.064209588328154,0.005035438317955,34,0.143400741738296,0.144252796567108,0.131002085997789,0.141572769775178,0.140057098519593,0.005316821023999
5,0.009201645851135,0.000350589534902,0.013158440589905,0.000718999294805,entropy,,2,10,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': None, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 10}",0.830943396226415,0.840754716981132,0.835471698113207,0.799962257029628,0.826783017087596,0.015869495112839,58,0.847537580979936,0.850053462481917,0.842505817975973,0.815345911949686,0.838860693346878,0.013845561902884,0.631578947368421,0.614035087719298,0.551724137931034,0.508771929824561,0.576527525710829,0.049100674775402,38,1,1,1,1,1,0,0.833110814419226,0.843219530802975,0.838611217092713,0.803128576879054,0.829517534798492,0.015650307590282,58,0.845870159598143,0.848413556304445,0.840793489318413,0.813326551373347,0.837100939148587,0.013997597785443,0.746550956831331,0.743295153772281,0.702023773500506,0.672409753877253,0.716069909495343,0.030715677176399,6,0.956294241424539,0.95746834432268,0.95554916028627,0.943396202003833,0.95317698700933,0.005688233118895,0.995215311004785,0.995048390726986,0.994120307553143,0.993393109957527,0.99444427981061,0.000736436552819,4,1,1,1,1,1,0,0.055255835717011,0.057579666036167,0.048848393645379,0.032117433307233,0.048450332176448,0.009957178987643,51,0.106139132441934,0.108017074163946,0.102012861366152,0.086143356768205,0.100578106185059,0.008612255377913
6,0.007443487644196,0.000725397653667,0.014082789421082,0.001265173401818,gini,150,4,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 150, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 5}",0.788490566037736,0.809245283018868,0.779622641509434,0.797131534251746,0.793622506204446,0.010939806380637,77,0.804201522108309,0.825020441537204,0.791118938298006,0.81,0.80758522548588,0.012169695528353,0.631578947368421,0.543859649122807,0.655172413793103,0.578947368421053,0.602389594676346,0.043627218576249,20,1,1,1,1,1,0,0.790196452412741,0.8121304596605,0.780999618466234,0.79950400610454,0.795707634161004,0.011519770909837,77,0.802060151332104,0.823106759076747,0.788847914547304,0.807922177009156,0.805484250491328,0.012298256210172,0.727312272670997,0.699984273099304,0.729842847557526,0.703943184936779,0.715270644566151,0.013410205085258,7,0.937208230254295,0.946919902227099,0.936087463487474,0.938675506872649,0.939722775710379,0.004255403503925,0.994956772334294,0.993930905695612,0.995138551288284,0.994306049822064,0.994583069785063,0.000487409313409,2,1,1,1,1,1,0,0.040704001488037,0.038192981032748,0.041084177145385,0.038185703771479,0.039541715859412,0.001359039101397,68,0.080605425654689,0.091468881686994,0.074384876329972,0.083411868934609,0.082467763151566,0.006138257711708
7,0.009153962135315,0.000503069006968,0.013544261455536,0.000382746087619,entropy,16,1,2,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 16, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 2}",0.816792452830189,0.878490566037736,0.823396226415094,0.851670126438951,0.842587342930492,0.024521489015476,50,0.829611925278319,0.885338700547204,0.842002641675577,0.857547169811321,0.853625109328105,0.020813752598877,0.596491228070175,0.56140350877193,0.568965517241379,0.543859649122807,0.567679975801573,0.018964063881035,49,0.924418604651163,0.97093023255814,0.970760233918129,0.947674418604651,0.95344587243302,0.01924436227051,0.819187488079344,0.881937821857715,0.826211369706219,0.855017169019458,0.845588462165684,0.024913147170948,50,0.828575061995295,0.884402619698607,0.840602746693794,0.856561546286877,0.852535493668643,0.020905833859436,0.717927997564003,0.728269271309114,0.71153416042837,0.696598659946318,0.713582522311951,0.011480756927711,8,0.942792612615544,0.962169007232415,0.956362326212275,0.954295701341409,0.95390491185041,0.007035091835582,0.994673459935155,0.99462249946225,0.994260789715335,0.994232475598935,0.994447306177919,0.000201729259943,3,0.999003373198405,0.999640649705333,0.999621956751852,0.999332393739337,0.999399593348732,0.000259354894465,0.046054387671574,0.072042577509675,0.046201031474905,0.054132077691263,0.054607518586854,0.010583387899259,44,0.086410758084889,0.137674698300152,0.098511215709962,0.107798574023621,0.107598811529656,0.01894806636999
8,0.00707346200943,0.000121112340824,0.013431072235108,0.000536702437134,gini,100,2,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 100, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 10}",0.834339622641509,0.808301886792453,0.806415094339623,0.840535950179279,0.822398138488216,0.01521299829792,64,0.846279640228945,0.819862884458142,0.809170388074722,0.851069182389937,0.831595523787937,0.017574044727947,0.614035087719298,0.56140350877193,0.620689655172414,0.508771929824561,0.576225045372051,0.04521145200956,41,1,1,1,1,1,0,0.836734693877551,0.81098607667366,0.808470049599389,0.844143456695918,0.82508356921163,0.015602694852645,65,0.844598461244993,0.81789279582883,0.807095625635809,0.849440488301119,0.829756842752687,0.017762361274457,0.734618589196623,0.701888231928285,0.723596876685656,0.689784600761729,0.712472074643073,0.017613691585563,9,0.946211041299143,0.954831603478539,0.943797667065256,0.954516940606591,0.949839313112382,0.004910931820543,0.995010206396008,0.994154781388824,0.994835680751173,0.993712104199416,0.994428193183855,0.000522571272636,5,1,1,1,1,1,0,0.054729945766923,0.039693774880167,0.045792417999705,0.044981468696205,0.04629940183575,0.005401443298372,54,0.10522034145596,0.088568989572536,0.08256823258084,0.108784899486449,0.096285615773947,0.010997435359406
9,0.009313523769379,0.00021207003426,0.013286054134369,0.000321765786105,entropy,100,2,2,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 100, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 2}",0.882075471698113,0.892264150943396,0.88622641509434,0.888092092847707,0.887164532645889,0.003662140104467,21,0.893829800616391,0.896219888043273,0.889364110950374,0.90559748427673,0.896252820971692,0.005929780144792,0.578947368421053,0.508771929824561,0.568965517241379,0.43859649122807,0.523820326678766,0.056050502537889,114,1,1,1,1,1,0,0.885370970818234,0.896433339691017,0.889736741701641,0.892979778710416,0.891130207730327,0.00408211583574,21,0.892668658994087,0.895084885865073,0.888161241098678,0.90456510681587,0.895119973193427,0.005992592801467,0.737417642905662,0.706701667386089,0.736039482166585,0.669566657965019,0.712431362605839,0.027621865540147,10,0.963082116224357,0.96174979039158,0.963853528998828,0.964599314805176,0.963321187604985,0.001053973532258,0.994856408058294,0.994077834179357,0.994668372787375,0.99321026946743,0.994203221123114,0.00064122814178,16,1,1,1,1,1,0,0.07730421857904,0.074099003454804,0.080269964752172,0.059317104596293,0.072747572845577,0.008055328088031,21,0.152506615103303,0.155828074531731,0.14590264111255,0.170170029278176,0.15610184000644,0.008873249082239
