,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_decisiontreeclassifier__criterion,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__min_samples_leaf,param_decisiontreeclassifier__min_samples_split,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Recall,split1_test_Recall,split2_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,mean_train_Recall,std_train_Recall,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC,split0_test_Precision,split1_test_Precision,split2_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_train_Precision,split1_train_Precision,split2_train_Precision,mean_train_Precision,std_train_Precision,split0_test_Kappa,split1_test_Kappa,split2_test_Kappa,mean_test_Kappa,std_test_Kappa,rank_test_Kappa,split0_train_Kappa,split1_train_Kappa,split2_train_Kappa,mean_train_Kappa,std_train_Kappa
0,0.012030204137166342,0.0003697893084705921,0.022431453069051106,0.0003922134343129456,gini,1,1,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 2}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.5582687698567527,0.565557939914163,0.5365955123861155,0.5534740740523437,0.012300335577318324,168,0.5865973947744899,0.5556165670846307,0.570011781536649,0.5707419144652566,0.012658402786483098,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,164,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0
1,0.01166383425394694,0.00024007936706088045,0.02280139923095703,1.4900684349059815e-05,gini,1,1,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 5}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.5578395853073964,0.5511877870642271,0.5286612453881485,0.545896205919924,0.01248584540899152,175,0.5862755063624727,0.5507216191197508,0.5619203904737861,0.5663058386520032,0.014842368214224145,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,164,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0
2,0.011742035547892252,0.00037370732986885904,0.022857109705607098,0.000231753433223507,gini,1,1,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 10}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.555440982479609,0.5727072509600181,0.540241698667269,0.5561299773689653,0.013262957359665935,166,0.5701208493336345,0.575968470363825,0.5700251058935735,0.5720381418636776,0.00277943678837778,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,164,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0
3,0.01170206069946289,0.000274458413508226,0.022745688756306965,0.00012764657500201657,gini,1,2,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 2}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.5377691693142337,0.5630543633762518,0.540241698667269,0.5470217437859182,0.011381623157431393,174,0.5413974851291318,0.5586832730230862,0.5700251058935735,0.5567019546819305,0.011770850562156312,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,164,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0
4,0.01163792610168457,0.00024176263080219964,0.023211320241292317,0.0005280381935930142,gini,1,2,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 5}",0.9891042875336069,0.9892442683272007,0.8914520237758279,0.9566001932122118,0.04606674783644191,40,0.9892442683272007,0.9891742729781363,0.9006580343876035,0.9596921918976468,0.041743462877658476,0.0,0.0,0.15789473684210525,0.05263157894736842,0.07443229275647868,150,0.0,0.0,0.21568627450980393,0.07189542483660132,0.10167548487649704,1.0,1.0,0.8994277539341917,0.9664759179780639,0.04741021146153007,40,1.0,1.0,0.9081545064377683,0.9693848354792561,0.04329638087951962,0.5769215762777995,0.5727072509600181,0.5286612453881485,0.5594300242086554,0.02182473286663514,163,0.5516480310217604,0.575968470363825,0.5619203904737861,0.5631789639531238,0.009968582241219343,0.9891042875336069,0.9892442683272007,0.9899228467957802,0.9894238008855293,0.00035747612605360984,156,0.9892442683272007,0.9891742729781363,0.9906367041198502,0.9896850818083958,0.0006735050630673733,0.0,0.0,0.011112801946382533,0.0037042673154608443,0.005238625076180102,162,0.0,0.0,0.026004456594151293,0.00866815219805043,0.012258618399197074
5,0.011664390563964844,0.00032349128576894217,0.022670825322469074,0.00032852115427787863,gini,1,2,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 10}",0.9891042875336069,0.9885366544013586,0.9892442683272007,0.9889617367540554,0.0003059628632960324,16,0.9892442683272007,0.9881129271916791,0.9891742729781363,0.9888438228323387,0.0005176106421974441,0.0,0.0,0.0,0.0,0.0,164,0.0,0.026143790849673203,0.0,0.008714596949891068,0.012324301197151154,1.0,0.9992846924177397,1.0,0.9997615641392464,0.0003371992280336315,16,1.0,0.9986409155937053,1.0,0.9995469718645684,0.0006406785332639313,0.5333909295282686,0.4996423462088698,0.5440836533393569,0.5257056430254985,0.018939467897115744,180,0.5657998268202695,0.5123923532216893,0.5939451317007489,0.5573791039142358,0.03382203768855243,0.9891042875336069,0.98923665203229,0.9892442683272007,0.9891950692976992,6.426766167534764e-05,179,0.9892442683272007,0.9894401133947555,0.9891742729781363,0.9892862182333642,0.00011250963735728807,0.0,-0.001329633685919429,0.0,-0.0004432112286398097,0.0006267953305384616,179,0.0,0.042746041921164935,0.0,0.014248680640388312,0.020150677407560106
6,0.011984427769978842,0.00040219644749419704,0.022757848103841145,5.547228378642653e-05,gini,1,4,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 2}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.5581972390985267,0.5727072509600181,0.549107747910549,0.5600040793230313,0.009718801014636227,162,0.5865258640162638,0.575968470363825,0.5877037224045555,0.583399352261548,0.005276383984583173,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,164,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0
7,0.011837164560953775,0.0003165173037294146,0.022740999857584637,0.00018302311441569145,gini,1,4,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 5}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.5584917228694053,0.5488893908591221,0.5365955123861155,0.547992208704881,0.008961573903638036,173,0.5781520593328815,0.5580479115823727,0.570011781536649,0.5687372508173011,0.008256815795026295,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,164,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0
8,0.011579116185506185,0.0002883540612355424,0.02277382214864095,0.0002007256324012005,gini,1,4,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 1, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 10}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.5584917228694053,0.565557939914163,0.5392063850613658,0.5544186826149781,0.011136826402395331,167,0.5781162939537685,0.5556165670846307,0.598320429745575,0.5773510969279915,0.01744217334331536,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,164,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,164,0.0,0.0,0.0,0.0,0.0
9,0.011842966079711914,0.00027520988885304905,0.023357232411702473,0.00029842453533665753,gini,2,1,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 2, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 2}",0.9842931937172775,0.9378714973110671,0.9016416643079536,0.9412687851120994,0.033827749966828205,49,0.983866402490801,0.936814547512913,0.9006580343876035,0.9404463281304393,0.03406660636106552,0.03896103896103896,0.13157894736842105,0.09210526315789473,0.08754841649578492,0.037948147763898744,143,0.05263157894736842,0.1895424836601307,0.19607843137254902,0.14608416466001606,0.06613480669768218,0.9947067238912732,0.9466380543633762,0.9104434907010014,0.9505960896518837,0.03451398411686037,48,0.9939914163090129,0.9449928469241774,0.9083690987124463,0.9491177873152122,0.035076646243847404,0.5658148003641565,0.5588124011746103,0.5320542504329493,0.5522271506572387,0.014548031394815163,170,0.6001216493486936,0.5767115954631733,0.6275582765294958,0.601463840447121,0.020779755397559472,0.9894691902661165,0.9901241957204848,0.9892740556505518,0.9896224805457177,0.0003636004831236181,148,0.9897435897435898,0.9907011623547056,0.9904071127749181,0.9902839549577379,0.0004005098520130392,0.044160993518781444,0.026091668712665883,0.0005511258801631502,0.023601262703870158,0.01789053251361245,133,0.05793277664725294,0.04361269583621752,0.022021882599048803,0.04118911836083975,0.014760383320896618
