,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_randomforestclassifier__bootstrap,param_randomforestclassifier__max_depth,param_randomforestclassifier__min_samples_leaf,param_randomforestclassifier__min_samples_split,param_randomforestclassifier__n_estimators,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Recall,split1_test_Recall,split2_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,mean_train_Recall,std_train_Recall,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC,split0_test_Precision,split1_test_Precision,split2_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_train_Precision,split1_train_Precision,split2_train_Precision,mean_train_Precision,std_train_Precision,split0_test_Kappa,split1_test_Kappa,split2_test_Kappa,mean_test_Kappa,std_test_Kappa,rank_test_Kappa,split0_train_Kappa,split1_train_Kappa,split2_train_Kappa,mean_train_Kappa,std_train_Kappa
0,0.015156110127766928,0.0004224842402077615,0.021044015884399414,0.001162923827831494,True,1,1,2,10,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 10}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.6154645783401148,0.6067031850011294,0.5160868910473608,0.579418218129535,0.04492462758741655,1760,0.6062754122430539,0.571669612050829,0.6232231853160911,0.6003894032033247,0.021454238989315807,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
1,0.025478601455688477,0.00048254428307706164,0.025777419408162434,0.0006072375128086073,True,1,1,2,20,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 20}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.6291789755309067,0.6147852194864845,0.5441194187184699,0.596027871245287,0.03717221754718799,1563,0.614451095550034,0.622937062283187,0.6332596987292771,0.6235492855208327,0.00769077375206136,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
2,0.03632823626200358,0.0006898854707697237,0.02904359499613444,0.0002853931362435979,True,1,1,2,30,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 30}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.6528714490087881,0.6107587907537083,0.5132962502823581,0.5923088300149516,0.058455737176812426,1634,0.5897040414878397,0.611242718355821,0.6229559968956586,0.6079675855797732,0.013771177767023688,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
3,0.04643098513285319,0.00036089466511922077,0.03404625256856283,0.00034977451059984237,True,1,1,2,40,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 40}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.653737249874589,0.5961749868232813,0.5286518334462766,0.592854690048049,0.0511198502134464,1623,0.6044104359611475,0.607165465136937,0.6355189953902399,0.6156982988294414,0.014060406716646998,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
4,0.056470394134521484,0.0006408127266032059,0.03907314936319987,0.00019628789234967453,True,1,1,2,50,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 50}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.6264858889322409,0.6104604321963708,0.5479651381673067,0.5949704864319728,0.03387556533363657,1587,0.617246912883066,0.615421891217145,0.6343618801836424,0.6223435614279511,0.008530832913821897,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
5,0.12577509880065918,0.027481324552487314,0.0660409927368164,0.0014483388581952763,True,1,1,2,100,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 100}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.6331549709232113,0.605778932309314,0.5324335516903848,0.5904558183076367,0.0425229305990701,1665,0.6134103700775544,0.6254878584719534,0.6386333885008463,0.6258438723501181,0.01030033086868297,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
6,0.2083582083384196,0.001986848916818176,0.11326853434244792,0.0010785257602859775,True,1,1,2,200,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 200}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.6425747357077829,0.6197067238912732,0.5484987952714404,0.6035934182901656,0.04006078386062511,1432,0.6121534052405693,0.6104250236098254,0.6440061432298241,0.622194857360073,0.015439040756782312,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
7,0.3077780405680339,0.0005024549358451282,0.16435535748799643,0.002795626018004774,True,1,1,2,300,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 300}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.6443332775950801,0.6092754687147053,0.5497082298019728,0.6011056587039194,0.039060075645695774,1471,0.6080909758301333,0.622608161051736,0.6491142809054953,0.6266044725957882,0.016984419709337516,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
8,0.4123409589131673,0.0031338388453398883,0.2137726147969564,0.0028512412738258695,True,1,1,2,400,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 400}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.638429667614217,0.6096500640012048,0.5451010842557036,0.5977269386237084,0.03902287198556228,1532,0.6188827083803929,0.6181977989097404,0.6471153936061788,0.6280653002987706,0.013473351884651487,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
9,0.5099043051401774,0.0012498650736011041,0.26456689834594727,0.0022741489481872767,True,1,1,2,500,"{'randomforestclassifier__bootstrap': True, 'randomforestclassifier__max_depth': 1, 'randomforestclassifier__min_samples_leaf': 1, 'randomforestclassifier__min_samples_split': 2, 'randomforestclassifier__n_estimators': 500}",0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,2,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0.6333389071586497,0.621886529628793,0.5341051125668248,0.5964435164514225,0.04432716764341412,1556,0.6130075389654394,0.6205096917164576,0.6433258997447333,0.6256143768088768,0.01289299829378804,0.9891042875336069,0.9892442683272007,0.9892442683272007,0.9891976080626694,6.598757892402691e-05,1442,0.9892442683272007,0.9891742729781363,0.9891742729781363,0.9891976047611578,3.299612398329404e-05,0.0,0.0,0.0,0.0,0.0,1442,0.0,0.0,0.0,0.0,0.0
