N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.876,0.5,0.882,0.691,0.991,0.089,,,,
1,0.688,0.429,0.692,0.56,0.987,0.012,,MeanAccuracy,0.8238,
2,0.888,0.429,0.895,0.662,0.99,0.083,,StdAccuracy,0.072982078885051,
3,0.755,0.571,0.758,0.664,0.991,0.041,,n,100,
4,0.923,0.393,0.932,0.662,0.99,0.118,,Error estándar,0.007298207888505,
5,0.802,0.429,0.808,0.618,0.989,0.036,,Valor crítico,1.96,(95%)
6,0.808,0.476,0.814,0.645,0.99,0.045,,Margen de error,0.01430448746147,
7,0.88,0.298,0.89,0.594,0.987,0.047,,,,
8,0.859,0.333,0.867,0.6,0.988,0.043,,,,
9,0.869,0.357,0.877,0.617,0.988,0.053,,MeanSpecificity,0.45621,
10,0.921,0.452,0.929,0.691,0.991,0.133,,StdSpecificity,0.068611230196601,
11,0.873,0.476,0.88,0.678,0.99,0.081,,n,100,
12,0.847,0.393,0.855,0.624,0.989,0.049,,Error estándar,0.00686112301966,
13,0.868,0.417,0.875,0.646,0.989,0.065,,Valor crítico,1.96,(95%)
14,0.87,0.417,0.878,0.647,0.989,0.067,,Margen de error,0.013447801118534,
15,0.78,0.512,0.785,0.648,0.99,0.041,,,,
16,0.795,0.464,0.8,0.632,0.989,0.039,,,,
17,0.817,0.369,0.824,0.597,0.988,0.032,,MeanROC_AUC,0.64297,
18,0.89,0.381,0.898,0.64,0.989,0.074,,StdROC_AUC,0.031987830703743,
19,0.872,0.488,0.878,0.683,0.991,0.083,,n,100,
20,0.819,0.524,0.824,0.674,0.991,0.057,,Error estándar,0.003198783070374,
21,0.817,0.464,0.823,0.643,0.99,0.047,,Valor crítico,1.96,(95%)
22,0.796,0.5,0.801,0.651,0.99,0.045,,Margen de error,0.006269614817934,
23,0.917,0.417,0.925,0.671,0.99,0.115,,,,
24,0.784,0.5,0.789,0.644,0.99,0.04,,,,
25,0.896,0.429,0.904,0.666,0.99,0.092,,,,
26,0.801,0.405,0.807,0.606,0.988,0.032,,,,
27,0.818,0.393,0.825,0.609,0.988,0.036,,,,
28,0.617,0.524,0.619,0.571,0.988,0.012,,,,
