Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
KMeans,0.5,0.535,0.558,0.534,0.546,0.991,0.005
KMeans,0.05,0.557,0.532,0.557,0.544,0.991,0.005
KMeans,0.25,0.533,0.519,0.533,0.526,0.99,0.003
MiniBatchKMeans,0.3,0.515,0.5,0.515,0.508,0.989,0.001
Birch,0.05,0.35,0.665,0.347,0.506,0.99,0
MiniBatchKMeans,0.1,0.483,0.526,0.482,0.504,0.989,0.001
KMeans,0.3,0.514,0.489,0.514,0.502,0.989,0.001
Birch,0.3,0.413,0.593,0.411,0.502,0.99,0
KMeans,0.1,0.484,0.518,0.483,0.5,0.989,0.001
MiniBatchKMeans,0.5,0.478,0.521,0.477,0.499,0.989,0.001
MiniBatchKMeans,0.15,0.529,0.465,0.53,0.497,0.989,0
MiniBatchKMeans,0.25,0.5,0.486,0.5,0.493,0.989,0
MiniBatchKMeans,0.4,0.478,0.489,0.478,0.484,0.988,-0.001
MiniBatchKMeans,0.05,0.474,0.493,0.474,0.483,0.988,-0.001
Birch,0.15,0.391,0.577,0.389,0.483,0.988,-0.001
KMeans,0.15,0.465,0.5,0.465,0.482,0.988,-0.001
Birch,0.4,0.293,0.67,0.288,0.479,0.987,-0.001
Birch,0.5,0.334,0.623,0.331,0.477,0.987,-0.001
Birch,0.25,0.315,0.621,0.312,0.467,0.987,-0.002
Birch,0.1,0.287,0.644,0.283,0.463,0.987,-0.002
KMeans,0.4,0.45,0.475,0.45,0.463,0.987,-0.002
