Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
MiniBatchKMeans,0.3,0.55,0.561,0.549,0.555,0.991,0.006
KMeans,0.5,0.53,0.572,0.529,0.55,0.991,0.005
KMeans,0.25,0.55,0.549,0.55,0.549,0.991,0.005
MiniBatchKMeans,0.05,0.533,0.5,0.533,0.517,0.99,0.002
KMeans,0.1,0.5,0.533,0.5,0.517,0.989,0.002
KMeans,0.15,0.497,0.533,0.496,0.515,0.989,0.002
MiniBatchKMeans,0.5,0.517,0.5,0.518,0.509,0.989,0.002
MiniBatchKMeans,0.1,0.517,0.496,0.517,0.507,0.989,0.002
Birch,0.15,0.504,0.504,0.504,0.504,0.989,0.001
MiniBatchKMeans,0.25,0.513,0.493,0.513,0.503,0.989,0.001
MiniBatchKMeans,0.4,0.479,0.516,0.478,0.497,0.989,0.001
MiniBatchKMeans,0.15,0.501,0.488,0.501,0.494,0.988,0
KMeans,0.3,0.501,0.486,0.501,0.493,0.988,0
KMeans,0.05,0.497,0.482,0.497,0.49,0.988,0
Birch,0.1,0.487,0.493,0.487,0.49,0.988,0
Birch,0.05,0.482,0.493,0.482,0.487,0.988,0
Birch,0.4,0.484,0.488,0.484,0.486,0.988,0
Birch,0.3,0.463,0.484,0.463,0.473,0.988,-0.001
Birch,0.5,0.465,0.477,0.465,0.471,0.987,-0.002
KMeans,0.4,0.466,0.447,0.466,0.457,0.987,-0.003
Birch,0.25,0.433,0.468,0.433,0.451,0.987,-0.003
