Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
BCDT14_ET1_BCDT15,7,0.25,0.8,0.408,0.807,0.607,0.988,0.033
RF8_ET1_BCDT15,7,0.25,0.807,0.401,0.813,0.607,0.988,0.034
DT7_BCDT14_RF8,7,0.5,0.693,0.519,0.696,0.607,0.989,0.022
DT7_RF8_BCDT15,3,0.25,0.689,0.519,0.692,0.606,0.989,0.022
DT7_BCDT14_RF8,4,0.3,0.724,0.485,0.728,0.606,0.989,0.026
DT7_BCDT14_ET1,6,0.25,0.788,0.418,0.794,0.606,0.988,0.031
DT7_RF8_ET1,7,0.05,0.912,0.29,0.922,0.606,0.988,0.075
BCDT14_RF8_ET1,7,0.15,0.833,0.373,0.84,0.606,0.988,0.039
DT7_RF8_ET1,7,0.25,0.807,0.398,0.814,0.606,0.988,0.034
BCDT14_ET1_BCDT15,3,0.15,0.711,0.495,0.714,0.605,0.988,0.029
DT7_BCDT14_RF8,5,0.25,0.746,0.461,0.75,0.605,0.988,0.027
DT7_BCDT14_RF8,7,0.15,0.813,0.39,0.82,0.605,0.988,0.035
DT7_BCDT14_ET1,7,0.25,0.8,0.404,0.807,0.605,0.988,0.032
DT7_BCDT14_BCDT15,7,0.5,0.658,0.551,0.659,0.605,0.989,0.019
DT7_BCDT14_RF8,3,0.1,0.742,0.462,0.746,0.604,0.988,0.036
DT7_RF8_ET1,3,0.15,0.715,0.489,0.718,0.604,0.988,0.031
DT7_ET1_BCDT15,3,0.15,0.698,0.506,0.701,0.604,0.988,0.027
RF8_ET1_BCDT15,3,0.15,0.713,0.49,0.717,0.604,0.988,0.03
DT7_BCDT14_BCDT15,4,0.15,0.653,0.552,0.654,0.603,0.989,0.022
BCDT14_RF8_BCDT15,4,0.4,0.685,0.518,0.688,0.603,0.989,0.021
DT7_RF8_BCDT15,4,0.5,0.643,0.562,0.645,0.603,0.989,0.018
BCDT14_RF8_BCDT15,5,0.25,0.741,0.461,0.746,0.603,0.988,0.025
RF8_ET1_BCDT15,6,0.1,0.861,0.337,0.87,0.603,0.988,0.047
BCDT14_RF8_BCDT15,6,0.5,0.677,0.526,0.679,0.603,0.989,0.02
BCDT14_RF8_ET1,3,0.15,0.719,0.481,0.723,0.602,0.988,0.031
BCDT14_RF8_BCDT15,4,0.15,0.683,0.519,0.686,0.602,0.988,0.025
DT7_RF8_BCDT15,4,0.4,0.671,0.531,0.673,0.602,0.989,0.02
BCDT14_RF8_ET1,6,0.1,0.863,0.333,0.872,0.602,0.988,0.048
DT7_BCDT14_RF8_ET1_BCDT15,6,0.5,0.698,0.504,0.701,0.602,0.989,0.021
BCDT14_RF8_ET1,7,0.05,0.909,0.285,0.92,0.602,0.987,0.069
DT7_BCDT14_RF8_ET1_BCDT15,3,0.15,0.706,0.492,0.71,0.601,0.988,0.027
DT7_BCDT14_ET1,3,0.15,0.711,0.488,0.715,0.601,0.988,0.028
DT7_BCDT14_BCDT15,3,0.25,0.678,0.521,0.68,0.601,0.989,0.02
DT7_BCDT14_RF8,3,0.4,0.685,0.514,0.688,0.601,0.989,0.02
DT7_BCDT14_BCDT15,4,0.4,0.67,0.53,0.672,0.601,0.989,0.02
DT7_RF8_BCDT15,5,0.25,0.73,0.468,0.734,0.601,0.988,0.024
BCDT14_RF8_ET1,6,0.05,0.904,0.288,0.914,0.601,0.987,0.064
DT7_BCDT14_RF8_ET1_BCDT15,7,0.4,0.745,0.452,0.75,0.601,0.988,0.025
DT7_BCDT14_BCDT15,3,0.1,0.718,0.477,0.722,0.6,0.988,0.028
BCDT14_RF8_BCDT15,3,0.15,0.695,0.501,0.699,0.6,0.988,0.025
DT7_BCDT14_BCDT15,3,0.4,0.663,0.536,0.665,0.6,0.989,0.019
DT7_BCDT14_RF8_ET1_BCDT15,3,0.5,0.676,0.521,0.679,0.6,0.989,0.02
DT7_ET1_BCDT15,3,0.5,0.662,0.536,0.664,0.6,0.989,0.019
DT7_BCDT14_BCDT15,5,0.25,0.72,0.475,0.724,0.6,0.988,0.023
BCDT14_ET1_BCDT15,7,0.4,0.751,0.443,0.756,0.6,0.988,0.025
DT7_BCDT14_RF8,4,0.15,0.681,0.514,0.684,0.599,0.988,0.024
BCDT14_RF8_BCDT15,4,0.5,0.66,0.537,0.662,0.599,0.989,0.019
BCDT14_RF8_ET1,7,0.5,0.707,0.487,0.711,0.599,0.988,0.021
DT7_BCDT14_RF8,3,0.15,0.698,0.495,0.702,0.598,0.988,0.025
DT7_RF8_BCDT15,3,0.4,0.667,0.526,0.67,0.598,0.989,0.019
BCDT14_RF8_BCDT15,7,0.4,0.717,0.476,0.721,0.598,0.988,0.022
DT7_RF8_BCDT15,3,0.15,0.68,0.511,0.683,0.597,0.988,0.022
BCDT14_RF8_ET1,6,0.25,0.794,0.393,0.8,0.597,0.988,0.029
BCDT14_ET1_BCDT15,6,0.5,0.707,0.483,0.71,0.597,0.988,0.021
BCDT14_RF8_BCDT15,3,0.4,0.688,0.502,0.691,0.596,0.988,0.02
DT7_ET1_BCDT15,6,0.5,0.679,0.511,0.682,0.596,0.988,0.019
BCDT14_RF8_ET1,7,0.1,0.864,0.319,0.872,0.596,0.987,0.044
DT7_RF8_BCDT15,7,0.4,0.704,0.483,0.708,0.596,0.988,0.02
DT7_BCDT14_ET1,2,0.4,0.66,0.527,0.662,0.595,0.988,0.02
DT7_RF8_ET1,2,0.4,0.656,0.531,0.659,0.595,0.988,0.019
RF8_ET1_BCDT15,2,0.4,0.655,0.533,0.657,0.595,0.988,0.019
BCDT14_RF8_ET1,7,0.3,0.781,0.402,0.787,0.595,0.988,0.028
DT7_BCDT14_BCDT15,7,0.4,0.695,0.49,0.699,0.595,0.988,0.019
BCDT14_ET1_BCDT15,2,0.4,0.657,0.529,0.659,0.594,0.988,0.019
DT7_BCDT14_RF8,4,0.5,0.654,0.532,0.656,0.594,0.988,0.017
BCDT14_RF8_ET1,7,0.25,0.794,0.388,0.8,0.594,0.988,0.028
RF8_ET1_BCDT15,7,0.4,0.754,0.43,0.759,0.594,0.988,0.024
DT7_BCDT14_BCDT15,6,0.5,0.658,0.526,0.66,0.593,0.988,0.018
RF8_ET1_BCDT15,6,0.5,0.703,0.479,0.706,0.593,0.988,0.02
DT7_BCDT14_RF8,7,0.4,0.726,0.455,0.731,0.593,0.988,0.021
DT7_RF8_ET1,2,0.3,0.648,0.533,0.65,0.592,0.988,0.019
DT7_ET1_BCDT15,2,0.3,0.631,0.551,0.632,0.592,0.988,0.017
RF8_ET1_BCDT15,2,0.3,0.647,0.535,0.649,0.592,0.988,0.019
BCDT14_RF8_ET1,2,0.3,0.654,0.526,0.656,0.591,0.988,0.02
DT7_ET1_BCDT15,2,0.4,0.643,0.537,0.644,0.591,0.988,0.017
DT7_BCDT14_ET1,7,0.4,0.753,0.424,0.758,0.591,0.988,0.023
DT7_RF8_ET1,7,0.4,0.754,0.423,0.759,0.591,0.988,0.023
BCDT14_ET1_BCDT15,2,0.15,0.636,0.542,0.638,0.59,0.988,0.02
RF8_ET1_BCDT15,2,0.15,0.632,0.546,0.634,0.59,0.988,0.02
DT7_BCDT14_ET1,2,0.3,0.647,0.531,0.649,0.59,0.988,0.019
BCDT14_ET1_BCDT15,2,0.3,0.648,0.53,0.649,0.59,0.988,0.019
DT7_BCDT14_ET1,6,0.5,0.706,0.47,0.709,0.59,0.988,0.019
DT7_RF8_BCDT15,6,0.5,0.66,0.518,0.662,0.59,0.988,0.017
DT7_BCDT14_RF8_ET1_BCDT15,2,0.1,0.683,0.492,0.686,0.589,0.988,0.027
DT7_ET1_BCDT15,2,0.1,0.666,0.508,0.669,0.589,0.988,0.023
DT7_BCDT14_RF8_ET1_BCDT15,2,0.15,0.627,0.55,0.629,0.589,0.988,0.019
DT7_RF8_ET1,2,0.15,0.631,0.545,0.633,0.589,0.988,0.02
DT7_ET1_BCDT15,2,0.15,0.63,0.546,0.632,0.589,0.988,0.018
BCDT14_RF8_ET1,2,0.4,0.626,0.55,0.627,0.589,0.988,0.018
DT7_BCDT14_RF8,6,0.5,0.681,0.494,0.684,0.589,0.988,0.017
DT7_RF8_ET1,6,0.5,0.701,0.473,0.705,0.589,0.988,0.019
DT7_BCDT14_RF8_ET1_BCDT15,2,0.3,0.641,0.535,0.642,0.588,0.988,0.017
BCDT14_RF8_BCDT15,3,0.3,0.699,0.474,0.702,0.588,0.988,0.019
DT7_BCDT14_ET1,2,0.15,0.631,0.542,0.633,0.587,0.988,0.018
BCDT14_RF8_ET1,2,0.15,0.633,0.539,0.635,0.587,0.988,0.02
DT7_BCDT14_BCDT15,3,0.15,0.664,0.507,0.666,0.587,0.988,0.017
BCDT14_RF8_ET1,6,0.5,0.7,0.469,0.704,0.587,0.988,0.018
BCDT14_ET1_BCDT15,2,0.1,0.68,0.489,0.683,0.586,0.988,0.025
DT7_BCDT14_RF8_ET1_BCDT15,2,0.4,0.646,0.525,0.648,0.586,0.988,0.016
DT7_ET1_BCDT15,7,0.4,0.72,0.449,0.724,0.586,0.988,0.019
RF8_ET1_BCDT15,2,0.1,0.686,0.481,0.69,0.585,0.988,0.027
DT7_BCDT14_RF8,2,0.3,0.634,0.532,0.636,0.584,0.988,0.016
DT7_RF8_BCDT15,2,0.3,0.626,0.54,0.627,0.584,0.988,0.015
BCDT14_RF8_BCDT15,2,0.3,0.634,0.532,0.636,0.584,0.988,0.016
DT7_BCDT14_RF8,3,0.3,0.697,0.468,0.701,0.584,0.988,0.018
DT7_RF8_BCDT15,3,0.3,0.68,0.486,0.683,0.584,0.988,0.017
DT7_BCDT14_RF8,3,0.5,0.677,0.488,0.68,0.584,0.988,0.017
DT7_BCDT14_RF8,2,0.1,0.677,0.486,0.68,0.583,0.988,0.023
DT7_RF8_ET1,2,0.1,0.686,0.476,0.69,0.583,0.988,0.026
DT7_BCDT14_BCDT15,2,0.15,0.622,0.543,0.624,0.583,0.988,0.016
DT7_RF8_BCDT15,2,0.15,0.621,0.544,0.622,0.583,0.988,0.016
BCDT14_RF8_BCDT15,2,0.15,0.625,0.539,0.627,0.583,0.988,0.017
DT7_RF8_BCDT15,2,0.1,0.669,0.493,0.672,0.582,0.988,0.021
BCDT14_RF8_BCDT15,2,0.1,0.677,0.485,0.68,0.582,0.988,0.023
DT7_BCDT14_BCDT15,2,0.3,0.619,0.544,0.62,0.582,0.988,0.014
BCDT14_RF8_BCDT15,3,0.5,0.673,0.488,0.676,0.582,0.988,0.016
DT7_BCDT14_ET1,2,0.1,0.677,0.481,0.68,0.581,0.988,0.022
DT7_BCDT14_RF8,2,0.15,0.624,0.537,0.626,0.581,0.988,0.016
DT7_BCDT14_BCDT15,3,0.3,0.674,0.486,0.677,0.581,0.988,0.016
DT7_BCDT14_BCDT15,2,0.1,0.656,0.501,0.659,0.58,0.988,0.018
BCDT14_RF8_ET1,7,0.4,0.739,0.415,0.744,0.58,0.987,0.019
BCDT14_RF8_ET1,2,0.1,0.691,0.463,0.695,0.579,0.987,0.026
DT7_BCDT14_BCDT15,2,0.4,0.632,0.525,0.634,0.579,0.988,0.014
DT7_RF8_BCDT15,2,0.4,0.633,0.524,0.635,0.579,0.988,0.014
BCDT14_ET1_BCDT15,2,0.05,0.641,0.514,0.643,0.578,0.988,0.021
DT7_ET1_BCDT15,2,0.05,0.64,0.512,0.642,0.577,0.988,0.02
DT7_RF8_BCDT15,3,0.5,0.662,0.489,0.665,0.577,0.988,0.014
DT7_BCDT14_ET1,2,0.05,0.64,0.511,0.642,0.576,0.988,0.02
RF8_ET1_BCDT15,2,0.05,0.657,0.493,0.659,0.576,0.987,0.026
BCDT14_RF8_BCDT15,2,0.4,0.605,0.546,0.606,0.576,0.988,0.014
BCDT14_ET1_BCDT15,2,0.5,0.666,0.483,0.669,0.576,0.988,0.016
DT7_BCDT14_BCDT15,3,0.5,0.664,0.485,0.667,0.576,0.988,0.014
DT7_BCDT14_RF8_ET1_BCDT15,2,0.05,0.646,0.501,0.649,0.575,0.987,0.022
DT7_RF8_ET1,2,0.05,0.657,0.492,0.659,0.575,0.987,0.025
BCDT14_RF8_BCDT15,2,0.05,0.653,0.494,0.655,0.575,0.987,0.023
DT7_BCDT14_ET1,2,0.5,0.67,0.476,0.673,0.575,0.987,0.016
DT7_RF8_BCDT15,2,0.05,0.649,0.495,0.652,0.574,0.987,0.02
DT7_BCDT14_RF8,2,0.4,0.608,0.538,0.609,0.574,0.988,0.013
DT7_BCDT14_RF8,2,0.05,0.653,0.49,0.655,0.573,0.987,0.022
BCDT14_RF8_ET1,2,0.05,0.659,0.485,0.661,0.573,0.987,0.026
DT7_ET1_BCDT15,2,0.5,0.639,0.504,0.642,0.573,0.988,0.013
DT7_BCDT14_BCDT15,2,0.05,0.625,0.512,0.627,0.569,0.987,0.014
DT7_BCDT14_RF8_ET1_BCDT15,2,0.5,0.615,0.523,0.616,0.569,0.987,0.013
RF8_ET1_BCDT15,2,0.5,0.619,0.517,0.62,0.568,0.987,0.013
DT7_BCDT14_BCDT15,2,0.5,0.638,0.493,0.64,0.566,0.987,0.012
DT7_RF8_ET1,2,0.5,0.62,0.511,0.622,0.566,0.987,0.013
BCDT14_RF8_BCDT15,2,0.5,0.608,0.519,0.609,0.564,0.987,0.012
DT7_RF8_BCDT15,2,0.5,0.596,0.529,0.597,0.563,0.987,0.011
BCDT14_RF8_ET1,2,0.5,0.627,0.496,0.629,0.563,0.987,0.012
DT7_BCDT14_RF8,2,0.5,0.608,0.513,0.61,0.561,0.987,0.011
DT7_RF8_ET1,2,0.25,0.589,0.494,0.59,0.542,0.986,0.008
BCDT14_ET1_BCDT15,2,0.25,0.581,0.502,0.582,0.542,0.986,0.009
RF8_ET1_BCDT15,2,0.25,0.589,0.493,0.59,0.542,0.986,0.008
DT7_BCDT14_RF8_ET1_BCDT15,2,0.25,0.585,0.496,0.586,0.541,0.986,0.008
DT7_BCDT14_ET1,2,0.25,0.582,0.5,0.583,0.541,0.986,0.008
DT7_ET1_BCDT15,2,0.25,0.576,0.505,0.577,0.541,0.986,0.008
BCDT14_RF8_ET1,2,0.25,0.591,0.488,0.593,0.541,0.986,0.008
DT7_BCDT14_RF8,2,0.25,0.583,0.489,0.585,0.537,0.986,0.007
DT7_RF8_BCDT15,2,0.25,0.58,0.493,0.582,0.537,0.986,0.006
DT7_BCDT14_BCDT15,2,0.25,0.564,0.502,0.565,0.534,0.986,0.005
BCDT14_RF8_BCDT15,2,0.25,0.582,0.485,0.584,0.534,0.986,0.006
