Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
DT7_RF8_ET1,4,0.4,0.757,0.482,0.761,0.622,0.989,0.031
BCDT14_ET1_BCDT15,4,0.4,0.752,0.487,0.757,0.622,0.989,0.03
BCDT14_RF8_BCDT15,4,0.5,0.715,0.526,0.718,0.622,0.989,0.026
BCDT14_RF8_ET1,5,0.1,0.898,0.337,0.907,0.622,0.988,0.071
DT7_RF8_ET1,6,0.1,0.899,0.336,0.908,0.622,0.988,0.072
DT7_BCDT14_RF8,3,0.3,0.778,0.46,0.783,0.621,0.989,0.033
RF8_ET1_BCDT15,4,0.4,0.759,0.477,0.764,0.621,0.989,0.031
DT7_RF8_ET1,5,0.05,0.932,0.3,0.942,0.621,0.988,0.1
BCDT14_RF8_ET1,5,0.15,0.858,0.375,0.866,0.621,0.988,0.051
BCDT14_ET1_BCDT15,5,0.4,0.763,0.475,0.768,0.621,0.989,0.031
DT7_BCDT14_RF8,5,0.5,0.706,0.533,0.709,0.621,0.989,0.026
DT7_BCDT14_ET1,6,0.15,0.845,0.389,0.852,0.621,0.988,0.048
DT7_BCDT14_BCDT15,6,0.5,0.69,0.551,0.692,0.621,0.99,0.024
DT7_BCDT14_BCDT15,2,0.3,0.736,0.5,0.74,0.62,0.989,0.028
BCDT14_ET1_BCDT15,6,0.05,0.902,0.33,0.911,0.62,0.988,0.072
BCDT14_ET1_BCDT15,6,0.15,0.855,0.376,0.863,0.62,0.988,0.051
DT7_ET1_BCDT15,6,0.4,0.728,0.507,0.732,0.62,0.989,0.027
DT7_RF8_BCDT15,6,0.5,0.697,0.54,0.7,0.62,0.989,0.024
BCDT14_RF8_ET1,2,0.3,0.779,0.455,0.784,0.619,0.989,0.033
BCDT14_RF8_BCDT15,2,0.5,0.702,0.533,0.705,0.619,0.989,0.025
BCDT14_RF8_ET1,3,0.3,0.805,0.427,0.811,0.619,0.989,0.037
DT7_BCDT14_RF8_ET1_BCDT15,4,0.5,0.725,0.51,0.728,0.619,0.989,0.027
BCDT14_RF8_ET1,5,0.25,0.814,0.418,0.82,0.619,0.989,0.039
DT7_ET1_BCDT15,5,0.4,0.735,0.499,0.739,0.619,0.989,0.028
DT7_BCDT14_RF8_ET1_BCDT15,5,0.5,0.724,0.511,0.727,0.619,0.989,0.027
DT7_BCDT14_BCDT15,6,0.4,0.716,0.519,0.719,0.619,0.989,0.026
DT7_RF8_BCDT15,2,0.5,0.694,0.537,0.697,0.617,0.989,0.024
BCDT14_RF8_BCDT15,5,0.4,0.744,0.486,0.748,0.617,0.989,0.028
DT7_RF8_ET1,5,0.5,0.721,0.511,0.724,0.617,0.989,0.026
DT7_RF8_BCDT15,5,0.5,0.698,0.535,0.7,0.617,0.989,0.024
RF8_ET1_BCDT15,6,0.4,0.764,0.465,0.769,0.617,0.989,0.03
DT7_BCDT14_RF8,6,0.5,0.704,0.527,0.707,0.617,0.989,0.024
BCDT14_RF8_ET1,4,0.15,0.867,0.357,0.876,0.616,0.988,0.053
DT7_BCDT14_ET1,5,0.4,0.76,0.468,0.765,0.616,0.989,0.03
BCDT14_ET1_BCDT15,6,0.4,0.76,0.468,0.765,0.616,0.989,0.03
DT7_BCDT14_BCDT15,3,0.5,0.684,0.543,0.687,0.615,0.989,0.022
DT7_BCDT14_ET1,4,0.5,0.722,0.504,0.726,0.615,0.989,0.026
DT7_BCDT14_BCDT15,4,0.5,0.688,0.539,0.69,0.615,0.989,0.023
BCDT14_ET1_BCDT15,4,0.5,0.731,0.495,0.734,0.615,0.989,0.026
BCDT14_RF8_ET1,5,0.3,0.792,0.432,0.798,0.615,0.989,0.034
DT7_BCDT14_ET1,5,0.5,0.719,0.507,0.722,0.615,0.989,0.025
RF8_ET1_BCDT15,6,0.15,0.874,0.349,0.882,0.615,0.988,0.055
DT7_RF8_ET1,6,0.4,0.758,0.467,0.763,0.615,0.989,0.029
DT7_BCDT14_RF8,2,0.4,0.725,0.499,0.729,0.614,0.989,0.025
RF8_ET1_BCDT15,5,0.4,0.768,0.455,0.773,0.614,0.989,0.03
BCDT14_RF8_BCDT15,5,0.5,0.705,0.519,0.708,0.614,0.989,0.024
DT7_ET1_BCDT15,6,0.5,0.698,0.527,0.701,0.614,0.989,0.023
BCDT14_RF8_ET1,2,0.5,0.715,0.507,0.718,0.613,0.989,0.024
DT7_BCDT14_RF8,3,0.5,0.711,0.512,0.714,0.613,0.989,0.024
DT7_RF8_ET1,5,0.4,0.763,0.458,0.768,0.613,0.989,0.029
DT7_BCDT14_BCDT15,5,0.5,0.693,0.531,0.696,0.613,0.989,0.023
DT7_RF8_ET1,6,0.15,0.868,0.35,0.876,0.613,0.988,0.051
BCDT14_RF8_ET1,2,0.4,0.749,0.47,0.753,0.612,0.989,0.028
DT7_BCDT14_BCDT15,2,0.5,0.689,0.532,0.691,0.612,0.989,0.022
BCDT14_RF8_ET1,4,0.3,0.79,0.429,0.796,0.612,0.988,0.033
DT7_RF8_BCDT15,4,0.5,0.691,0.53,0.694,0.612,0.989,0.023
BCDT14_RF8_ET1,6,0.3,0.789,0.429,0.795,0.612,0.988,0.032
DT7_BCDT14_ET1,6,0.5,0.721,0.5,0.724,0.612,0.989,0.025
DT7_BCDT14_RF8,4,0.5,0.707,0.512,0.71,0.611,0.989,0.023
DT7_RF8_ET1,6,0.05,0.927,0.285,0.937,0.611,0.988,0.089
DT7_ET1_BCDT15,5,0.5,0.696,0.52,0.699,0.61,0.989,0.022
RF8_ET1_BCDT15,6,0.05,0.93,0.277,0.941,0.609,0.988,0.091
DT7_BCDT14_ET1,6,0.4,0.751,0.462,0.756,0.609,0.989,0.027
DT7_RF8_ET1,6,0.5,0.718,0.498,0.721,0.609,0.989,0.024
BCDT14_ET1_BCDT15,6,0.5,0.726,0.486,0.73,0.608,0.989,0.024
DT7_RF8_ET1,4,0.5,0.724,0.486,0.727,0.607,0.989,0.024
DT7_ET1_BCDT15,4,0.5,0.692,0.519,0.695,0.607,0.989,0.021
RF8_ET1_BCDT15,4,0.5,0.73,0.48,0.734,0.607,0.989,0.024
BCDT14_RF8_ET1,6,0.25,0.816,0.392,0.823,0.607,0.988,0.036
BCDT14_ET1_BCDT15,5,0.5,0.724,0.483,0.728,0.606,0.989,0.024
RF8_ET1_BCDT15,5,0.5,0.722,0.486,0.726,0.606,0.989,0.024
BCDT14_RF8_ET1,6,0.1,0.893,0.31,0.902,0.606,0.988,0.059
RF8_ET1_BCDT15,6,0.5,0.726,0.481,0.73,0.606,0.989,0.024
BCDT14_RF8_ET1,6,0.15,0.86,0.333,0.869,0.601,0.988,0.044
BCDT14_RF8_ET1,5,0.05,0.93,0.256,0.941,0.599,0.987,0.082
BCDT14_RF8_ET1,4,0.4,0.738,0.452,0.743,0.598,0.988,0.023
BCDT14_RF8_ET1,6,0.05,0.928,0.251,0.939,0.595,0.987,0.079
BCDT14_RF8_ET1,6,0.4,0.752,0.433,0.758,0.595,0.988,0.024
BCDT14_RF8_ET1,5,0.5,0.703,0.477,0.706,0.592,0.988,0.02
BCDT14_RF8_ET1,4,0.5,0.71,0.468,0.714,0.591,0.988,0.019
BCDT14_RF8_ET1,5,0.4,0.749,0.426,0.754,0.59,0.988,0.022
BCDT14_RF8_ET1,6,0.5,0.709,0.455,0.713,0.584,0.988,0.018
