Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
DT7_BCDT14_ET1,6,0.15,0.825,0.413,0.832,0.623,0.989,0.043
DT7_ET1_BCDT15,6,0.4,0.683,0.562,0.685,0.623,0.99,0.024
BCDT14_RF8_BCDT15,6,0.4,0.778,0.463,0.783,0.623,0.989,0.034
DT7_BCDT14_RF8,2,0.15,0.86,0.376,0.868,0.622,0.988,0.053
BCDT14_RF8_ET1,4,0.05,0.919,0.315,0.929,0.622,0.988,0.086
BCDT14_RF8_ET1,4,0.3,0.822,0.415,0.828,0.622,0.989,0.042
BCDT14_RF8_ET1,4,0.4,0.782,0.457,0.787,0.622,0.989,0.034
RF8_ET1_BCDT15,5,0.25,0.803,0.435,0.809,0.622,0.989,0.039
DT7_BCDT14_RF8_ET1_BCDT15,5,0.4,0.765,0.474,0.769,0.622,0.989,0.032
BCDT14_RF8_BCDT15,6,0.05,0.932,0.301,0.942,0.622,0.988,0.106
DT7_BCDT14_ET1,6,0.4,0.736,0.505,0.74,0.622,0.989,0.029
DT7_BCDT14_BCDT15,6,0.4,0.707,0.533,0.71,0.622,0.989,0.026
DT7_ET1_BCDT15,6,0.5,0.661,0.581,0.663,0.622,0.99,0.022
BCDT14_ET1_BCDT15,6,0.5,0.728,0.513,0.731,0.622,0.989,0.027
RF8_ET1_BCDT15,6,0.5,0.716,0.525,0.719,0.622,0.989,0.026
DT7_BCDT14_ET1,5,0.25,0.781,0.456,0.787,0.621,0.989,0.034
BCDT14_RF8_BCDT15,5,0.4,0.776,0.462,0.781,0.621,0.989,0.033
DT7_BCDT14_ET1,4,0.1,0.853,0.379,0.861,0.62,0.988,0.049
BCDT14_RF8_ET1,4,0.15,0.878,0.354,0.887,0.62,0.988,0.06
DT7_BCDT14_RF8,4,0.3,0.81,0.424,0.816,0.62,0.989,0.039
RF8_ET1_BCDT15,5,0.05,0.921,0.31,0.931,0.62,0.988,0.089
DT7_RF8_ET1,5,0.25,0.795,0.439,0.801,0.62,0.989,0.036
DT7_ET1_BCDT15,5,0.4,0.697,0.539,0.7,0.62,0.989,0.024
DT7_BCDT14_RF8_ET1_BCDT15,5,0.5,0.725,0.512,0.729,0.62,0.989,0.027
DT7_BCDT14_RF8,5,0.5,0.733,0.502,0.737,0.62,0.989,0.028
DT7_BCDT14_RF8,6,0.4,0.774,0.461,0.779,0.62,0.989,0.032
DT7_RF8_ET1,6,0.4,0.734,0.502,0.737,0.62,0.989,0.028
BCDT14_ET1_BCDT15,2,0.15,0.831,0.4,0.838,0.619,0.988,0.043
DT7_RF8_ET1,2,0.5,0.693,0.543,0.695,0.619,0.989,0.024
DT7_BCDT14_BCDT15,5,0.4,0.72,0.514,0.724,0.619,0.989,0.026
DT7_RF8_BCDT15,5,0.4,0.715,0.52,0.718,0.619,0.989,0.026
DT7_BCDT14_ET1,5,0.5,0.708,0.526,0.711,0.619,0.989,0.025
DT7_BCDT14_BCDT15,5,0.5,0.7,0.536,0.703,0.619,0.989,0.025
DT7_RF8_BCDT15,5,0.5,0.691,0.544,0.694,0.619,0.989,0.024
BCDT14_RF8_ET1,6,0.15,0.877,0.352,0.886,0.619,0.988,0.059
BCDT14_ET1_BCDT15,6,0.4,0.748,0.486,0.752,0.619,0.989,0.029
BCDT14_RF8_ET1,5,0.1,0.902,0.324,0.912,0.618,0.988,0.072
RF8_ET1_BCDT15,6,0.15,0.858,0.371,0.865,0.618,0.988,0.051
BCDT14_ET1_BCDT15,2,0.4,0.755,0.474,0.76,0.617,0.989,0.029
RF8_ET1_BCDT15,2,0.4,0.74,0.49,0.744,0.617,0.989,0.028
BCDT14_RF8_BCDT15,2,0.5,0.731,0.499,0.735,0.617,0.989,0.027
BCDT14_RF8_BCDT15,5,0.5,0.739,0.492,0.743,0.617,0.989,0.028
RF8_ET1_BCDT15,6,0.4,0.744,0.486,0.748,0.617,0.989,0.028
DT7_BCDT14_ET1,2,0.15,0.828,0.396,0.835,0.616,0.988,0.042
DT7_RF8_ET1,5,0.05,0.899,0.324,0.908,0.616,0.988,0.068
DT7_RF8_ET1,6,0.05,0.903,0.319,0.912,0.616,0.988,0.073
BCDT14_RF8_ET1,6,0.25,0.83,0.394,0.837,0.616,0.988,0.041
RF8_ET1_BCDT15,6,0.25,0.8,0.426,0.806,0.616,0.989,0.036
DT7_BCDT14_RF8_ET1_BCDT15,2,0.4,0.756,0.469,0.76,0.615,0.989,0.029
DT7_BCDT14_ET1,5,0.4,0.752,0.474,0.756,0.615,0.989,0.029
BCDT14_ET1_BCDT15,5,0.5,0.714,0.513,0.717,0.615,0.989,0.025
BCDT14_RF8_ET1,6,0.5,0.741,0.485,0.745,0.615,0.989,0.027
DT7_BCDT14_RF8,2,0.5,0.727,0.496,0.731,0.614,0.989,0.026
BCDT14_RF8_ET1,6,0.1,0.902,0.317,0.911,0.614,0.988,0.069
DT7_BCDT14_RF8,2,0.4,0.765,0.457,0.77,0.613,0.989,0.03
DT7_RF8_ET1,2,0.4,0.744,0.479,0.748,0.613,0.989,0.028
BCDT14_RF8_ET1,2,0.5,0.729,0.493,0.732,0.613,0.989,0.025
DT7_BCDT14_RF8,5,0.4,0.771,0.449,0.776,0.613,0.989,0.03
BCDT14_RF8_ET1,5,0.4,0.776,0.445,0.781,0.613,0.989,0.031
RF8_ET1_BCDT15,6,0.05,0.916,0.3,0.926,0.613,0.988,0.082
DT7_RF8_ET1,6,0.15,0.846,0.371,0.854,0.613,0.988,0.045
DT7_BCDT14_ET1,6,0.5,0.72,0.504,0.723,0.613,0.989,0.025
BCDT14_RF8_ET1,2,0.4,0.772,0.446,0.777,0.612,0.989,0.031
DT7_RF8_ET1,6,0.25,0.798,0.419,0.805,0.612,0.988,0.034
BCDT14_RF8_ET1,6,0.4,0.776,0.442,0.782,0.612,0.989,0.03
DT7_RF8_ET1,6,0.5,0.706,0.515,0.709,0.612,0.989,0.023
BCDT14_RF8_ET1,2,0.15,0.863,0.351,0.871,0.611,0.988,0.05
DT7_BCDT14_ET1,2,0.4,0.757,0.461,0.762,0.611,0.989,0.029
DT7_RF8_BCDT15,2,0.4,0.706,0.512,0.709,0.611,0.989,0.024
BCDT14_RF8_BCDT15,2,0.4,0.762,0.456,0.767,0.611,0.989,0.029
BCDT14_RF8_ET1,5,0.5,0.729,0.489,0.733,0.611,0.989,0.025
DT7_RF8_BCDT15,2,0.5,0.663,0.555,0.665,0.61,0.989,0.02
DT7_RF8_ET1,5,0.4,0.745,0.47,0.749,0.61,0.989,0.027
RF8_ET1_BCDT15,5,0.5,0.704,0.513,0.707,0.61,0.989,0.023
DT7_BCDT14_BCDT15,2,0.4,0.711,0.501,0.715,0.608,0.989,0.024
DT7_ET1_BCDT15,2,0.4,0.696,0.514,0.699,0.607,0.989,0.022
DT7_RF8_ET1,5,0.5,0.7,0.511,0.703,0.607,0.989,0.022
DT7_BCDT14_BCDT15,2,0.5,0.672,0.538,0.674,0.606,0.989,0.02
DT7_ET1_BCDT15,2,0.5,0.65,0.561,0.652,0.606,0.989,0.019
BCDT14_RF8_ET1,5,0.05,0.91,0.288,0.92,0.604,0.988,0.068
BCDT14_RF8_ET1,6,0.05,0.914,0.283,0.924,0.604,0.988,0.074
