Clasificador,FeatureSelection,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
SVC_Linear,5,0.1,0.984,0,1,0.5,0.984,0
LinearSVC,5,0.1,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,5,0.1,0.984,0,1,0.5,0.984,0
SVC,5,0.15,0.984,0.001,1,0.5,0.984,0.002
SVC_Linear,5,0.15,0.984,0,1,0.5,0.984,0
LinearSVC,5,0.15,0.984,0,1,0.5,0.984,-0.001
SGD,5,0.15,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,5,0.15,0.983,0.001,0.999,0.5,0.984,0.001
SVC_Linear,5,0.25,0.984,0,1,0.5,0.984,-0.001
SVC,5,0.3,0.984,0.001,1,0.5,0.984,0.002
SVC_Linear,5,0.3,0.984,0.001,1,0.5,0.984,0.001
LinearSVC,5,0.3,0.981,0.002,0.997,0.5,0.984,0
BaggingClassifierLSVC,5,0.3,0.981,0.002,0.997,0.5,0.984,-0.001
SVC,5,0.4,0.984,0.001,1,0.5,0.984,0.002
SVC_Linear,5,0.4,0.984,0,1,0.5,0.984,-0.001
SVC_Linear,5,0.5,0.984,0,1,0.5,0.984,-0.001
SVC,6,0.05,0.984,0,1,0.5,0.984,0
SVC_Linear,6,0.05,0.984,0,1,0.5,0.984,0
LinearSVC,6,0.05,0.984,0,1,0.5,0.984,0
AdaBoost,6,0.05,0.984,0,1,0.5,0.984,-0.001
SGD,6,0.05,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,6,0.05,0.984,0,1,0.5,0.984,0
SVC,6,0.1,0.984,0,1,0.5,0.984,0
SVC_Linear,6,0.1,0.984,0,1,0.5,0.984,0
LinearSVC,6,0.1,0.984,0,1,0.5,0.984,0
AdaBoost,6,0.1,0.983,0.001,0.999,0.5,0.984,0.001
SGD,6,0.1,0.984,0,1,0.5,0.984,0
BaggingClassifierLSVC,6,0.1,0.984,0.001,1,0.5,0.984,0.002
SVC,6,0.15,0.984,0,1,0.5,0.984,0
SVC_Linear,6,0.15,0.984,0.001,1,0.5,0.984,0.002
LinearSVC,6,0.15,0.984,0.001,1,0.5,0.984,0.001
SGD,6,0.15,0.984,0.001,1,0.5,0.984,0.001
BaggingClassifierLSVC,6,0.15,0.983,0.001,0.999,0.5,0.984,0.001
BaggingClassifierLSVC,6,0.25,0.983,0.001,0.999,0.5,0.984,0
SVC,6,0.3,0.984,0.001,1,0.5,0.984,0.002
SVC_Linear,6,0.3,0.984,0.001,1,0.5,0.984,0.002
SVC,6,0.4,0.984,0,1,0.5,0.984,0
SVC,6,0.5,0.976,0.008,0.992,0.5,0.984,0.001
SVC_Linear,6,0.5,0.984,0.001,1,0.5,0.984,0.001
LinearSVC,3,0.3,0.983,0,0.999,0.499,0.984,-0.002
BaggingClassifierLSVC,5,0.25,0.983,0,0.999,0.499,0.984,-0.003
SVC,5,0.5,0.979,0.004,0.995,0.499,0.984,-0.001
