Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
BaggingClassifierDT,0.3,0.828,0.495,0.831,0.663,0.993,0.044
BaggingClassifierDT,0.4,0.755,0.523,0.758,0.64,0.993,0.027
BaggingClassifierDT,0.25,0.802,0.449,0.806,0.627,0.992,0.036
BaggingClassifierDT,0.1,0.83,0.407,0.835,0.621,0.992,0.069
BaggingClassifierDT,0.15,0.813,0.423,0.817,0.62,0.992,0.043
BaggingClassifierDT,0.05,0.851,0.365,0.857,0.611,0.992,0.086
BaggingClassifierDT,0.5,0.723,0.468,0.726,0.597,0.992,0.015
BaggingClassifierLSVC,0.15,0.604,0.568,0.605,0.587,0.992,0.009
BaggingClassifierLSVC,0.25,0.597,0.575,0.597,0.586,0.992,0.009
BaggingClassifierLSVC,0.05,0.594,0.575,0.594,0.585,0.992,0.009
BaggingClassifierLSVC,0.3,0.609,0.547,0.61,0.579,0.992,0.008
BaggingClassifierLSVC,0.1,0.595,0.56,0.596,0.578,0.992,0.008
BaggingClassifierLSVC,0.4,0.602,0.539,0.603,0.571,0.992,0.007
BaggingClassifierLSVC,0.5,0.608,0.533,0.609,0.571,0.992,0.008
