Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
BaggingClassifierDT,0.1,0.959,0.323,0.966,0.644,0.992,0.116
BaggingClassifierDT,0.4,0.833,0.447,0.838,0.643,0.993,0.033
BaggingClassifierDT,0.05,0.975,0.288,0.982,0.635,0.992,0.173
BaggingClassifierDT,0.25,0.893,0.372,0.899,0.635,0.993,0.047
BaggingClassifierDT,0.5,0.829,0.384,0.834,0.609,0.992,0.024
BaggingClassifierDT,0.3,0.896,0.279,0.903,0.591,0.991,0.033
BaggingClassifierDT,0.15,0.953,0.212,0.961,0.587,0.991,0.061
BaggingClassifierLSVC,0.5,0.969,0.061,0.979,0.52,0.99,0.028
BaggingClassifierLSVC,0.4,0.98,0.035,0.991,0.513,0.99,0.03
BaggingClassifierLSVC,0.25,0.984,0.028,0.994,0.511,0.989,0.024
BaggingClassifierLSVC,0.3,0.982,0.023,0.993,0.508,0.989,0.018
BaggingClassifierLSVC,0.15,0.988,0.014,0.999,0.506,0.989,0.021
BaggingClassifierLSVC,0.05,0.989,0.009,0.999,0.504,0.989,0.016
BaggingClassifierLSVC,0.1,0.989,0.007,0.999,0.503,0.989,0.012
