N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.636,0.596,0.637,0.617,0.993,0.013,,,,
1,0.639,0.544,0.64,0.592,0.992,0.011,,MeanAccuracy,0.63602,
2,0.618,0.544,0.619,0.581,0.992,0.009,,StdAccuracy,0.021940221815956,
3,0.638,0.544,0.639,0.591,0.992,0.011,,n,100,
4,0.612,0.614,0.612,0.613,0.993,0.012,,Error estándar,0.002194022181596,
5,0.69,0.526,0.692,0.609,0.993,0.015,,Valor crítico,1.96,(95%)
6,0.643,0.579,0.644,0.611,0.993,0.013,,Margen de error,0.004300283475927,
7,0.619,0.667,0.618,0.643,0.994,0.016,,,,
8,0.678,0.351,0.682,0.516,0.99,0.002,,,,
9,0.641,0.561,0.642,0.602,0.993,0.012,,MeanSpecificity,0.56116,
10,0.655,0.439,0.657,0.548,0.991,0.006,,StdSpecificity,0.067744874941268,
11,0.632,0.544,0.633,0.588,0.992,0.01,,n,100,
12,0.637,0.491,0.638,0.565,0.991,0.008,,Error estándar,0.006774487494127,
13,0.65,0.456,0.652,0.554,0.991,0.007,,Valor crítico,1.96,(95%)
14,0.631,0.509,0.632,0.57,0.992,0.008,,Margen de error,0.013277995488489,
15,0.645,0.526,0.647,0.586,0.992,0.01,,,,
16,0.626,0.561,0.627,0.594,0.992,0.011,,,,
17,0.634,0.561,0.635,0.598,0.993,0.011,,MeanROC_AUC,0.59903,
18,0.662,0.526,0.663,0.595,0.992,0.012,,StdROC_AUC,0.030037167212329,
19,0.649,0.614,0.649,0.632,0.994,0.016,,n,100,
20,0.639,0.456,0.641,0.549,0.991,0.006,,Error estándar,0.003003716721233,
21,0.672,0.544,0.673,0.608,0.993,0.014,,Valor crítico,1.96,(95%)
22,0.61,0.667,0.61,0.638,0.994,0.015,,Margen de error,0.005887284773616,
23,0.602,0.632,0.601,0.616,0.993,0.012,,,,
24,0.651,0.561,0.652,0.607,0.993,0.013,,,,
25,0.654,0.526,0.656,0.591,0.992,0.011,,,,
26,0.625,0.544,0.626,0.585,0.992,0.01,,,,
27,0.644,0.579,0.644,0.612,0.993,0.013,,,,
28,0.617,0.579,0.617,0.598,0.993,0.011,,,,
29,0.637,0.649,0.637,0.643,0.994,0.016,,,,
30,0.641,0.596,0.642,0.619,0.993,0.014,,,,
31,0.668,0.421,0.671,0.546,0.991,0.006,,,,
32,0.648,0.526,0.649,0.588,0.992,0.01,,,,
33,0.633,0.596,0.633,0.615,0.993,0.013,,,,
34,0.651,0.632,0.651,0.641,0.994,0.017,,,,
35,0.621,0.632,0.621,0.626,0.994,0.014,,,,
36,0.601,0.667,0.6,0.634,0.994,0.014,,,,
37,0.62,0.719,0.619,0.669,0.995,0.019,,,,
38,0.61,0.561,0.61,0.586,0.992,0.009,,,,
39,0.626,0.526,0.627,0.577,0.992,0.009,,,,
40,0.677,0.544,0.678,0.611,0.993,0.014,,,,
41,0.619,0.561,0.619,0.59,0.992,0.01,,,,
42,0.635,0.491,0.636,0.564,0.991,0.007,,,,
43,0.626,0.456,0.628,0.542,0.991,0.005,,,,
44,0.594,0.702,0.593,0.647,0.995,0.015,,,,
45,0.626,0.684,0.625,0.655,0.995,0.017,,,,
46,0.638,0.667,0.638,0.652,0.994,0.018,,,,
47,0.64,0.544,0.641,0.593,0.992,0.011,,,,
48,0.645,0.614,0.646,0.63,0.994,0.015,,,,
49,0.614,0.544,0.615,0.579,0.992,0.009,,,,
50,0.652,0.632,0.652,0.642,0.994,0.017,,,,
51,0.64,0.526,0.642,0.584,0.992,0.01,,,,
52,0.663,0.561,0.664,0.613,0.993,0.014,,,,
53,0.606,0.632,0.606,0.619,0.993,0.013,,,,
54,0.639,0.509,0.641,0.575,0.992,0.009,,,,
55,0.645,0.421,0.647,0.534,0.99,0.004,,,,
56,0.649,0.649,0.649,0.649,0.994,0.018,,,,
57,0.648,0.526,0.649,0.588,0.992,0.01,,,,
58,0.616,0.632,0.616,0.624,0.994,0.014,,,,
59,0.636,0.526,0.637,0.582,0.992,0.009,,,,
60,0.637,0.526,0.638,0.582,0.992,0.01,,,,
61,0.612,0.632,0.611,0.622,0.993,0.013,,,,
62,0.726,0.439,0.729,0.584,0.992,0.013,,,,
63,0.608,0.561,0.609,0.585,0.992,0.009,,,,
64,0.628,0.596,0.628,0.612,0.993,0.013,,,,
65,0.619,0.579,0.619,0.599,0.993,0.011,,,,
66,0.628,0.596,0.629,0.613,0.993,0.013,,,,
67,0.642,0.544,0.643,0.593,0.992,0.011,,,,
68,0.646,0.491,0.647,0.569,0.992,0.008,,,,
69,0.63,0.509,0.631,0.57,0.992,0.008,,,,
70,0.62,0.561,0.62,0.591,0.992,0.01,,,,
71,0.646,0.561,0.647,0.604,0.993,0.012,,,,
72,0.675,0.649,0.675,0.662,0.994,0.021,,,,
73,0.632,0.614,0.632,0.623,0.993,0.014,,,,
74,0.625,0.561,0.626,0.594,0.992,0.011,,,,
75,0.629,0.614,0.629,0.622,0.993,0.014,,,,
76,0.624,0.632,0.623,0.628,0.994,0.014,,,,
77,0.576,0.719,0.574,0.647,0.995,0.015,,,,
78,0.658,0.456,0.661,0.558,0.991,0.007,,,,
79,0.605,0.579,0.605,0.592,0.992,0.01,,,,
80,0.618,0.474,0.619,0.546,0.991,0.005,,,,
81,0.622,0.632,0.621,0.626,0.994,0.014,,,,
82,0.612,0.579,0.612,0.596,0.993,0.01,,,,
83,0.658,0.561,0.659,0.61,0.993,0.014,,,,
84,0.671,0.561,0.673,0.617,0.993,0.015,,,,
85,0.645,0.596,0.646,0.621,0.993,0.014,,,,
86,0.675,0.596,0.676,0.636,0.994,0.018,,,,
87,0.622,0.526,0.623,0.574,0.992,0.008,,,,
88,0.626,0.579,0.627,0.603,0.993,0.012,,,,
89,0.658,0.491,0.66,0.576,0.992,0.009,,,,
90,0.619,0.596,0.619,0.608,0.993,0.012,,,,
91,0.628,0.491,0.63,0.56,0.991,0.007,,,,
92,0.628,0.509,0.629,0.569,0.992,0.008,,,,
93,0.658,0.491,0.66,0.575,0.992,0.009,,,,
94,0.628,0.526,0.63,0.578,0.992,0.009,,,,
95,0.615,0.509,0.617,0.563,0.991,0.007,,,,
96,0.635,0.596,0.635,0.616,0.993,0.013,,,,
97,0.621,0.544,0.622,0.583,0.992,0.009,,,,
98,0.626,0.544,0.627,0.586,0.992,0.01,,,,
99,0.658,0.509,0.66,0.584,0.992,0.01,,,,
