Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
DT5.1_DT5.2_RFC1.1_RFC1.2_ET8,0.05,0.881,0.428,0.886,0.657,0.993,0.118
DT5.1_DT5.2_RFC1.1,0.05,0.978,0.209,0.986,0.597,0.991,0.134
DT5.1_DT5.2_RFC1.2,0.05,0.976,0.214,0.985,0.599,0.991,0.129
DT5.1_DT5.2_ET8,0.05,0.977,0.209,0.986,0.597,0.991,0.132
DT5.1_RFC1.1_RFC1.2,0.05,0.855,0.454,0.86,0.657,0.993,0.1
DT5.1_RFC1.1_ET8,0.05,0.878,0.428,0.883,0.656,0.993,0.118
DT5.1_RFC1.2_ET8,0.05,0.875,0.426,0.88,0.653,0.993,0.098
DT5.2_RFC1.1_RFC1.2,0.05,0.855,0.456,0.859,0.658,0.993,0.101
DT5.2_RFC1.1_ET8,0.05,0.878,0.428,0.883,0.655,0.993,0.117
DT5.2_RFC1.2_ET8,0.05,0.875,0.428,0.88,0.654,0.993,0.098
RFC1.1_RFC1.2_ET8,0.05,0.847,0.46,0.851,0.655,0.993,0.089
DT5.1_DT5.2_RFC1.1_RFC1.2_ET8,0.1,0.869,0.461,0.874,0.668,0.993,0.098
DT5.1_DT5.2_RFC1.1,0.1,0.958,0.279,0.965,0.622,0.992,0.105
DT5.1_DT5.2_RFC1.2,0.1,0.955,0.286,0.962,0.624,0.992,0.101
DT5.1_DT5.2_ET8,0.1,0.96,0.27,0.968,0.619,0.992,0.107
DT5.1_RFC1.1_RFC1.2,0.1,0.853,0.482,0.857,0.67,0.993,0.084
DT5.1_RFC1.1_ET8,0.1,0.87,0.453,0.875,0.664,0.993,0.102
DT5.1_RFC1.2_ET8,0.1,0.862,0.458,0.867,0.662,0.993,0.087
DT5.2_RFC1.1_RFC1.2,0.1,0.852,0.486,0.856,0.671,0.993,0.083
DT5.2_RFC1.1_ET8,0.1,0.868,0.454,0.872,0.663,0.993,0.098
DT5.2_RFC1.2_ET8,0.1,0.86,0.463,0.864,0.664,0.993,0.083
RFC1.1_RFC1.2_ET8,0.1,0.843,0.477,0.847,0.662,0.993,0.078
DT5.1_DT5.2_RFC1.1_RFC1.2_ET8,0.15,0.844,0.475,0.848,0.662,0.993,0.071
DT5.1_DT5.2_RFC1.1,0.15,0.94,0.3,0.947,0.623,0.992,0.074
DT5.1_DT5.2_RFC1.2,0.15,0.936,0.307,0.943,0.625,0.992,0.071
DT5.1_DT5.2_ET8,0.15,0.944,0.289,0.951,0.62,0.992,0.077
DT5.1_RFC1.1_RFC1.2,0.15,0.815,0.512,0.818,0.665,0.993,0.056
DT5.1_RFC1.1_ET8,0.15,0.849,0.467,0.853,0.66,0.993,0.078
DT5.1_RFC1.2_ET8,0.15,0.838,0.486,0.842,0.664,0.993,0.069
DT5.2_RFC1.1_RFC1.2,0.15,0.814,0.512,0.817,0.665,0.993,0.054
DT5.2_RFC1.1_ET8,0.15,0.845,0.463,0.85,0.656,0.993,0.071
DT5.2_RFC1.2_ET8,0.15,0.834,0.482,0.838,0.66,0.993,0.063
RFC1.1_RFC1.2_ET8,0.15,0.809,0.514,0.813,0.663,0.993,0.055
DT5.1_DT5.2_RFC1.1_RFC1.2_ET8,0.25,0.843,0.491,0.847,0.669,0.993,0.051
DT5.1_DT5.2_RFC1.1,0.25,0.868,0.421,0.873,0.647,0.993,0.046
DT5.1_DT5.2_RFC1.2,0.25,0.863,0.419,0.868,0.644,0.993,0.043
DT5.1_DT5.2_ET8,0.25,0.88,0.405,0.885,0.645,0.993,0.049
DT5.1_RFC1.1_RFC1.2,0.25,0.809,0.514,0.812,0.663,0.993,0.04
DT5.1_RFC1.1_ET8,0.25,0.851,0.477,0.855,0.666,0.993,0.054
DT5.1_RFC1.2_ET8,0.25,0.846,0.482,0.849,0.666,0.993,0.05
DT5.2_RFC1.1_RFC1.2,0.25,0.803,0.519,0.806,0.663,0.994,0.039
DT5.2_RFC1.1_ET8,0.25,0.845,0.479,0.849,0.664,0.993,0.052
DT5.2_RFC1.2_ET8,0.25,0.838,0.493,0.842,0.667,0.993,0.048
RFC1.1_RFC1.2_ET8,0.25,0.807,0.512,0.811,0.661,0.993,0.04
DT5.1_DT5.2_RFC1.1_RFC1.2_ET8,0.3,0.791,0.5,0.794,0.647,0.993,0.038
DT5.1_DT5.2_RFC1.1,0.3,0.861,0.398,0.866,0.632,0.993,0.038
DT5.1_DT5.2_RFC1.2,0.3,0.856,0.388,0.861,0.624,0.992,0.034
DT5.1_DT5.2_ET8,0.3,0.874,0.381,0.879,0.63,0.992,0.041
DT5.1_RFC1.1_RFC1.2,0.3,0.758,0.535,0.76,0.648,0.993,0.031
DT5.1_RFC1.1_ET8,0.3,0.799,0.491,0.803,0.647,0.993,0.04
DT5.1_RFC1.2_ET8,0.3,0.795,0.482,0.798,0.64,0.993,0.036
DT5.2_RFC1.1_RFC1.2,0.3,0.755,0.542,0.757,0.65,0.993,0.031
DT5.2_RFC1.1_ET8,0.3,0.794,0.491,0.797,0.644,0.993,0.038
DT5.2_RFC1.2_ET8,0.3,0.787,0.493,0.791,0.642,0.993,0.035
RFC1.1_RFC1.2_ET8,0.3,0.76,0.54,0.762,0.651,0.993,0.033
DT5.1_DT5.2_RFC1.1_RFC1.2_ET8,0.4,0.771,0.554,0.773,0.664,0.994,0.031
DT5.1_DT5.2_RFC1.1,0.4,0.811,0.463,0.814,0.639,0.993,0.03
DT5.1_DT5.2_RFC1.2,0.4,0.804,0.465,0.808,0.636,0.993,0.028
DT5.1_DT5.2_ET8,0.4,0.826,0.456,0.83,0.643,0.993,0.033
DT5.1_RFC1.1_RFC1.2,0.4,0.74,0.565,0.742,0.654,0.994,0.026
DT5.1_RFC1.1_ET8,0.4,0.782,0.549,0.784,0.667,0.994,0.035
DT5.1_RFC1.2_ET8,0.4,0.776,0.547,0.779,0.663,0.994,0.032
DT5.2_RFC1.1_RFC1.2,0.4,0.732,0.57,0.734,0.652,0.994,0.025
DT5.2_RFC1.1_ET8,0.4,0.775,0.56,0.777,0.668,0.994,0.033
DT5.2_RFC1.2_ET8,0.4,0.766,0.553,0.769,0.661,0.994,0.03
RFC1.1_RFC1.2_ET8,0.4,0.743,0.574,0.745,0.659,0.994,0.028
DT5.1_DT5.2_RFC1.1_RFC1.2_ET8,0.5,0.776,0.575,0.778,0.677,0.994,0.034
DT5.1_DT5.2_RFC1.1,0.5,0.767,0.546,0.769,0.658,0.994,0.028
DT5.1_DT5.2_RFC1.2,0.5,0.759,0.553,0.761,0.657,0.994,0.027
DT5.1_DT5.2_ET8,0.5,0.784,0.54,0.787,0.664,0.994,0.031
DT5.1_RFC1.1_RFC1.2,0.5,0.745,0.588,0.746,0.667,0.994,0.029
DT5.1_RFC1.1_ET8,0.5,0.788,0.574,0.79,0.682,0.994,0.038
DT5.1_RFC1.2_ET8,0.5,0.78,0.56,0.782,0.671,0.994,0.034
DT5.2_RFC1.1_RFC1.2,0.5,0.742,0.591,0.744,0.668,0.994,0.029
DT5.2_RFC1.1_ET8,0.5,0.784,0.579,0.786,0.683,0.994,0.038
DT5.2_RFC1.2_ET8,0.5,0.775,0.572,0.777,0.674,0.994,0.034
RFC1.1_RFC1.2_ET8,0.5,0.754,0.595,0.756,0.675,0.994,0.032
