,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_decisiontreeclassifier__criterion,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__max_features,param_decisiontreeclassifier__min_samples_leaf,param_decisiontreeclassifier__min_samples_split,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,,mean_test_Accuracy,mean_train_Accuracy,diff Acc,mean_test_Specificity,mean_train_Specificity,diff Spec,mean_test_ROC_AUC,mean_train_ROC_AUC,diff ROC,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,mean_train_Recall,std_train_Recall,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC
0,0.011720180511475,0.001048280062828,0.008419752120972,0.00021666786032,entropy,128,,1,10,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 128, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 10}",0.760460782652888,0.757750296459427,0.753515161782145,0.789767914619685,,0.765373538878536,0.77936360042916,0.013990061550624,0.573684210526316,0.987719298245614,0.414035087719298,0.684616726475279,0.922667791350507,0.238051064875228,0.578947368421053,0.631578947368421,0.505263157894737,0.573684210526316,0.044968440764829,35,0.985964912280702,0.992982456140351,0.992982456140351,0.978947368421053,0.987719298245614,0.00581863998308,0.763429752066116,0.760674931129477,0.755509641873278,0.794421487603306,0.768508953168044,0.015228359400568,83,0.782598714416896,0.76985766758494,0.758780991735537,0.792584940312213,0.775955578512397,0.012775150460463,0.686787733797303,0.678821407858489,0.713157894736842,0.659699869508482,0.684616726475279,0.019194706545693,1,0.925499411982666,0.918096535530746,0.917165474521934,0.929909743366681,0.922667791350507,0.005282892547193
1,0.008639574050903,0.000301167212217,0.00843870639801,0.00025027231609,gini,32,,1,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 5}",0.804336777909538,0.822971370489582,0.824665424360495,0.826528883618499,,0.819625614094528,0.837737873397707,0.018112259303179,0.518421052631579,1,0.481578947368421,0.681188379005365,0.938576680883798,0.257388301878433,0.526315789473684,0.547368421052632,0.442105263157895,0.518421052631579,0.045504253857344,138,1,1,1,1,1,0,0.808367768595041,0.827823691460055,0.829201101928375,0.832816804407713,0.824552341597796,0.009520431336742,25,0.827192378328742,0.838326446280992,0.830119375573921,0.84469696969697,0.835083792470156,0.006889263973785,0.691059518631289,0.686685334203277,0.697397419167754,0.649611244019139,0.681188379005365,0.018624609733405,2,0.937809212540074,0.937648615340003,0.934515912715674,0.944332982939442,0.938576680883798,0.003573344539198
2,0.007868349552155,0.000466397669288,0.007896780967712,0.000348551511866,gini,16,,1,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 16, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 2}",0.766389971201084,0.762154836523801,0.824326613586312,0.817042181941386,,0.792478400813146,0.812129425715738,0.019651024902592,0.518421052631579,0.967543859649123,0.449122807017544,0.678110500942439,0.929400690517616,0.251290189575178,0.557894736842105,0.557894736842105,0.389473684210526,0.518421052631579,0.07457172271213,138,0.957894736842105,0.992982456140351,0.978947368421053,0.940350877192982,0.967543859649123,0.020060695835139,0.769628099173554,0.765495867768595,0.828684573002755,0.824035812672176,0.79696108815427,0.029481233773333,55,0.79229797979798,0.783287419651056,0.836145546372819,0.826618457300275,0.809587350780533,0.022282308390248,0.681299840510367,0.679360591561549,0.701315789473684,0.650465782224155,0.678110500942439,0.018127675680206,3,0.928435873890419,0.922872565366584,0.933969479483834,0.932324843329628,0.929400690517616,0.004271176401106
3,0.007869243621826,0.000295340623913,0.007703244686127,0.000228913646154,gini,64,,2,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 5}",0.791292563103507,0.767406403523632,0.780789429103846,0.792817211587328,,0.783076401829578,0.802261561917669,0.019185160088091,0.544736842105263,1,0.455263157894737,0.677480018486298,0.930295931806099,0.252815913319801,0.557894736842105,0.578947368421053,0.48421052631579,0.544736842105263,0.035986300871519,74,1,1,1,1,1,0,0.795110192837466,0.770833333333333,0.784090909090909,0.797865013774105,0.786974862258953,0.01064947352662,64,0.807277318640955,0.787017906336088,0.794019742883379,0.807793847566575,0.799027203856749,0.008863074074879,0.686218645788024,0.684819486733362,0.691019646222996,0.647862295200812,0.677480018486298,0.017253713028882,4,0.934258755819761,0.927848561371289,0.925682361896477,0.933394048136871,0.930295931806099,0.003625498183643
4,0.008358001708984,0.000414816503017,0.008084833621979,0.000472008948646,gini,128,,2,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 128, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 10}",0.731661866847366,0.748263594782314,0.738776893105201,0.733186515331188,,0.737972217516517,0.746626009373765,0.008653791857248,0.576315789473684,0.985087719298246,0.408771929824561,0.675936321951573,0.914810032139578,0.238873710188005,0.526315789473684,0.652631578947368,0.536842105263158,0.576315789473684,0.050138312850678,31,0.992982456140351,0.978947368421053,0.978947368421053,0.989473684210526,0.985087719298246,0.006264410902231,0.733987603305785,0.751893939393939,0.740185950413223,0.736398071625344,0.740616391184573,0.006875743987343,135,0.739612029384757,0.752697428833792,0.741046831955923,0.737545913682277,0.742725550964187,0.00589022717628,0.682705342902711,0.655801435406699,0.715032804117732,0.65020570537915,0.675936321951573,0.025699381547898,5,0.915878481787573,0.922711766790714,0.908556357031237,0.912093522948786,0.914810032139578,0.005245637942415
5,0.007449150085449,0.000203199708524,0.007986724376678,0.000395028482557,entropy,128,sqrt,1,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 128, 'decisiontreeclassifier__max_features': 'sqrt', 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 5}",0.801287480941894,0.80467558868372,0.758766728781975,0.795697103167881,,0.790106725393868,0.808727200858321,0.018620475464453,0.526315789473684,1,0.473684210526316,0.675893957517761,0.932956634728465,0.257062677210703,0.526315789473684,0.642105263157895,0.442105263157895,0.526315789473684,0.073307306722022,122,1,1,1,1,1,0,0.806301652892562,0.809228650137741,0.760674931129477,0.801480716253444,0.794421487603306,0.019679006406559,57,0.815254820936639,0.819501836547291,0.767389807162534,0.820247933884298,0.805598599632691,0.022141914001601,0.663431564448311,0.681324307670002,0.72828222415543,0.630537733797303,0.675893957517761,0.035307638887616,6,0.938463985952024,0.940721005912394,0.920129323538414,0.932512223511027,0.932956634728465,0.007989896605683
6,0.01149982213974,0.001002461449546,0.00829952955246,0.000200341869061,entropy,64,,4,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 5}",0.726918516008809,0.682703709977977,0.693715060138912,0.7192952735897,,0.70565813992885,0.715286012761873,0.009627872833023,0.586842105263158,0.994736842105263,0.407894736842105,0.674947214368566,0.907246835379312,0.232299621010746,0.6,0.694736842105263,0.473684210526316,0.586842105263158,0.078551639771575,20,1,0.989473684210526,0.996491228070175,0.992982456140351,0.994736842105263,0.003922926276315,0.729338842975207,0.684056473829201,0.693698347107438,0.723312672176309,0.707601584022038,0.019150841551252,209,0.736225895316804,0.689680899908173,0.698519283746556,0.718434343434343,0.710715105601469,0.018038589914993,0.684983507322024,0.664526243294186,0.726164455560389,0.624114651297666,0.674947214368566,0.036798366397298,7,0.917160037375348,0.899164189744333,0.90128014595718,0.911382968440385,0.907246835379312,0.007353735677089
7,0.01020210981369,0.000438552988376,0.008215487003326,0.000221697126578,entropy,16,,4,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 16, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 5}",0.685922412332712,0.669659495171946,0.703879383364391,0.655598848043368,,0.678765034728104,0.691329267604043,0.012564232875939,0.58421052631579,0.931578947368421,0.347368421052632,0.674122353921995,0.886338061637105,0.21221570771511,0.578947368421053,0.589473684210526,0.568421052631579,0.58421052631579,0.011768778828946,24,0.92280701754386,0.919298245614035,0.92280701754386,0.96140350877193,0.931578947368421,0.017278697897888,0.68732782369146,0.671143250688705,0.705750688705234,0.65702479338843,0.680311639118457,0.018184530653098,303,0.690713957759412,0.683769513314968,0.712408172635445,0.662706611570248,0.687399563820018,0.017743554319437,0.67007485138466,0.683111316514427,0.680100043497173,0.663203204291721,0.674122353921995,0.007939526537889,8,0.884804282860503,0.87816623169494,0.889434415929631,0.892947316063345,0.886338061637105,0.005531747823131
8,0.00890064239502,0.000627355510215,0.008232176303864,0.0001370870937,gini,32,,1,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 2}",0.86803320345587,0.874640013552431,0.854311367101474,0.871590716584787,,0.86714382517364,0.883674967530634,0.016531142356994,0.471052631578947,0.999122807017544,0.528070175438597,0.673914156517326,0.942527246145667,0.268613089628341,0.494736842105263,0.526315789473684,0.389473684210526,0.471052631578947,0.050687790221732,265,1,1,0.996491228070175,1,0.999122807017544,0.001519342813657,0.87448347107438,0.880853994490358,0.859676308539945,0.879476584022038,0.873622589531681,0.008393484671168,2,0.886421028466483,0.887281910009183,0.870179063360882,0.883264462809917,0.881786616161616,0.006866501012531,0.673904414963027,0.688902783819052,0.697871357111788,0.634978070175439,0.673914156517326,0.024055276568947,9,0.943580642952652,0.94348438532051,0.941169973257294,0.941873983052213,0.942527246145667,0.001036183212054
9,0.008787333965302,0.000556195168831,0.008657455444336,0.000131800089297,gini,128,,4,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 128, 'decisiontreeclassifier__max_features': None, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 5}",0.686261223106895,0.692359817042182,0.722852786718618,0.704048788751482,,0.701380653904794,0.71435428313287,0.012973629228076,0.589473684210526,0.98859649122807,0.399122807017544,0.671309536755111,0.904366431459733,0.233056894704622,0.610526315789474,0.621052631578947,0.48421052631579,0.589473684210526,0.061828105918267,17,0.992982456140351,0.996491228070175,0.982456140350877,0.982456140350877,0.98859649122807,0.006264410902231,0.68698347107438,0.693698347107438,0.724517906336088,0.707644628099173,0.70321108815427,0.014382841998296,225,0.691230486685032,0.701561065197429,0.729396235078053,0.71728650137741,0.709868572084481,0.01460092629785,0.688116209946354,0.690787661302015,0.691769972451791,0.614564303320284,0.671309536755111,0.032789146626944,10,0.899431818181818,0.903401035877112,0.906174786138901,0.9084580856411,0.904366431459733,0.003365047452083
