,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_baggingclassifier__base_estimator__max_depth,param_baggingclassifier__base_estimator__min_samples_leaf,param_baggingclassifier__base_estimator__min_samples_split,param_baggingclassifier__bootstrap,param_baggingclassifier__n_estimators,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,mean_test_Accuracy,mean_train_Accuracy,Diff Acc,mean_test_Specificity,mean_train_Specificity,Diff Spec,mean_test_ROC_AUC,mean_train_ROC_AUC,Diff ROC,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,mean_train_Recall,std_train_Recall,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC
10,0.06573361158371,0.004798355799168,0.038143634796143,0.001202712996911,128,2,2,True,30,"{'baggingclassifier__base_estimator__max_depth': 128, 'baggingclassifier__base_estimator__min_samples_leaf': 2, 'baggingclassifier__base_estimator__min_samples_split': 2, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 30}",0.86491636671607,0.839474798814062,0.885853451927149,0.872088098263448,0.865583178930182,0.875677260642177,0.010094081711995,0.375,0.819078947368421,0.444078947368421,0.673992365565778,0.935424593485627,0.261432227919849,0.394736842105263,0.460526315789474,0.276315789473684,0.368421052631579,0.375,0.066117602770532,574,0.81140350877193,0.837719298245614,0.802631578947369,0.824561403508772,0.819078947368421,0.013294249619498,0.872605982354207,0.845673697804563,0.8958243650452,0.880327163151098,0.873607802088767,0.018166200122924,1221,0.880111924235902,0.843389052299304,0.89719492072602,0.885716335461654,0.87660305818072,0.020140499953872,0.703509904522442,0.68722953531051,0.662328375286041,0.642901647144119,0.673992365565778,0.023179674340517,11,0.937143156535333,0.921933191361358,0.941825157987874,0.940796868057942,0.935424593485627,0.007981227196715
11,0.204896032810211,0.001683914038005,0.112156212329865,0.000621740443843,64,1,2,True,100,"{'baggingclassifier__base_estimator__max_depth': 64, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 2, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 100}",0.838450137624391,0.85154595510377,0.843498517577298,0.855569673867005,0.847266071043116,0.862000860213459,0.014734789170343,0.414473684210526,0.993421052631579,0.578947368421053,0.673220123844932,0.973972198788679,0.300752074943747,0.43421052631579,0.5,0.381578947368421,0.342105263157895,0.414473684210526,0.05921052631579,451,0.995614035087719,0.995614035087719,0.986842105263158,0.995614035087719,0.993421052631579,0.003798357034142,0.845061329890252,0.85729659922514,0.85105467068446,0.863969005596212,0.854345401349016,0.007041772127256,1282,0.862605825799971,0.857306836932348,0.850634909247435,0.868857163354616,0.859851183833593,0.006710237288974,0.673271097368987,0.714576205904343,0.665878401341278,0.639154790765118,0.673220123844932,0.027040136504668,12,0.971547240536411,0.971442771323171,0.973955599774959,0.978943183520175,0.973972198788679,0.003040945188446
12,0.786428391933441,0.015585675224362,0.419246971607208,0.005985971114222,32,2,5,True,400,"{'baggingclassifier__base_estimator__max_depth': 32, 'baggingclassifier__base_estimator__min_samples_leaf': 2, 'baggingclassifier__base_estimator__min_samples_split': 5, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 400}",0.903451196273555,0.881829733163914,0.889877170690385,0.87420584498094,0.887340986277199,0.895071460111943,0.007730473834744,0.361842105263158,0.823464912280702,0.461622807017544,0.672696093690621,0.949353831154592,0.276657737463971,0.407894736842105,0.421052631578947,0.302631578947368,0.31578947368421,0.361842105263158,0.053041169396701,601,0.824561403508772,0.833333333333333,0.798245614035088,0.837719298245614,0.823464912280702,0.015311666714659,0.911555842479019,0.889367197589324,0.89948342660353,0.88334050796384,0.895936743658928,0.010704663669497,1069,0.910891089108911,0.887079417461798,0.904656001147858,0.882344501040247,0.896242752189703,0.01185837911436,0.688163274551776,0.706759634773546,0.646914720076127,0.648946745361035,0.672696093690621,0.025633324435342,13,0.955104592267007,0.945403562892452,0.952680885260716,0.944226284198192,0.949353831154592,0.004637803885734
13,0.10734897851944,0.00225623870574,0.059672772884369,0.000533582387994,32,1,2,True,50,"{'baggingclassifier__base_estimator__max_depth': 32, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 2, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 50}",0.828710565318653,0.847734011012283,0.835662854722575,0.843710292249047,0.83895443082564,0.857253776055358,0.018299345229718,0.43421052631579,0.992324561403509,0.558114035087719,0.672327798830284,0.972400420806415,0.300072621976131,0.407894736842105,0.526315789473684,0.407894736842105,0.394736842105263,0.43421052631579,0.053447621083131,351,0.995614035087719,1,0.982456140350877,0.991228070175439,0.992324561403509,0.006486929586732,0.835592855605767,0.852991820921223,0.842660352991821,0.85105467068446,0.845574925050817,0.006949359633354,1299,0.854713732242789,0.854437190616257,0.853648037879331,0.85737857809025,0.855044384707157,0.00140323366991,0.67729180116204,0.69081637854861,0.676825849060879,0.644377166549607,0.672327798830284,0.017087562727882,14,0.973651956156714,0.976281051649858,0.965272245108071,0.974396430311017,0.972400420806415,0.004225534853869
14,0.607360064983368,0.007670067849024,0.323836445808411,0.002332550025509,128,1,2,True,300,"{'baggingclassifier__base_estimator__max_depth': 128, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 2, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 300}",0.857929282235867,0.863405336721728,0.864464210080474,0.853663701821262,0.859865632714833,0.872394837937939,0.012529205223106,0.414473684210526,0.989035087719298,0.574561403508772,0.672138116991835,0.980961098419277,0.308822981427442,0.394736842105263,0.513157894736842,0.368421052631579,0.381578947368421,0.414473684210526,0.057730028864422,451,0.991228070175439,0.986842105263158,0.986842105263158,0.991228070175439,0.989035087719298,0.00219298245614,0.865504626640844,0.869134739560912,0.872578562204046,0.861386138613861,0.867151016754916,0.004163466889575,1245,0.868704261730521,0.870794174617978,0.871726809670708,0.870722433460076,0.870486919869821,0.001102845058408,0.68918119216699,0.725042198155742,0.645037043750142,0.629292033894465,0.672138116991835,0.037615034304323,15,0.977968377501366,0.980363375257859,0.97957091865182,0.985941722266064,0.980961098419277,0.003002201906902
15,1.01567965745926,0.01977813312475,0.536900520324707,0.007540149404274,64,1,2,True,500,"{'baggingclassifier__base_estimator__max_depth': 64, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 2, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 500}",0.867033665043405,0.86277001270648,0.870817450232952,0.863617111393477,0.866059559844079,0.876242020505664,0.010182460661585,0.411184210526316,0.991228070175439,0.580043859649123,0.671259760228412,0.979957453404914,0.308697693176502,0.368421052631579,0.5,0.394736842105263,0.381578947368421,0.411184210526316,0.052115064203141,477,0.995614035087719,0.991228070175439,0.991228070175439,0.986842105263158,0.991228070175439,0.00310134553152,0.875188293522703,0.868704261730521,0.878605251829531,0.871502367628067,0.873500043677705,0.00373843456198,1223,0.880972879896685,0.863261353038238,0.882990171461367,0.87022024535476,0.874361162437763,0.008039396237905,0.677036967823044,0.721220291365521,0.640005834107438,0.646775947617645,0.671259760228412,0.032037851742228,16,0.983649237349364,0.973935147251873,0.981336128721258,0.98090930029716,0.979957453404914,0.003629882857188
16,0.198185563087463,0.001039053681974,0.109367430210114,0.000708248471416,64,2,5,True,100,"{'baggingclassifier__base_estimator__max_depth': 64, 'baggingclassifier__base_estimator__min_samples_leaf': 2, 'baggingclassifier__base_estimator__min_samples_split': 5, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 100}",0.869574423036206,0.877382465057179,0.897712833545108,0.871240999576451,0.878977680303736,0.890959362383291,0.011981682079555,0.335526315789474,0.81140350877193,0.475877192982456,0.67116876749738,0.94386982833691,0.27270106083953,0.355263157894737,0.421052631578947,0.263157894736842,0.302631578947368,0.335526315789474,0.05921052631579,663,0.828947368421053,0.793859649122807,0.789473684210526,0.833333333333333,0.81140350877193,0.01985830074153,0.877985797288573,0.884847180370211,0.908092983211365,0.880542402066294,0.887867090734111,0.011932074519386,1133,0.886066867556321,0.889303393356769,0.912404046201305,0.881268383671712,0.892260672696527,0.011975961729296,0.664098512905893,0.721681922196796,0.675877098579423,0.623017536307406,0.67116876749738,0.03515066409175,17,0.941236472045374,0.939309969629576,0.954325740098147,0.940607131574542,0.94386982833691,0.006076556543614
17,0.203533113002777,0.00251880066732,0.108987152576447,0.000822750742411,16,1,5,True,100,"{'baggingclassifier__base_estimator__max_depth': 16, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 5, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 100}",0.905991954266356,0.889877170690385,0.892630241423126,0.876535366370182,0.891258683187512,0.902677294306083,0.011418611118571,0.348684210526316,0.834429824561403,0.485745614035087,0.670910169540339,0.95381023269268,0.282900063152341,0.328947368421053,0.421052631578947,0.328947368421053,0.31578947368421,0.348684210526316,0.042125817351532,631,0.81140350877193,0.855263157894737,0.820175438596491,0.850877192982456,0.834429824561403,0.018960105773893,0.915429309231762,0.897546276366767,0.901851054670684,0.885708136030994,0.900133694075052,0.010626577832459,1043,0.918639690055962,0.902575507568692,0.905301671568979,0.888657722935648,0.90379364803232,0.010644942384485,0.673830314974007,0.71042011237737,0.658690554410132,0.640699696399846,0.670910169540339,0.0256493397266,18,0.954737521807101,0.953339613831192,0.955186476665874,0.951977318466552,0.95381023269268,0.001258468240422
18,0.601032793521881,0.004068337898995,0.315667331218719,0.001821977321001,16,1,2,True,300,"{'baggingclassifier__base_estimator__max_depth': 16, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 2, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 300}",0.848189709930129,0.863617111393477,0.863828886065227,0.880135535789919,0.863942810794688,0.878765397113859,0.014822586319171,0.43421052631579,0.984649122807017,0.550438596491227,0.670515968543622,0.972398079595056,0.301882111051434,0.421052631578947,0.526315789473684,0.394736842105263,0.394736842105263,0.43421052631579,0.054251389810759,351,0.986842105263158,0.986842105263158,0.978070175438596,0.986842105263158,0.984649122807017,0.003798357034142,0.85517538196686,0.869134739560912,0.871502367628067,0.888075764098149,0.870972063313497,0.011680418478547,1237,0.875735399626919,0.869144127986226,0.879690078197862,0.883564100724586,0.877033426633898,0.005329948613122,0.657556374797549,0.709305684573034,0.680201701520266,0.63500011328364,0.670515968543622,0.027512644992115,19,0.970308358066928,0.9730396413949,0.969750875682642,0.976493443235753,0.972398079595056,0.002671995018314
19,1.01785349845886,0.024671291885417,0.534830391407013,0.005082515709641,128,1,2,True,500,"{'baggingclassifier__base_estimator__max_depth': 128, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 2, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 500}",0.869574423036206,0.843498517577298,0.869123252858958,0.843286742905548,0.856370734094503,0.871706978845683,0.01533624475118,0.427631578947368,0.99780701754386,0.570175438596492,0.670373632507771,0.981834939672469,0.311461307164698,0.43421052631579,0.539473684210526,0.407894736842105,0.328947368421053,0.427631578947368,0.075299494356971,396,0.995614035087719,1,0.995614035087719,1,0.99780701754386,0.00219298245614,0.876694641704325,0.848471803702109,0.876668101592768,0.851700387430047,0.863383733607312,0.013346543920952,1261,0.889367197589324,0.852930626300308,0.882416242198149,0.853863261353038,0.869644331860205,0.016435504754528,0.664571370323808,0.72412460067517,0.662927362530303,0.629871196501801,0.670373632507771,0.033980608751092,20,0.982756027318979,0.978356196107602,0.9840279954136,0.982199539849696,0.981834939672469,0.002114975532695
20,0.406575918197632,0.007267685409349,0.218561768531799,0.002215334982247,64,1,2,True,200,"{'baggingclassifier__base_estimator__max_depth': 64, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 2, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 200}",0.844166843108194,0.843498517577298,0.839051249470563,0.858110969927997,0.846206895021013,0.859247901594084,0.013041006573071,0.424342105263158,0.992324561403509,0.567982456140351,0.670216349147276,0.974962681550623,0.304746332403347,0.407894736842105,0.526315789473684,0.394736842105263,0.368421052631579,0.424342105263158,0.060565633682638,408,0.991228070175439,0.995614035087719,0.995614035087719,0.986842105263158,0.992324561403509,0.003636649989425,0.851301915214117,0.848687042617305,0.846319414550151,0.86612139474817,0.853107441782436,0.007717514827789,1284,0.857942315970727,0.851997991247579,0.856517684195423,0.861826529880192,0.85707113032348,0.003514819770488,0.673051657549296,0.700336452409543,0.65867497790969,0.648802308720575,0.670216349147276,0.019410203320061,21,0.97760586985472,0.96991890102615,0.976948590537971,0.97537736478365,0.974962681550623,0.003022497439194
21,0.793293058872223,0.015759350623999,0.420031905174255,0.005328861186989,128,1,5,True,400,"{'baggingclassifier__base_estimator__max_depth': 128, 'baggingclassifier__base_estimator__min_samples_leaf': 1, 'baggingclassifier__base_estimator__min_samples_split': 5, 'baggingclassifier__bootstrap': True, 'baggingclassifier__n_estimators': 400}",0.860470040228668,0.855569673867005,0.853875476493011,0.887335874629394,0.86431276630452,0.875377159324582,0.011064393020062,0.381578947368421,0.94078947368421,0.559210526315789,0.670202634577539,0.958897077334532,0.288694442756993,0.407894736842105,0.460526315789474,0.302631578947368,0.355263157894737,0.381578947368421,0.058843894144731,565,0.956140350877193,0.956140350877193,0.916666666666667,0.93421052631579,0.94078947368421,0.016556654463313,0.867871745211965,0.862031855359449,0.862892811020232,0.896039603960396,0.87220900388801,0.013938033526604,1233,0.871502367628067,0.857019872300739,0.87430949135519,0.894397015567831,0.874307186712957,0.013325909710179,0.651607432072758,0.696374357115345,0.657814022248907,0.675014726873145,0.670202634577539,0.017373647893292,22,0.96061930277696,0.949620401171521,0.957972739618614,0.967375865771035,0.958897077334532,0.006359383513203
