,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_decisiontreeclassifier__criterion,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__min_samples_leaf,param_decisiontreeclassifier__min_samples_split,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,mean_test_Accuracy,mean_train_Accuracy,Diff Acc,mean_test_Specificity,mean_train_Specificity,Diff Spec,mean_test_ROC_AUC,mean_train_ROC_AUC,Diff ROC,mean_train_Specificity,mean_test_ROC_AUC,mean_train_ROC_AUC,split3_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,mean_train_Specificity,mean_test_ROC_AUC,mean_train_ROC_AUC,split1_test_Recall,split2_test_Recall,split3_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,mean_train_Recall,std_train_Recall,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC
10,0.007311701774597,0.000345685501914,0.007820904254913,4.77177900520175E-05,gini,32,1,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 10}",0.717340673300868,0.707327403642524,0.72003388394748,0.680432020330369,0.70628349530531,0.717049061187099,0.010765565881789,0.536184210526316,0.963815789473684,0.427631578947368,0.640848017642838,0.890055875576758,0.24920785793392,0.963815789473684,0.640848017642838,0.890055875576758,0.5,0.536184210526316,0.031379578993979,16,0.951754385964912,0.982456140350877,0.951754385964912,0.969298245614035,0.963815789473684,0.640848017642838,0.890055875576758,0.709857942315971,0.722341799397331,0.683383555746879,0.709065826516971,0.015583221432875,71,0.732673267326733,0.710165722074754,0.728029270392424,0.68118229428223,0.713012638519035,0.02020714790247,0.644913809701788,0.638534562838435,0.673306976006525,0.606636722024605,0.640848017642838,0.023695355368365,11,0.900574096311233,0.888879868801784,0.899523833797134,0.871245703396881,0.890055875576758,0.0117843197688
11,0.009822070598602,0.000654471428007,0.007871925830841,0.000555207264698,entropy,64,1,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 5}",0.763921236502223,0.756459127488352,0.787378229563744,0.737399407030919,0.76128950014631,0.781301428580383,0.020011928434074,0.5,1,0.5,0.640052866655298,0.910506201896661,0.270453335241363,1,0.640052866655298,0.910506201896661,0.539473684210526,0.5,0.02461616701825,51,1,1,1,1,1,0.640052866655298,0.910506201896661,0.760654326302195,0.792509685751184,0.74063710718898,0.765563471116809,0.018573299552302,25,0.785909025685177,0.778893751345147,0.797905158189253,0.748188535762967,0.777724117745636,0.018357462768434,0.632526077945024,0.631978272197929,0.645541155946258,0.65016596053198,0.640052866655298,0.00797257190372,12,0.914056108127975,0.907594871388242,0.92237276328061,0.898001064789817,0.910506201896661,0.008920081455911
12,0.010969519615173,0.000178857996598,0.00997406244278,0.001990483684897,entropy,16,2,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 16, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 5}",0.77048486131696,0.736975857687421,0.691232528589581,0.727657772130453,0.731587754931103,0.740943472431538,0.009355717500434,0.486842105263158,0.889254385964912,0.402412280701754,0.640023537647167,0.88013747391493,0.240113936267763,0.889254385964912,0.640023537647167,0.88013747391493,0.5,0.486842105263158,0.047441464150842,63,0.771929824561403,0.907894736842105,1,0.87719298245614,0.889254385964912,0.640023537647167,0.88013747391493,0.741282823934567,0.693499784761085,0.731381833835557,0.735591035315393,0.029456963320916,55,0.784904577414263,0.738073032498745,0.697037090178635,0.734055527656216,0.738517556936965,0.031194919852953,0.624944786109884,0.648623886988241,0.633327763554387,0.653197713936153,0.640023537647167,0.011398761646627,13,0.86385524994147,0.891927452068726,0.886793711446994,0.877973482202529,0.88013747391493,0.010643105287033
13,0.009563148021698,0.000462161712722,0.007954239845276,0.000439721736584,entropy,32,4,10,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 10}",0.696379419860258,0.694832698009318,0.693138500635324,0.675561202880135,0.689977955346259,0.701590162898327,0.011612207552068,0.529605263157895,0.93969298245614,0.410087719298245,0.639351601205739,0.880272290753248,0.240920689547509,0.93969298245614,0.639351601205739,0.880272290753248,0.631578947368421,0.529605263157895,0.063359737777165,24,0.93421052631579,0.929824561403509,0.93421052631579,0.960526315789473,0.93969298245614,0.639351601205739,0.880272290753248,0.698019801980198,0.695867412828239,0.676280671545415,0.692601149552741,0.009548430289922,91,0.707705553164012,0.702991606284525,0.699117583757802,0.680967070808523,0.697695453503716,0.01012561814833,0.618790560973124,0.628384348732356,0.633293778462514,0.676937716654961,0.639351601205739,0.022318435727066,14,0.889474817046922,0.877636330225808,0.878340526328376,0.875637489411886,0.880272290753248,0.005404809787474
14,0.009179651737213,0.001008201758902,0.007645905017853,0.000323136229142,entropy,32,4,2,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 2}",0.690662714376456,0.657560355781449,0.672596357475646,0.655442609063956,0.669065509174377,0.679672793607238,0.010607284432862,0.56578947368421,0.967105263157895,0.401315789473685,0.638461674204868,0.882231609146618,0.24376993494175,0.967105263157895,0.638461674204868,0.882231609146618,0.618421052631579,0.56578947368421,0.072068757566469,8,0.978070175438596,0.951754385964912,0.978070175438596,0.960526315789473,0.967105263157895,0.638461674204868,0.882231609146618,0.657770124838571,0.674773999139044,0.656048213517004,0.670754712305654,0.015503139785634,112,0.693284545845889,0.674510366597317,0.668986297438841,0.663103522490853,0.674971183093225,0.011316490529563,0.591404471475655,0.656543829440152,0.638630853932075,0.667267541971588,0.638461674204868,0.029030808231192,15,0.898582034976953,0.869428260730023,0.886113743717929,0.874802397161567,0.882231609146618,0.011197391605399
15,0.00776481628418,0.001212401363529,0.007795214653015,0.000560246666742,gini,64,1,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 5}",0.730256193097608,0.747776365946633,0.731257941550191,0.729563744176197,0.734713561192657,0.757036629658593,0.022323068465936,0.509868421052632,1,0.490131578947368,0.638257701261696,0.9023020373339,0.264044336072204,1,0.638257701261696,0.9023020373339,0.473684210526316,0.509868421052632,0.040953617098647,41,1,1,1,1,1,0.638257701261696,0.9023020373339,0.75053809728799,0.735040895393887,0.733749461902712,0.738391399206724,0.007028043521103,49,0.747668245085378,0.770715259344286,0.745390630604778,0.748475500394576,0.753062408857255,0.01025446297857,0.618879752641772,0.685357523166504,0.636662550694429,0.612130978544079,0.638257701261696,0.028631487306271,16,0.897130431006487,0.906391948376573,0.904105356295538,0.901580413656999,0.9023020373339,0.00343677117187
16,0.007157266139984,0.000395675884329,0.007852375507355,0.000538436238489,gini,16,1,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 16, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 5}",0.766038534829558,0.667301990681914,0.75412960609911,0.712833545108005,0.725075919179647,0.738031711459544,0.012955792279897,0.516447368421053,0.994517543859649,0.478070175438596,0.637696944808011,0.903497743303454,0.265800798495443,0.994517543859649,0.637696944808011,0.903497743303454,0.578947368421053,0.516447368421053,0.04686778568676,35,0.978070175438596,1,1,1,0.994517543859649,0.637696944808011,0.903497743303454,0.669608265174344,0.759147653895824,0.715023676280672,0.728488475338678,0.039767680566998,59,0.7778016932128,0.681469258913839,0.763469402396155,0.712604921443432,0.733836318991556,0.038743241299314,0.638661898451746,0.616786936130684,0.621212078301652,0.674126866347962,0.637696944808011,0.022566842964624,17,0.915789662490277,0.899198324025862,0.910428647125382,0.888574339572297,0.903497743303454,0.010491921775012
17,0.008787453174591,0.0013795688409,0.009436547756195,0.001400471194072,gini,16,4,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 16, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 10}",0.723057378784671,0.692926725963575,0.686573485811097,0.639559508682762,0.685529274810526,0.69064953037306,0.005120255562534,0.519736842105263,0.87609649122807,0.356359649122807,0.636601709112854,0.859294578541121,0.222692869428267,0.87609649122807,0.636601709112854,0.859294578541121,0.486842105263158,0.519736842105263,0.023720732075421,30,0.798245614035088,0.864035087719298,0.921052631578947,0.921052631578947,0.87609649122807,0.636601709112854,0.859294578541121,0.695652173913043,0.688764528626776,0.642057684029272,0.688241148826478,0.030212167350046,94,0.726431338786052,0.703063347442428,0.684984575651051,0.635985364803788,0.68761615667083,0.033233634893183,0.656995741451757,0.613936436549834,0.654129471871672,0.621345186578154,0.636601709112854,0.01916777949175,18,0.852643945744689,0.854792907190855,0.873967462238349,0.855773998990589,0.859294578541121,0.008546694652069
18,0.010640859603882,0.000991437524245,0.00764262676239,0.000326829763402,entropy,128,2,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 128, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 5}",0.724962947279272,0.755400254129606,0.739728928420161,0.720669207962728,0.735190334447942,0.74939553705695,0.014205202609008,0.506578947368421,1,0.493421052631579,0.636532112929806,0.909484837951448,0.272952725021642,1,0.636532112929806,0.909484837951448,0.539473684210526,0.506578947368421,0.021819899936549,45,1,1,1,1,1,0.636532112929806,0.909484837951448,0.759793370641412,0.743865690916918,0.723633232888506,0.738929809140007,0.014176975949048,48,0.742143779595351,0.782839515029773,0.732764186813975,0.723437836286678,0.745296329431444,0.022662070053748,0.634581733546261,0.633255545234157,0.630036873824682,0.648254299114122,0.636532112929806,0.006966664474058,19,0.905484470071721,0.910170158698993,0.906072102380925,0.916212620654153,0.909484837951448,0.00428317732149
19,0.007065951824188,0.000507655061992,0.008169770240784,0.00078123895902,gini,32,4,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 2}",0.686428117721787,0.652054214315968,0.643795002117747,0.658407454468446,0.660171197155987,0.673443644263955,0.013272447107968,0.5625,0.955043859649123,0.392543859649123,0.635454109521019,0.874335380583306,0.238881271062287,0.955043859649123,0.635454109521019,0.874335380583306,0.618421052631579,0.5625,0.062672891063348,9,0.951754385964912,0.969298245614035,0.960526315789473,0.93859649122807,0.955043859649123,0.635454109521019,0.874335380583306,0.652389151958674,0.646147223417994,0.659061558329746,0.661768753923698,0.016636477244949,121,0.700387430047353,0.662170887438123,0.64294425712031,0.669847191333668,0.668837441484863,0.020684059758938,0.622144450862469,0.64682267711897,0.596656433377892,0.676192876724743,0.635454109521019,0.029458861867962,20,0.888655241382262,0.874127149245522,0.860171134127017,0.874387997578421,0.874335380583306,0.010071375524403
20,0.007726013660431,0.000368995497443,0.007850110530853,0.000296651610461,gini,16,2,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 16, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 2}",0.753758204531018,0.703939008894536,0.735916984328674,0.803684879288437,0.749324769260667,0.764801627459527,0.01547685819886,0.476973684210526,0.921052631578947,0.444078947368421,0.635411355429533,0.895296197162336,0.259884841732803,0.921052631578947,0.635411355429533,0.895296197162336,0.43421052631579,0.476973684210526,0.05688031732168,64,0.93859649122807,0.991228070175439,1,0.754385964912281,0.921052631578947,0.635411355429533,0.895296197162336,0.706629358588033,0.739345673697805,0.809728798966853,0.753779626846958,0.037395021198625,33,0.776008035586167,0.712676662601334,0.739364373340986,0.820934069875888,0.762245785351094,0.040664392340698,0.600897013353267,0.635494313161293,0.646291660058454,0.658962435145116,0.635411355429533,0.021588660655137,21,0.908891790208769,0.891630890483976,0.912841100886947,0.86782100706965,0.895296197162336,0.01775517066002
21,0.009481370449066,0.000933492642364,0.007922053337097,0.000493766359519,entropy,128,4,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 128, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 5}",0.671395299597713,0.674925878864888,0.64294790343075,0.660313426514189,0.662395627101885,0.677184492288051,0.014788865186166,0.569078947368421,0.973684210526316,0.404605263157895,0.63502850054686,0.87707794893917,0.24204944839231,0.973684210526316,0.63502850054686,0.87707794893917,0.5,0.569078947368421,0.051277819960921,6,0.964912280701754,0.982456140350877,0.973684210526316,0.973684210526316,0.973684210526316,0.63502850054686,0.87707794893917,0.675850193715024,0.643349117520448,0.662935858803272,0.66392199995535,0.012837938459727,119,0.686325154254556,0.685630246072172,0.649974890594734,0.66740799196499,0.672334570721613,0.014972791024399,0.630345837155833,0.659358927883635,0.645600629857036,0.604808607290935,0.63502850054686,0.020241719895888,22,0.884436841853522,0.878275864890003,0.871902386715048,0.873696702298108,0.87707794893917,0.004842715682693
22,0.00665009021759,0.000183005052403,0.008480846881866,0.00120843743188,gini,32,4,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 10}",0.698073258522126,0.673867005506141,0.65438373570521,0.678949597628124,0.6763183993404,0.687102400540472,0.010784001200072,0.532894736842105,0.941885964912281,0.408991228070176,0.634858560613176,0.87976376695025,0.244905206337074,0.941885964912281,0.634858560613176,0.87976376695025,0.592105263157895,0.532894736842105,0.053041169396701,20,0.93421052631579,0.942982456140351,0.947368421052632,0.942982456140351,0.941885964912281,0.634858560613176,0.87976376695025,0.67606543263022,0.656048213517004,0.680370210934137,0.678664325578711,0.01638468432053,104,0.715310661500933,0.688499892388263,0.656718559437549,0.671210273333812,0.682934846665139,0.021816979946725,0.597720091060446,0.65287485556336,0.61956096925482,0.669278326574076,0.634858560613176,0.027940067083945,23,0.887098850045188,0.882147842164418,0.875441145190259,0.874367230401134,0.87976376695025,0.00517916316219
23,0.007013857364655,0.000372508768484,0.007842123508453,0.000467958867564,gini,64,4,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 10}",0.652127884818971,0.661584074544684,0.686361711139348,0.677890724269377,0.669491098693095,0.682672301972694,0.013181203279599,0.539473684210526,0.941885964912281,0.402412280701755,0.634209552483598,0.875705642243727,0.241496089760129,0.941885964912281,0.634209552483598,0.875705642243727,0.56578947368421,0.539473684210526,0.01860807318912,15,0.93859649122807,0.942982456140351,0.947368421052632,0.93859649122807,0.941885964912281,0.634209552483598,0.875705642243727,0.663581575548859,0.688764528626776,0.679724494188549,0.671617821745124,0.013423287796703,111,0.669680011479409,0.67178420259703,0.691513021020159,0.680751847334816,0.678432270607854,0.008620981899837,0.619413486912892,0.614310272560437,0.623197374085235,0.67991707637583,0.634209552483598,0.026577014087691,24,0.870104730724789,0.869655913044682,0.880722458632412,0.882339466573026,0.875705642243727,0.005855456966252
