,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_decisiontreeclassifier__criterion,param_decisiontreeclassifier__max_depth,param_decisiontreeclassifier__min_samples_leaf,param_decisiontreeclassifier__min_samples_split,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,mean_test_Accuracy,mean_train_Accuracy,Diff Acc,mean_test_Specificity,mean_train_Specificity,Diff Spec,mean_test_ROC_AUC,mean_train_ROC_AUC,Diff ROC,split0_test_Specificity,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,mean_train_Recall,std_train_Recall,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC
0,0.007342278957367,0.000529041435652,0.007426083087921,0.000409814989317,entropy,32,4,2,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 2}",0.803726445056108,0.758788648877594,0.781872088098263,0.777424819991529,0.780453000505874,0.790566362436837,0.010113361930963,0.453947368421053,0.796052631578947,0.342105263157894,0.660799034115216,0.877976210977766,0.217177176862551,0.421052631578947,0.43421052631579,0.447368421052632,0.513157894736842,0.453947368421053,0.035428715836411,22,0.789473684210526,0.824561403508772,0.789473684210526,0.780701754385965,0.796052631578947,0.016844617868133,0.809984936518184,0.764098148945329,0.787343951786483,0.78174773999139,0.785793694310347,0.016391201396154,118,0.815038025541685,0.769997847765263,0.7837004089246,0.793170241767702,0.790476630999812,0.016399812416539,0.671276318620955,0.623034528853343,0.659550094025421,0.689335194961144,0.660799034115216,0.024247699248902,1,0.886794714940602,0.876875811021204,0.870684360301716,0.877549957647545,0.877976210977766,0.005751731704241
1,0.005813241004944,0.000139865826556,0.007308304309845,0.000355179006934,gini,128,1,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 128, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 10}",0.765615075164091,0.809191020753918,0.804531977975434,0.781024989411266,0.790090765826177,0.801259796204212,0.011169030378035,0.43421052631579,0.803728070175439,0.369517543859649,0.657368762329652,0.880063961012657,0.222695198683005,0.43421052631579,0.381578947368421,0.43421052631579,0.486842105263158,0.43421052631579,0.037216146378239,35,0.824561403508772,0.785087719298246,0.789473684210526,0.81578947368421,0.803728070175439,0.016808892233285,0.771035076393372,0.816185966422729,0.810589754627637,0.785837279380112,0.795912019205962,0.018349601624534,105,0.789568087243507,0.816055671138532,0.807088026400746,0.79216586555707,0.801219412584964,0.010865947864612,0.629973497332744,0.654019020323085,0.658660817454743,0.686821714208034,0.657368762329652,0.020191997774848,2,0.872526011182354,0.88331819846625,0.883199416505249,0.881212217896776,0.880063961012657,0.004431713101795
2,0.006470263004303,0.000344078998303,0.007566750049591,0.000249872588221,gini,16,2,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 16, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 2}",0.736396358246877,0.800931808555697,0.775942397289284,0.824015247776366,0.784321452967056,0.798453259853536,0.014131806886481,0.43421052631579,0.788377192982456,0.354166666666667,0.657155128083183,0.880435314188727,0.223280186105544,0.5,0.302631578947368,0.486842105263158,0.447368421052632,0.43421052631579,0.078397205840875,35,0.903508771929825,0.75,0.855263157894737,0.644736842105263,0.788377192982456,0.099792750381098,0.740262534968797,0.809083082221266,0.780671545415411,0.830176495910461,0.790048414628984,0.033686573614233,113,0.746807289424595,0.812612095559222,0.790085371977904,0.844967357773154,0.798618028683719,0.035711528768008,0.646204965286036,0.638347644833133,0.684194949815348,0.659872952398215,0.657155128083183,0.01740808734324,3,0.884711240002719,0.881434835744214,0.90000462541676,0.855590555591216,0.880435314188727,0.015964825058663
3,0.006051242351532,0.000429009949186,0.007825314998627,0.000578232996552,gini,32,4,5,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 4, 'decisiontreeclassifier__min_samples_split': 5}",0.780012703789964,0.788013553578992,0.786742905548496,0.79711986446421,0.787972256845416,0.794695141388456,0.006722884543041,0.444078947368421,0.762061403508772,0.317982456140351,0.656064392682386,0.868757527079107,0.212693134396721,0.460526315789474,0.355263157894737,0.473684210526316,0.486842105263158,0.444078947368421,0.052115064203141,32,0.81140350877193,0.758771929824561,0.723684210526316,0.754385964912281,0.762061403508772,0.031532464571378,0.785237787820099,0.795092552733534,0.791863969005596,0.802195436934998,0.793597436623557,0.006104293973047,109,0.783828382838284,0.807877179137671,0.788650548819858,0.800559581031638,0.795228922956863,0.009508438636381,0.666431653698481,0.616799680540136,0.651773172168475,0.689253064322451,0.656064392682386,0.026311120364404,4,0.876697366532992,0.870928374634844,0.855819781176882,0.871584585971709,0.868757527079107,0.007796331840624
4,0.00744354724884,0.000276793676665,0.00748485326767,0.000551158303834,entropy,64,2,10,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 10}",0.795468981579505,0.786742905548496,0.807285048708174,0.780177890724269,0.792418706640111,0.807383626252669,0.014964919612558,0.44078947368421,0.794956140350877,0.354166666666667,0.655219514333486,0.88613407211368,0.230914557780194,0.355263157894737,0.407894736842105,0.460526315789474,0.539473684210526,0.44078947368421,0.06805316074203,33,0.798245614035088,0.785087719298246,0.793859649122807,0.802631578947369,0.794956140350877,0.006486929586732,0.802668388207446,0.792940163581576,0.812957382694791,0.784115368058545,0.798170325635589,0.010767846244447,102,0.815611995982207,0.808092402611378,0.812109907453906,0.794533323767846,0.807586907453834,0.007992358026426,0.597914047546238,0.612714389287899,0.690807882275642,0.719441738224166,0.655219514333486,0.051189911489219,5,0.890008980875204,0.882041331717269,0.888628460094925,0.883857515767322,0.88613407211368,0.003285198702578
5,0.007988572120667,0.000626609260724,0.007520318031311,0.000490115348444,entropy,32,2,10,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 32, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 10}",0.783612110946432,0.799025836509953,0.820203303684879,0.782507412113511,0.796337165813694,0.809395038426532,0.013057872612838,0.411184210526316,0.801535087719298,0.390350877192982,0.654369603340006,0.890470350696779,0.236100747356773,0.447368421052632,0.368421052631579,0.355263157894737,0.473684210526316,0.411184210526316,0.050426676699855,46,0.798245614035088,0.81578947368421,0.736842105263158,0.855263157894737,0.801535087719298,0.042678729070238,0.789111254572843,0.806069737408524,0.827808867843306,0.787559190701679,0.802637262631588,0.016245712812598,95,0.798034151241211,0.816127412296435,0.830762608508501,0.793170241767702,0.809523603453462,0.014951133548375,0.649238897760864,0.618496103042799,0.668750141604549,0.680993270951809,0.654369603340006,0.023605358084529,6,0.878469940815592,0.895138183539054,0.889214660871995,0.899058617560473,0.890470350696779,0.00776423829841
6,0.006162047386169,0.000441429327211,0.007509887218475,0.000384589653178,gini,64,1,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__min_samples_leaf': 1, 'decisiontreeclassifier__min_samples_split': 10}",0.774507728138895,0.78843710292249,0.788013553578992,0.806437950021178,0.789349083665389,0.803695061673363,0.014345978007974,0.463815789473684,0.796052631578947,0.332236842105263,0.654148568831249,0.881420653806069,0.22727208497482,0.473684210526316,0.421052631578947,0.473684210526316,0.486842105263158,0.463815789473684,0.025266926802199,15,0.793859649122807,0.793859649122807,0.798245614035088,0.798245614035088,0.796052631578947,0.00219298245614,0.779427587690983,0.794446835987947,0.793155402496771,0.811665949203616,0.794673943844829,0.011440467296918,106,0.791720476395466,0.816414376928043,0.786426572924887,0.820718846402181,0.803820068162644,0.014942549287065,0.671417892698175,0.605549199084668,0.643020594965675,0.696606588576478,0.654148568831249,0.033862381522956,7,0.875938523486216,0.888855640428282,0.868769846813749,0.892118604496031,0.881420653806069,0.009484485297555
7,0.006347596645355,0.000222415105357,0.007686197757721,0.000245986996936,gini,128,2,10,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 128, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 10}",0.754181664196485,0.769377382465057,0.757941550190597,0.808132147395172,0.772408186061828,0.788077372243308,0.01566918618148,0.463815789473684,0.785087719298246,0.321271929824561,0.65323385852026,0.875619565785363,0.222385707265103,0.5,0.43421052631579,0.486842105263158,0.43421052631579,0.463815789473684,0.029968531510343,15,0.789473684210526,0.780701754385965,0.807017543859649,0.763157894736842,0.785087719298246,0.015813821383614,0.758338713148268,0.774860094705123,0.762376237623762,0.814248816185966,0.77745596541578,0.022098189615242,128,0.768187688334051,0.788004878398737,0.774015352607791,0.822297151876031,0.788126267804153,0.021001957840913,0.663815364751452,0.619602034574167,0.668910154745452,0.660607880009969,0.65323385852026,0.01964173052669,8,0.862492384822006,0.873120885109682,0.876491303587184,0.890373689622578,0.875619565785363,0.009962559688187
8,0.005679249763489,0.000259356597082,0.007388889789581,0.00036300109025,gini,64,2,2,"{'decisiontreeclassifier__criterion': 'gini', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 2}",0.762862587338556,0.745870393900889,0.757941550190597,0.765141889030072,0.757954105115029,0.774930777222363,0.016976672107335,0.490131578947368,0.93640350877193,0.446271929824561,0.651488926175019,0.901860615717848,0.250371689542829,0.486842105263158,0.368421052631579,0.552631578947368,0.552631578947368,0.490131578947368,0.075227609381772,2,0.942982456140351,0.942982456140351,0.929824561403509,0.929824561403509,0.93640350877193,0.006578947368421,0.767376802238003,0.752044769694361,0.761300043047783,0.768618166164443,0.762334945286147,0.006554729637468,139,0.774573109484862,0.767199942607074,0.767845613028194,0.779539421766267,0.772289521721599,0.005084976985408,0.644269647650437,0.591765412239164,0.673656739243719,0.696263905566758,0.651488926175019,0.039099957848574,9,0.901454876608942,0.905559530686966,0.903234078812067,0.897193976763417,0.901860615717848,0.00306229146945
9,0.007994294166565,0.000346678917158,0.007873296737671,0.000470267215266,entropy,64,2,5,"{'decisiontreeclassifier__criterion': 'entropy', 'decisiontreeclassifier__max_depth': 64, 'decisiontreeclassifier__min_samples_leaf': 2, 'decisiontreeclassifier__min_samples_split': 5}",0.757992801185687,0.740364252435409,0.755188479457857,0.788013553578992,0.760389771664486,0.782995118952828,0.022605347288342,0.49671052631579,0.93969298245614,0.442982456140351,0.650936149718193,0.904756789834786,0.253820640116593,0.5,0.421052631578947,0.56578947368421,0.5,0.49671052631579,0.051277819960921,1,0.93859649122807,0.947368421052632,0.929824561403509,0.942982456140351,0.93969298245614,0.006486929586732,0.762212179901011,0.745587602238485,0.758286698235041,0.79272492466638,0.764702851260229,0.017306066903006,138,0.764600373080786,0.778248080924026,0.770571777028481,0.808307626085085,0.780431964279595,0.016805389315023,0.653909426568358,0.591585574461336,0.696006185286721,0.662243412556358,0.650936149718193,0.037717679732412,10,0.900275782727014,0.904096073996599,0.897397872685876,0.917257429929656,0.904756789834786,0.007598283268356
