,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_extratreesclassifier__bootstrap,param_extratreesclassifier__max_depth,param_extratreesclassifier__min_samples_leaf,param_extratreesclassifier__min_samples_split,param_extratreesclassifier__n_estimators,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,mean_test_Accuracy,mean_train_Accuracy,Diff Acc,mean_test_Specificity,mean_train_Specificity,Diff Spec,mean_test_ROC_AUC,mean_train_ROC_AUC,Diff ROC,mean_train_ROC_AUC,split1_test_Specificity,split2_test_Specificity,split3_test_Specificity,mean_test_Specificity,std_test_Specificity,rank_test_Specificity,split0_train_Specificity,split1_train_Specificity,split2_train_Specificity,split3_train_Specificity,mean_train_Specificity,std_train_Specificity,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,mean_train_Recall,std_train_Recall,split0_test_ROC_AUC,split1_test_ROC_AUC,split2_test_ROC_AUC,split3_test_ROC_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,rank_test_ROC_AUC,split0_train_ROC_AUC,split1_train_ROC_AUC,split2_train_ROC_AUC,split3_train_ROC_AUC,mean_train_ROC_AUC,std_train_ROC_AUC
10,0.035617530345917,0.000434403210593,0.041285693645477,0.000373496625288,False,32,1,2,30,"{'extratreesclassifier__bootstrap': False, 'extratreesclassifier__max_depth': 32, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 30}",0.847977980097396,0.837357052096569,0.840321897501059,0.819356204997882,0.836253283673226,0.856547990036082,0.020294706362855,0.417763157894737,0.99890350877193,0.581140350877193,0.680435862027236,0.996832267463763,0.316396405436527,0.996832267463763,0.407894736842105,0.368421052631579,0.513157894736842,0.417763157894737,0.05688031732168,37,1,0.995614035087719,1,1,0.99890350877193,0.001899178517071,0.85560576716161,0.844382264313388,0.848041325871718,0.824365045200172,0.843098600636722,0.011548307656958,1811,0.859233749461903,0.864193988090968,0.850634909247435,0.842815123036086,0.854219442459098,0.008178358868505,0.681255875324205,0.669400106486621,0.636216496363595,0.734870969934522,0.680435862027236,0.035499977446233,11,0.996132779753948,0.996720359259581,0.996843389052299,0.997632541789224,0.996832267463763,0.000534408361665
11,0.052296757698059,0.000333019402306,0.049730002880097,0.001505161853258,True,32,1,2,40,"{'extratreesclassifier__bootstrap': True, 'extratreesclassifier__max_depth': 32, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 40}",0.883972051662079,0.873570520965692,0.858534519271495,0.850910631088522,0.866746930746947,0.886177458305513,0.019430527558566,0.375,0.986842105263158,0.611842105263158,0.680036240855088,0.983775253701578,0.30373901284649,0.983775253701578,0.394736842105263,0.342105263157895,0.421052631578947,0.375,0.034185213307281,81,0.978070175438596,0.986842105263158,0.991228070175439,0.991228070175439,0.986842105263158,0.005371688032419,0.892834086507424,0.881403357727077,0.866982350408954,0.857942315970727,0.874790527653546,0.013361599890047,1769,0.902998995551729,0.885214147356338,0.87710739651338,0.872802927039242,0.884530866615172,0.011556287617975,0.680184159559648,0.70027839454426,0.638953712304869,0.700728697011577,0.680036240855088,0.025128263767056,12,0.984887490465293,0.982565797340039,0.984605543200134,0.983042183800846,0.983775253701578,0.000990785980901
12,0.023975729942322,0.000476913013981,0.028063118457794,0.000164184767292,False,16,1,2,20,"{'extratreesclassifier__bootstrap': False, 'extratreesclassifier__max_depth': 16, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 20}",0.901333897946221,0.890512494705633,0.89432443879712,0.885006353240152,0.892794296172281,0.906824210708708,0.014029914536427,0.342105263157895,0.890350877192982,0.548245614035088,0.678914624799149,0.967996710299062,0.289082085499912,0.967996710299062,0.289473684210526,0.302631578947368,0.5,0.342105263157895,0.091634133402527,100,0.885964912280702,0.87719298245614,0.859649122807017,0.93859649122807,0.890350877192982,0.029421947072366,0.911555842479019,0.900344382264313,0.904003443822643,0.891304347826087,0.901802004098016,0.007285416059457,1724,0.914837135887502,0.907095200516536,0.908816988306191,0.897625367673434,0.907093673095916,0.006176160644467,0.675612732606209,0.69730186691438,0.63658466819222,0.706159231483789,0.678914624799149,0.026847192518042,13,0.966684697645966,0.969470990770563,0.965349178060295,0.970481974719423,0.967996710299062,0.002066449025802
13,0.027796030044556,0.000579669312964,0.026536107063294,0.000151643353538,True,32,1,5,20,"{'extratreesclassifier__bootstrap': True, 'extratreesclassifier__max_depth': 32, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 5, 'extratreesclassifier__n_estimators': 20}",0.921871691721364,0.935408725116476,0.92270224481152,0.919313850063532,0.924824127928223,0.934918034815953,0.01009390688773,0.223684210526316,0.520833333333333,0.297149122807018,0.678704968933565,0.900722307427839,0.222017338494275,0.900722307427839,0.223684210526316,0.210526315789474,0.302631578947368,0.223684210526316,0.051802683381657,180,0.504385964912281,0.5,0.596491228070175,0.482456140350877,0.520833333333333,0.044445105700683,0.934366257800732,0.947051226861817,0.93435213086526,0.929401635815756,0.936292812835891,0.006532795226599,1651,0.942244224422442,0.947628954731329,0.941172250520123,0.93571992251955,0.941691338048361,0.004227535644327,0.683699443897025,0.670666051158892,0.648026315789474,0.712428064888869,0.678704968933565,0.023280871647635,14,0.894464174678337,0.900523647521846,0.917145413033984,0.890755994477189,0.900722307427839,0.010102592276855
14,0.362705230712891,0.000848167451912,0.329383730888367,0.001356620827198,True,128,1,2,300,"{'extratreesclassifier__bootstrap': True, 'extratreesclassifier__max_depth': 128, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 300}",0.874444209189075,0.8856416772554,0.882041507835663,0.881194409148666,0.880830450857201,0.899112435613419,0.018281984756218,0.388157894736842,0.995614035087719,0.607456140350877,0.676745449474573,0.989608097581813,0.31286264810724,0.989608097581813,0.407894736842105,0.381578947368421,0.460526315789474,0.388157894736842,0.056975355512134,64,0.991228070175439,1,0.995614035087719,0.995614035087719,0.995614035087719,0.00310134553152,0.883795997417689,0.893456736978046,0.890228153250108,0.888075764098149,0.888889162935998,0.003509187240558,1748,0.90206629358588,0.8965492503049,0.890738216514814,0.900781978621135,0.897533934756683,0.004422766537883,0.698093280327999,0.666338616127059,0.631628508960736,0.710921392482498,0.676745449474573,0.030690248713066,15,0.990404561051071,0.991749452187035,0.987365689854164,0.988912687234982,0.989608097581813,0.001637966847243
15,0.063170433044434,0.000538284290037,0.057070374488831,0.000378844215095,True,16,1,2,50,"{'extratreesclassifier__bootstrap': True, 'extratreesclassifier__max_depth': 16, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 50}",0.911285200084692,0.898559932232105,0.907030919102075,0.919102075391783,0.908994531702664,0.922635774043277,0.013641242340613,0.322368421052632,0.846491228070175,0.524122807017544,0.675869341867982,0.965234318965554,0.289364977097572,0.965234318965554,0.31578947368421,0.31578947368421,0.407894736842105,0.322368421052632,0.056210550956036,117,0.802631578947369,0.881578947368421,0.868421052631579,0.833333333333333,0.846491228070175,0.030857998419891,0.922100279750377,0.908092983211365,0.916702539819199,0.927464485578992,0.918590072089983,0.007155914085424,1690,0.926029559477687,0.909606141043116,0.925460936939522,0.934428581677308,0.923881304784408,0.008974067997136,0.670466514899256,0.673339545052903,0.635005777465618,0.72466553005415,0.675869341867982,0.031962827191699,16,0.957758418862481,0.966399808438522,0.970307184310586,0.966471864250626,0.965234318965554,0.004596545692261
16,0.307991802692413,0.002553366373938,0.356296062469482,0.002440602252355,False,32,1,2,300,"{'extratreesclassifier__bootstrap': False, 'extratreesclassifier__max_depth': 32, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 300}",0.877620156680076,0.846251588310038,0.853028377806014,0.839686573485811,0.854146674070485,0.87294225635531,0.018795582284826,0.4375,0.99890350877193,0.56140350877193,0.675710904218627,0.996537832834069,0.320826928615442,0.996537832834069,0.460526315789474,0.368421052631579,0.513157894736842,0.4375,0.054549749841372,21,0.995614035087719,1,1,1,0.99890350877193,0.001899178517071,0.885302345599311,0.852561343090831,0.86095566078347,0.845027981058975,0.860961832633147,0.015140314231267,1789,0.890084660639977,0.863117870722433,0.871439845039099,0.858885142406198,0.870881879701927,0.011971420782938,0.674082316831459,0.703005698167071,0.617800824704896,0.707954777171081,0.675710904218627,0.035850044371752,17,0.996302233198148,0.996568695934542,0.996188436332239,0.997091965871347,0.996537832834069,0.000348425407336
17,0.36239105463028,0.001858430854727,0.329847991466522,0.003100230526338,True,32,1,2,300,"{'extratreesclassifier__bootstrap': True, 'extratreesclassifier__max_depth': 32, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 300}",0.892229515138683,0.892842016094875,0.886065226598899,0.861287590004235,0.883106086959173,0.896289042395504,0.013182955436331,0.384868421052632,0.995614035087719,0.610745614035088,0.67521658367086,0.989975002158589,0.314758418487729,0.989975002158589,0.368421052631579,0.328947368421053,0.486842105263158,0.384868421052632,0.060565633682638,67,0.991228070175439,1,0.995614035087719,0.995614035087719,0.995614035087719,0.00310134553152,0.901011405207661,0.901420576840293,0.895178648299613,0.867412828239346,0.891255864646728,0.013985443882168,1740,0.906084086669536,0.899418896620992,0.900279790515819,0.872874668197145,0.894664360500873,0.012838803530983,0.696061692319889,0.683032376464191,0.624379772073317,0.697392493826042,0.67521658367086,0.029882091527338,18,0.989202810441227,0.990012875649918,0.989493224236429,0.991191098306783,0.989975002158589,0.000759722689151
18,0.409447133541107,0.002055323355764,0.471242845058441,0.002249249242719,False,32,1,2,400,"{'extratreesclassifier__bootstrap': False, 'extratreesclassifier__max_depth': 32, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 400}",0.840567435951725,0.855146124523507,0.872511647606946,0.833333333333333,0.850389635353878,0.87033008596225,0.019940450608372,0.411184210526316,1,0.588815789473684,0.674680933685513,0.996385505276675,0.321704571591162,0.996385505276675,0.407894736842105,0.355263157894737,0.486842105263158,0.411184210526316,0.047782365283993,43,1,1,1,1,1,0,0.847858833656122,0.862462333189841,0.880972879896685,0.839001291433491,0.857573834544035,0.015896016342708,1799,0.863108049935428,0.869144127986226,0.882703206829758,0.857880766195566,0.868209037736745,0.00926888074485,0.676896809486596,0.688362371706278,0.625683949973945,0.707780603575232,0.674680933685513,0.03036603535005,19,0.996547995760674,0.994995110273711,0.997361939176084,0.99663697589623,0.996385505276675,0.000862592321736
19,0.093625903129578,0.000565483046074,0.10996800661087,0.00130386878411,False,16,1,5,100,"{'extratreesclassifier__bootstrap': False, 'extratreesclassifier__max_depth': 16, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 5, 'extratreesclassifier__n_estimators': 100}",0.947067541816642,0.942609063955951,0.932867429055485,0.937738246505718,0.940070570333449,0.949212176147217,0.009141605813768,0.210526315789474,0.607456140350877,0.396929824561403,0.673524099858975,0.940419281368356,0.266895181509381,0.940419281368356,0.236842105263158,0.171052631578947,0.25,0.210526315789474,0.033546181010479,193,0.548245614035088,0.644736842105263,0.653508771929825,0.583333333333333,0.607456140350877,0.043584664285859,0.959543791693566,0.95415411106328,0.94532931554025,0.948988377098579,0.952003898848919,0.005364625579821,1600,0.962261443535658,0.95265083578449,0.949637707152593,0.954659588205753,0.954802393669624,0.004662644272748,0.695233483968151,0.689179429956726,0.635980016765979,0.673703468745044,0.673524099858975,0.023054159426015,20,0.942890570521583,0.944514507446606,0.940644260770299,0.933627786734934,0.940419281368356,0.004154911605496
20,0.208579421043396,0.00085191776761,0.238943517208099,0.000663660853064,False,128,1,2,200,"{'extratreesclassifier__bootstrap': False, 'extratreesclassifier__max_depth': 128, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 200}",0.869997882701673,0.851757729775519,0.862346463362982,0.849639983058026,0.85843551472455,0.873824356834776,0.015388842110226,0.421052631578947,0.99890350877193,0.577850877192982,0.673482040763349,0.997203818681445,0.323721777918096,0.997203818681445,0.447368421052632,0.394736842105263,0.421052631578947,0.421052631578947,0.01860807318912,33,1,0.995614035087719,1,1,0.99890350877193,0.001899178517071,0.877340219496449,0.858372793801119,0.869995695221696,0.856650882479552,0.865589897749704,0.008506963264305,1782,0.876668101592768,0.868857163354616,0.868857163354616,0.87273118588134,0.871778403545835,0.003235901330333,0.693964980236259,0.695591283956771,0.621166764845821,0.683205134014546,0.673482040763349,0.030576936082345,21,0.997430192103878,0.996629424195397,0.996513316795108,0.998242341631394,0.997203818681445,0.000695790328438
21,0.066022574901581,0.001451871861398,0.059797704219818,0.000374875380414,True,64,1,2,50,"{'extratreesclassifier__bootstrap': True, 'extratreesclassifier__max_depth': 64, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 50}",0.866610205377938,0.882676831850911,0.883312155866158,0.860228716645489,0.873206977435124,0.894559292627851,0.021352315192727,0.358552631578947,0.991228070175439,0.632675438596491,0.673219871077611,0.987045052612013,0.313825181534402,0.987045052612013,0.381578947368421,0.302631578947368,0.407894736842105,0.358552631578947,0.039882748858494,90,1,1,0.986842105263158,0.978070175438596,0.991228070175439,0.00930403659456,0.875188293522703,0.890873869995695,0.892811020232458,0.867628067154541,0.881625312726349,0.010583170174884,1759,0.884129717319558,0.898342779252457,0.905158189253175,0.884281512303609,0.8929780495322,0.009097511628289,0.684547472619574,0.683063529465075,0.636539354736389,0.688729127489408,0.673219871077611,0.021279153417418,22,0.986585014336674,0.988256633225218,0.988633274304205,0.984705288581954,0.987045052612013,0.001555354192538
22,0.605184614658356,0.002888001593582,0.54162073135376,0.002025225446718,True,64,1,2,500,"{'extratreesclassifier__bootstrap': True, 'extratreesclassifier__max_depth': 64, 'extratreesclassifier__min_samples_leaf': 1, 'extratreesclassifier__min_samples_split': 2, 'extratreesclassifier__n_estimators': 500}",0.891806055473216,0.883312155866158,0.887759423972893,0.875476493011436,0.884588532080926,0.903700688767709,0.019112156686783,0.394736842105263,0.989035087719298,0.594298245614035,0.672879203274018,0.99018421185241,0.317305008578392,0.99018421185241,0.355263157894737,0.355263157894737,0.486842105263158,0.394736842105263,0.054251389810759,57,0.991228070175439,0.986842105263158,0.982456140350877,0.995614035087719,0.989035087719298,0.004903657845394,0.900150634818162,0.891950064571675,0.896470081790788,0.881833835557469,0.892601154184523,0.006861529107289,1735,0.909312670397474,0.897912332305043,0.905516895042686,0.896477509146997,0.90230485172305,0.005307515737072,0.673412671446207,0.669410018805084,0.643679056120715,0.705015066724064,0.672879203274018,0.021781196837093,23,0.99161779736326,0.989355563023348,0.990219603460189,0.989543883562842,0.99018421185241,0.000887848408112
