N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.77,0.596,0.772,0.684,0.994,0.033,,,,
1,0.783,0.561,0.785,0.673,0.994,0.033,,MeanAccuracy,0.81381,
2,0.831,0.544,0.834,0.689,0.994,0.046,,StdAccuracy,0.038706274124044,
3,0.78,0.632,0.782,0.707,0.995,0.039,,n,100,
4,0.791,0.737,0.792,0.764,0.996,0.051,,Error estándar,0.003870627412404,
5,0.799,0.526,0.802,0.664,0.994,0.034,,Valor crítico,1.96,(95%)
6,0.848,0.649,0.85,0.75,0.996,0.065,,Margen de error,0.007586429728313,
7,0.79,0.579,0.792,0.686,0.994,0.036,,,,
8,0.826,0.474,0.829,0.652,0.993,0.036,,,,
9,0.81,0.439,0.814,0.627,0.993,0.028,,MeanSpecificity,0.53457,
10,0.788,0.579,0.791,0.685,0.994,0.036,,StdSpecificity,0.088267872256712,
11,0.777,0.544,0.779,0.661,0.994,0.03,,n,100,
12,0.772,0.509,0.775,0.642,0.993,0.026,,Error estándar,0.008826787225671,
13,0.857,0.667,0.859,0.763,0.996,0.072,,Valor crítico,1.96,(95%)
14,0.805,0.351,0.809,0.58,0.991,0.017,,Margen de error,0.017300502962316,
15,0.697,0.526,0.699,0.613,0.993,0.016,,,,
16,0.883,0.649,0.885,0.767,0.996,0.088,,,,
17,0.798,0.404,0.802,0.603,0.992,0.021,,MeanROC_AUC,0.67574,
18,0.766,0.544,0.768,0.656,0.994,0.028,,StdROC_AUC,0.05154455168183,
19,0.862,0.684,0.864,0.774,0.996,0.078,,n,100,
20,0.802,0.526,0.805,0.666,0.994,0.034,,Error estándar,0.005154455168183,
21,0.794,0.421,0.798,0.609,0.992,0.022,,Valor crítico,1.96,(95%)
22,0.825,0.596,0.827,0.712,0.995,0.049,,Margen de error,0.010102732129639,
23,0.803,0.544,0.805,0.675,0.994,0.036,,,,
24,0.795,0.561,0.798,0.68,0.994,0.036,,,,
25,0.835,0.439,0.839,0.639,0.993,0.035,,,,
26,0.686,0.474,0.688,0.581,0.992,0.011,,,,
27,0.783,0.439,0.786,0.612,0.992,0.022,,,,
28,0.812,0.491,0.816,0.654,0.993,0.034,,,,
29,0.846,0.474,0.85,0.662,0.993,0.043,,,,
30,0.872,0.649,0.874,0.762,0.996,0.08,,,,
31,0.797,0.509,0.8,0.655,0.993,0.031,,,,
32,0.866,0.579,0.869,0.724,0.995,0.067,,,,
33,0.789,0.351,0.793,0.572,0.991,0.014,,,,
34,0.763,0.491,0.766,0.629,0.993,0.023,,,,
35,0.819,0.509,0.823,0.666,0.994,0.038,,,,
36,0.843,0.596,0.846,0.721,0.995,0.057,,,,
37,0.785,0.526,0.788,0.657,0.994,0.03,,,,
38,0.812,0.544,0.815,0.68,0.994,0.039,,,,
39,0.821,0.526,0.824,0.675,0.994,0.04,,,,
40,0.76,0.456,0.763,0.61,0.992,0.019,,,,
41,0.792,0.456,0.796,0.626,0.993,0.025,,,,
42,0.824,0.649,0.826,0.737,0.995,0.054,,,,
43,0.828,0.614,0.831,0.722,0.995,0.052,,,,
44,0.806,0.386,0.81,0.598,0.992,0.021,,,,
45,0.794,0.439,0.797,0.618,0.992,0.024,,,,
46,0.751,0.632,0.752,0.692,0.995,0.032,,,,
47,0.769,0.474,0.772,0.623,0.993,0.022,,,,
48,0.796,0.491,0.799,0.645,0.993,0.029,,,,
49,0.829,0.684,0.83,0.757,0.996,0.06,,,,
50,0.853,0.596,0.856,0.726,0.995,0.061,,,,
51,0.808,0.404,0.812,0.608,0.992,0.023,,,,
52,0.811,0.421,0.815,0.618,0.992,0.026,,,,
53,0.746,0.474,0.749,0.611,0.992,0.018,,,,
54,0.838,0.491,0.842,0.667,0.993,0.042,,,,
55,0.842,0.509,0.846,0.677,0.994,0.046,,,,
56,0.875,0.544,0.879,0.711,0.994,0.067,,,,
57,0.797,0.509,0.8,0.655,0.993,0.031,,,,
58,0.785,0.439,0.788,0.614,0.992,0.022,,,,
59,0.833,0.526,0.836,0.681,0.994,0.044,,,,
60,0.881,0.614,0.884,0.749,0.995,0.082,,,,
61,0.79,0.667,0.791,0.729,0.995,0.044,,,,
62,0.853,0.667,0.855,0.761,0.996,0.07,,,,
63,0.767,0.491,0.77,0.631,0.993,0.023,,,,
64,0.785,0.509,0.788,0.648,0.993,0.029,,,,
65,0.789,0.544,0.791,0.668,0.994,0.033,,,,
66,0.831,0.509,0.834,0.672,0.994,0.041,,,,
67,0.785,0.421,0.789,0.605,0.992,0.02,,,,
68,0.858,0.491,0.862,0.677,0.994,0.05,,,,
69,0.808,0.404,0.813,0.608,0.992,0.023,,,,
70,0.847,0.509,0.851,0.68,0.994,0.048,,,,
71,0.83,0.596,0.833,0.715,0.995,0.051,,,,
72,0.795,0.474,0.799,0.636,0.993,0.028,,,,
73,0.79,0.632,0.792,0.712,0.995,0.041,,,,
74,0.83,0.596,0.832,0.714,0.995,0.051,,,,
75,0.785,0.579,0.788,0.683,0.994,0.035,,,,
76,0.874,0.439,0.879,0.659,0.993,0.051,,,,
77,0.797,0.649,0.798,0.724,0.995,0.045,,,,
78,0.833,0.649,0.835,0.742,0.995,0.058,,,,
79,0.858,0.509,0.862,0.686,0.994,0.053,,,,
80,0.865,0.439,0.87,0.654,0.993,0.046,,,,
81,0.875,0.649,0.877,0.763,0.996,0.082,,,,
82,0.885,0.614,0.887,0.751,0.995,0.085,,,,
83,0.819,0.544,0.822,0.683,0.994,0.041,,,,
84,0.89,0.421,0.895,0.658,0.993,0.058,,,,
85,0.787,0.719,0.788,0.754,0.996,0.048,,,,
86,0.882,0.509,0.886,0.697,0.994,0.066,,,,
87,0.756,0.509,0.759,0.634,0.993,0.023,,,,
88,0.795,0.368,0.8,0.584,0.991,0.017,,,,
89,0.834,0.456,0.838,0.647,0.993,0.036,,,,
90,0.792,0.509,0.795,0.652,0.993,0.03,,,,
91,0.838,0.561,0.841,0.701,0.994,0.05,,,,
92,0.851,0.386,0.856,0.621,0.992,0.033,,,,
93,0.794,0.596,0.796,0.696,0.995,0.039,,,,
94,0.828,0.526,0.832,0.679,0.994,0.042,,,,
95,0.829,0.614,0.831,0.723,0.995,0.052,,,,
96,0.876,0.684,0.878,0.781,0.996,0.088,,,,
97,0.812,0.491,0.816,0.653,0.993,0.034,,,,
98,0.833,0.596,0.835,0.716,0.995,0.052,,,,
99,0.836,0.684,0.837,0.761,0.996,0.063,,,,
