N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.85,0.381,0.858,0.619,0.988,0.048,,,,
1,0.79,0.464,0.795,0.63,0.989,0.037,,MeanAccuracy,0.77256,
2,0.797,0.548,0.801,0.674,0.991,0.051,,StdAccuracy,0.053604296526124,
3,0.767,0.56,0.771,0.665,0.991,0.043,,n,100,
4,0.807,0.548,0.812,0.68,0.991,0.055,,Error estándar,0.005360429652612,
5,0.603,0.583,0.604,0.594,0.989,0.015,,Valor crítico,1.96,(95%)
6,0.756,0.452,0.76,0.606,0.988,0.027,,Margen de error,0.01050644211912,
7,0.792,0.464,0.797,0.631,0.989,0.038,,,,
8,0.794,0.464,0.8,0.632,0.989,0.039,,,,
9,0.769,0.56,0.772,0.666,0.991,0.043,,MeanSpecificity,0.48294,
10,0.71,0.536,0.713,0.624,0.99,0.026,,StdSpecificity,0.071842816641821,
11,0.759,0.357,0.766,0.562,0.987,0.016,,n,100,
12,0.717,0.524,0.72,0.622,0.989,0.026,,Error estándar,0.007184281664182,
13,0.748,0.405,0.754,0.579,0.987,0.019,,Valor crítico,1.96,(95%)
14,0.719,0.607,0.721,0.664,0.991,0.035,,Margen de error,0.014081192061797,
15,0.595,0.595,0.595,0.595,0.989,0.015,,,,
16,0.809,0.595,0.812,0.704,0.992,0.063,,,,
17,0.77,0.393,0.776,0.585,0.987,0.023,,MeanROC_AUC,0.63013,
18,0.766,0.56,0.769,0.664,0.991,0.042,,StdROC_AUC,0.032132193806024,
19,0.824,0.5,0.829,0.665,0.99,0.056,,n,100,
20,0.83,0.405,0.837,0.621,0.989,0.043,,Error estándar,0.003213219380602,
21,0.89,0.345,0.899,0.622,0.988,0.065,,Valor crítico,1.96,(95%)
22,0.754,0.452,0.759,0.606,0.988,0.026,,Margen de error,0.006297909985981,
23,0.803,0.393,0.81,0.601,0.988,0.031,,,,
24,0.776,0.464,0.782,0.623,0.989,0.033,,,,
25,0.764,0.655,0.765,0.71,0.993,0.053,,,,
26,0.76,0.643,0.762,0.703,0.992,0.051,,,,
27,0.797,0.536,0.801,0.669,0.991,0.05,,,,
28,0.778,0.524,0.783,0.653,0.99,0.042,,,,
29,0.74,0.44,0.745,0.593,0.988,0.022,,,,
30,0.76,0.476,0.765,0.621,0.989,0.031,,,,
31,0.768,0.464,0.773,0.619,0.989,0.031,,,,
32,0.841,0.429,0.848,0.638,0.989,0.052,,,,
33,0.777,0.56,0.781,0.67,0.991,0.046,,,,
34,0.716,0.643,0.717,0.68,0.992,0.038,,,,
35,0.762,0.536,0.766,0.651,0.99,0.038,,,,
36,0.777,0.44,0.782,0.611,0.988,0.03,,,,
37,0.787,0.452,0.792,0.622,0.989,0.035,,,,
38,0.838,0.5,0.844,0.672,0.99,0.063,,,,
39,0.792,0.476,0.797,0.637,0.989,0.04,,,,
40,0.814,0.429,0.82,0.624,0.989,0.04,,,,
41,0.778,0.417,0.784,0.6,0.988,0.028,,,,
42,0.769,0.619,0.772,0.695,0.992,0.051,,,,
43,0.835,0.452,0.842,0.647,0.99,0.053,,,,
44,0.753,0.452,0.758,0.605,0.988,0.026,,,,
45,0.71,0.619,0.711,0.665,0.991,0.035,,,,
46,0.722,0.512,0.725,0.618,0.989,0.026,,,,
47,0.688,0.536,0.691,0.613,0.989,0.022,,,,
48,0.775,0.512,0.779,0.645,0.99,0.039,,,,
49,0.8,0.476,0.805,0.641,0.99,0.042,,,,
50,0.781,0.5,0.786,0.643,0.99,0.039,,,,
51,0.801,0.512,0.806,0.659,0.99,0.048,,,,
52,0.784,0.405,0.79,0.597,0.988,0.028,,,,
53,0.764,0.452,0.769,0.61,0.989,0.029,,,,
54,0.798,0.429,0.804,0.616,0.989,0.035,,,,
55,0.849,0.44,0.855,0.648,0.989,0.058,,,,
56,0.785,0.357,0.792,0.574,0.987,0.021,,,,
57,0.828,0.321,0.836,0.579,0.987,0.028,,,,
58,0.732,0.476,0.736,0.606,0.989,0.024,,,,
59,0.83,0.452,0.836,0.644,0.989,0.051,,,,
60,0.761,0.5,0.765,0.633,0.989,0.034,,,,
61,0.784,0.44,0.789,0.615,0.989,0.032,,,,
62,0.8,0.524,0.804,0.664,0.99,0.049,,,,
63,0.735,0.476,0.74,0.608,0.989,0.025,,,,
64,0.797,0.5,0.802,0.651,0.99,0.045,,,,
65,0.766,0.44,0.771,0.606,0.988,0.028,,,,
66,0.796,0.429,0.802,0.615,0.989,0.034,,,,
67,0.766,0.488,0.77,0.629,0.989,0.034,,,,
68,0.785,0.488,0.79,0.639,0.99,0.039,,,,
69,0.833,0.405,0.84,0.623,0.989,0.044,,,,
70,0.806,0.488,0.812,0.65,0.99,0.046,,,,
71,0.699,0.583,0.701,0.642,0.99,0.029,,,,
72,0.599,0.536,0.6,0.568,0.988,0.011,,,,
73,0.766,0.595,0.769,0.682,0.992,0.047,,,,
74,0.795,0.488,0.8,0.644,0.99,0.042,,,,
75,0.819,0.345,0.827,0.586,0.987,0.029,,,,
76,0.748,0.464,0.753,0.609,0.989,0.026,,,,
77,0.79,0.452,0.796,0.624,0.989,0.036,,,,
78,0.793,0.393,0.8,0.596,0.988,0.029,,,,
79,0.794,0.5,0.798,0.649,0.99,0.044,,,,
80,0.683,0.524,0.686,0.605,0.989,0.02,,,,
81,0.761,0.524,0.765,0.644,0.99,0.037,,,,
82,0.881,0.357,0.89,0.623,0.988,0.061,,,,
83,0.766,0.44,0.772,0.606,0.988,0.028,,,,
84,0.807,0.536,0.812,0.674,0.991,0.054,,,,
85,0.816,0.44,0.822,0.631,0.989,0.043,,,,
86,0.732,0.536,0.735,0.635,0.99,0.031,,,,
87,0.796,0.452,0.802,0.627,0.989,0.038,,,,
88,0.782,0.476,0.787,0.631,0.989,0.037,,,,
89,0.793,0.417,0.799,0.608,0.988,0.032,,,,
90,0.788,0.5,0.792,0.646,0.99,0.042,,,,
91,0.575,0.583,0.575,0.579,0.988,0.012,,,,
92,0.833,0.44,0.84,0.64,0.989,0.05,,,,
93,0.732,0.476,0.736,0.606,0.989,0.024,,,,
94,0.816,0.5,0.821,0.661,0.99,0.052,,,,
95,0.71,0.405,0.715,0.56,0.987,0.013,,,,
96,0.81,0.345,0.818,0.582,0.987,0.026,,,,
97,0.753,0.524,0.756,0.64,0.99,0.034,,,,
98,0.817,0.512,0.822,0.667,0.99,0.055,,,,
99,0.725,0.476,0.729,0.603,0.988,0.023,,,,
