N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.892,0.393,0.899,0.646,0.99,0.074,,,,
1,0.907,0.295,0.916,0.606,0.988,0.063,,MeanAccuracy,0.89184,
2,0.896,0.361,0.904,0.632,0.989,0.07,,StdAccuracy,0.013884603783408,
3,0.88,0.393,0.888,0.641,0.99,0.065,,n,100,
4,0.869,0.311,0.877,0.594,0.988,0.041,,Error estándar,0.001388460378341,
5,0.893,0.377,0.901,0.639,0.99,0.071,,Valor crítico,1.96,(95%)
6,0.879,0.361,0.886,0.624,0.989,0.057,,Margen de error,0.002721382341548,
7,0.912,0.41,0.919,0.664,0.99,0.099,,,,
8,0.875,0.377,0.882,0.63,0.989,0.058,,,,
9,0.863,0.426,0.869,0.648,0.99,0.06,,MeanSpecificity,0.35261,
10,0.854,0.377,0.862,0.619,0.989,0.046,,StdSpecificity,0.056672886467923,
11,0.881,0.377,0.889,0.633,0.989,0.062,,n,100,
12,0.897,0.311,0.906,0.609,0.989,0.059,,Error estándar,0.005667288646792,
13,0.899,0.328,0.907,0.618,0.989,0.064,,Valor crítico,1.96,(95%)
14,0.898,0.393,0.905,0.649,0.99,0.079,,Margen de error,0.011107885747713,
15,0.902,0.164,0.914,0.539,0.986,0.023,,,,
16,0.888,0.393,0.895,0.644,0.99,0.071,,,,
17,0.897,0.344,0.905,0.625,0.989,0.067,,MeanROC_AUC,0.62632,
18,0.899,0.344,0.907,0.626,0.989,0.068,,StdROC_AUC,0.027595520058023,
19,0.881,0.279,0.89,0.584,0.988,0.04,,n,100,
20,0.897,0.459,0.903,0.681,0.991,0.094,,Error estándar,0.002759552005802,
21,0.889,0.459,0.896,0.677,0.991,0.086,,Valor crítico,1.96,(95%)
22,0.895,0.23,0.905,0.567,0.987,0.036,,Margen de error,0.005408721931372,
23,0.911,0.344,0.919,0.632,0.989,0.08,,,,
24,0.87,0.377,0.877,0.627,0.989,0.054,,,,
25,0.882,0.295,0.891,0.593,0.988,0.044,,,,
26,0.865,0.328,0.874,0.601,0.988,0.042,,,,
27,0.875,0.328,0.884,0.606,0.989,0.048,,,,
28,0.936,0.328,0.945,0.637,0.989,0.112,,,,
29,0.869,0.377,0.876,0.627,0.989,0.054,,,,
