Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
DecisionTree,0.3,0.816,0.558,0.819,0.689,0.994,0.042
DecisionTree,0.25,0.844,0.528,0.847,0.688,0.994,0.049
DecisionTree,0.1,0.924,0.437,0.93,0.683,0.993,0.094
DecisionTree,0.15,0.902,0.439,0.907,0.673,0.993,0.069
DecisionTree,0.4,0.77,0.567,0.772,0.669,0.994,0.03
DecisionTree,0.05,0.956,0.37,0.963,0.667,0.993,0.14
RandomForest,0.4,0.89,0.433,0.895,0.664,0.993,0.059
DecisionTree,0.5,0.737,0.586,0.739,0.662,0.994,0.026
ExtraTrees,0.3,0.898,0.407,0.903,0.655,0.993,0.063
ExtraTrees,0.4,0.851,0.451,0.855,0.653,0.993,0.042
ExtraTrees,0.25,0.914,0.372,0.92,0.646,0.993,0.071
RandomForest,0.5,0.85,0.425,0.855,0.64,0.993,0.038
RandomForest,0.25,0.941,0.314,0.948,0.631,0.992,0.088
ExtraTrees,0.5,0.804,0.449,0.808,0.629,0.993,0.028
ExtraTrees,0.15,0.954,0.284,0.962,0.623,0.992,0.104
RandomForest,0.3,0.924,0.305,0.93,0.618,0.992,0.062
GradientBoosting,0.4,0.932,0.291,0.939,0.615,0.992,0.07
ExtraTrees,0.1,0.969,0.249,0.977,0.613,0.992,0.135
RandomForest,0.15,0.972,0.242,0.98,0.611,0.992,0.143
ExtraTrees,0.05,0.981,0.233,0.989,0.611,0.992,0.196
GradientBoosting,0.5,0.898,0.312,0.905,0.608,0.992,0.045
RandomForest,0.05,0.988,0.214,0.997,0.605,0.992,0.272
LinearSVC,0.1,0.625,0.577,0.625,0.601,0.993,0.012
RandomForest,0.1,0.983,0.205,0.991,0.598,0.991,0.192
LinearSVC,0.4,0.606,0.584,0.607,0.595,0.993,0.01
LinearSVC,0.05,0.623,0.561,0.623,0.592,0.992,0.01
LinearSVC,0.5,0.63,0.551,0.631,0.591,0.992,0.011
LinearSVC,0.25,0.623,0.554,0.624,0.589,0.992,0.01
LinearSVC,0.15,0.62,0.551,0.62,0.586,0.992,0.01
LinearSVC,0.3,0.616,0.554,0.617,0.586,0.992,0.009
SVC_Linear,0.1,0.587,0.581,0.587,0.584,0.992,0.009
AdaBoost,0.5,0.886,0.27,0.893,0.582,0.991,0.03
GradientBoosting,0.3,0.958,0.193,0.967,0.58,0.991,0.077
SVC,0.1,0.609,0.544,0.609,0.577,0.992,0.008
SVC_Linear,0.05,0.588,0.563,0.588,0.576,0.992,0.008
SVC_Linear,0.4,0.606,0.546,0.607,0.576,0.992,0.008
AdaBoost,0.4,0.929,0.211,0.936,0.573,0.991,0.042
SVC,0.05,0.619,0.519,0.62,0.57,0.992,0.008
SGD,0.1,0.605,0.532,0.606,0.569,0.992,0.01
SVC_Linear,0.15,0.591,0.54,0.592,0.566,0.992,0.007
SVC,0.4,0.591,0.539,0.592,0.565,0.992,0.007
KNeighbors,0.5,0.803,0.323,0.808,0.565,0.991,0.014
KNeighbors,0.4,0.844,0.279,0.85,0.564,0.991,0.017
GradientBoosting,0.25,0.97,0.144,0.979,0.562,0.991,0.081
SVC_Linear,0.5,0.574,0.547,0.574,0.561,0.991,0.006
SVC_Linear,0.3,0.599,0.521,0.599,0.56,0.991,0.006
SVC,0.15,0.606,0.504,0.607,0.555,0.991,0.006
KNeighbors,0.25,0.913,0.189,0.921,0.555,0.991,0.026
SVC,0.25,0.588,0.519,0.589,0.554,0.991,0.005
SGD,0.15,0.642,0.461,0.644,0.553,0.992,0.016
SVC_Linear,0.25,0.583,0.523,0.584,0.553,0.991,0.006
SVC,0.3,0.607,0.496,0.608,0.552,0.991,0.006
SGD,0.25,0.555,0.544,0.555,0.55,0.992,0.007
KNeighbors,0.3,0.895,0.195,0.902,0.548,0.99,0.019
SVC,0.5,0.592,0.502,0.593,0.547,0.991,0.005
GradientBoosting,0.15,0.982,0.1,0.992,0.546,0.99,0.098
AdaBoost,0.3,0.949,0.13,0.958,0.544,0.99,0.037
SGD,0.3,0.556,0.532,0.556,0.544,0.991,0.009
SGD,0.5,0.422,0.658,0.42,0.539,0.992,0.01
GradientBoosting,0.1,0.986,0.079,0.996,0.537,0.99,0.101
AdaBoost,0.25,0.966,0.093,0.976,0.534,0.99,0.04
KNeighbors,0.1,0.973,0.075,0.983,0.529,0.99,0.043
KNeighbors,0.15,0.957,0.084,0.967,0.526,0.99,0.024
GaussianNB,0.4,0.764,0.282,0.769,0.526,0.989,0.03
SGD,0.4,0.544,0.507,0.544,0.526,0.989,0.011
KNeighbors,0.05,0.985,0.051,0.995,0.523,0.99,0.058
SGD,0.05,0.338,0.711,0.334,0.522,0.993,0.005
GradientBoosting,0.05,0.988,0.044,0.998,0.521,0.99,0.07
GaussianNB,0.5,0.866,0.168,0.874,0.521,0.988,0.026
GaussianNB,0.3,0.811,0.221,0.818,0.519,0.988,0.029
AdaBoost,0.15,0.981,0.042,0.992,0.517,0.99,0.037
GaussianNB,0.25,0.296,0.739,0.291,0.515,0.996,0.007
GaussianNB,0.15,0.273,0.761,0.267,0.514,0.997,0.003
AdaBoost,0.1,0.987,0.019,0.997,0.508,0.989,0.026
GaussianNB,0.1,0.109,0.905,0.101,0.503,0.997,0.001
AdaBoost,0.05,0.989,0.005,0.999,0.502,0.989,0.009
GaussianNB,0.05,0.112,0.9,0.104,0.502,0.994,0.002
