Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
MiniBatchKMeans,0.15,0.52,0.516,0.52,0.518,0.99,0.002
Birch,0.15,0.49,0.547,0.49,0.518,0.989,0.003
Birch,0.5,0.478,0.554,0.478,0.516,0.989,0.002
MiniBatchKMeans,0.1,0.531,0.493,0.531,0.512,0.989,0.002
Birch,0.4,0.429,0.593,0.427,0.51,0.989,0.001
MiniBatchKMeans,0.05,0.484,0.535,0.483,0.509,0.989,0.001
KMeans,0.25,0.515,0.504,0.515,0.509,0.989,0.002
KMeans,0.4,0.52,0.491,0.52,0.506,0.989,0.001
KMeans,0.1,0.502,0.496,0.502,0.499,0.989,0.001
KMeans,0.15,0.486,0.509,0.485,0.497,0.989,0.001
KMeans,0.3,0.513,0.479,0.514,0.496,0.989,0.001
KMeans,0.05,0.496,0.495,0.496,0.495,0.989,0
MiniBatchKMeans,0.3,0.481,0.505,0.481,0.493,0.988,0
Birch,0.3,0.453,0.523,0.452,0.488,0.988,0
Birch,0.25,0.419,0.553,0.418,0.485,0.988,-0.001
Birch,0.1,0.469,0.498,0.469,0.484,0.988,-0.001
Birch,0.05,0.417,0.546,0.415,0.48,0.988,-0.001
MiniBatchKMeans,0.4,0.468,0.489,0.468,0.479,0.988,-0.001
KMeans,0.5,0.468,0.491,0.468,0.479,0.988,-0.001
MiniBatchKMeans,0.25,0.47,0.477,0.47,0.474,0.988,-0.001
MiniBatchKMeans,0.5,0.454,0.491,0.454,0.472,0.988,-0.002
