,Clasificador,Accuracy,Balanced_Accuracy,PrecisionN,RecallN,PrecisionP,RecallP,F1
0,SGD,0.9407875457875462,0.5,-1.0,0.0,0.9407875457875462,1.0,0.9694866748338116
1,LinearSVC,0.6360347985347984,0.5893630179344463,0.08818309455146124,0.5365079365079365,0.9564665853465032,0.6422180993609565,0.7669686627036597
2,GaussianNB,0.06493284493284493,0.5004277468563183,0.05926283707408779,0.9944444444444444,-0.16666666666666666,0.006411049268192126,0.012575300667321635
3,AdaBoost,0.9395177045177049,0.5019343090771662,-0.8,0.005555555555555555,0.9409947603636927,0.9983130625987768,0.9687975360851062
4,RandomForest,0.9461782661782665,0.5679155500584071,-0.125,0.13888888888888887,0.9485856709160791,0.9969422112279254,0.9721265177279563
5,GradientBoosting,0.940125152625153,0.5349841956984813,-0.2277777777777778,0.07539682539682539,0.944763274574613,0.9945715660001373,0.9689982170221053
6,SVC,0.5205250305250304,0.5415876451590736,0.06906097650025282,0.5658730158730158,0.9506844350948628,0.5173022744451315,0.665764560715819
7,KNeighbors,0.9372741147741153,0.5416855631141345,-0.22222222222222224,0.09285714285714283,0.9455109940885538,0.9905139833711262,0.9674316611405375
