Clasificador,Accuracy,Balanced_Accuracy,Recall,Specificity,F1,ROC_AUC,True_Negative,False_Positive,False_Negative,True_Positive
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
SVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
SVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
SVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
SVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
SVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
SVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
SVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
LinearSVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
LinearSVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
LinearSVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
LinearSVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
LinearSVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
LinearSVC,0.9333333333333333,0.5,1.0,0.0,0.9655172413793104,0.5,0,7,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
LinearSVC,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
KNeighbors,0.9619047619047619,0.8232323232323232,0.9797979797979798,0.6666666666666666,0.9797979797979798,0.8232323232323232,4,2,2,97
KNeighbors,0.9619047619047619,0.744949494949495,0.98989898989899,0.5,0.98,0.744949494949495,3,3,1,98
KNeighbors,0.9619047619047619,0.744949494949495,0.98989898989899,0.5,0.98,0.744949494949495,3,3,1,98
KNeighbors,0.9523809523809523,0.6616161616161617,0.98989898989899,0.3333333333333333,0.9751243781094527,0.6616161616161617,2,4,1,98
KNeighbors,0.9238095238095239,0.4898989898989899,0.9797979797979798,0.0,0.9603960396039605,0.4898989898989899,0,6,2,97
KNeighbors,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
KNeighbors,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
KNeighbors,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
KNeighbors,0.9428571428571428,0.5782828282828283,0.98989898989899,0.16666666666666666,0.9702970297029703,0.5782828282828283,1,5,1,98
KNeighbors,0.9523809523809523,0.5833333333333334,1.0,0.16666666666666666,0.9753694581280787,0.5833333333333333,1,5,0,99
KNeighbors,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
KNeighbors,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
KNeighbors,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
KNeighbors,0.9333333333333333,0.5732323232323232,0.9797979797979798,0.16666666666666666,0.9651741293532337,0.5732323232323232,1,5,2,97
KNeighbors,0.9333333333333333,0.494949494949495,0.98989898989899,0.0,0.9655172413793104,0.494949494949495,0,6,1,98
KNeighbors,0.9238095238095239,0.5612244897959183,0.9795918367346939,0.14285714285714285,0.96,0.5612244897959184,1,6,2,96
KNeighbors,0.9238095238095239,0.5612244897959183,0.9795918367346939,0.14285714285714285,0.96,0.5612244897959184,1,6,2,96
KNeighbors,0.9238095238095239,0.49489795918367346,0.9897959183673469,0.0,0.9603960396039605,0.49489795918367346,0,7,1,97
KNeighbors,0.9238095238095239,0.49489795918367346,0.9897959183673469,0.0,0.9603960396039605,0.49489795918367346,0,7,1,97
KNeighbors,0.9238095238095239,0.49489795918367346,0.9897959183673469,0.0,0.9603960396039605,0.49489795918367346,0,7,1,97
KNeighbors,0.9047619047619048,0.4846938775510204,0.9693877551020408,0.0,0.95,0.4846938775510204,0,7,3,95
KNeighbors,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
KNeighbors,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
KNeighbors,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
KNeighbors,0.9134615384615384,0.4846938775510204,0.9693877551020408,0.0,0.9547738693467337,0.4846938775510204,0,6,3,95
KNeighbors,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
KNeighbors,0.9230769230769231,0.4897959183673469,0.9795918367346939,0.0,0.96,0.4897959183673469,0,6,2,96
KNeighbors,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
KNeighbors,0.9230769230769231,0.4897959183673469,0.9795918367346939,0.0,0.96,0.4897959183673469,0,6,2,96
KNeighbors,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
RandomForest,0.9809523809523809,0.8333333333333333,1.0,0.6666666666666666,0.99,0.8333333333333334,4,2,0,99
RandomForest,0.9809523809523809,0.8333333333333333,1.0,0.6666666666666666,0.99,0.8333333333333334,4,2,0,99
RandomForest,0.9714285714285714,0.75,1.0,0.5,0.9850746268656716,0.75,3,3,0,99
RandomForest,0.9619047619047619,0.744949494949495,0.98989898989899,0.5,0.98,0.744949494949495,3,3,1,98
RandomForest,0.9523809523809523,0.5833333333333334,1.0,0.16666666666666666,0.9753694581280787,0.5833333333333333,1,5,0,99
RandomForest,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
RandomForest,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
RandomForest,0.9619047619047619,0.6666666666666666,1.0,0.3333333333333333,0.9801980198019802,0.6666666666666667,2,4,0,99
RandomForest,0.9619047619047619,0.6666666666666666,1.0,0.3333333333333333,0.9801980198019802,0.6666666666666667,2,4,0,99
RandomForest,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
RandomForest,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
RandomForest,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
RandomForest,0.9523809523809523,0.5833333333333334,1.0,0.16666666666666666,0.9753694581280787,0.5833333333333333,1,5,0,99
RandomForest,0.9428571428571428,0.5782828282828283,0.98989898989899,0.16666666666666666,0.9702970297029703,0.5782828282828283,1,5,1,98
RandomForest,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
RandomForest,0.9428571428571428,0.5714285714285714,1.0,0.14285714285714285,0.9702970297029703,0.5714285714285714,1,6,0,98
RandomForest,0.9238095238095239,0.49489795918367346,0.9897959183673469,0.0,0.9603960396039605,0.49489795918367346,0,7,1,97
RandomForest,0.9238095238095239,0.49489795918367346,0.9897959183673469,0.0,0.9603960396039605,0.49489795918367346,0,7,1,97
RandomForest,0.9238095238095239,0.49489795918367346,0.9897959183673469,0.0,0.9603960396039605,0.49489795918367346,0,7,1,97
RandomForest,0.9619047619047619,0.7142857142857143,1.0,0.42857142857142855,0.98,0.7142857142857143,3,4,0,98
RandomForest,0.9619047619047619,0.7142857142857143,1.0,0.42857142857142855,0.98,0.7142857142857143,3,4,0,98
RandomForest,0.9326923076923077,0.49489795918367346,0.9897959183673469,0.0,0.9651741293532338,0.49489795918367346,0,6,1,97
RandomForest,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
RandomForest,0.9230769230769231,0.4897959183673469,0.9795918367346939,0.0,0.96,0.4897959183673469,0,6,2,96
RandomForest,0.9134615384615384,0.4846938775510204,0.9693877551020408,0.0,0.9547738693467337,0.4846938775510204,0,6,3,95
RandomForest,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
RandomForest,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
RandomForest,0.9519230769230769,0.5833333333333334,1.0,0.16666666666666666,0.9751243781094527,0.5833333333333333,1,5,0,98
RandomForest,0.9423076923076923,0.5,1.0,0.0,0.9702970297029703,0.5,0,6,0,98
RandomForest,0.9326923076923077,0.49489795918367346,0.9897959183673469,0.0,0.9651741293532338,0.49489795918367346,0,6,1,97
AdaBoost,0.9333333333333333,0.494949494949495,0.98989898989899,0.0,0.9655172413793104,0.494949494949495,0,6,1,98
AdaBoost,0.9428571428571428,0.5,1.0,0.0,0.9705882352941176,0.5,0,6,0,99
