Clasificador,Accuracy,Balanced_Accuracy,Recall,Specificity,F1,ROC_AUC,True_Negative,False_Positive,False_Negative,True_Positive
RandomForest,0.9791666666666666,0.9166666666666667,1.0,0.8333333333333334,0.988235294117647,0.9166666666666667,5,1,0,42
RandomForest,0.9148936170212766,0.6666666666666666,1.0,0.3333333333333333,0.9534883720930233,0.6666666666666667,2,4,0,41
RandomForest,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
RandomForest,0.9148936170212766,0.6666666666666666,1.0,0.3333333333333333,0.9534883720930233,0.6666666666666667,2,4,0,41
RandomForest,0.9148936170212766,0.8089430894308942,0.9512195121951219,0.6666666666666666,0.9512195121951219,0.8089430894308944,4,2,2,39
RandomForest,0.9148936170212766,0.7378048780487805,0.975609756097561,0.5,0.9523809523809524,0.7378048780487805,3,3,1,40
RandomForest,0.9148936170212766,0.7378048780487805,0.975609756097561,0.5,0.9523809523809524,0.7378048780487805,3,3,1,40
RandomForest,0.9148936170212766,0.7378048780487805,0.975609756097561,0.5,0.9523809523809524,0.7378048780487805,3,3,1,40
RandomForest,0.8936170212765957,0.6544715447154471,0.975609756097561,0.3333333333333333,0.9411764705882352,0.6544715447154472,2,4,1,40
RandomForest,0.9148936170212766,0.7378048780487805,0.975609756097561,0.5,0.9523809523809524,0.7378048780487805,3,3,1,40
RandomForest,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
RandomForest,0.8723404255319149,0.5711382113821138,0.975609756097561,0.16666666666666666,0.9302325581395349,0.5711382113821137,1,5,1,40
RandomForest,0.8936170212765957,0.6544715447154471,0.975609756097561,0.3333333333333333,0.9411764705882352,0.6544715447154472,2,4,1,40
RandomForest,0.8297872340425532,0.47560975609756095,0.9512195121951219,0.0,0.9069767441860465,0.47560975609756095,0,6,2,39
RandomForest,0.8723404255319149,0.5711382113821138,0.975609756097561,0.16666666666666666,0.9302325581395349,0.5711382113821137,1,5,1,40
AdaBoost,0.9791666666666666,0.9878048780487805,0.975609756097561,1.0,0.9876543209876543,0.9878048780487805,7,0,1,40
AdaBoost,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,41
AdaBoost,0.9375,0.7857142857142857,1.0,0.5714285714285714,0.9647058823529412,0.7857142857142857,4,3,0,41
AdaBoost,0.9583333333333334,0.8571428571428572,1.0,0.7142857142857143,0.9761904761904763,0.8571428571428572,5,2,0,41
AdaBoost,0.9166666666666666,0.7142857142857143,1.0,0.42857142857142855,0.9534883720930233,0.7142857142857143,3,4,0,41
AdaBoost,0.8541666666666666,0.5592334494773519,0.975609756097561,0.14285714285714285,0.9195402298850575,0.5592334494773519,1,6,1,40
AdaBoost,0.9583333333333334,0.8333333333333333,1.0,0.6666666666666666,0.9767441860465117,0.8333333333333334,4,2,0,42
AdaBoost,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
AdaBoost,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
AdaBoost,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
AdaBoost,0.9375,0.75,1.0,0.5,0.9655172413793104,0.75,3,3,0,42
AdaBoost,0.875,0.5,1.0,0.0,0.9333333333333333,0.5,0,6,0,42
AdaBoost,0.8958333333333334,0.7261904761904762,0.9523809523809523,0.5,0.9411764705882352,0.7261904761904762,3,3,2,40
AdaBoost,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
AdaBoost,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
AdaBoost,0.9583333333333334,0.8333333333333333,1.0,0.6666666666666666,0.9767441860465117,0.8333333333333334,4,2,0,42
AdaBoost,0.9148936170212766,0.6666666666666666,1.0,0.3333333333333333,0.9534883720930233,0.6666666666666667,2,4,0,41
AdaBoost,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
AdaBoost,0.9148936170212766,0.6666666666666666,1.0,0.3333333333333333,0.9534883720930233,0.6666666666666667,2,4,0,41
AdaBoost,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
AdaBoost,0.851063829787234,0.4878048780487805,0.975609756097561,0.0,0.9195402298850575,0.4878048780487805,0,6,1,40
AdaBoost,0.8723404255319149,0.6422764227642276,0.9512195121951219,0.3333333333333333,0.9285714285714286,0.6422764227642277,2,4,2,39
AdaBoost,0.9148936170212766,0.7378048780487805,0.975609756097561,0.5,0.9523809523809524,0.7378048780487805,3,3,1,40
AdaBoost,0.8723404255319149,0.6422764227642276,0.9512195121951219,0.3333333333333333,0.9285714285714286,0.6422764227642277,2,4,2,39
AdaBoost,0.9361702127659575,0.8211382113821137,0.975609756097561,0.6666666666666666,0.963855421686747,0.8211382113821138,4,2,1,40
AdaBoost,0.8723404255319149,0.5711382113821138,0.975609756097561,0.16666666666666666,0.9302325581395349,0.5711382113821137,1,5,1,40
AdaBoost,0.8297872340425532,0.5467479674796748,0.926829268292683,0.16666666666666666,0.9047619047619047,0.5467479674796748,1,5,3,38
AdaBoost,0.8723404255319149,0.6422764227642276,0.9512195121951219,0.3333333333333333,0.9285714285714286,0.6422764227642277,2,4,2,39
AdaBoost,0.7021276595744681,0.4024390243902439,0.8048780487804879,0.0,0.8250000000000001,0.4024390243902439,0,6,8,33
AdaBoost,0.8723404255319149,0.5711382113821138,0.975609756097561,0.16666666666666666,0.9302325581395349,0.5711382113821137,1,5,1,40
GradientBoosting,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,41
GradientBoosting,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,41
GradientBoosting,0.9375,0.7857142857142857,1.0,0.5714285714285714,0.9647058823529412,0.7857142857142857,4,3,0,41
GradientBoosting,0.9583333333333334,0.8571428571428572,1.0,0.7142857142857143,0.9761904761904763,0.8571428571428572,5,2,0,41
GradientBoosting,0.8541666666666666,0.5592334494773519,0.975609756097561,0.14285714285714285,0.9195402298850575,0.5592334494773519,1,6,1,40
GradientBoosting,0.8541666666666666,0.5592334494773519,0.975609756097561,0.14285714285714285,0.9195402298850575,0.5592334494773519,1,6,1,40
GradientBoosting,0.9583333333333334,0.9047619047619048,0.9761904761904762,0.8333333333333334,0.9761904761904762,0.9047619047619049,5,1,1,41
GradientBoosting,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
GradientBoosting,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
GradientBoosting,0.9166666666666666,0.7380952380952381,0.9761904761904762,0.5,0.9534883720930233,0.7380952380952381,3,3,1,41
GradientBoosting,0.9375,0.75,1.0,0.5,0.9655172413793104,0.75,3,3,0,42
GradientBoosting,0.875,0.5,1.0,0.0,0.9333333333333333,0.5,0,6,0,42
GradientBoosting,0.875,0.5714285714285714,0.9761904761904762,0.16666666666666666,0.9318181818181818,0.5714285714285714,1,5,1,41
GradientBoosting,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
GradientBoosting,0.9375,0.75,1.0,0.5,0.9655172413793104,0.75,3,3,0,42
GradientBoosting,0.9583333333333334,0.8333333333333333,1.0,0.6666666666666666,0.9767441860465117,0.8333333333333334,4,2,0,42
GradientBoosting,0.9148936170212766,0.6666666666666666,1.0,0.3333333333333333,0.9534883720930233,0.6666666666666667,2,4,0,41
GradientBoosting,0.8085106382978723,0.5345528455284553,0.9024390243902439,0.16666666666666666,0.8915662650602411,0.5345528455284553,1,5,4,37
GradientBoosting,0.9148936170212766,0.6666666666666666,1.0,0.3333333333333333,0.9534883720930233,0.6666666666666667,2,4,0,41
GradientBoosting,0.9574468085106383,0.8333333333333333,1.0,0.6666666666666666,0.9761904761904763,0.8333333333333334,4,2,0,41
GradientBoosting,0.9148936170212766,0.6666666666666666,1.0,0.3333333333333333,0.9534883720930233,0.6666666666666667,2,4,0,41
GradientBoosting,0.8936170212765957,0.6544715447154471,0.975609756097561,0.3333333333333333,0.9411764705882352,0.6544715447154472,2,4,1,40
GradientBoosting,0.9148936170212766,0.7378048780487805,0.975609756097561,0.5,0.9523809523809524,0.7378048780487805,3,3,1,40
GradientBoosting,0.8723404255319149,0.6422764227642276,0.9512195121951219,0.3333333333333333,0.9285714285714286,0.6422764227642277,2,4,2,39
GradientBoosting,0.9361702127659575,0.8211382113821137,0.975609756097561,0.6666666666666666,0.963855421686747,0.8211382113821138,4,2,1,40
GradientBoosting,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
GradientBoosting,0.8723404255319149,0.5711382113821138,0.975609756097561,0.16666666666666666,0.9302325581395349,0.5711382113821137,1,5,1,40
GradientBoosting,0.8936170212765957,0.6544715447154471,0.975609756097561,0.3333333333333333,0.9411764705882352,0.6544715447154472,2,4,1,40
GradientBoosting,0.7446808510638298,0.4268292682926829,0.8536585365853658,0.0,0.8536585365853658,0.4268292682926829,0,6,6,35
GradientBoosting,0.851063829787234,0.5589430894308943,0.9512195121951219,0.16666666666666666,0.9176470588235294,0.5589430894308943,1,5,2,39
GaussianNB,0.9166666666666666,0.7142857142857143,1.0,0.42857142857142855,0.9534883720930233,0.7142857142857143,3,4,0,41
GaussianNB,0.8958333333333334,0.6428571428571428,1.0,0.2857142857142857,0.9425287356321839,0.6428571428571428,2,5,0,41
GaussianNB,0.9166666666666666,0.7142857142857143,1.0,0.42857142857142855,0.9534883720930233,0.7142857142857143,3,4,0,41
GaussianNB,0.8958333333333334,0.6428571428571428,1.0,0.2857142857142857,0.9425287356321839,0.6428571428571428,2,5,0,41
GaussianNB,0.875,0.5714285714285714,1.0,0.14285714285714285,0.9318181818181819,0.5714285714285714,1,6,0,41
GaussianNB,0.875,0.5714285714285714,1.0,0.14285714285714285,0.9318181818181819,0.5714285714285714,1,6,0,41
GaussianNB,0.9375,0.75,1.0,0.5,0.9655172413793104,0.75,3,3,0,42
GaussianNB,0.8958333333333334,0.5833333333333334,1.0,0.16666666666666666,0.9438202247191011,0.5833333333333333,1,5,0,42
GaussianNB,0.8958333333333334,0.5833333333333334,1.0,0.16666666666666666,0.9438202247191011,0.5833333333333333,1,5,0,42
GaussianNB,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
GaussianNB,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
GaussianNB,0.875,0.5,1.0,0.0,0.9333333333333333,0.5,0,6,0,42
GaussianNB,0.8958333333333334,0.5833333333333334,1.0,0.16666666666666666,0.9438202247191011,0.5833333333333333,1,5,0,42
GaussianNB,0.875,0.5,1.0,0.0,0.9333333333333333,0.5,0,6,0,42
GaussianNB,0.875,0.5,1.0,0.0,0.9333333333333333,0.5,0,6,0,42
GaussianNB,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
GaussianNB,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
GaussianNB,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
GaussianNB,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
GaussianNB,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
GaussianNB,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
GaussianNB,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
GaussianNB,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
GaussianNB,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
GaussianNB,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
GaussianNB,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
GaussianNB,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
GaussianNB,0.9361702127659575,0.75,1.0,0.5,0.9647058823529412,0.75,3,3,0,41
GaussianNB,0.851063829787234,0.4878048780487805,0.975609756097561,0.0,0.9195402298850575,0.4878048780487805,0,6,1,40
GaussianNB,0.8936170212765957,0.5833333333333334,1.0,0.16666666666666666,0.9425287356321839,0.5833333333333333,1,5,0,41
SGD,1.0,1.0,1.0,1.0,1.0,1.0,7,0,0,41
SGD,0.8958333333333334,0.6428571428571428,1.0,0.2857142857142857,0.9425287356321839,0.6428571428571428,2,5,0,41
SGD,0.9583333333333334,0.8571428571428572,1.0,0.7142857142857143,0.9761904761904763,0.8571428571428572,5,2,0,41
SGD,0.8958333333333334,0.6428571428571428,1.0,0.2857142857142857,0.9425287356321839,0.6428571428571428,2,5,0,41
SGD,0.875,0.5714285714285714,1.0,0.14285714285714285,0.9318181818181819,0.5714285714285714,1,6,0,41
SGD,0.875,0.5714285714285714,1.0,0.14285714285714285,0.9318181818181819,0.5714285714285714,1,6,0,41
SGD,0.9583333333333334,0.8333333333333333,1.0,0.6666666666666666,0.9767441860465117,0.8333333333333334,4,2,0,42
SGD,0.8958333333333334,0.5833333333333334,1.0,0.16666666666666666,0.9438202247191011,0.5833333333333333,1,5,0,42
SGD,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
SGD,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
SGD,0.9166666666666666,0.6666666666666666,1.0,0.3333333333333333,0.9545454545454545,0.6666666666666667,2,4,0,42
SGD,0.875,0.5,1.0,0.0,0.9333333333333333,0.5,0,6,0,42
SGD,0.8958333333333334,0.5833333333333334,1.0,0.16666666666666666,0.9438202247191011,0.5833333333333333,1,5,0,42
SGD,0.875,0.5,1.0,0.0,0.9333333333333333,0.5,0,6,0,42
SGD,0.8958333333333334,0.5833333333333334,1.0,0.16666666666666666,0.9438202247191011,0.5833333333333333,1,5,0,42
SGD,0.9791666666666666,0.9166666666666667,1.0,0.8333333333333334,0.988235294117647,0.9166666666666667,5,1,0,42
SGD,0.9361702127659575,0.75,1.0,0.5,0.9647058823529412,0.75,3,3,0,41
SGD,0.8723404255319149,0.5,1.0,0.0,0.9318181818181819,0.5,0,6,0,41
SGD,0.851063829787234,0.6300813008130082,0.926829268292683,0.3333333333333333,0.9156626506024096,0.6300813008130082,2,4,3,38
