Clasificador,Accuracy,Balanced_Accuracy,Recall,Specificity,F1,ROC_AUC,True_Negative,False_Positive,False_Negative,True_Positive
SVC,0.5688073394495413,0.6727272727272727,0.5454545454545454,0.8,0.6967741935483871,0.6727272727272727,8,2,45,54
SVC,0.6422018348623854,0.6681818181818182,0.6363636363636364,0.7,0.7636363636363637,0.6681818181818181,7,3,36,63
SVC,0.5412844036697247,0.5227272727272727,0.5454545454545454,0.5,0.6835443037974683,0.5227272727272727,5,5,45,54
SVC,0.6422018348623854,0.6681818181818182,0.6363636363636364,0.7,0.7636363636363637,0.6681818181818181,7,3,36,63
SVC,0.5963302752293578,0.6429292929292929,0.5858585858585859,0.7,0.725,0.6429292929292929,7,3,41,58
SVC,0.5045871559633027,0.4575757575757576,0.5151515151515151,0.4,0.6538461538461537,0.4575757575757576,4,6,48,51
SVC,0.5137614678899083,0.46262626262626266,0.5252525252525253,0.4,0.6624203821656051,0.46262626262626266,4,6,47,52
SVC,0.3486238532110092,0.3717171717171717,0.3434343434343434,0.4,0.48920863309352514,0.3717171717171717,4,6,65,34
SVC,0.5229357798165137,0.6025252525252525,0.5050505050505051,0.7,0.6578947368421053,0.6025252525252526,7,3,49,50
SVC,0.4954128440366973,0.5873737373737373,0.47474747474747475,0.7,0.6308724832214765,0.5873737373737373,7,3,52,47
SVC,0.5,0.5757575757575757,0.48484848484848486,0.6666666666666666,0.64,0.5757575757575758,6,3,51,48
SVC,0.5648148148148148,0.7121212121212122,0.5353535353535354,0.8888888888888888,0.6928104575163399,0.7121212121212122,8,1,46,53
SVC,0.5462962962962963,0.601010101010101,0.5353535353535354,0.6666666666666666,0.6838709677419355,0.6010101010101011,6,3,46,53
SVC,0.6481481481481481,0.6060606060606061,0.6565656565656566,0.5555555555555556,0.7738095238095237,0.6060606060606061,5,4,34,65
SVC,0.6111111111111112,0.7373737373737373,0.5858585858585859,0.8888888888888888,0.7341772151898734,0.7373737373737373,8,1,41,58
SVC,0.3888888888888889,0.48367346938775513,0.3673469387755102,0.6,0.5217391304347826,0.4836734693877551,6,4,62,36
SVC,0.4166666666666667,0.4091836734693878,0.41836734693877553,0.4,0.5655172413793104,0.4091836734693878,4,6,57,41
SVC,0.4074074074074074,0.5836734693877551,0.3673469387755102,0.8,0.5294117647058824,0.5836734693877551,8,2,62,36
SVC,0.5925925925925926,0.5959183673469388,0.5918367346938775,0.6,0.7249999999999999,0.5959183673469387,6,4,40,58
SVC,0.49074074074074076,0.49489795918367346,0.4897959183673469,0.5,0.6357615894039735,0.4948979591836735,5,5,50,48
SVC,0.6481481481481481,0.6265306122448979,0.6530612244897959,0.6,0.7710843373493975,0.6265306122448979,6,4,34,64
SVC,0.6296296296296297,0.6612244897959183,0.6224489795918368,0.7,0.7530864197530863,0.6612244897959183,7,3,37,61
SVC,0.5185185185185185,0.689795918367347,0.47959183673469385,0.9,0.6438356164383561,0.689795918367347,9,1,51,47
SVC,0.5462962962962963,0.6153061224489795,0.5306122448979592,0.7,0.6797385620915033,0.6153061224489795,7,3,46,52
SVC,0.5185185185185185,0.6448979591836734,0.4897959183673469,0.8,0.6486486486486486,0.6448979591836735,8,2,50,48
SVC,0.5185185185185185,0.5102040816326531,0.5204081632653061,0.5,0.6623376623376623,0.5102040816326531,5,5,47,51
SVC,0.6111111111111112,0.6510204081632653,0.6020408163265306,0.7,0.7375,0.6510204081632652,7,3,39,59
SVC,0.46296296296296297,0.47959183673469385,0.45918367346938777,0.5,0.6081081081081081,0.47959183673469385,5,5,53,45
SVC,0.5833333333333334,0.6357142857142857,0.5714285714285714,0.7,0.713375796178344,0.6357142857142857,7,3,42,56
SVC,0.49074074074074076,0.6744897959183673,0.4489795918367347,0.9,0.6153846153846154,0.6744897959183674,9,1,54,44
LinearSVC,0.7155963302752294,0.7085858585858585,0.7171717171717171,0.7,0.8208092485549132,0.7085858585858585,7,3,28,71
LinearSVC,0.7247706422018348,0.6237373737373737,0.7474747474747475,0.5,0.8314606741573033,0.6237373737373737,5,5,25,74
LinearSVC,0.7247706422018348,0.6237373737373737,0.7474747474747475,0.5,0.8314606741573033,0.6237373737373737,5,5,25,74
LinearSVC,0.6697247706422018,0.6383838383838384,0.6767676767676768,0.6,0.7882352941176471,0.6383838383838384,6,4,32,67
LinearSVC,0.7614678899082569,0.7787878787878788,0.7575757575757576,0.8,0.8522727272727272,0.7787878787878789,8,2,24,75
LinearSVC,0.6880733944954128,0.6484848484848484,0.696969696969697,0.6,0.8023255813953489,0.6484848484848484,6,4,30,69
LinearSVC,0.5688073394495413,0.49292929292929294,0.5858585858585859,0.4,0.7116564417177914,0.492929292929293,4,6,41,58
LinearSVC,0.5504587155963303,0.5277777777777778,0.5555555555555556,0.5,0.6918238993710691,0.5277777777777778,5,5,44,55
LinearSVC,0.6238532110091743,0.5681818181818181,0.6363636363636364,0.5,0.7544910179640718,0.5681818181818181,5,5,36,63
LinearSVC,0.5963302752293578,0.597979797979798,0.5959595959595959,0.6,0.7283950617283951,0.597979797979798,6,4,40,59
LinearSVC,0.7129629629629629,0.6919191919191918,0.7171717171717171,0.6666666666666666,0.8208092485549132,0.6919191919191919,6,3,28,71
LinearSVC,0.6759259259259259,0.6717171717171717,0.6767676767676768,0.6666666666666666,0.7928994082840236,0.6717171717171718,6,3,32,67
LinearSVC,0.6018518518518519,0.5303030303030303,0.6161616161616161,0.4444444444444444,0.7393939393939395,0.5303030303030303,4,5,38,61
LinearSVC,0.6111111111111112,0.5858585858585859,0.6161616161616161,0.5555555555555556,0.7439024390243902,0.5858585858585859,5,4,38,61
LinearSVC,0.6851851851851852,0.7777777777777777,0.6666666666666666,0.8888888888888888,0.7951807228915662,0.7777777777777777,8,1,33,66
LinearSVC,0.6296296296296297,0.4816326530612245,0.6632653061224489,0.3,0.7647058823529411,0.4816326530612245,3,7,33,65
LinearSVC,0.6111111111111112,0.4714285714285714,0.6428571428571429,0.3,0.75,0.4714285714285715,3,7,35,63
LinearSVC,0.6018518518518519,0.7357142857142858,0.5714285714285714,0.9,0.7225806451612903,0.7357142857142858,9,1,42,56
LinearSVC,0.6574074074074074,0.49693877551020404,0.6938775510204082,0.3,0.7861271676300577,0.49693877551020404,3,7,30,68
LinearSVC,0.6203703703703703,0.4765306122448979,0.6530612244897959,0.3,0.757396449704142,0.4765306122448979,3,7,34,64
LinearSVC,0.6944444444444444,0.6520408163265305,0.7040816326530612,0.6,0.8070175438596492,0.6520408163265307,6,4,29,69
LinearSVC,0.6851851851851852,0.6469387755102041,0.6938775510204082,0.6,0.7999999999999999,0.6469387755102041,6,4,30,68
LinearSVC,0.6388888888888888,0.6663265306122449,0.6326530612244898,0.7,0.7607361963190183,0.6663265306122449,7,3,36,62
LinearSVC,0.6666666666666666,0.6816326530612244,0.6632653061224489,0.7,0.783132530120482,0.6816326530612244,7,3,33,65
LinearSVC,0.6018518518518519,0.6908163265306122,0.5816326530612245,0.8,0.7261146496815286,0.6908163265306123,8,2,41,57
LinearSVC,0.5462962962962963,0.4357142857142857,0.5714285714285714,0.3,0.6956521739130435,0.4357142857142857,3,7,42,56
LinearSVC,0.6111111111111112,0.6061224489795918,0.6122448979591837,0.6,0.7407407407407408,0.6061224489795918,6,4,38,60
LinearSVC,0.5648148148148148,0.5357142857142857,0.5714285714285714,0.5,0.7044025157232705,0.5357142857142857,5,5,42,56
LinearSVC,0.6574074074074074,0.5867346938775511,0.673469387755102,0.5,0.7810650887573964,0.5867346938775511,5,5,32,66
LinearSVC,0.5740740740740741,0.7653061224489797,0.5306122448979592,1.0,0.6933333333333334,0.7653061224489797,10,0,46,52
KNeighbors,0.9357798165137615,0.7848484848484849,0.9696969696969697,0.6,0.964824120603015,0.7848484848484849,6,4,3,96
KNeighbors,0.9174311926605505,0.6848484848484848,0.9696969696969697,0.4,0.955223880597015,0.6848484848484848,4,6,3,96
KNeighbors,0.8807339449541285,0.5747474747474748,0.9494949494949495,0.2,0.9353233830845771,0.5747474747474747,2,8,5,94
KNeighbors,0.8899082568807339,0.4898989898989899,0.9797979797979798,0.0,0.9417475728155339,0.4898989898989899,0,10,2,97
KNeighbors,0.8715596330275229,0.5247474747474747,0.9494949494949495,0.1,0.9306930693069307,0.5247474747474747,1,9,5,94
KNeighbors,0.926605504587156,0.6449494949494949,0.98989898989899,0.3,0.9607843137254903,0.644949494949495,3,7,1,98
KNeighbors,0.908256880733945,0.5,1.0,0.0,0.9519230769230769,0.5,0,10,0,99
KNeighbors,0.908256880733945,0.5,1.0,0.0,0.9519230769230769,0.5,0,10,0,99
KNeighbors,0.908256880733945,0.6348484848484849,0.9696969696969697,0.3,0.9504950495049505,0.6348484848484849,3,7,3,96
KNeighbors,0.908256880733945,0.544949494949495,0.98989898989899,0.1,0.9514563106796117,0.544949494949495,1,9,1,98
KNeighbors,0.9444444444444444,0.6666666666666666,1.0,0.3333333333333333,0.9705882352941176,0.6666666666666667,3,6,0,99
KNeighbors,0.9074074074074074,0.6464646464646464,0.9595959595959596,0.3333333333333333,0.95,0.6464646464646464,3,6,4,95
KNeighbors,0.9166666666666666,0.702020202020202,0.9595959595959596,0.4444444444444444,0.9547738693467336,0.702020202020202,4,5,4,95
KNeighbors,0.8611111111111112,0.5707070707070707,0.9191919191919192,0.2222222222222222,0.9238578680203046,0.5707070707070707,2,7,8,91
KNeighbors,0.8333333333333334,0.5050505050505051,0.898989898989899,0.1111111111111111,0.9081632653061225,0.5050505050505051,1,8,10,89
KNeighbors,0.8796296296296297,0.5295918367346939,0.9591836734693877,0.1,0.9353233830845772,0.5295918367346939,1,9,4,94
KNeighbors,0.8518518518518519,0.5591836734693878,0.9183673469387755,0.2,0.9183673469387755,0.5591836734693877,2,8,8,90
KNeighbors,0.8703703703703703,0.5244897959183674,0.9489795918367347,0.1,0.9300000000000002,0.5244897959183673,1,9,5,93
KNeighbors,0.8981481481481481,0.5846938775510204,0.9693877551020408,0.2,0.9452736318407962,0.5846938775510203,2,8,3,95
KNeighbors,0.8888888888888888,0.7142857142857143,0.9285714285714286,0.5,0.9381443298969072,0.7142857142857143,5,5,7,91
KNeighbors,0.8703703703703703,0.5244897959183674,0.9489795918367347,0.1,0.9300000000000002,0.5244897959183673,1,9,5,93
KNeighbors,0.9259259259259259,0.6,1.0,0.2,0.9607843137254902,0.6,2,8,0,98
KNeighbors,0.9444444444444444,0.8346938775510204,0.9693877551020408,0.7,0.9693877551020408,0.8346938775510203,7,3,3,95
KNeighbors,0.9351851851851852,0.7397959183673469,0.9795918367346939,0.5,0.964824120603015,0.7397959183673469,5,5,2,96
KNeighbors,0.9074074074074074,0.6795918367346938,0.9591836734693877,0.4,0.9494949494949495,0.6795918367346938,4,6,4,94
KNeighbors,0.9259259259259259,0.6448979591836734,0.9897959183673469,0.3,0.9603960396039605,0.6448979591836735,3,7,1,97
KNeighbors,0.8981481481481481,0.7193877551020409,0.9387755102040817,0.5,0.9435897435897437,0.7193877551020409,5,5,6,92
KNeighbors,0.9351851851851852,0.65,1.0,0.3,0.9655172413793104,0.65,3,7,0,98
KNeighbors,0.8796296296296297,0.5744897959183674,0.9489795918367347,0.2,0.934673366834171,0.5744897959183674,2,8,5,93
KNeighbors,0.9351851851851852,0.7846938775510204,0.9693877551020408,0.6,0.964467005076142,0.7846938775510204,6,4,3,95
RandomForest,0.981651376146789,0.9,1.0,0.8,0.99,0.9,8,2,0,99
RandomForest,0.981651376146789,0.9,1.0,0.8,0.99,0.9,8,2,0,99
RandomForest,0.9541284403669725,0.75,1.0,0.5,0.9753694581280787,0.75,5,5,0,99
RandomForest,0.9357798165137615,0.694949494949495,0.98989898989899,0.4,0.9655172413793104,0.694949494949495,4,6,1,98
RandomForest,0.9541284403669725,0.75,1.0,0.5,0.9753694581280787,0.75,5,5,0,99
RandomForest,0.944954128440367,0.744949494949495,0.98989898989899,0.5,0.9702970297029703,0.744949494949495,5,5,1,98
RandomForest,0.9357798165137615,0.65,1.0,0.3,0.9658536585365853,0.65,3,7,0,99
RandomForest,0.963302752293578,0.8,1.0,0.6,0.9801980198019802,0.8,6,4,0,99
RandomForest,0.981651376146789,0.9,1.0,0.8,0.99,0.9,8,2,0,99
RandomForest,0.944954128440367,0.7,1.0,0.4,0.9705882352941176,0.7,4,6,0,99
RandomForest,0.9537037037037037,0.7222222222222222,1.0,0.4444444444444444,0.9753694581280787,0.7222222222222222,4,5,0,99
RandomForest,0.9722222222222222,0.8333333333333333,1.0,0.6666666666666666,0.9850746268656716,0.8333333333333334,6,3,0,99
RandomForest,0.9907407407407407,0.9444444444444444,1.0,0.8888888888888888,0.9949748743718593,0.9444444444444444,8,1,0,99
RandomForest,0.9814814814814815,0.8888888888888888,1.0,0.7777777777777778,0.99,0.8888888888888888,7,2,0,99
