N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.749,0.56,0.753,0.656,0.991,0.038,,,,
1,0.734,0.5,0.738,0.619,0.989,0.027,,MeanAccuracy,0.7134,
2,0.735,0.44,0.74,0.59,0.988,0.021,,StdAccuracy,0.054280602782061,
3,0.704,0.583,0.706,0.645,0.99,0.03,,n,100,
4,0.699,0.536,0.701,0.618,0.989,0.024,,Error estándar,0.005428060278206,
5,0.79,0.476,0.795,0.636,0.989,0.039,,Valor crítico,1.96,(95%)
6,0.793,0.333,0.801,0.567,0.987,0.02,,Margen de error,0.010638998145284,
7,0.766,0.452,0.771,0.612,0.989,0.029,,,,
8,0.684,0.476,0.687,0.582,0.988,0.016,,,,
9,0.661,0.571,0.662,0.617,0.99,0.021,,MeanSpecificity,0.50212,
10,0.679,0.607,0.68,0.644,0.991,0.027,,StdSpecificity,0.072045199056361,
11,0.688,0.429,0.692,0.561,0.987,0.012,,n,100,
12,0.654,0.619,0.654,0.637,0.991,0.024,,Error estándar,0.007204519905636,
13,0.741,0.607,0.743,0.675,0.991,0.041,,Valor crítico,1.96,(95%)
14,0.759,0.488,0.763,0.626,0.989,0.032,,Margen de error,0.014120859015047,
15,0.733,0.44,0.737,0.589,0.988,0.021,,,,
16,0.761,0.417,0.766,0.591,0.988,0.024,,,,
17,0.708,0.405,0.713,0.559,0.987,0.013,,MeanROC_AUC,0.60949,
18,0.756,0.548,0.759,0.654,0.99,0.038,,StdROC_AUC,0.031334137642804,
19,0.752,0.583,0.755,0.669,0.991,0.041,,n,100,
20,0.784,0.405,0.79,0.598,0.988,0.028,,Error estándar,0.00313341376428,
21,0.721,0.536,0.724,0.63,0.99,0.028,,Valor crítico,1.96,(95%)
22,0.674,0.536,0.676,0.606,0.989,0.02,,Margen de error,0.00614149097799,
23,0.663,0.536,0.665,0.6,0.989,0.018,,,,
24,0.783,0.357,0.79,0.573,0.987,0.021,,,,
25,0.762,0.5,0.766,0.633,0.99,0.034,,,,
26,0.715,0.476,0.719,0.598,0.988,0.021,,,,
27,0.691,0.488,0.694,0.591,0.988,0.018,,,,
28,0.626,0.571,0.627,0.599,0.989,0.016,,,,
29,0.673,0.524,0.676,0.6,0.989,0.019,,,,
30,0.742,0.405,0.747,0.576,0.987,0.018,,,,
31,0.724,0.512,0.728,0.62,0.989,0.027,,,,
32,0.726,0.488,0.73,0.609,0.989,0.025,,,,
33,0.741,0.452,0.746,0.599,0.988,0.024,,,,
34,0.741,0.464,0.745,0.605,0.988,0.025,,,,
35,0.672,0.571,0.674,0.622,0.99,0.023,,,,
36,0.731,0.512,0.734,0.623,0.989,0.028,,,,
37,0.661,0.583,0.662,0.623,0.99,0.022,,,,
38,0.705,0.583,0.707,0.645,0.991,0.03,,,,
39,0.704,0.369,0.71,0.539,0.986,0.008,,,,
40,0.622,0.56,0.623,0.591,0.989,0.015,,,,
41,0.634,0.548,0.635,0.591,0.989,0.015,,,,
42,0.707,0.667,0.708,0.687,0.992,0.039,,,,
43,0.698,0.44,0.702,0.571,0.987,0.015,,,,
44,0.757,0.512,0.761,0.637,0.99,0.034,,,,
45,0.637,0.512,0.639,0.576,0.988,0.013,,,,
46,0.705,0.44,0.709,0.575,0.987,0.016,,,,
47,0.641,0.643,0.641,0.642,0.991,0.024,,,,
48,0.783,0.381,0.789,0.585,0.987,0.024,,,,
49,0.712,0.548,0.715,0.631,0.99,0.028,,,,
50,0.81,0.5,0.815,0.657,0.99,0.05,,,,
51,0.713,0.536,0.716,0.626,0.99,0.027,,,,
52,0.657,0.548,0.659,0.603,0.989,0.019,,,,
53,0.743,0.417,0.748,0.582,0.987,0.02,,,,
54,0.696,0.5,0.699,0.6,0.989,0.02,,,,
55,0.661,0.548,0.662,0.605,0.989,0.019,,,,
56,0.85,0.405,0.857,0.631,0.989,0.052,,,,
57,0.788,0.488,0.793,0.641,0.99,0.04,,,,
58,0.682,0.524,0.685,0.604,0.989,0.02,,,,
59,0.721,0.452,0.726,0.589,0.988,0.02,,,,
60,0.704,0.488,0.707,0.598,0.988,0.02,,,,
61,0.713,0.571,0.715,0.643,0.99,0.031,,,,
62,0.627,0.524,0.629,0.576,0.988,0.013,,,,
63,0.701,0.476,0.705,0.59,0.988,0.019,,,,
64,0.756,0.464,0.761,0.613,0.989,0.028,,,,
65,0.741,0.548,0.744,0.646,0.99,0.034,,,,
66,0.702,0.452,0.706,0.579,0.988,0.017,,,,
67,0.722,0.488,0.726,0.607,0.989,0.024,,,,
68,0.662,0.655,0.662,0.658,0.992,0.029,,,,
69,0.654,0.56,0.656,0.608,0.989,0.019,,,,
70,0.785,0.405,0.791,0.598,0.988,0.028,,,,
71,0.573,0.583,0.573,0.578,0.988,0.011,,,,
72,0.755,0.452,0.76,0.606,0.988,0.027,,,,
73,0.678,0.417,0.682,0.549,0.986,0.01,,,,
74,0.696,0.524,0.698,0.611,0.989,0.022,,,,
75,0.734,0.571,0.736,0.654,0.991,0.035,,,,
76,0.699,0.452,0.703,0.578,0.987,0.016,,,,
77,0.721,0.476,0.725,0.601,0.988,0.022,,,,
78,0.711,0.417,0.716,0.566,0.987,0.014,,,,
79,0.606,0.488,0.608,0.548,0.986,0.008,,,,
80,0.647,0.488,0.649,0.569,0.987,0.012,,,,
81,0.724,0.5,0.728,0.614,0.989,0.025,,,,
82,0.637,0.595,0.638,0.616,0.99,0.02,,,,
83,0.812,0.357,0.819,0.588,0.987,0.029,,,,
84,0.664,0.56,0.666,0.613,0.989,0.021,,,,
85,0.66,0.476,0.663,0.57,0.987,0.013,,,,
86,0.653,0.524,0.655,0.59,0.988,0.016,,,,
87,0.761,0.56,0.764,0.662,0.991,0.041,,,,
88,0.551,0.607,0.55,0.579,0.989,0.011,,,,
89,0.711,0.571,0.713,0.642,0.99,0.03,,,,
90,0.706,0.571,0.708,0.64,0.99,0.029,,,,
91,0.741,0.476,0.745,0.611,0.989,0.026,,,,
92,0.77,0.488,0.775,0.631,0.989,0.035,,,,
93,0.766,0.655,0.768,0.711,0.993,0.054,,,,
94,0.742,0.488,0.746,0.617,0.989,0.028,,,,
95,0.848,0.357,0.856,0.606,0.988,0.042,,,,
96,0.747,0.5,0.751,0.626,0.989,0.03,,,,
97,0.789,0.393,0.796,0.594,0.988,0.027,,,,
98,0.743,0.452,0.748,0.6,0.988,0.024,,,,
99,0.726,0.476,0.73,0.603,0.988,0.023,,,,
