N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.848,0.456,0.853,0.654,0.993,0.042,,,,
1,0.821,0.561,0.824,0.693,0.994,0.044,,MeanAccuracy,0.83538,
2,0.814,0.491,0.818,0.655,0.993,0.034,,StdAccuracy,0.024327637357416,
3,0.824,0.456,0.828,0.642,0.993,0.033,,n,100,
4,0.812,0.439,0.817,0.628,0.993,0.028,,Error estándar,0.002432763735742,
5,0.795,0.632,0.797,0.714,0.995,0.043,,Valor crítico,1.96,(95%)
6,0.797,0.509,0.8,0.655,0.993,0.031,,Margen de error,0.004768216922054,
7,0.83,0.614,0.833,0.723,0.995,0.053,,,,
8,0.865,0.316,0.871,0.593,0.992,0.029,,,,
9,0.88,0.298,0.887,0.592,0.991,0.032,,MeanSpecificity,0.46265,
10,0.824,0.509,0.827,0.668,0.994,0.039,,StdSpecificity,0.087063587002938,
11,0.872,0.456,0.877,0.666,0.993,0.052,,n,100,
12,0.858,0.404,0.863,0.633,0.993,0.038,,Error estándar,0.008706358700294,
13,0.847,0.421,0.852,0.636,0.993,0.037,,Valor crítico,1.96,(95%)
14,0.883,0.333,0.889,0.611,0.992,0.039,,Margen de error,0.017064463052576,
15,0.822,0.421,0.826,0.623,0.992,0.029,,,,
16,0.853,0.509,0.857,0.683,0.994,0.05,,,,
17,0.857,0.333,0.863,0.598,0.992,0.028,,MeanROC_AUC,0.65105,
18,0.808,0.404,0.813,0.608,0.992,0.023,,StdROC_AUC,0.038750008145975,
19,0.832,0.386,0.836,0.611,0.992,0.027,,n,100,
20,0.886,0.281,0.893,0.587,0.991,0.031,,Error estándar,0.003875000814598,
21,0.833,0.439,0.837,0.638,0.993,0.034,,Valor crítico,1.96,(95%)
22,0.829,0.491,0.832,0.662,0.993,0.039,,Margen de error,0.007595001596611,
23,0.816,0.526,0.819,0.673,0.994,0.038,,,,
24,0.83,0.526,0.833,0.68,0.994,0.043,,,,
25,0.819,0.579,0.822,0.7,0.994,0.045,,,,
26,0.852,0.421,0.856,0.639,0.993,0.038,,,,
27,0.804,0.544,0.806,0.675,0.994,0.037,,,,
28,0.808,0.491,0.812,0.652,0.993,0.033,,,,
29,0.826,0.579,0.829,0.704,0.995,0.047,,,,
30,0.832,0.509,0.836,0.672,0.994,0.042,,,,
31,0.806,0.421,0.81,0.615,0.992,0.025,,,,
32,0.869,0.456,0.873,0.665,0.993,0.051,,,,
33,0.85,0.421,0.854,0.638,0.993,0.038,,,,
34,0.841,0.491,0.845,0.668,0.993,0.043,,,,
35,0.834,0.474,0.838,0.656,0.993,0.038,,,,
36,0.833,0.561,0.836,0.698,0.994,0.048,,,,
37,0.867,0.351,0.873,0.612,0.992,0.035,,,,
38,0.817,0.596,0.82,0.708,0.995,0.046,,,,
39,0.819,0.228,0.826,0.527,0.99,0.006,,,,
40,0.825,0.561,0.828,0.695,0.994,0.045,,,,
41,0.811,0.439,0.815,0.627,0.993,0.028,,,,
42,0.866,0.491,0.87,0.68,0.994,0.054,,,,
43,0.859,0.439,0.863,0.651,0.993,0.044,,,,
44,0.869,0.298,0.875,0.587,0.991,0.027,,,,
45,0.846,0.561,0.849,0.705,0.994,0.054,,,,
46,0.898,0.281,0.904,0.592,0.991,0.037,,,,
47,0.854,0.439,0.859,0.649,0.993,0.042,,,,
48,0.812,0.421,0.816,0.618,0.992,0.026,,,,
49,0.837,0.509,0.841,0.675,0.994,0.044,,,,
50,0.835,0.316,0.841,0.578,0.991,0.02,,,,
51,0.861,0.561,0.864,0.713,0.995,0.061,,,,
52,0.816,0.456,0.82,0.638,0.993,0.031,,,,
53,0.839,0.421,0.843,0.632,0.993,0.034,,,,
54,0.836,0.456,0.84,0.648,0.993,0.037,,,,
55,0.835,0.561,0.838,0.7,0.994,0.049,,,,
56,0.859,0.351,0.865,0.608,0.992,0.032,,,,
57,0.793,0.579,0.795,0.687,0.994,0.037,,,,
58,0.837,0.368,0.842,0.605,0.992,0.027,,,,
59,0.845,0.491,0.848,0.67,0.994,0.044,,,,
60,0.876,0.351,0.882,0.616,0.992,0.038,,,,
61,0.834,0.386,0.838,0.612,0.992,0.028,,,,
62,0.823,0.649,0.825,0.737,0.995,0.054,,,,
63,0.773,0.544,0.775,0.659,0.994,0.029,,,,
64,0.786,0.474,0.79,0.632,0.993,0.026,,,,
65,0.82,0.649,0.822,0.736,0.995,0.053,,,,
66,0.871,0.404,0.876,0.64,0.993,0.044,,,,
67,0.834,0.474,0.838,0.656,0.993,0.039,,,,
68,0.86,0.404,0.865,0.634,0.993,0.039,,,,
69,0.885,0.456,0.89,0.673,0.993,0.06,,,,
70,0.801,0.544,0.804,0.674,0.994,0.036,,,,
71,0.828,0.544,0.832,0.688,0.994,0.045,,,,
72,0.827,0.404,0.832,0.618,0.992,0.028,,,,
73,0.824,0.544,0.827,0.685,0.994,0.043,,,,
74,0.848,0.421,0.853,0.637,0.993,0.037,,,,
75,0.828,0.333,0.834,0.584,0.991,0.02,,,,
76,0.824,0.421,0.828,0.625,0.992,0.029,,,,
77,0.833,0.544,0.836,0.69,0.994,0.046,,,,
78,0.815,0.404,0.819,0.611,0.992,0.025,,,,
79,0.865,0.386,0.87,0.628,0.992,0.039,,,,
80,0.835,0.404,0.84,0.622,0.992,0.03,,,,
81,0.826,0.491,0.83,0.661,0.993,0.038,,,,
82,0.808,0.509,0.811,0.66,0.993,0.034,,,,
83,0.818,0.561,0.821,0.691,0.994,0.043,,,,
84,0.885,0.456,0.89,0.673,0.993,0.06,,,,
85,0.805,0.491,0.809,0.65,0.993,0.032,,,,
86,0.789,0.544,0.792,0.668,0.994,0.033,,,,
87,0.857,0.526,0.86,0.693,0.994,0.054,,,,
88,0.834,0.439,0.838,0.638,0.993,0.034,,,,
89,0.834,0.474,0.838,0.656,0.993,0.038,,,,
90,0.838,0.526,0.842,0.684,0.994,0.046,,,,
91,0.856,0.526,0.859,0.693,0.994,0.054,,,,
92,0.831,0.351,0.837,0.594,0.992,0.023,,,,
93,0.832,0.474,0.836,0.655,0.993,0.038,,,,
94,0.825,0.491,0.829,0.66,0.993,0.037,,,,
95,0.837,0.351,0.842,0.597,0.992,0.025,,,,
96,0.842,0.474,0.846,0.66,0.993,0.041,,,,
97,0.841,0.544,0.844,0.694,0.994,0.049,,,,
98,0.827,0.421,0.832,0.626,0.992,0.03,,,,
99,0.817,0.544,0.82,0.682,0.994,0.041,,,,
