N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.938,0.286,0.948,0.617,0.988,0.106,,,,
1,0.937,0.357,0.946,0.652,0.989,0.132,,MeanAccuracy,0.90902,
2,0.893,0.393,0.901,0.647,0.989,0.079,,StdAccuracy,0.020516059243156,
3,0.906,0.369,0.914,0.642,0.989,0.086,,n,100,
4,0.902,0.381,0.911,0.646,0.989,0.086,,Error estándar,0.002051605924316,
5,0.919,0.476,0.926,0.701,0.991,0.136,,Valor crítico,1.96,(95%)
6,0.882,0.512,0.888,0.7,0.991,0.096,,Margen de error,0.004021147611659,
7,0.831,0.476,0.837,0.657,0.99,0.055,,,,
8,0.922,0.381,0.931,0.656,0.989,0.112,,,,
9,0.932,0.452,0.939,0.696,0.991,0.153,,MeanSpecificity,0.40214,
10,0.917,0.381,0.926,0.653,0.989,0.104,,StdSpecificity,0.050702343898164,
11,0.877,0.393,0.885,0.639,0.989,0.067,,n,100,
12,0.933,0.345,0.942,0.644,0.989,0.119,,Error estándar,0.005070234389816,
13,0.928,0.44,0.936,0.688,0.99,0.141,,Valor crítico,1.96,(95%)
14,0.914,0.381,0.922,0.652,0.989,0.1,,Margen de error,0.00993765940404,
15,0.901,0.429,0.909,0.669,0.99,0.097,,,,
16,0.918,0.476,0.926,0.701,0.991,0.134,,,,
17,0.908,0.464,0.916,0.69,0.991,0.115,,MeanROC_AUC,0.65977,
18,0.905,0.476,0.912,0.694,0.991,0.114,,StdROC_AUC,0.022249664621238,
19,0.912,0.452,0.92,0.686,0.99,0.118,,n,100,
20,0.889,0.429,0.896,0.662,0.99,0.084,,Error estándar,0.002224966462124,
21,0.918,0.405,0.927,0.666,0.99,0.113,,Valor crítico,1.96,(95%)
22,0.912,0.381,0.921,0.651,0.989,0.098,,Margen de error,0.004360934265763,
23,0.928,0.298,0.938,0.618,0.988,0.093,,,,
24,0.93,0.345,0.94,0.643,0.989,0.114,,,,
25,0.942,0.333,0.951,0.642,0.989,0.133,,,,
26,0.881,0.393,0.889,0.641,0.989,0.07,,,,
27,0.922,0.357,0.932,0.644,0.989,0.105,,,,
28,0.901,0.417,0.908,0.663,0.99,0.093,,,,
29,0.859,0.476,0.865,0.671,0.99,0.071,,,,
30,0.925,0.345,0.934,0.64,0.989,0.105,,,,
31,0.921,0.357,0.93,0.644,0.989,0.103,,,,
32,0.918,0.31,0.928,0.619,0.988,0.084,,,,
33,0.877,0.452,0.884,0.668,0.99,0.08,,,,
34,0.905,0.488,0.912,0.7,0.991,0.117,,,,
35,0.933,0.393,0.942,0.667,0.99,0.136,,,,
36,0.944,0.417,0.952,0.685,0.99,0.171,,,,
37,0.911,0.429,0.919,0.674,0.99,0.109,,,,
38,0.883,0.369,0.892,0.63,0.989,0.066,,,,
39,0.901,0.488,0.907,0.698,0.991,0.111,,,,
40,0.903,0.405,0.911,0.658,0.989,0.093,,,,
41,0.926,0.381,0.935,0.658,0.989,0.118,,,,
42,0.9,0.345,0.909,0.627,0.988,0.074,,,,
43,0.902,0.405,0.911,0.658,0.989,0.092,,,,
44,0.904,0.31,0.913,0.611,0.988,0.068,,,,
45,0.933,0.274,0.944,0.609,0.988,0.094,,,,
46,0.928,0.345,0.937,0.641,0.989,0.11,,,,
47,0.911,0.381,0.92,0.65,0.989,0.096,,,,
48,0.925,0.464,0.933,0.699,0.991,0.144,,,,
49,0.919,0.345,0.928,0.637,0.989,0.096,,,,
50,0.911,0.405,0.92,0.662,0.99,0.103,,,,
51,0.915,0.381,0.924,0.652,0.989,0.101,,,,
52,0.919,0.405,0.927,0.666,0.99,0.114,,,,
53,0.935,0.393,0.943,0.668,0.99,0.139,,,,
54,0.88,0.345,0.888,0.617,0.988,0.058,,,,
55,0.918,0.44,0.925,0.683,0.99,0.123,,,,
56,0.858,0.405,0.865,0.635,0.989,0.056,,,,
57,0.905,0.452,0.913,0.683,0.99,0.108,,,,
58,0.928,0.393,0.936,0.665,0.99,0.125,,,,
59,0.919,0.393,0.928,0.66,0.989,0.111,,,,
60,0.906,0.381,0.915,0.648,0.989,0.09,,,,
61,0.896,0.452,0.903,0.678,0.99,0.097,,,,
62,0.934,0.321,0.944,0.633,0.988,0.113,,,,
63,0.911,0.405,0.919,0.662,0.99,0.103,,,,
64,0.89,0.417,0.898,0.657,0.99,0.083,,,,
65,0.886,0.464,0.893,0.678,0.99,0.09,,,,
66,0.898,0.476,0.905,0.69,0.991,0.105,,,,
67,0.926,0.357,0.935,0.646,0.989,0.11,,,,
68,0.926,0.393,0.935,0.664,0.99,0.123,,,,
69,0.937,0.393,0.946,0.669,0.99,0.144,,,,
70,0.919,0.381,0.928,0.655,0.989,0.108,,,,
71,0.901,0.44,0.909,0.675,0.99,0.101,,,,
72,0.878,0.5,0.884,0.692,0.991,0.09,,,,
73,0.929,0.44,0.937,0.689,0.99,0.143,,,,
74,0.891,0.464,0.898,0.681,0.99,0.095,,,,
75,0.901,0.393,0.909,0.651,0.989,0.087,,,,
76,0.919,0.429,0.927,0.678,0.99,0.122,,,,
77,0.888,0.393,0.896,0.645,0.989,0.075,,,,
78,0.914,0.452,0.922,0.687,0.99,0.121,,,,
79,0.901,0.393,0.909,0.651,0.989,0.088,,,,
80,0.912,0.429,0.92,0.674,0.99,0.111,,,,
81,0.921,0.393,0.93,0.661,0.989,0.114,,,,
82,0.911,0.417,0.919,0.668,0.99,0.107,,,,
83,0.882,0.357,0.89,0.624,0.988,0.062,,,,
84,0.909,0.357,0.918,0.638,0.989,0.087,,,,
85,0.881,0.405,0.889,0.647,0.989,0.072,,,,
86,0.913,0.417,0.921,0.669,0.99,0.109,,,,
