N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.898,0.405,0.906,0.655,0.989,0.088,,,,
1,0.885,0.333,0.893,0.613,0.988,0.058,,MeanAccuracy,0.81911,
2,0.669,0.524,0.671,0.597,0.989,0.018,,StdAccuracy,0.078448322435405,
3,0.897,0.476,0.904,0.69,0.991,0.104,,n,100,
4,0.663,0.536,0.665,0.6,0.989,0.018,,Error estándar,0.007844832243541,
5,0.934,0.345,0.944,0.644,0.989,0.121,,Valor crítico,1.96,(95%)
6,0.798,0.452,0.804,0.628,0.989,0.038,,Margen de error,0.01537587119734,
7,0.871,0.333,0.879,0.606,0.988,0.049,,,,
8,0.875,0.429,0.882,0.655,0.99,0.073,,,,
9,0.788,0.524,0.793,0.658,0.99,0.045,,MeanSpecificity,0.466,
10,0.933,0.31,0.943,0.626,0.988,0.106,,StdSpecificity,0.080055283928349,
11,0.791,0.488,0.796,0.642,0.99,0.041,,n,100,
12,0.787,0.512,0.791,0.652,0.99,0.043,,Error estándar,0.008005528392835,
13,0.923,0.429,0.931,0.68,0.99,0.129,,Valor crítico,1.96,(95%)
14,0.785,0.583,0.789,0.686,0.991,0.052,,Margen de error,0.015690835649956,
15,0.913,0.214,0.925,0.569,0.986,0.048,,,,
16,0.802,0.488,0.807,0.648,0.99,0.045,,,,
17,0.934,0.345,0.943,0.644,0.989,0.121,,MeanROC_AUC,0.64537,
18,0.79,0.405,0.796,0.6,0.988,0.029,,StdROC_AUC,0.03572896145802,
19,0.802,0.405,0.809,0.607,0.988,0.033,,n,100,
20,0.81,0.548,0.814,0.681,0.991,0.057,,Error estándar,0.003572896145802,
21,0.906,0.274,0.916,0.595,0.987,0.06,,Valor crítico,1.96,(95%)
22,0.858,0.44,0.865,0.653,0.99,0.064,,Margen de error,0.007002876445772,
23,0.784,0.583,0.788,0.686,0.991,0.051,,,,
24,0.875,0.44,0.882,0.661,0.99,0.075,,,,
25,0.794,0.452,0.8,0.626,0.989,0.037,,,,
26,0.792,0.429,0.798,0.613,0.988,0.033,,,,
27,0.892,0.44,0.899,0.67,0.99,0.09,,,,
28,0.67,0.524,0.672,0.598,0.989,0.018,,,,
29,0.911,0.393,0.92,0.656,0.989,0.1,,,,
30,0.808,0.417,0.814,0.615,0.988,0.036,,,,
31,0.787,0.536,0.791,0.664,0.991,0.046,,,,
32,0.866,0.5,0.872,0.686,0.991,0.08,,,,
33,0.898,0.429,0.905,0.667,0.99,0.093,,,,
34,0.781,0.56,0.784,0.672,0.991,0.047,,,,
35,0.781,0.5,0.786,0.643,0.99,0.039,,,,
36,0.782,0.476,0.787,0.631,0.989,0.037,,,,
37,0.951,0.393,0.96,0.676,0.99,0.185,,,,
38,0.776,0.5,0.78,0.64,0.99,0.038,,,,
39,0.812,0.524,0.817,0.67,0.991,0.054,,,,
40,0.648,0.44,0.651,0.546,0.986,0.008,,,,
41,0.82,0.464,0.826,0.645,0.99,0.048,,,,
42,0.869,0.357,0.877,0.617,0.988,0.053,,,,
43,0.635,0.488,0.637,0.563,0.987,0.011,,,,
44,0.643,0.536,0.645,0.59,0.988,0.016,,,,
45,0.915,0.345,0.925,0.635,0.989,0.091,,,,
46,0.768,0.619,0.77,0.695,0.992,0.05,,,,
47,0.788,0.488,0.793,0.641,0.99,0.04,,,,
48,0.796,0.464,0.801,0.633,0.989,0.039,,,,
49,0.794,0.595,0.798,0.696,0.992,0.057,,,,
50,0.909,0.405,0.918,0.661,0.99,0.101,,,,
51,0.788,0.536,0.792,0.664,0.991,0.046,,,,
52,0.781,0.417,0.787,0.602,0.988,0.028,,,,
53,0.791,0.548,0.795,0.671,0.991,0.049,,,,
54,0.768,0.56,0.772,0.666,0.991,0.043,,,,
55,0.896,0.381,0.905,0.643,0.989,0.08,,,,
56,0.65,0.476,0.653,0.564,0.987,0.011,,,,
57,0.918,0.429,0.926,0.677,0.99,0.121,,,,
58,0.928,0.476,0.936,0.706,0.991,0.153,,,,
59,0.9,0.417,0.908,0.662,0.99,0.093,,,,
60,0.881,0.393,0.889,0.641,0.989,0.069,,,,
61,0.768,0.452,0.773,0.613,0.989,0.03,,,,
62,0.891,0.417,0.899,0.658,0.99,0.084,,,,
63,0.897,0.321,0.906,0.614,0.988,0.065,,,,
64,0.796,0.429,0.802,0.615,0.989,0.034,,,,
65,0.798,0.405,0.804,0.605,0.988,0.032,,,,
66,0.787,0.571,0.79,0.681,0.991,0.051,,,,
67,0.806,0.464,0.812,0.638,0.989,0.043,,,,
68,0.794,0.512,0.798,0.655,0.99,0.045,,,,
69,0.888,0.393,0.896,0.645,0.989,0.075,,,,
70,0.792,0.464,0.797,0.631,0.989,0.038,,,,
71,0.9,0.369,0.908,0.639,0.989,0.08,,,,
72,0.887,0.393,0.895,0.644,0.989,0.074,,,,
73,0.893,0.369,0.902,0.636,0.989,0.074,,,,
74,0.789,0.548,0.793,0.67,0.991,0.049,,,,
75,0.786,0.452,0.791,0.622,0.989,0.035,,,,
76,0.787,0.56,0.791,0.675,0.991,0.049,,,,
77,0.781,0.619,0.784,0.701,0.992,0.055,,,,
78,0.781,0.607,0.784,0.696,0.992,0.053,,,,
79,0.91,0.548,0.916,0.732,0.992,0.14,,,,
