N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
44,0.77,0.56,0.774,0.667,0.991,0.044,,,,
45,0.695,0.524,0.698,0.611,0.989,0.022,,,,
46,0.771,0.381,0.777,0.579,0.987,0.021,,,,
47,0.728,0.393,0.733,0.563,0.987,0.014,,,,
48,0.73,0.476,0.735,0.605,0.989,0.024,,,,
49,0.748,0.5,0.752,0.626,0.989,0.031,,,,
50,0.772,0.417,0.778,0.597,0.988,0.026,,,,
51,0.765,0.452,0.77,0.611,0.989,0.029,,,,
52,0.773,0.488,0.778,0.633,0.989,0.036,,,,
53,0.789,0.476,0.795,0.635,0.989,0.039,,,,
54,0.711,0.595,0.713,0.654,0.991,0.033,,,,
55,0.755,0.488,0.759,0.624,0.989,0.031,,,,
56,0.739,0.5,0.743,0.621,0.989,0.028,,,,
57,0.784,0.321,0.791,0.556,0.986,0.016,,,,
58,0.734,0.417,0.739,0.578,0.987,0.018,,,,
59,0.738,0.476,0.742,0.609,0.989,0.026,,,,
60,0.756,0.536,0.759,0.648,0.99,0.037,,,,
61,0.733,0.393,0.738,0.566,0.987,0.015,,,,
62,0.761,0.405,0.767,0.586,0.988,0.022,,,,
63,0.7,0.488,0.703,0.596,0.988,0.02,,,,
64,0.704,0.548,0.706,0.627,0.99,0.026,,,,
65,0.726,0.476,0.73,0.603,0.988,0.023,,,,
66,0.766,0.452,0.771,0.612,0.989,0.029,,,,
67,0.712,0.607,0.714,0.66,0.991,0.034,,,,
68,0.74,0.5,0.743,0.622,0.989,0.029,,,,
69,0.745,0.5,0.749,0.624,0.989,0.03,,,,
70,0.737,0.571,0.739,0.655,0.991,0.036,,,,
71,0.783,0.417,0.789,0.603,0.988,0.029,,,,
72,0.689,0.5,0.692,0.596,0.988,0.019,,,,
73,0.721,0.429,0.726,0.577,0.987,0.017,,,,
74,0.75,0.512,0.754,0.633,0.99,0.032,,,,
75,0.732,0.476,0.737,0.606,0.989,0.024,,,,
76,0.787,0.44,0.793,0.617,0.989,0.033,,,,
77,0.768,0.512,0.772,0.642,0.99,0.037,,,,
78,0.711,0.476,0.715,0.596,0.988,0.02,,,,
79,0.73,0.524,0.733,0.628,0.99,0.029,,,,
80,0.719,0.607,0.721,0.664,0.991,0.035,,,,
81,0.767,0.464,0.772,0.618,0.989,0.031,,,,
82,0.677,0.476,0.68,0.578,0.988,0.015,,,,
83,0.792,0.5,0.797,0.649,0.99,0.043,,,,
84,0.774,0.512,0.778,0.645,0.99,0.039,,,,
85,0.765,0.488,0.77,0.629,0.989,0.033,,,,
86,0.718,0.548,0.721,0.634,0.99,0.029,,,,
87,0.787,0.417,0.793,0.605,0.988,0.03,,,,
88,0.735,0.393,0.741,0.567,0.987,0.016,,,,
89,0.796,0.405,0.802,0.603,0.988,0.031,,,,
90,0.796,0.464,0.802,0.633,0.989,0.039,,,,
91,0.778,0.321,0.786,0.554,0.986,0.015,,,,
92,0.74,0.476,0.744,0.61,0.989,0.026,,,,
93,0.75,0.429,0.755,0.592,0.988,0.023,,,,
94,0.774,0.452,0.779,0.616,0.989,0.031,,,,
95,0.718,0.5,0.722,0.611,0.989,0.024,,,,
96,0.749,0.452,0.753,0.603,0.988,0.025,,,,
97,0.765,0.452,0.77,0.611,0.989,0.029,,,,
98,0.776,0.369,0.783,0.576,0.987,0.021,,,,
99,0.802,0.381,0.808,0.595,0.988,0.029,,,,
