N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.753,0.405,0.759,0.582,0.987,0.02,,,,
1,0.799,0.44,0.805,0.623,0.989,0.037,,MeanAccuracy,0.74903,
2,0.735,0.393,0.74,0.566,0.987,0.016,,StdAccuracy,0.02945376620119,
3,0.729,0.583,0.731,0.657,0.991,0.035,,n,100,
4,0.755,0.405,0.761,0.583,0.987,0.021,,Error estándar,0.002945376620119,
5,0.76,0.429,0.766,0.597,0.988,0.025,,Valor crítico,1.96,(95%)
6,0.767,0.512,0.771,0.642,0.99,0.037,,Margen de error,0.005772938175433,
7,0.719,0.512,0.722,0.617,0.989,0.026,,,,
8,0.744,0.5,0.748,0.624,0.989,0.03,,,,
9,0.707,0.369,0.712,0.541,0.986,0.009,,MeanSpecificity,0.46836,
10,0.721,0.44,0.725,0.583,0.988,0.018,,StdSpecificity,0.061927543194128,
11,0.748,0.536,0.752,0.644,0.99,0.035,,n,100,
12,0.751,0.393,0.757,0.575,0.987,0.019,,Error estándar,0.006192754319413,
13,0.792,0.5,0.797,0.648,0.99,0.043,,Valor crítico,1.96,(95%)
14,0.781,0.429,0.786,0.607,0.988,0.03,,Margen de error,0.012137798466049,
15,0.715,0.429,0.72,0.574,0.987,0.016,,,,
16,0.713,0.548,0.716,0.632,0.99,0.028,,,,
17,0.759,0.488,0.763,0.626,0.989,0.032,,MeanROC_AUC,0.61098,
18,0.781,0.417,0.787,0.602,0.988,0.029,,StdROC_AUC,0.028451972646457,
19,0.717,0.369,0.723,0.546,0.986,0.01,,n,100,
20,0.774,0.524,0.778,0.651,0.99,0.04,,Error estándar,0.002845197264646,
21,0.742,0.56,0.745,0.652,0.99,0.036,,Valor crítico,1.96,(95%)
22,0.737,0.476,0.741,0.609,0.989,0.025,,Margen de error,0.005576586638706,
23,0.762,0.429,0.768,0.598,0.988,0.025,,,,
24,0.75,0.429,0.755,0.592,0.988,0.023,,,,
25,0.809,0.429,0.815,0.622,0.989,0.039,,,,
26,0.791,0.452,0.796,0.624,0.989,0.036,,,,
27,0.732,0.429,0.737,0.583,0.988,0.019,,,,
28,0.747,0.595,0.749,0.672,0.991,0.041,,,,
29,0.763,0.464,0.768,0.616,0.989,0.03,,,,
30,0.767,0.44,0.773,0.607,0.988,0.028,,,,
31,0.764,0.417,0.77,0.593,0.988,0.024,,,,
32,0.751,0.548,0.754,0.651,0.99,0.037,,,,
33,0.735,0.429,0.74,0.584,0.988,0.02,,,,
34,0.78,0.476,0.785,0.631,0.989,0.036,,,,
35,0.759,0.369,0.765,0.567,0.987,0.017,,,,
36,0.658,0.56,0.66,0.61,0.989,0.02,,,,
37,0.731,0.512,0.735,0.623,0.989,0.028,,,,
38,0.719,0.476,0.723,0.6,0.988,0.022,,,,
39,0.76,0.44,0.765,0.603,0.988,0.026,,,,
40,0.781,0.417,0.787,0.602,0.988,0.028,,,,
41,0.771,0.452,0.776,0.614,0.989,0.03,,,,
42,0.715,0.536,0.718,0.627,0.99,0.027,,,,
43,0.728,0.548,0.731,0.639,0.99,0.031,,,,
