N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.625,0.544,0.626,0.585,0.992,0.01,,,,
1,0.605,0.667,0.605,0.636,0.994,0.014,,MeanAccuracy,0.63039,
2,0.63,0.491,0.632,0.562,0.991,0.007,,StdAccuracy,0.027280397742887,
3,0.659,0.579,0.66,0.62,0.993,0.015,,n,100,
4,0.627,0.491,0.629,0.56,0.991,0.007,,Error estándar,0.002728039774289,
5,0.644,0.474,0.646,0.56,0.991,0.007,,Valor crítico,1.96,(95%)
6,0.606,0.649,0.606,0.627,0.994,0.014,,Margen de error,0.005346957957606,
7,0.711,0.544,0.713,0.629,0.993,0.019,,,,
8,0.624,0.596,0.624,0.61,0.993,0.012,,,,
9,0.632,0.509,0.633,0.571,0.992,0.008,,MeanSpecificity,0.55692,
10,0.63,0.491,0.632,0.561,0.991,0.007,,StdSpecificity,0.068190564826178,
11,0.625,0.544,0.626,0.585,0.992,0.01,,n,100,
12,0.603,0.561,0.604,0.583,0.992,0.009,,Error estándar,0.006819056482618,
13,0.638,0.368,0.641,0.505,0.989,0.001,,Valor crítico,1.96,(95%)
14,0.62,0.544,0.621,0.582,0.992,0.009,,Margen de error,0.013365350705931,
15,0.597,0.544,0.598,0.571,0.992,0.007,,,,
16,0.698,0.561,0.7,0.631,0.993,0.018,,,,
17,0.697,0.632,0.698,0.665,0.994,0.023,,MeanROC_AUC,0.59415,
18,0.625,0.526,0.627,0.576,0.992,0.009,,StdROC_AUC,0.031840313370876,
19,0.608,0.526,0.608,0.567,0.992,0.007,,n,100,
20,0.614,0.526,0.615,0.571,0.992,0.008,,Error estándar,0.003184031337088,
21,0.641,0.456,0.643,0.55,0.991,0.006,,Valor crítico,1.96,(95%)
22,0.678,0.491,0.68,0.586,0.992,0.011,,Margen de error,0.006240701420692,
23,0.664,0.509,0.666,0.587,0.992,0.011,,,,
24,0.639,0.456,0.641,0.548,0.991,0.006,,,,
25,0.582,0.579,0.582,0.58,0.992,0.008,,,,
26,0.621,0.596,0.621,0.609,0.993,0.012,,,,
27,0.619,0.649,0.619,0.634,0.994,0.015,,,,
28,0.623,0.526,0.624,0.575,0.992,0.008,,,,
29,0.626,0.386,0.629,0.507,0.989,0.001,,,,
30,0.646,0.561,0.647,0.604,0.993,0.012,,,,
