Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22
0.8206,0.3542,0.8251,0.537,0.7708,0.5347,0.8514,0.7083,0.8528,4091,17,31,867,2651,37,11,2307,4228,34,14,730
0.819,0.375,0.8233,0.5451,0.75,0.5432,0.8454,0.75,0.8463,4082,18,30,876,2693,36,12,2265,4196,36,12,762
0.8226,0.25,0.8282,0.5378,0.8125,0.5351,0.8242,0.6875,0.8255,4106,12,36,852,2653,39,9,2305,4093,33,15,865
0.8284,0.3333,0.8332,0.5477,0.7917,0.5454,0.8668,0.625,0.8691,4131,16,32,827,2704,38,10,2254,4309,30,18,649
0.821,0.3333,0.8257,0.5431,0.75,0.5411,0.8062,0.7083,0.8072,4094,16,32,864,2683,36,12,2275,4002,34,14,956
0.8174,0.3333,0.8221,0.533,0.7917,0.5305,0.8536,0.5833,0.8562,4076,16,32,882,2630,38,10,2328,4245,28,20,713
0.8194,0.3125,0.8243,0.5469,0.7917,0.5446,0.8534,0.5,0.8568,4087,15,33,871,2700,38,10,2258,4248,24,24,710
0.8164,0.2708,0.8217,0.5563,0.7917,0.5541,0.8244,0.625,0.8263,4074,13,35,884,2747,38,10,2211,4097,30,18,861
0.8238,0.3958,0.828,0.5437,0.6875,0.5424,0.8532,0.6667,0.855,4105,19,29,853,2689,33,15,2269,4239,32,16,719
0.826,0.2917,0.8312,0.5437,0.7083,0.5422,0.8322,0.6667,0.8338,4121,14,34,837,2688,34,14,2270,4134,32,16,824
0.8312,0.4375,0.835,0.5449,0.7917,0.5426,0.8486,0.5,0.852,4140,21,27,818,2690,38,10,2268,4224,24,24,734
0.8246,0.2917,0.8298,0.5443,0.7292,0.5426,0.8516,0.7083,0.853,4114,14,34,844,2690,35,13,2268,4229,34,14,729
0.8188,0.4375,0.8225,0.5362,0.7708,0.5339,0.8594,0.7083,0.8608,4078,21,27,880,2647,37,11,2311,4268,34,14,690
0.8258,0.3542,0.8304,0.5447,0.75,0.5428,0.8272,0.625,0.8292,4117,17,31,841,2691,36,12,2267,4111,30,18,847
0.8262,0.2917,0.8314,0.5489,0.7708,0.5468,0.8374,0.5833,0.8399,4122,14,34,836,2711,37,11,2247,4164,28,20,794
0.8148,0.3542,0.8193,0.5449,0.7917,0.5426,0.8424,0.5625,0.8451,4062,17,31,896,2690,38,10,2268,4190,27,21,768
0.8268,0.4375,0.8306,0.5481,0.8542,0.5452,0.8298,0.6042,0.832,4118,21,27,840,2703,41,7,2255,4125,29,19,833
0.825,0.2708,0.8304,0.5416,0.7708,0.5393,0.8586,0.5208,0.8618,4117,13,35,841,2674,37,11,2284,4273,25,23,685
0.8306,0.2708,0.836,0.5386,0.75,0.5365,0.8496,0.6875,0.8511,4145,13,35,813,2660,36,12,2298,4220,33,15,738
0.8214,0.3542,0.8259,0.5465,0.8333,0.5438,0.8202,0.6042,0.8223,4095,17,31,863,2696,40,8,2262,4077,29,19,881
0.8182,0.2917,0.8233,0.5419,0.7708,0.5397,0.7962,0.7708,0.7965,4082,14,34,876,2676,37,11,2282,3949,37,11,1009
0.8208,0.375,0.8251,0.5394,0.7292,0.5375,0.8238,0.6458,0.8255,4091,18,30,867,2665,35,13,2293,4093,31,17,865
0.8206,0.4375,0.8243,0.5515,0.75,0.5496,0.853,0.6875,0.8546,4087,21,27,871,2725,36,12,2233,4237,33,15,721
0.8284,0.3125,0.8334,0.5372,0.7917,0.5347,0.839,0.5833,0.8415,4132,15,33,826,2651,38,10,2307,4172,28,20,786
0.8302,0.375,0.8346,0.5423,0.8333,0.5395,0.81,0.5833,0.8122,4138,18,30,820,2675,40,8,2283,4027,28,20,931
0.8302,0.4167,0.8342,0.5487,0.8125,0.5462,0.8626,0.6042,0.8651,4136,20,28,822,2708,39,9,2250,4289,29,19,669
0.8218,0.3542,0.8263,0.5382,0.7292,0.5363,0.864,0.6875,0.8657,4097,17,31,861,2659,35,13,2299,4292,33,15,666
0.8288,0.3542,0.8334,0.536,0.75,0.5339,0.822,0.7083,0.8231,4132,17,31,826,2647,36,12,2311,4081,34,14,877
0.8168,0.4375,0.8205,0.5489,0.7708,0.5468,0.8298,0.5625,0.8324,4068,21,27,890,2711,37,11,2247,4127,27,21,831
0.821,0.4167,0.8249,0.534,0.7917,0.5315,0.8286,0.5625,0.8312,4090,20,28,868,2635,38,10,2323,4121,27,21,837
0.8386,0.3542,0.8433,0.5515,0.7708,0.5494,0.8488,0.7708,0.8495,4181,17,31,777,2724,37,11,2234,4212,37,11,746
0.8322,0.375,0.8366,0.5473,0.8125,0.5448,0.8448,0.7292,0.8459,4148,18,30,810,2701,39,9,2257,4194,35,13,764
0.8288,0.4583,0.8324,0.5517,0.7708,0.5496,0.8332,0.5833,0.8356,4127,22,26,831,2725,37,11,2233,4143,28,20,815
0.8308,0.3125,0.8358,0.5521,0.75,0.5502,0.8408,0.7083,0.8421,4144,15,33,814,2728,36,12,2230,4175,34,14,783
0.8242,0.2708,0.8296,0.541,0.7292,0.5391,0.8146,0.5833,0.8169,4113,13,35,845,2673,35,13,2285,4050,28,20,908
0.8168,0.3542,0.8213,0.5469,0.7917,0.5446,0.7974,0.7083,0.7983,4072,17,31,886,2700,38,10,2258,3958,34,14,1000
0.8168,0.3958,0.8209,0.5495,0.7083,0.548,0.8222,0.625,0.8241,4070,19,29,888,2717,34,14,2241,4086,30,18,872
0.8254,0.3125,0.8304,0.5527,0.875,0.5496,0.8058,0.625,0.8076,4117,15,33,841,2725,42,6,2233,4004,30,18,954
0.8224,0.3542,0.8269,0.5402,0.7708,0.5379,0.8326,0.6042,0.8348,4100,17,31,858,2667,37,11,2291,4139,29,19,819
0.829,0.3542,0.8336,0.5419,0.7917,0.5395,0.8198,0.625,0.8217,4133,17,31,825,2675,38,10,2283,4074,30,18,884
0.8264,0.2083,0.8324,0.5447,0.75,0.5428,0.827,0.6667,0.8286,4127,10,38,831,2691,36,12,2267,4108,32,16,850
0.8292,0.2917,0.8344,0.5459,0.6875,0.5446,0.8206,0.6875,0.8219,4137,14,34,821,2700,33,15,2258,4075,33,15,883
0.8226,0.375,0.8269,0.5489,0.7083,0.5474,0.8126,0.625,0.8144,4100,18,30,858,2714,34,14,2244,4038,30,18,920
0.8212,0.4167,0.8251,0.5435,0.8125,0.5409,0.8324,0.6667,0.834,4091,20,28,867,2682,39,9,2276,4135,32,16,823
0.8254,0.25,0.831,0.5523,0.7292,0.5506,0.8352,0.6458,0.837,4120,12,36,838,2730,35,13,2228,4150,31,17,808
0.819,0.25,0.8245,0.541,0.7083,0.5393,0.8294,0.6458,0.8312,4088,12,36,870,2674,34,14,2284,4121,31,17,837
0.8222,0.4792,0.8255,0.5392,0.8542,0.5361,0.8432,0.625,0.8453,4093,23,25,865,2658,41,7,2300,4191,30,18,767
0.828,0.2708,0.8334,0.5495,0.75,0.5476,0.8252,0.5625,0.8278,4132,13,35,826,2715,36,12,2243,4104,27,21,854
0.8192,0.4375,0.8229,0.5306,0.7708,0.5282,0.859,0.625,0.8612,4080,21,27,878,2619,37,11,2339,4270,30,18,688
0.8254,0.3125,0.8304,0.5463,0.75,0.5444,0.7897,0.7708,0.7898,4117,15,33,841,2699,36,12,2259,3916,37,11,1042
0.8276,0.2917,0.8328,0.5332,0.7083,0.5315,0.8302,0.6667,0.8318,4129,14,34,829,2635,34,14,2323,4124,32,16,834
0.8218,0.3542,0.8263,0.5421,0.8125,0.5395,0.8322,0.625,0.8342,4097,17,31,861,2675,39,9,2283,4136,30,18,822
0.827,0.25,0.8326,0.5408,0.7917,0.5383,0.7942,0.7083,0.7951,4128,12,36,830,2669,38,10,2289,3942,34,14,1016
0.8296,0.4167,0.8336,0.5553,0.7083,0.5539,0.8562,0.5833,0.8588,4133,20,28,825,2746,34,14,2212,4258,28,20,700
0.8168,0.375,0.8211,0.5487,0.8542,0.5458,0.8276,0.6042,0.8298,4071,18,30,887,2706,41,7,2252,4114,29,19,844
0.8306,0.3958,0.8348,0.5398,0.6875,0.5383,0.8236,0.5625,0.8261,4139,19,29,819,2669,33,15,2289,4096,27,21,862
0.8278,0.3333,0.8326,0.5497,0.8125,0.5472,0.8206,0.625,0.8225,4128,16,32,830,2713,39,9,2245,4078,30,18,880
0.8188,0.2708,0.8241,0.5457,0.7292,0.544,0.812,0.6458,0.8136,4086,13,35,872,2697,35,13,2261,4034,31,17,924
0.8274,0.4375,0.8312,0.5481,0.75,0.5462,0.8574,0.6458,0.8594,4121,21,27,837,2708,36,12,2250,4261,31,17,697
0.8234,0.3125,0.8284,0.5376,0.6667,0.5363,0.8242,0.6667,0.8257,4107,15,33,851,2659,32,16,2299,4094,32,16,864
0.816,0.3125,0.8209,0.5457,0.7292,0.544,0.8422,0.5625,0.8449,4070,15,33,888,2697,35,13,2261,4189,27,21,769
0.826,0.3125,0.831,0.5511,0.7917,0.5488,0.862,0.6667,0.8639,4120,15,33,838,2721,38,10,2237,4283,32,16,675
0.822,0.3125,0.8269,0.5398,0.7083,0.5381,0.8652,0.8125,0.8657,4100,15,33,858,2668,34,14,2290,4292,39,9,666
0.823,0.3333,0.8278,0.5493,0.7917,0.547,0.864,0.6667,0.8659,4104,16,32,854,2712,38,10,2246,4293,32,16,665
0.82,0.2708,0.8253,0.5414,0.8333,0.5385,0.8138,0.7083,0.8148,4092,13,35,866,2670,40,8,2288,4040,34,14,918
0.8242,0.4583,0.8278,0.5495,0.7708,0.5474,0.8224,0.5625,0.8249,4104,22,26,854,2714,37,11,2244,4090,27,21,868
0.8238,0.3958,0.828,0.5471,0.75,0.5452,0.8314,0.6667,0.833,4105,19,29,853,2703,36,12,2255,4130,32,16,828
0.8256,0.3542,0.8302,0.5601,0.7292,0.5585,0.8238,0.6875,0.8251,4116,17,31,842,2769,35,13,2189,4091,33,15,867
0.8296,0.2917,0.8348,0.5394,0.7917,0.5369,0.845,0.5833,0.8475,4139,14,34,819,2662,38,10,2296,4202,28,20,756
0.8224,0.1875,0.8286,0.5491,0.7292,0.5474,0.8262,0.7083,0.8273,4108,9,39,850,2714,35,13,2244,4102,34,14,856
0.8282,0.3958,0.8324,0.5392,0.75,0.5371,0.8308,0.5417,0.8336,4127,19,29,831,2663,36,12,2295,4133,26,22,825
0.8214,0.4167,0.8253,0.5336,0.7083,0.5319,0.8546,0.625,0.8568,4092,20,28,866,2637,34,14,2321,4248,30,18,710
0.8212,0.3542,0.8257,0.5505,0.7292,0.5488,0.869,0.625,0.8713,4094,17,31,864,2721,35,13,2237,4320,30,18,638
0.8254,0.2917,0.8306,0.5449,0.75,0.543,0.8272,0.625,0.8292,4118,14,34,840,2692,36,12,2266,4111,30,18,847
0.8134,0.2917,0.8185,0.5471,0.75,0.5452,0.8726,0.6458,0.8747,4058,14,34,900,2703,36,12,2255,4337,31,17,621
0.8208,0.375,0.8251,0.5342,0.7083,0.5325,0.8238,0.7292,0.8247,4091,18,30,867,2640,34,14,2318,4089,35,13,869
0.821,0.2708,0.8263,0.5505,0.7708,0.5484,0.8408,0.6875,0.8423,4097,13,35,861,2719,37,11,2239,4176,33,15,782
0.8132,0.2917,0.8183,0.5346,0.7292,0.5327,0.84,0.4792,0.8435,4057,14,34,901,2641,35,13,2317,4182,23,25,776
0.8248,0.375,0.8292,0.5465,0.7083,0.545,0.8706,0.625,0.8729,4111,18,30,847,2702,34,14,2256,4328,30,18,630
0.8262,0.375,0.8306,0.5451,0.7917,0.5428,0.8592,0.6042,0.8616,4118,18,30,840,2691,38,10,2267,4272,29,19,686
0.8218,0.3125,0.8267,0.5461,0.75,0.5442,0.8646,0.6042,0.8671,4099,15,33,859,2698,36,12,2260,4299,29,19,659
0.8266,0.3333,0.8314,0.5374,0.7292,0.5355,0.8418,0.625,0.8439,4122,16,32,836,2655,35,13,2303,4184,30,18,774
0.8268,0.3542,0.8314,0.5453,0.7083,0.5438,0.8324,0.6875,0.8338,4122,17,31,836,2696,34,14,2262,4134,33,15,824
0.8194,0.375,0.8237,0.5471,0.7708,0.545,0.8376,0.6042,0.8399,4084,18,30,874,2702,37,11,2256,4164,29,19,794
0.8266,0.375,0.831,0.5402,0.7292,0.5383,0.8244,0.5833,0.8267,4120,18,30,838,2669,35,13,2289,4099,28,20,859
0.8304,0.3542,0.835,0.5473,0.8542,0.5444,0.8268,0.5208,0.8298,4140,17,31,818,2699,41,7,2259,4114,25,23,844
0.8244,0.375,0.8288,0.5439,0.7292,0.5422,0.816,0.6667,0.8175,4109,18,30,849,2688,35,13,2270,4053,32,16,905
0.824,0.2917,0.8292,0.5392,0.8125,0.5365,0.842,0.7917,0.8425,4111,14,34,847,2660,39,9,2298,4177,38,10,781
0.8216,0.3542,0.8261,0.5396,0.7083,0.5379,0.839,0.6042,0.8413,4096,17,31,862,2667,34,14,2291,4171,29,19,787
0.828,0.3333,0.8328,0.5392,0.8125,0.5365,0.8178,0.7083,0.8189,4129,16,32,829,2660,39,9,2298,4060,34,14,898
0.818,0.4167,0.8219,0.5388,0.7708,0.5365,0.8761,0.4792,0.88,4075,20,28,883,2660,37,11,2298,4363,23,25,595
0.8164,0.2917,0.8215,0.5483,0.6875,0.547,0.8514,0.625,0.8536,4073,14,34,885,2712,33,15,2246,4232,30,18,726
0.8238,0.3542,0.8284,0.5437,0.7917,0.5413,0.8406,0.5208,0.8437,4107,17,31,851,2684,38,10,2274,4183,25,23,775
0.8164,0.2708,0.8217,0.5531,0.6875,0.5518,0.8474,0.6458,0.8493,4074,13,35,884,2736,33,15,2222,4211,31,17,747
0.8236,0.3542,0.8282,0.538,0.7708,0.5357,0.8294,0.625,0.8314,4106,17,31,852,2656,37,11,2302,4122,30,18,836
0.8248,0.5208,0.8278,0.5453,0.8958,0.542,0.8658,0.6458,0.8679,4104,25,23,854,2687,43,5,2271,4303,31,17,655
0.8134,0.4375,0.8171,0.5256,0.8333,0.5226,0.8604,0.5,0.8639,4051,21,27,907,2591,40,8,2367,4283,24,24,675
0.8122,0.375,0.8165,0.541,0.7917,0.5385,0.8628,0.5625,0.8657,4048,18,30,910,2670,38,10,2288,4292,27,21,666
0.8302,0.375,0.8346,0.5509,0.7292,0.5492,0.8544,0.6042,0.8568,4138,18,30,820,2723,35,13,2235,4248,29,19,710
0.8262,0.3333,0.831,0.5423,0.7708,0.5401,0.8448,0.5417,0.8477,4120,16,32,838,2678,37,11,2280,4203,26,22,755
0.821,0.2708,0.8263,0.5593,0.7292,0.5577,0.8362,0.6667,0.8378,4097,13,35,861,2765,35,13,2193,4154,32,16,804
0.8242,0.375,0.8286,0.5372,0.7292,0.5353,0.8188,0.7292,0.8197,4108,18,30,850,2654,35,13,2304,4064,35,13,894
0.8126,0.4167,0.8165,0.5376,0.7292,0.5357,0.8474,0.7917,0.8479,4048,20,28,910,2656,35,13,2302,4204,38,10,754
0.8166,0.3542,0.8211,0.5368,0.7708,0.5345,0.8304,0.6042,0.8326,4071,17,31,887,2650,37,11,2308,4128,29,19,830
0.8228,0.3333,0.8276,0.537,0.75,0.5349,0.8534,0.7292,0.8546,4103,16,32,855,2652,36,12,2306,4237,35,13,721
0.8168,0.4167,0.8207,0.5461,0.7292,0.5444,0.8628,0.4792,0.8665,4069,20,28,889,2699,35,13,2259,4296,23,25,662
0.8188,0.3542,0.8233,0.5408,0.7708,0.5385,0.83,0.5625,0.8326,4082,17,31,876,2670,37,11,2288,4128,27,21,830
0.8214,0.375,0.8257,0.5511,0.75,0.5492,0.8584,0.625,0.8606,4094,18,30,864,2723,36,12,2235,4267,30,18,691
0.8234,0.3125,0.8284,0.5461,0.6875,0.5448,0.8308,0.5833,0.8332,4107,15,33,851,2701,33,15,2257,4131,28,20,827
0.824,0.3125,0.829,0.5497,0.7083,0.5482,0.814,0.5833,0.8163,4110,15,33,848,2718,34,14,2240,4047,28,20,911
0.8302,0.4167,0.8342,0.5557,0.8125,0.5532,0.8576,0.5208,0.8608,4136,20,28,822,2743,39,9,2215,4268,25,23,690
0.8294,0.3958,0.8336,0.5451,0.7292,0.5434,0.8324,0.5208,0.8354,4133,19,29,825,2694,35,13,2264,4142,25,23,816
0.819,0.3542,0.8235,0.5427,0.7708,0.5405,0.8622,0.6042,0.8647,4083,17,31,875,2680,37,11,2278,4287,29,19,671
0.823,0.2083,0.829,0.5471,0.6458,0.5462,0.8732,0.5208,0.8766,4110,10,38,848,2708,31,17,2250,4346,25,23,612
0.8184,0.4167,0.8223,0.5445,0.8125,0.542,0.83,0.625,0.832,4077,20,28,881,2687,39,9,2271,4125,30,18,833
0.8268,0.375,0.8312,0.5481,0.8333,0.5454,0.8458,0.625,0.8479,4121,18,30,837,2704,40,8,2254,4204,30,18,754
0.8202,0.3125,0.8251,0.5406,0.8333,0.5377,0.8448,0.6042,0.8471,4091,15,33,867,2666,40,8,2292,4200,29,19,758
0.8238,0.3542,0.8284,0.5465,0.7708,0.5444,0.8464,0.6667,0.8481,4107,17,31,851,2699,37,11,2259,4205,32,16,753
0.8222,0.4375,0.8259,0.5398,0.8542,0.5367,0.8228,0.6458,0.8245,4095,21,27,863,2661,41,7,2297,4088,31,17,870
0.8264,0.2917,0.8316,0.5435,0.625,0.5428,0.8286,0.6667,0.8302,4123,14,34,835,2691,30,18,2267,4116,32,16,842
0.8224,0.3333,0.8271,0.5435,0.7292,0.5418,0.8548,0.6875,0.8564,4101,16,32,857,2686,35,13,2272,4246,33,15,712
0.818,0.2917,0.8231,0.5394,0.7292,0.5375,0.8344,0.7083,0.8356,4081,14,34,877,2665,35,13,2293,4143,34,14,815
0.8242,0.3958,0.8284,0.5296,0.8125,0.5268,0.8484,0.6875,0.8499,4107,19,29,851,2612,39,9,2346,4214,33,15,744
0.824,0.3958,0.8282,0.5485,0.8125,0.546,0.8174,0.7708,0.8179,4106,19,29,852,2707,39,9,2251,4055,37,11,903
0.8222,0.3958,0.8263,0.5459,0.8542,0.543,0.854,0.5208,0.8572,4097,19,29,861,2692,41,7,2266,4250,25,23,708
0.8224,0.2917,0.8276,0.5437,0.7083,0.5422,0.8658,0.7708,0.8667,4103,14,34,855,2688,34,14,2270,4297,37,11,661
0.8216,0.3125,0.8265,0.5414,0.7708,0.5391,0.8116,0.6042,0.8136,4098,15,33,860,2673,37,11,2285,4034,29,19,924
0.8284,0.3542,0.833,0.5489,0.7083,0.5474,0.8392,0.6458,0.8411,4130,17,31,828,2714,34,14,2244,4170,31,17,788
0.824,0.5,0.8271,0.5356,0.875,0.5323,0.818,0.7083,0.8191,4101,24,24,857,2639,42,6,2319,4061,34,14,897
0.826,0.5,0.8292,0.536,0.7292,0.5341,0.8412,0.4792,0.8447,4111,24,24,847,2648,35,13,2310,4188,23,25,770
0.8288,0.3542,0.8334,0.5465,0.7708,0.5444,0.844,0.4375,0.8479,4132,17,31,826,2699,37,11,2259,4204,21,27,754
0.8258,0.4375,0.8296,0.5531,0.8333,0.5504,0.8506,0.7292,0.8518,4113,21,27,845,2729,40,8,2229,4223,35,13,735
0.8142,0.3542,0.8187,0.5441,0.7083,0.5426,0.849,0.7292,0.8501,4059,17,31,899,2690,34,14,2268,4215,35,13,743
0.8236,0.2917,0.8288,0.5427,0.6875,0.5413,0.8514,0.6875,0.853,4109,14,34,849,2684,33,15,2274,4229,33,15,729
0.825,0.3333,0.8298,0.5465,0.7917,0.5442,0.8404,0.5833,0.8429,4114,16,32,844,2698,38,10,2260,4179,28,20,779
0.8192,0.3125,0.8241,0.5392,0.7708,0.5369,0.8396,0.4792,0.8431,4086,15,33,872,2662,37,11,2296,4180,23,25,778
0.8226,0.3333,0.8273,0.5404,0.7708,0.5381,0.8692,0.7292,0.8705,4102,16,32,856,2668,37,11,2290,4316,35,13,642
0.8212,0.375,0.8255,0.5435,0.6875,0.5422,0.8056,0.6875,0.8068,4093,18,30,865,2688,33,15,2270,4000,33,15,958
0.8242,0.2917,0.8294,0.5408,0.8125,0.5381,0.7747,0.6458,0.7759,4112,14,34,846,2668,39,9,2290,3847,31,17,1111
0.8272,0.2708,0.8326,0.5487,0.6875,0.5474,0.8442,0.6667,0.8459,4128,13,35,830,2714,33,15,2244,4194,32,16,764
0.8204,0.4583,0.8239,0.5396,0.75,0.5375,0.8252,0.5833,0.8276,4085,22,26,873,2665,36,12,2293,4103,28,20,855
0.8196,0.3333,0.8243,0.5493,0.75,0.5474,0.8534,0.625,0.8556,4087,16,32,871,2714,36,12,2244,4242,30,18,716
0.8214,0.3125,0.8263,0.5416,0.6875,0.5401,0.8514,0.5833,0.854,4097,15,33,861,2678,33,15,2280,4234,28,20,724
0.8198,0.3958,0.8239,0.5615,0.875,0.5585,0.8394,0.75,0.8403,4085,19,29,873,2769,42,6,2189,4166,36,12,792
0.8144,0.2292,0.8201,0.5416,0.6875,0.5401,0.8208,0.6875,0.8221,4066,11,37,892,2678,33,15,2280,4076,33,15,882
0.813,0.375,0.8173,0.5423,0.7917,0.5399,0.8444,0.625,0.8465,4052,18,30,906,2677,38,10,2281,4197,30,18,761
0.8206,0.3958,0.8247,0.5356,0.8125,0.5329,0.8458,0.6042,0.8481,4089,19,29,869,2642,39,9,2316,4205,29,19,753
0.8268,0.2917,0.832,0.541,0.7292,0.5391,0.8636,0.6667,0.8655,4125,14,34,833,2673,35,13,2285,4291,32,16,667
0.8182,0.25,0.8237,0.541,0.75,0.5389,0.8266,0.6667,0.8282,4084,12,36,874,2672,36,12,2286,4106,32,16,852
0.8116,0.375,0.8159,0.5414,0.7708,0.5391,0.8506,0.625,0.8528,4045,18,30,913,2673,37,11,2285,4228,30,18,730
0.823,0.3125,0.828,0.5509,0.8125,0.5484,0.8264,0.7708,0.8269,4105,15,33,853,2719,39,9,2239,4100,37,11,858
0.819,0.2917,0.8241,0.5525,0.7083,0.551,0.8188,0.6458,0.8205,4086,14,34,872,2732,34,14,2226,4068,31,17,890
0.8202,0.3958,0.8243,0.5324,0.7292,0.5305,0.8791,0.4583,0.8832,4087,19,29,871,2630,35,13,2328,4379,22,26,579
0.8232,0.3333,0.828,0.537,0.7708,0.5347,0.8144,0.5833,0.8167,4105,16,32,853,2651,37,11,2307,4049,28,20,909
0.8152,0.375,0.8195,0.5372,0.75,0.5351,0.8702,0.6042,0.8727,4063,18,30,895,2653,36,12,2305,4327,29,19,631
0.825,0.4167,0.829,0.5344,0.75,0.5323,0.8468,0.6667,0.8485,4110,20,28,848,2639,36,12,2319,4207,32,16,751
0.8198,0.3958,0.8239,0.536,0.75,0.5339,0.8592,0.6042,0.8616,4085,19,29,873,2647,36,12,2311,4272,29,19,686
0.826,0.2708,0.8314,0.5431,0.7083,0.5415,0.8442,0.6458,0.8461,4122,13,35,836,2685,34,14,2273,4195,31,17,763
0.8292,0.3333,0.834,0.5479,0.625,0.5472,0.8448,0.5208,0.8479,4135,16,32,823,2713,30,18,2245,4204,25,23,754
0.8156,0.3958,0.8197,0.538,0.7292,0.5361,0.836,0.5625,0.8386,4064,19,29,894,2658,35,13,2300,4158,27,21,800
0.819,0.3958,0.8231,0.538,0.7708,0.5357,0.842,0.625,0.8441,4081,19,29,877,2656,37,11,2302,4185,30,18,773
0.8264,0.3542,0.831,0.5416,0.7708,0.5393,0.8548,0.6667,0.8566,4120,17,31,838,2674,37,11,2284,4247,32,16,711
0.8184,0.3542,0.8229,0.5412,0.7292,0.5393,0.8522,0.6042,0.8546,4080,17,31,878,2674,35,13,2284,4237,29,19,721
0.8172,0.3125,0.8221,0.5455,0.8125,0.543,0.8482,0.5833,0.8507,4076,15,33,882,2692,39,9,2266,4218,28,20,740
0.819,0.4375,0.8227,0.5396,0.8333,0.5367,0.8168,0.7292,0.8177,4079,21,27,879,2661,40,8,2297,4054,35,13,904
0.8248,0.3333,0.8296,0.5585,0.75,0.5567,0.8392,0.5417,0.8421,4113,16,32,845,2760,36,12,2198,4175,26,22,783
0.8206,0.375,0.8249,0.5352,0.7708,0.5329,0.8338,0.5625,0.8364,4090,18,30,868,2642,37,11,2316,4147,27,21,811
0.8232,0.375,0.8276,0.536,0.7292,0.5341,0.8284,0.7292,0.8294,4103,18,30,855,2648,35,13,2310,4112,35,13,846
0.828,0.3333,0.8328,0.5431,0.75,0.5411,0.8346,0.4792,0.838,4129,16,32,829,2683,36,12,2275,4155,23,25,803
0.815,0.2917,0.8201,0.5427,0.8125,0.5401,0.8538,0.5208,0.857,4066,14,34,892,2678,39,9,2280,4249,25,23,709
0.8132,0.25,0.8187,0.5372,0.7292,0.5353,0.8298,0.6042,0.832,4059,12,36,899,2654,35,13,2304,4125,29,19,833
0.8298,0.3333,0.8346,0.5421,0.6667,0.5409,0.8204,0.7292,0.8213,4138,16,32,820,2682,32,16,2276,4072,35,13,886
0.8226,0.2917,0.8278,0.5421,0.7708,0.5399,0.8118,0.5625,0.8142,4104,14,34,854,2677,37,11,2281,4037,27,21,921
0.8262,0.3958,0.8304,0.5511,0.8125,0.5486,0.8152,0.75,0.8159,4117,19,29,841,2720,39,9,2238,4045,36,12,913
0.8128,0.375,0.8171,0.5306,0.75,0.5284,0.8308,0.75,0.8316,4051,18,30,907,2620,36,12,2338,4123,36,12,835
0.8188,0.375,0.8231,0.5416,0.7708,0.5393,0.8763,0.4792,0.8802,4081,18,30,877,2674,37,11,2284,4364,23,25,594
0.8222,0.2917,0.8273,0.5384,0.8542,0.5353,0.8452,0.7083,0.8465,4102,14,34,856,2654,41,7,2304,4197,34,14,761
0.8248,0.2917,0.83,0.5495,0.6667,0.5484,0.8154,0.7708,0.8159,4115,14,34,843,2719,32,16,2239,4045,37,11,913
0.821,0.25,0.8265,0.534,0.7708,0.5317,0.8464,0.625,0.8485,4098,12,36,860,2636,37,11,2322,4207,30,18,751
0.8216,0.3542,0.8261,0.5378,0.8125,0.5351,0.8328,0.625,0.8348,4096,17,31,862,2653,39,9,2305,4139,30,18,819
0.8166,0.3333,0.8213,0.5457,0.8125,0.5432,0.841,0.5208,0.8441,4072,16,32,886,2693,39,9,2265,4185,25,23,773
0.8178,0.4792,0.8211,0.5358,0.9167,0.5321,0.837,0.6458,0.8388,4071,23,25,887,2638,44,4,2320,4159,31,17,799
0.829,0.3333,0.8338,0.5503,0.75,0.5484,0.8084,0.7083,0.8094,4134,16,32,824,2719,36,12,2239,4013,34,14,945
0.8228,0.4167,0.8267,0.5416,0.7917,0.5391,0.8208,0.6458,0.8225,4099,20,28,859,2673,38,10,2285,4078,31,17,880
0.8208,0.4167,0.8247,0.54,0.7917,0.5375,0.8236,0.625,0.8255,4089,20,28,869,2665,38,10,2293,4093,30,18,865
0.8162,0.3125,0.8211,0.5435,0.7708,0.5413,0.8304,0.6875,0.8318,4071,15,33,887,2684,37,11,2274,4124,33,15,834
0.813,0.3125,0.8179,0.5262,0.75,0.524,0.8462,0.7083,0.8475,4055,15,33,903,2598,36,12,2360,4202,34,14,756
0.8252,0.4375,0.829,0.5519,0.8333,0.5492,0.8172,0.6875,0.8185,4110,21,27,848,2723,40,8,2235,4058,33,15,900
0.8186,0.3333,0.8233,0.5479,0.7917,0.5456,0.8508,0.5625,0.8536,4082,16,32,876,2705,38,10,2253,4232,27,21,726
0.8222,0.375,0.8265,0.5469,0.7708,0.5448,0.8296,0.75,0.8304,4098,18,30,860,2701,37,11,2257,4117,36,12,841
0.8272,0.3125,0.8322,0.5491,0.75,0.5472,0.8604,0.5833,0.863,4126,15,33,832,2713,36,12,2245,4279,28,20,679
0.8204,0.375,0.8247,0.5414,0.7708,0.5391,0.8452,0.625,0.8473,4089,18,30,869,2673,37,11,2285,4201,30,18,757
