learning_rate,max_depth,n_estimators,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.1,1,1,0.6456567663444234,0.627395774382192,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,2,0.6507202952006893,0.645816827013771,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,4,0.6585942011266765,0.6594769854744388,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,8,0.7468183305048888,0.695786172420298,0.9975806451612902,0.9975806451612904,0.9421192507108003,0.9422815404904601,0.19889506700883947,0.19649122807017544
0.1,1,16,0.7979547337736201,0.7549436427089229,0.9974910394265233,0.9935483870967742,0.9444334479848931,0.9402023531556812,0.23411035072711722,0.19649122807017544
0.1,1,32,0.8162814603767374,0.7529062912657989,0.9941756272401434,0.9911290322580646,0.9468403616307357,0.9429103214405382,0.2944040490447676,0.25526315789473686
0.1,1,64,0.8416476570668188,0.7656727504244483,0.9942652329749105,0.989516129032258,0.9495968663616159,0.9439048396840422,0.3344560878243513,0.28216374269005845
0.1,1,100,0.8503417224690404,0.7614695340501793,0.9944444444444447,0.989516129032258,0.9512750992322179,0.9460999158380139,0.3577487881380097,0.3143274853801169
0.1,1,128,0.854685364933216,0.7652813148462554,0.9946236559139786,0.989516129032258,0.9522206579759919,0.9468339380806821,0.37030938123752494,0.3248538011695906
0.1,2,1,0.6960793019695376,0.6502275514053951,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,2,0.759392278550937,0.7007062346727033,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,4,0.7862788120635331,0.7532305225429164,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,8,0.7930128781735045,0.7558538483305036,0.9971326164874552,0.9951612903225808,0.94574186514352,0.9420688340569601,0.2562161391502709,0.2134502923976608
0.1,2,16,0.823665184032856,0.7534038388983211,0.9966845878136199,0.9935483870967742,0.950159340353087,0.9455778840746365,0.3249108925007129,0.2769005847953216
0.1,2,32,0.8638911405299998,0.770797962648557,0.996505376344086,0.9935483870967742,0.9538602151271796,0.9492128448873579,0.3804640718562874,0.3307017543859649
0.1,2,64,0.8821773264147588,0.7652376910016978,0.9964157706093191,0.9919354838709677,0.9589554237428546,0.9498719231896551,0.4551397205588822,0.3526315789473684
0.1,2,100,0.8993054805008519,0.7703098471986418,0.9963261648745521,0.9879032258064516,0.9617297510221576,0.9489128250490959,0.49576204733390367,0.3690058479532164
0.1,2,128,0.9116987032080234,0.7687830126391247,0.996236559139785,0.985483870967742,0.9636008741173899,0.948061539857558,0.5232570573139436,0.3742690058479532
0.1,3,1,0.7731706406056295,0.7468213544614224,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,3,2,0.7891662447634175,0.7573747877758914,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,3,4,0.8006278677284449,0.7599662799471799,1.0,1.0,0.9304654202361877,0.9302357016135845,0.003585685771314514,0.0
0.1,3,8,0.8242436482002711,0.7497535842293906,0.9975806451612902,0.9943548387096774,0.9501204920298607,0.9441743406830889,0.31775021385799834,0.25
0.1,3,16,0.8582668859669296,0.7637933880399925,0.9969534050179212,0.9919354838709677,0.9543695729261561,0.94872748772247,0.38465568862275445,0.3362573099415204
0.1,3,32,0.888892205668029,0.7674483588002264,0.996863799283154,0.9870967741935484,0.9606721755126182,0.9477547304366789,0.4766395779868834,0.3578947368421052
0.1,3,64,0.9174011184620008,0.770897000565931,0.9972222222222223,0.9846774193548388,0.9663136247313115,0.94763486009086,0.5549080410607357,0.37397660818713446
0.1,3,100,0.9425278842596425,0.76715242407093,0.9981182795698924,0.981451612903226,0.9714849306274844,0.9459758721288459,0.6218170801254633,0.37368421052631573
0.1,3,128,0.957602942476542,0.7684139784946237,0.9988351254480285,0.9758064516129032,0.9747314451764277,0.9441291079170572,0.6624429712004563,0.39035087719298245
0.1,4,1,0.801079408004268,0.75459229390681,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,4,2,0.810520971944999,0.7568265421618563,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,4,4,0.8216591570443343,0.7547373137143933,1.0,1.0,0.9306206142151898,0.9302357016135845,0.005977331052181352,0.0
0.1,4,8,0.8475385730075946,0.7595206093189965,0.9991039426523297,0.9887096774193548,0.9549171007058147,0.9404922974841169,0.37688195038494443,0.24035087719298245
0.1,4,16,0.8738070310352158,0.7705880965855498,0.9982078853046594,0.9870967741935484,0.9616760779454957,0.944409168267984,0.48142999714855994,0.310233918128655
0.1,4,32,0.9210810585689858,0.7693017826825128,0.9977598566308243,0.9838709677419356,0.9688127975809273,0.946490819271049,0.5865625891074993,0.3634502923976608
0.1,4,64,0.9567789807609565,0.7784521788341823,0.9991935483870966,0.9741935483870968,0.9746993854927138,0.9429208326681066,0.6594632164242942,0.3850877192982456
0.1,4,100,0.98237445040794,0.7675898415393323,0.999731182795699,0.970967741935484,0.9805376273397053,0.9423012634097271,0.7370972341032221,0.40175438596491225
0.1,4,128,0.9928373348030002,0.7624858517260895,0.9998207885304659,0.9661290322580645,0.984391194989156,0.9389869506648149,0.7896564014827487,0.3912280701754386
0.1,5,1,0.814938771650248,0.7287186379928317,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,5,2,0.8288291392764906,0.7434705715902661,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,5,4,0.8439520760067166,0.756220524429353,1.0,1.0,0.9303101292205085,0.9302357016135845,0.0011904761904761904,0.0
0.1,5,8,0.8613776718835753,0.7414261460101867,0.999910394265233,0.988709677419355,0.9599626034426432,0.9397999439913571,0.4443577131451383,0.22982456140350874
0.1,5,16,0.8931244078662951,0.7476502075080174,0.9998207885304659,0.985483870967742,0.9662305543355313,0.9429037712167332,0.5352010265183919,0.29970760233918126
