,Clasificador,Accuracy,Balanced_Accuracy,Recall,Specificity,F1,ROC_AUC
0,KNeighbors,0.8674972914409533,0.5942817392944727,0.963709677419355,0.22485380116959064,0.9258726275960605,0.5942817392944727
1,GradientBoosting,0.8926524180045308,0.6543883229579323,0.9766129032258064,0.33216374269005844,0.9403748629643882,0.6543883229579325
2,RandomForest,0.89407071801438,0.6547561780796076,0.978225806451613,0.3312865497076023,0.9413274085023104,0.6547561780796077
3,GaussianNB,0.8849453363537869,0.5835762120354648,0.9911290322580646,0.17602339181286547,0.9373321503890498,0.5835762120354648
4,AdaBoost,0.8996405003447256,0.6671877947557064,0.9814516129032258,0.3529239766081871,0.944346238173153,0.6671877947557064
5,LinearSVC,0.8019058406382349,0.6931145066968496,0.8403225806451614,0.5459064327485381,0.8754970224907632,0.6931145066968496
6,SGD,0.7015561902885845,0.6453900207508017,0.7217741935483871,0.5690058479532164,0.7806312916507175,0.6453900207508018
7,SVC,0.6777996651236089,0.6206847764572723,0.6983870967741935,0.5429824561403509,0.7837964222350177,0.6206847764572723
