,Clasificador,Accuracy,Balanced_Accuracy,Recall,Specificity,F1,ROC_AUC
0,GradientBoosting,0.9065159574468088,0.6942411924119241,0.9805458768873406,0.40793650793650793,0.9481890568238681,0.6942411924119241
1,AdaBoost,0.9022310874704492,0.6815137437088655,0.9789005032907474,0.38412698412698404,0.9457191365929586,0.6815137437088655
2,GaussianNB,0.8912234042553195,0.5837204800619434,0.9991869918699188,0.16825396825396827,0.9411967307128654,0.5837204800619434
3,RandomForest,0.9080082742316787,0.6997967479674797,0.9805458768873406,0.419047619047619,0.9488797658853175,0.6997967479674797
4,SGD,0.9009751773049648,0.6510549748354626,0.9886178861788618,0.3134920634920634,0.9455707122815852,0.6510549748354626
5,KNeighbors,0.8842641843971631,0.6172280294231514,0.9773132017034458,0.2571428571428571,0.9359500782893893,0.6172280294231514
6,LinearSVC,0.9003546099290783,0.6269454123112659,0.9967479674796749,0.2571428571428572,0.9457742388815407,0.6269454123112659
7,SVC,0.8919326241134756,0.5864982578397213,0.9991869918699188,0.17380952380952383,0.9415706477215291,0.5864982578397213
