max_depth,n_estimators,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
1,1,0.8260846366212368,0.8089677927706097,0.7237845928726264,0.6852386342199586,0.8621863799283155,0.853225806451613,0.8956188096416277,0.8813601429249867,0.5853828058169375,0.5172514619883041
1,2,0.8147846388065355,0.8138481237072787,0.7379878731400485,0.7246698736087531,0.8432795698924732,0.845967741935484,0.8877753679491047,0.8831945844907834,0.6248823781009409,0.6020467836257309
1,4,0.8172787931323343,0.8138481237072787,0.7689624319589188,0.749121627994718,0.846863799283154,0.845967741935484,0.8895448368691277,0.8831945844907834,0.6200919589392643,0.6020467836257309
1,8,0.81992804296783,0.8159607997636167,0.7819149527366158,0.7618550745142425,0.8517025089605734,0.8483870967741935,0.8915603493511333,0.8846740303573698,0.6081230396350157,0.6020467836257309
1,16,0.8213292443965298,0.8187777011720675,0.8046594726573479,0.7857550462176948,0.849910394265233,0.85,0.8920692204501657,0.8864597446430841,0.6308098089535215,0.613157894736842
1,32,0.8201616271248995,0.8061213434452872,0.8147521345557733,0.797873042822109,0.8412186379928317,0.829032258064516,0.8904632496079188,0.876197792178543,0.6797298260621615,0.6564327485380117
1,64,0.8289664993699055,0.8251009553826455,0.8199096271103465,0.7924707602339182,0.8545698924731184,0.8548387096774193,0.8967201874291053,0.8913683297380425,0.658286997433704,0.6289473684210527
1,100,0.8295897951403812,0.8251009553826455,0.8210568462409539,0.7926240332012828,0.8554659498207886,0.8556451612903226,0.8971559501408295,0.8915305390757068,0.6570893926432848,0.623391812865497
1,128,0.8294339711977623,0.8251009553826455,0.8224386065298998,0.7951990190530089,0.8556451612903224,0.8556451612903226,0.8970916267646565,0.8915305390757068,0.654697747362418,0.623391812865497
2,1,0.8142384355203317,0.8082143208903773,0.8055426557279706,0.7837825410299943,0.8276881720430108,0.8258064516129032,0.8855948401899901,0.8764817864937806,0.7246079270031365,0.6935672514619883
2,2,0.8186807836966998,0.8131438983551661,0.810169252828189,0.7820163648368232,0.8336917562724014,0.8314516129032257,0.8887739087361266,0.8808590663270269,0.7186092101511263,0.6935672514619883
2,4,0.8181351874379313,0.8131438983551661,0.8156046729505659,0.7954301075268817,0.8327956989247312,0.8314516129032257,0.8883683901470644,0.8808590663270269,0.7204056173367551,0.6935672514619883
2,8,0.8158749207829196,0.8110115236875799,0.8327919525771804,0.8021623278626674,0.8296594982078854,0.8258064516129032,0.8867597023454765,0.8779924907907548,0.7239948674080411,0.7146198830409356
2,16,0.8222651592961394,0.8201566039594208,0.8481373227048208,0.7997771646859084,0.8364695340501791,0.8354838709677418,0.8910698694863747,0.8854799081033488,0.72759124607927,0.7195906432748538
