max_depth,n_estimators,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
1,1,0.6890277362975696,0.6828868314783808,0.6673364484548568,0.6600382003395586,0.6966845878136201,0.6911290322580645,0.7956962586805554,0.7880737583644363,0.6379883090960937,0.6289473684210526
1,2,0.6922233715274996,0.68218753077908,0.6691963790672624,0.6592977740049047,0.7009856630824374,0.6911290322580645,0.7983731279508666,0.7877158809477354,0.6337966923296265,0.6236842105263157
1,4,0.6955753163219965,0.6271890081749236,0.7815426734217177,0.7189916996793058,0.6880824372759856,0.6096774193548387,0.7969130888672904,0.7150563292397608,0.7454804676361563,0.7473684210526317
1,8,0.7004830117301981,0.639165763813651,0.7604853768525418,0.7231182795698925,0.6942652329749104,0.6241935483870968,0.801088834743059,0.7270291493805516,0.7419054747647562,0.7421052631578948
1,16,0.7645886903504491,0.6890869693686594,0.7924316864862184,0.7205303244670817,0.7788530465949821,0.7056451612903225,0.847802550881459,0.7889387154293817,0.6698460222412319,0.5769005847953217
1,32,0.69385955327637,0.6426721166157786,0.7937895298752213,0.7202933408790795,0.6836917562724013,0.6274193548387097,0.7950688898563543,0.7362061888323838,0.7616231822070145,0.7467836257309942
1,64,0.8628621222164756,0.8059933024721756,0.7966051527896586,0.7448736087530655,0.9178315412186379,0.8572580645161292,0.9204986373776636,0.8685868857268579,0.4963644140290847,0.46578947368421053
1,100,0.832308731725439,0.7647345612134344,0.7973088896451846,0.7457649500094322,0.8742831541218639,0.8056451612903226,0.8974090995193158,0.8402406941317345,0.5526518391787854,0.49210526315789477
1,128,0.8814099062021207,0.816522210184182,0.7971191673233153,0.7460785700811169,0.9453405017921147,0.875,0.9325843100352318,0.8777022164455385,0.4551112061591104,0.42777777777777776
2,1,0.7778494474836284,0.7474539544962079,0.7685843590596585,0.756668553103188,0.8010752688172043,0.7790322580645161,0.8567586992269505,0.8352983521749863,0.6230930995152553,0.5362573099415205
2,2,0.7399844722382073,0.7109278045897764,0.7750110538012558,0.7489388794567063,0.7485663082437275,0.721774193548387,0.8298908258161106,0.807630612197855,0.6827915597376675,0.639766081871345
2,4,0.8606058619425363,0.7982615975573722,0.8010719664102414,0.754791548764384,0.9127240143369175,0.8435483870967744,0.9190200331367459,0.8604714443902706,0.5130524664955802,0.4985380116959065
2,8,0.8366738660120483,0.7514133753570373,0.8162398161945438,0.7518699302018487,0.8688172043010752,0.7758064516129032,0.9012004706534397,0.819547779030044,0.6224978614200171,0.5900584795321637
2,16,0.8574099231988889,0.7975475228996356,0.8190028688782188,0.7508889832107151,0.899462365591398,0.8362903225806452,0.9163857173758277,0.8568276574272483,0.5770387795836898,0.5418128654970762
2,32,0.8635642708507854,0.8004038215305821,0.8247494178948811,0.7510646576117714,0.9034946236559138,0.8346774193548387,0.920075893156951,0.8614923517112633,0.5973481608212147,0.5739766081871345
2,64,0.8538260939241411,0.7933320200925835,0.8252681544872364,0.7525290039615167,0.8950716845878137,0.8306451612903227,0.9140955531580705,0.852540803165722,0.5788351867693184,0.5467836257309943
2,100,0.8539047039770009,0.7912341179946814,0.8265391867315035,0.7572781079041689,0.8988351254480287,0.8306451612903227,0.914464335695256,0.8513929770787655,0.5543341887653266,0.5309941520467837
2,128,0.8557730130170963,0.7961636954594701,0.8275783877713083,0.7533779003961516,0.9032258064516128,0.8370967741935486,0.9157816181797678,0.8588976139741857,0.5393962075848304,0.525438596491228
