,Clasificador,Accuracy,Balanced_Accuracy,Recall,Specificity,F1,ROC_AUC
0,AdaBoost,0.936963906581741,0.49797068254695376,0.9959413650939075,0.0,0.9674524819508561,0.49797068254695376
1,SVC,0.5335689010211302,0.5421680322159805,0.5322892808062301,0.552046783625731,0.6791389205059005,0.5421680322159805
2,RandomForest,0.9430098068951571,0.5513070999188305,0.995596655978012,0.10701754385964912,0.9704729270569118,0.5513070999188305
3,GaussianNB,0.06589829137599837,0.5035501603298214,0.007100320659642693,1.0,0.014027472987737887,0.5035501603298214
4,KNeighbors,0.9299595591952279,0.5046813126686007,0.9871404031149794,0.02222222222222222,0.9636448690781154,0.5046813126686007
5,LinearSVC,0.6284298857547265,0.570723081466837,0.6361830050389373,0.5052631578947369,0.7613932801941037,0.5707230814668371
6,SGD,0.5554514204832677,0.5099024559796191,0.561032982134677,0.4587719298245615,0.6520874933684058,0.5099024559796193
7,GradientBoosting,0.9382357698918208,0.5212443141178645,0.9942430142006413,0.04824561403508772,0.9680252301270853,0.5212443141178645
