C,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.1,0.8263174316426405,0.8258248793460062,0.8182738114400998,0.7999929258630447,0.8596774193548388,0.8596774193548387,0.8958853778951618,0.8925726971153424,0.603942115768463,0.6023391812865497
1,0.8183690751087186,0.8159460258051807,0.8270401337621737,0.807628277683456,0.8362903225806452,0.8362903225806451,0.888931132694324,0.8834638592613647,0.6989093242087253,0.6815789473684211
