learning_rate,max_depth,n_estimators,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.05,4,128,0.9600277290132404,0.9024377031419284,0.9746388463472442,0.777645727221279,0.9995519713261649,0.9709677419354839,0.9775246154112747,0.9452774250675159,0.696514114627887,0.4444444444444445
0.05,5,1,0.8695653440752908,0.8695754949276076,0.8386037784262503,0.7906385587624978,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,2,0.8695653440752908,0.8695754949276076,0.8414681725259158,0.7907894736842106,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,4,0.8695653440752908,0.8695754949276076,0.8436563205514215,0.7906550650820601,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,8,0.8695653440752908,0.868871269575495,0.8498237428113562,0.7967765515940388,1.0,0.9991935483870968,0.9302325969153813,0.9298328075860628,0.0,0.0
0.05,5,16,0.9317431035613086,0.90804688269477,0.8735024478692385,0.7936486040369741,1.0,0.982258064516129,0.9622385680355101,0.948797567180088,0.47665739948674074,0.41228070175438597
0.05,5,32,0.9421833077167756,0.908041958041958,0.8996019529681037,0.8014501980758348,1.0,0.9798387096774194,0.9678324911825514,0.9486654615992226,0.5566581123467351,0.4283625730994152
0.05,5,64,0.9555082276498569,0.8975032010243277,0.9643272530719411,0.7853860120731937,1.0,0.9653225806451614,0.9750588483756587,0.942162265732567,0.6588644140290847,0.4444444444444445
0.05,5,100,0.9621307148597887,0.8996257263862899,0.9832377711295279,0.7720229673646483,0.9998207885304659,0.9661290322580645,0.9786909639715476,0.9433915475718939,0.7108069575135444,0.4549707602339181
0.05,5,128,0.9702344704171251,0.9010144784792672,0.991312932251217,0.7621215336728919,0.9994623655913978,0.964516129032258,0.9831677810778124,0.9440746014514078,0.7753350441973196,0.47602339181286546
0.1,1,1,0.8695653440752908,0.8695754949276076,0.6139463584352033,0.6102292020373514,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,2,0.8695653440752908,0.8695754949276076,0.6412553589058442,0.6167043953970949,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,4,0.8695653440752908,0.8695754949276076,0.778644640442617,0.7192333993586115,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,8,0.8909923198888897,0.8898699891657639,0.8040804591533778,0.7724592058102245,1.0,1.0,0.9410215390220701,0.9405732484908235,0.16425007128599944,0.15350877192982457
0.1,1,16,0.9002643604480347,0.8968876194228306,0.8223630360247247,0.7842871627994719,1.0,1.0,0.9457646088561997,0.9442061079902684,0.23532577701739377,0.20760233918128654
0.1,1,32,0.9083676303834227,0.901068649660199,0.8498641158543128,0.8131991605357479,0.9997311827956988,0.9943548387096776,0.949938896535852,0.9460107323818063,0.2992265469061876,0.2771929824561404
0.1,1,64,0.9160815529218658,0.9038707771102139,0.857202915277995,0.8137521222410866,0.9991039426523297,0.9927419354838711,0.9539314026896258,0.947367962157424,0.3625463358996293,0.30935672514619883
0.1,1,100,0.9179516223415234,0.9066778292130406,0.868856437151299,0.8110391907187322,0.9987455197132616,0.9927419354838711,0.9548962997051798,0.9488308851510558,0.37928785286569716,0.3309941520467836
0.1,1,128,0.9194317373368005,0.9087855806165667,0.8714001783938523,0.8113952556121486,0.9984767025089607,0.9927419354838711,0.9556637486523447,0.9499181917651756,0.3924116053607071,0.3473684210526316
0.1,2,1,0.8695653440752908,0.8695754949276076,0.7460824526701845,0.699989388794567,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,2,0.8695653440752908,0.8695754949276076,0.7778370007297234,0.7603388511601585,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,4,0.8695653440752908,0.8695754949276076,0.8016379219926761,0.7692628749292586,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,8,0.8995626974356734,0.8968925440756428,0.8211459329804291,0.7910240992265609,1.0,1.0,0.9454058257302516,0.9442006856664346,0.2299258625605931,0.20789473684210527
0.1,2,16,0.9133548463856371,0.9066876785186645,0.8572627610242904,0.8191261082814563,0.9987455197132616,0.995967741935484,0.9524876557287335,0.9490110785020676,0.34406900484744796,0.3096491228070175
0.1,2,32,0.9257431229861867,0.9115877080665813,0.874668698956414,0.8138676664780231,0.9975806451612902,0.9919354838709677,0.9589592966133365,0.9513234624641486,0.44677787282577697,0.37456140350877193
0.1,2,64,0.9357951330968355,0.9101891066679799,0.901151139541194,0.8056982173174871,0.9976702508960573,0.9838709677419354,0.964318804199052,0.9501739194211248,0.5232713145138295,0.4175438596491228
0.1,2,100,0.941482919462028,0.9066679799074165,0.9203601453646726,0.792201943029617,0.9980286738351255,0.9774193548387096,0.9673884805335993,0.9479791228270683,0.564488879384089,0.43391812865497076
0.1,2,128,0.9462361263879682,0.9073623559539052,0.9346984410595093,0.7893428126768535,0.9982974910394266,0.9758064516129032,0.9699658989184698,0.9482445911299437,0.5991516966067865,0.45
