C,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.1,0.8056663380386067,0.7869434765776229,0.8297542749174676,0.8203445605884631,0.8788463753482653,0.8681498554882332,0.6101220773846472,0.5865079365079364
1,0.8193802205860059,0.786982191250484,0.8526687979177602,0.850987224157956,0.8930494984858123,0.8841675944603999,0.6208731636664598,0.5825396825396825
