C,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.1,0.8318500010926494,0.830065005417118,0.8270927103805702,0.8107880588568195,0.8620967741935484,0.8620967741935484,0.8991310352853255,0.8960850847166414,0.6302216994582265,0.6181286549707603
1,0.8119803541640869,0.8068009455333399,0.836818204668492,0.8194468024900962,0.828405017921147,0.8258064516129033,0.8844943405332415,0.8767656038748187,0.7024843170801254,0.6818713450292397
