C,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.1,0.8119328563175747,0.7798245614035088,0.7764336917562723,0.7661290322580645,0.8511878985618339,0.8350183476378026,0.6839962931280297,0.6391812865497076
1,0.8355243989108316,0.7944043576683645,0.8272401433691756,0.8209677419354838,0.8838902549104655,0.8751888990417136,0.7036676646706587,0.6815789473684211
