max_depth,n_estimators,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
1,1,0.6387043428331132,0.6346109175377468,0.9709675517949244,0.9708091366627952,0.9358724417227984,0.9358028522701647,0.30644113387130145,0.29841269841269835
1,2,0.6504426069630936,0.6454590914956769,0.9709675517949244,0.9708091366627952,0.9374052870321592,0.9372370407787436,0.3290564866542521,0.31904761904761897
1,4,0.6827756909750685,0.6488821138211383,0.9501701937665546,0.9432442895857529,0.9296797422583543,0.9226558482167536,0.387870887647424,0.3452380952380952
1,8,0.7428607293399302,0.6888421086591819,0.954283875034055,0.9505226480836239,0.9395524568248931,0.934289270075643,0.4864432029795159,0.43730158730158725
1,16,0.7886648789152197,0.7542957155762035,0.9153629462132932,0.9049941927990711,0.9195922193411121,0.9082302952059804,0.524320297951583,0.4595238095238095
1,32,0.7936679274860272,0.7605449090205187,0.843333922769067,0.8331978319783198,0.8823606323061146,0.8666925520213502,0.6001075936271467,0.5261904761904762
1,64,0.7952034176321013,0.7672473867595819,0.7178110538229084,0.7079945799457994,0.8117428838676831,0.7979273958566019,0.692445685909373,0.6563492063492062
1,100,0.792707191852943,0.7619499290230999,0.7425310138341031,0.7241385985288423,0.8258877119133486,0.8034293057814298,0.6661007655700393,0.5984126984126984
1,128,0.7961685899843423,0.7646180152277714,0.7161652053765822,0.6910181958962446,0.8107871281113384,0.7831624497617856,0.6866708048830952,0.6365079365079365
2,1,0.6650445475835833,0.6523180410375532,0.9483927201438038,0.951296941540844,0.9264519194204954,0.9269952221356274,0.36888164701013865,0.34444444444444433
2,2,0.7307436715793254,0.7191379532842948,0.953063278942803,0.9586140147115756,0.9308494779450004,0.9342791993627497,0.387727084626526,0.37142857142857133
2,4,0.7396944582191776,0.7169989676087237,0.8966529332781956,0.9182733255903988,0.9052681083297863,0.9129215443772309,0.46930374508586786,0.3984126984126983
2,8,0.7844438907877108,0.7385227126080784,0.924194364344615,0.9123693379790941,0.9254275848733367,0.9123138665057073,0.5252296710117941,0.45476190476190476
2,16,0.7981382113680974,0.7625629113433992,0.8730304840381269,0.8721254355400696,0.9007751860993799,0.8915651314608152,0.586772191185599,0.4928571428571429
2,32,0.8038598225047491,0.758746289843851,0.842468983845284,0.8164343786295005,0.8854973288523722,0.858049026358414,0.6216201117318435,0.49841269841269836
2,64,0.8056898322571899,0.7667489353464964,0.719050029170107,0.7049748354626402,0.8136960211400583,0.7965473883577129,0.6985309331678045,0.6619047619047618
