,Clasificador,Accuracy,Balanced_Accuracy,Recall,Specificity,F1,ROC_AUC
0,LinearSVC,0.6409230769230769,0.6118341902685853,0.647346541456711,0.5763218390804599,0.7652200465508823,0.6118341902685853
1,RandomForest,0.9643076923076922,0.8416880373944956,0.9911921667430142,0.6921839080459771,0.9806864497298898,0.8416880373944956
2,GaussianNB,0.09876923076923079,0.5028987249961826,0.009130783325698581,0.9966666666666667,0.017989638447081003,0.5028987249961826
3,SVC,0.5332307692307693,0.582833487344738,0.5221037562986715,0.6435632183908045,0.6674637185447021,0.582833487344738
4,AdaBoost,0.9104615384615388,0.5218131222982186,0.9966147503435637,0.04701149425287356,0.9529208605005408,0.5218131222982186
5,GradientBoosting,0.920923076923077,0.6005333401782847,0.9918712780577188,0.20919540229885056,0.9580029673841081,0.6005333401782845
6,KNeighbors,0.8960000000000001,0.6022094976332266,0.9610856619331194,0.24333333333333335,0.9438077069782379,0.6022094976332266
7,SGD,0.5169230769230769,0.5612093581015264,0.5067865322950069,0.615632183908046,0.6277218808726224,0.5612093581015264
