learning_rate,max_depth,n_estimators,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.05,1,1,0.8695653440752908,0.8695754949276076,0.6318324564388889,0.6174849085078288,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,1,2,0.8695653440752908,0.8695754949276076,0.6720801740093801,0.628775231088474,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,1,4,0.8695653440752908,0.8695754949276076,0.7557555124645742,0.6971833144689681,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,1,8,0.8695653440752908,0.8695754949276076,0.7997541479381228,0.7795404169024713,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,1,16,0.8824223672613108,0.8765685019206148,0.8028253305217522,0.7875459818902094,0.9994623655913978,0.9991935483870968,0.9366641673693591,0.9336977095652991,0.10218848018249216,0.058187134502923975
0.05,1,32,0.8939524891767008,0.8905692898650646,0.8132685441968086,0.7860108941709112,0.9991039426523297,0.9991935483870968,0.9424869520255938,0.9408819654796226,0.1928856572569147,0.16432748538011696
0.05,1,64,0.9082897487634851,0.9031911750221611,0.8487852252484279,0.8041489813242784,0.9982078853046594,0.9959677419354838,0.9498257233725147,0.947210197985593,0.3088002566295979,0.2824561403508772
0.05,1,100,0.9117958178237823,0.9045848517679504,0.8534474605576354,0.8078558290888512,0.9981182795698924,0.9935483870967742,0.9516478646273118,0.947791064755744,0.3362631879098945,0.3093567251461988
0.05,1,128,0.913042470067477,0.903181325716537,0.8594617824003811,0.8072392001509151,0.9978494623655912,0.9911290322580644,0.9522863208305299,0.9469164777738994,0.34760835471913315,0.31491228070175437
0.05,2,1,0.8695653440752908,0.8695754949276076,0.7884987178101553,0.7601112997547633,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,2,2,0.8695653440752908,0.8695754949276076,0.7955895444773535,0.7676570458404075,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,2,4,0.8695653440752908,0.8695754949276076,0.8045762944796531,0.7723813903037163,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,2,8,0.8695653440752908,0.8695754949276076,0.8126457211025977,0.7858694114318052,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,2,16,0.8981601605466161,0.8926721166157787,0.8230824625071413,0.7914002075080174,0.9989247311827956,0.9967741935483871,0.9446274064815613,0.941831207555831,0.22634730538922154,0.19649122807017544
0.05,2,32,0.9109389378962371,0.9024869496700483,0.8561994418740604,0.7954348236181852,0.9983870967741936,0.9951612903225808,0.9512128780180034,0.9467693919663009,0.3279120330767038,0.28274853801169586
0.05,2,64,0.923561830600496,0.9017581010538755,0.8779528340911622,0.8152329749103944,0.9978494623655914,0.9830645161290322,0.9578142328578675,0.9455264020129809,0.42826846307385225,0.3584795321637427
0.05,2,100,0.9301854711625548,0.9080665813060179,0.8901050289973049,0.8109861346915677,0.9974014336917563,0.985483870967742,0.9613126922350045,0.9491479142860568,0.48206800684345585,0.3900584795321637
0.05,2,128,0.9347825506321584,0.9066482812961686,0.8991703357238416,0.8055508394642519,0.9976702508960573,0.9814516129032258,0.9637823425723304,0.9480458262261859,0.5155225263758199,0.40614035087719297
0.05,3,1,0.8695653440752908,0.8695754949276076,0.8106742128901437,0.7507640067911715,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,3,2,0.8695653440752908,0.8695754949276076,0.8174895776164005,0.7657258064516129,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,3,4,0.8695653440752908,0.8695754949276076,0.8277194331255563,0.7796194114318054,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,3,8,0.8695653440752908,0.8695754949276076,0.8345442196124904,0.7873196095076399,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,3,16,0.9053280012043425,0.8989855215207327,0.8462584942761687,0.795806215808338,0.9989247311827956,0.9983870967741936,0.9483302030628783,0.945190822983222,0.2812660393498717,0.23450292397660819
0.05,3,32,0.9259768285487432,0.9108982566729047,0.8737688713075642,0.8005942275042445,0.9985663082437275,0.992741935483871,0.9591281704641601,0.9510773514169646,0.44199814656401487,0.36374269005847953
0.05,3,64,0.938755241681903,0.9031370038412291,0.9028167567195359,0.8082401905300888,0.9981182795698926,0.9766129032258064,0.9659293367075454,0.9459375595829581,0.5429355574565156,0.41198830409356724
0.05,3,100,0.9438202178985682,0.9094651827046194,0.9244901150719554,0.8063124882097717,0.9982974910394266,0.9790322580645162,0.9686619612419426,0.9494554013648996,0.580592386655261,0.4447368421052631
0.05,3,128,0.9479498862430586,0.9087560326996946,0.9360047490145158,0.803463969062441,0.9983870967741936,0.9758064516129032,0.9708997600817965,0.9488967294064535,0.6116623895067008,0.4605263157894736
0.05,4,1,0.8695653440752908,0.8695754949276076,0.8291528342444655,0.7546559611394077,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,4,2,0.8695653440752908,0.8695754949276076,0.8319033575833483,0.7581576589322769,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,4,4,0.8695653440752908,0.8695754949276076,0.8397333101973217,0.7639608092812676,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,4,8,0.8696432863979722,0.8695754949276076,0.8509632169353051,0.7909851914733069,1.0,1.0,0.9302713954000155,0.9302357016135845,0.0005988023952095808,0.0
0.05,4,16,0.9251194629992499,0.9038904757214616,0.8741438318319836,0.7941261082814564,0.9998207885304659,0.989516129032258,0.9587235427648588,0.9472438825118286,0.42703877958368974,0.33245614035087717
0.05,4,32,0.93961266793414,0.9066778292130404,0.8920919793158179,0.7978860120731938,0.999731182795699,0.9790322580645162,0.9664375707219067,0.9480967808574692,0.5387760193897919,0.4230994152046783
0.05,4,64,0.9474047149034946,0.9052496798975671,0.9360179314949211,0.7952532541029994,0.9993727598566309,0.9725806451612902,0.9706302198719566,0.9468896085470607,0.6009195893926432,0.45467836257309935
0.05,4,100,0.9543398819453044,0.9003348763912145,0.9600077255243736,0.7866617147707979,0.9990143369175627,0.9653225806451614,0.9743937637124003,0.9438304292445888,0.6564977188480182,0.4657894736842104
0.05,4,128,0.9581575988908394,0.8989264256869891,0.9737257819230971,0.7787540086776079,0.9992831541218639,0.9637096774193548,0.9764908919339323,0.9429670671022358,0.6839677787282578,0.4657894736842104
0.05,5,1,0.8695653440752908,0.8695754949276076,0.845334701820118,0.7212141577060932,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,2,0.8695653440752908,0.8695754949276076,0.8496802525900581,0.7295474910394266,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,4,0.8695653440752908,0.8695754949276076,0.8552566653686995,0.747244623655914,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,8,0.8695653440752908,0.8695754949276076,0.8700227345488235,0.7562452839086965,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,16,0.9345482380421666,0.9060228503890476,0.8900737902714795,0.768161667609885,1.0,0.9887096774193548,0.9637325112408371,0.9481989680540863,0.4981679498146564,0.35467836257309937
0.05,5,32,0.943742396981374,0.8989658229094848,0.9162332928229562,0.7746427560837578,1.0,0.975,0.9686709405455897,0.9435646695958614,0.5686484174508126,0.391812865497076
0.05,5,64,0.95371591844465,0.8968432975475229,0.9645171462630294,0.7794779286926994,1.0,0.967741935483871,0.9740804095502023,0.9420032328083989,0.6451133447390933,0.42339181286549704
0.05,5,100,0.9615862112504037,0.8947207721855609,0.9856882097939298,0.7754810413129599,0.9998207885304659,0.9629032258064516,0.9783875874371984,0.9405757745704207,0.706672369546621,0.4394736842105262
0.05,5,128,0.9676633450125411,0.8933073968285236,0.9945632528465854,0.7713426711941144,0.9997311827956988,0.960483870967742,0.9817440683153105,0.9396711208864043,0.7538387510692901,0.4447368421052631
0.1,1,1,0.8695653440752908,0.8695754949276076,0.6318324564388889,0.6174849085078288,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,2,0.8695653440752908,0.8695754949276076,0.6963179759273056,0.6429635917751367,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,4,0.8695653440752908,0.8695754949276076,0.7877445298215653,0.7427761271458216,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,8,0.8876409214190846,0.8772727272727273,0.8027098692400145,0.7853647896623278,0.9992831541218636,0.9991935483870968,0.9392860884865314,0.9340495325189095,0.1432884231536926,0.06374269005847952
0.1,1,16,0.8930171813045262,0.8905692898650646,0.8131827630581132,0.7849320882852292,0.9991935483870968,0.9991935483870968,0.942011840656791,0.9408819654796226,0.1851012261191902,0.16432748538011696
0.1,1,32,0.9086012752432359,0.9038904757214616,0.848862020582491,0.8051157800415016,0.9982078853046594,0.9959677419354838,0.9499882804878108,0.9475701085884433,0.31118120901055035,0.28771929824561404
0.1,1,64,0.9129645277447958,0.8989559736038608,0.8603251829673987,0.8074726466704394,0.9977598566308243,0.9862903225806452,0.9522418878763537,0.9443493145202989,0.3476012261191902,0.31491228070175437
0.1,1,100,0.9153017654785927,0.901068649660199,0.8691554279433964,0.807370071684588,0.9976702508960573,0.9879032258064516,0.9534625659289316,0.9456017923916127,0.36610707157114336,0.32046783625730996
0.1,1,128,0.9186527997319367,0.9052792278144391,0.8716740482169303,0.8082743821920392,0.9976702508960574,0.9903225806451612,0.955218237573485,0.9479686608681481,0.3918270601653835,0.3362573099415204
0.1,2,1,0.8695653440752908,0.8695754949276076,0.7884987178101553,0.7601112997547633,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,2,0.8695653440752908,0.8695754949276076,0.804327898542393,0.7718909168081494,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,4,0.8695653440752908,0.8695754949276076,0.810364016590475,0.7866204489718921,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,8,0.8992512923614097,0.8933763419678913,0.8211338491731335,0.7929600547066591,0.9989247311827956,0.9975806451612904,0.9451883687218672,0.9422346557316066,0.23472341032221272,0.19649122807017544
0.1,2,16,0.9120300090082871,0.9024869496700483,0.8533621089873504,0.7895951235615921,0.9984767025089605,0.9951612903225808,0.951785314597768,0.9467693919663009,0.33568933561448533,0.28274853801169586
0.1,2,32,0.9247304191160225,0.901048951048951,0.8778649354516774,0.8115284851914734,0.9976702508960573,0.982258064516129,0.9584261026327183,0.9451227632457904,0.4384124607927003,0.3584795321637427
0.1,2,64,0.935172201542821,0.9073525066482814,0.9013516138485956,0.8094734484059611,0.9977598566308243,0.9830645161290322,0.9639926005141104,0.9485791766952772,0.5179141716566866,0.40058479532163743
0.1,2,100,0.9412496995214197,0.9066433566433567,0.9189002243848199,0.8023120637615545,0.9974910394265233,0.9774193548387096,0.9672458887257982,0.9478518801202656,0.5662852865697177,0.4333333333333333
0.1,2,128,0.9435870586607032,0.9066532059489806,0.932020152283758,0.8011188926617621,0.9976702508960574,0.9733870967741935,0.9685135257477594,0.9475970650995607,0.583008982035928,0.4605263157894736
0.1,3,1,0.8695653440752908,0.8695754949276076,0.8106742128901437,0.7508312110922468,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,3,2,0.8695653440752908,0.8695754949276076,0.8251589738469809,0.7781220524429353,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,3,4,0.8695653440752908,0.8695754949276076,0.8342886184236751,0.7874186474250141,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,3,8,0.9063413121019417,0.8982862208214322,0.8464693979935675,0.7961127617430674,0.9988351254480285,0.9967741935483871,0.9488480700128059,0.9447403988826079,0.28965283718277735,0.23976608187134502
0.1,3,16,0.929639146470864,0.9087855806165667,0.8758457978436368,0.804562818336163,0.9986559139784946,0.9911290322580644,0.9610730324020897,0.9498744864262599,0.46948602794411176,0.358187134502924
0.1,3,32,0.9395344828004847,0.9031370038412291,0.9018521345046722,0.8079489718920959,0.9983870967741936,0.9766129032258064,0.9663568192746265,0.9459375595829581,0.5471271742229826,0.41198830409356724
0.1,3,64,0.9486516099581636,0.9094504087461834,0.9356158059584875,0.8033590360309375,0.9983870967741936,0.9766129032258064,0.9712797870706714,0.9493245195329383,0.6170658682634731,0.4602339181286549
