,Clasificador,Accuracy,Balanced_Accuracy,Recall,Specificity,F1,ROC_AUC
0,SGD,0.9407835405924578,0.5,1.0,0.0,0.9694877218247797,0.5
1,GradientBoosting,0.9385552522495197,0.5238770382782425,0.9942453046266607,0.05350877192982455,0.9681930026871706,0.5238770382782425
2,LinearSVC,0.9407835405924578,0.5,1.0,0.0,0.9694877218247797,0.5
3,AdaBoost,0.9375988272166615,0.49830852038479156,0.9966170407695831,0.0,0.9677911015117793,0.49830852038479156
4,RandomForest,0.9395116772823779,0.5445213813278041,0.9925515345854329,0.09649122807017545,0.9686151874338865,0.5445213813278043
5,KNeighbors,0.9299595591952279,0.5046813126686007,0.9871404031149794,0.02222222222222222,0.9636448690781154,0.5046813126686007
6,GaussianNB,0.06589829137599837,0.5035501603298214,0.007100320659642693,1.0,0.014027472987737887,0.5035501603298214
7,SVC,0.9407835405924578,0.5,1.0,0.0,0.9694877218247797,0.5
