max_depth,n_estimators,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
1,1,0.8056117258275606,0.7808086279917265,0.6928513173346087,0.6413459724580268,0.8453405017921147,0.8306451612903226,0.880164965629546,0.8577366482440361,0.5403621328771029,0.45204678362573103
1,2,0.7648536578259192,0.7590662858268492,0.7407021418632269,0.7236547349556688,0.7806451612903226,0.7782258064516129,0.850929879215963,0.8403296822465478,0.6593420302252637,0.6345029239766082
1,4,0.7770116282175489,0.7744509012114646,0.7814239288959204,0.7498420109413318,0.7947132616487455,0.8,0.8599330247777688,0.8515964330308862,0.6587396635300826,0.6081871345029242
1,8,0.8161933673754319,0.8054220427459864,0.7844356010840583,0.7623573382380682,0.8448028673835125,0.8354838709677418,0.8883010157410928,0.8761967320555921,0.6253671228970631,0.6073099415204679
1,16,0.8235109009986816,0.8230326012016154,0.8138300747455421,0.7874622712695718,0.8541218637992832,0.8580645161290323,0.8936308105308359,0.8914890413137991,0.6194539492443684,0.5909356725146198
1,32,0.8238224274784324,0.8230326012016154,0.8174972347930867,0.7819845312205245,0.8541218637992831,0.8556451612903226,0.8938025417134844,0.8909812990937807,0.6218277730253778,0.6076023391812864
1,64,0.8253821844732094,0.8244410519058405,0.8207723346190363,0.7885575834748161,0.8571684587813619,0.8580645161290323,0.8950666425609024,0.8922416647538073,0.6135158254918734,0.6020467836257309
1,100,0.8246811284882831,0.8209199251452773,0.8228366296081673,0.7915192888134315,0.8571684587813619,0.8564516129032258,0.8946888274081687,0.8899661720186332,0.6081515540347875,0.5853801169590642
1,128,0.8256937716557038,0.8237368265537279,0.8264790790921996,0.7937205244293529,0.8571684587813619,0.8580645161290323,0.8952344912202838,0.8918522842228338,0.6159003421727973,0.5964912280701754
2,1,0.7906401832737233,0.7927164384910863,0.7738642323008873,0.7507227409922657,0.806899641577061,0.8145161290322582,0.8691843210387893,0.864360943491685,0.6821428571428572,0.6499999999999999
2,2,0.7984311982964384,0.7955382645523491,0.7953260401879294,0.7618892661761931,0.8180107526881721,0.8185483870967742,0.8751893094902489,0.8669617162879986,0.6677822925577417,0.644736842105263
2,4,0.7943786224362196,0.7898847631241998,0.8212919335420301,0.7957236842105264,0.8094982078853047,0.8080645161290322,0.8719590802765985,0.8617878195058033,0.69347376675221,0.671345029239766
2,8,0.8188429207246453,0.7983699399192357,0.8314878435653016,0.8045427749481231,0.839516129032258,0.8241935483870968,0.8892662134817835,0.8699624474896444,0.6809381237524951,0.6289473684210527
2,16,0.8261616077000216,0.811026297646016,0.8391652275326459,0.8114200150914922,0.8451612903225808,0.8346774193548386,0.8941506958766542,0.8802265600747564,0.6994617907043057,0.6555555555555557
2,32,0.8256945607913695,0.8103220722939033,0.8462567121261829,0.8099509526504434,0.843279569892473,0.8322580645161292,0.8937310661403647,0.8794666662071965,0.7084081836327345,0.6666666666666667
2,64,0.8179793634953125,0.8124199743918054,0.8523054856748356,0.8129951895868703,0.8318100358422938,0.8274193548387098,0.8881923492042929,0.8799692007338148,0.7257805816937554,0.7143274853801169
2,100,0.8188364255310884,0.8124150497389934,0.8538296710470508,0.812810083003207,0.8318100358422938,0.8258064516129032,0.8886603283603371,0.8793217569695038,0.7323495865412034,0.7251461988304093
2,128,0.8189924922846812,0.815231951147444,0.8546627287539617,0.8146434634974533,0.8318100358422938,0.8290322580645162,0.8887445973254788,0.881889578875192,0.7335578842315369,0.7251461988304093
4,1,0.8617018499768114,0.8348419186447357,0.8253747912521092,0.750398509715148,0.8976702508960572,0.8879032258064516,0.9174373199922666,0.8971024273093388,0.6217030225263758,0.4833333333333333
4,2,0.8489125103498179,0.8117600709150006,0.8496538237529038,0.7861853895491417,0.8715949820788531,0.8548387096774194,0.9091072997886516,0.882527116104779,0.6976832050185344,0.5257309941520467
4,4,0.8331736851178725,0.8074953215798286,0.8659937229994696,0.8022377853235237,0.8483870967741935,0.8298387096774194,0.8983134754563118,0.8766307835551099,0.7317507841459937,0.6605263157894736
4,8,0.8397980541128536,0.81312912439673,0.8776533099315961,0.8112396245991322,0.8543906810035843,0.8346774193548386,0.9026361293655925,0.8808300921822644,0.7425220986598232,0.671345029239766
4,16,0.8376149406448574,0.8117058997340688,0.8849673125587023,0.8078452178834181,0.8516129032258064,0.835483870967742,0.9011117097426429,0.8799278283666123,0.744311377245509,0.6538011695906432
4,32,0.837770946695707,0.8152073278833842,0.8892315519370884,0.8148898792680626,0.8514336917562725,0.8411290322580646,0.9011641786925828,0.8830487766789272,0.7466994582264044,0.6429824561403509
4,64,0.8397199903846854,0.8124248990446172,0.892480404973463,0.8172986229013393,0.8538530465949821,0.8370967741935484,0.9025178610623374,0.8811947678990022,0.7455125463358997,0.6485380116959064
4,100,0.8461880498150995,0.8117108243868808,0.8928140167437781,0.8136236087530655,0.8616487455197133,0.8379032258064516,0.9068094315161211,0.8804446194317072,0.7431280296549757,0.6383040935672514
