learning_rate,max_depth,n_estimators,Accuracy_Train,Accuracy_Test,ROC_AUC_Train,ROC_AUC_Test,Recall_Train,Recall_Test,F1_Train,F1_Test,Specificity_Train,Specificity_Test
0.05,1,1,0.8695653440752908,0.8695754949276076,0.6481697702904483,0.6172491039426524,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,1,2,0.8695653440752908,0.8695754949276076,0.6807890810800314,0.6357526881720431,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,1,4,0.8695653440752908,0.8695754949276076,0.7756216813045695,0.7165287209960385,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,1,8,0.8695653440752908,0.8695754949276076,0.8034881545792183,0.7841103093755896,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,1,16,0.8847588158594416,0.8765685019206145,0.8062031898185197,0.7915416902471233,0.9993727598566308,0.9991935483870968,0.9378364688556869,0.9336975161142617,0.12064086113487311,0.058187134502923975
0.05,1,32,0.8939524891767009,0.8912685905643652,0.8187582991339392,0.7905277306168648,0.9991935483870968,0.9991935483870968,0.942486856338199,0.941261313292153,0.19228685486170513,0.1695906432748538
0.05,1,64,0.9073548051077717,0.9059933024721758,0.8558032137210473,0.8119210997924918,0.9983870967741936,0.9983870967741936,0.9493481095294165,0.94878703623548,0.30043840889649276,0.28801169590643266
0.05,1,100,0.9120296447918259,0.9045897764207623,0.8585112736636302,0.8125943218260707,0.9980286738351255,0.9951612903225806,0.9517656205155515,0.9478626928950945,0.3386512688907898,0.29912280701754385
0.05,1,128,0.9137438295661209,0.9052792278144391,0.8644457788212618,0.8119659026598756,0.9978494623655914,0.992741935483871,0.9526527695137373,0.9480592747497422,0.3529868833761049,0.32046783625730996
0.05,2,1,0.8695653440752908,0.8695754949276076,0.7940335710427583,0.7694880682890021,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,2,2,0.8695653440752908,0.8695754949276076,0.8001590105758785,0.771164638747406,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,2,4,0.8695653440752908,0.8695754949276076,0.8080077045090567,0.7788436144123752,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,2,8,0.8695653440752908,0.8695754949276076,0.8132436978960665,0.7898380022637239,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,2,16,0.8994069948985415,0.8954791687186054,0.8255822664067665,0.7985179683078665,0.9991039426523297,0.9983870967741936,0.9452771242387721,0.9433444012378034,0.23471628172226974,0.20760233918128654
0.05,2,32,0.9124196599189496,0.9031862503693489,0.8558430629779867,0.7905772495755518,0.9984767025089607,0.9967741935483871,0.951989306312014,0.947238391168748,0.3386833475905332,0.2774853801169591
0.05,2,64,0.9232501220125146,0.9073722052595292,0.8789337703241749,0.818101537445765,0.996505376344086,0.988709677419355,0.9575947259280173,0.9488886080721144,0.4348374679213002,0.3637426900584795
0.05,2,100,0.9294838081501933,0.9122919334186941,0.8958300149572844,0.8161856253537069,0.9961469534050179,0.9887096774193548,0.9608914630673098,0.9514944367765661,0.4850335044197321,0.40175438596491225
0.05,2,128,0.9322896103612299,0.9171968876194228,0.9052595972928694,0.8136802018487078,0.9955197132616487,0.9862903225806452,0.9623678502883106,0.9539252352383041,0.510760621613915,0.45555555555555555
0.05,3,1,0.8695653440752908,0.8695754949276076,0.8177603781811698,0.7721738822863611,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,3,2,0.8695653440752908,0.8695754949276076,0.8225314204540229,0.7804128937936239,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,3,4,0.8695653440752908,0.8695754949276076,0.8272835377631832,0.7878230522542917,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,3,8,0.8695653440752908,0.8695754949276076,0.8370619983151976,0.7998219675532918,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,3,16,0.9062635518874911,0.8975721461636954,0.8481848323322632,0.7987349085078287,0.9990143369175627,0.9967741935483871,0.948816320907224,0.9443801008202829,0.287867122897063,0.23421052631578948
0.05,3,32,0.9269120150154307,0.9038707771102137,0.8804370058526061,0.8089228447462744,0.9984767025089605,0.9879032258064516,0.9596151536883945,0.9471274803458958,0.4497683205018535,0.34269005847953216
0.05,3,64,0.9386779670894005,0.9080665813060179,0.9067532369975868,0.8139254385964911,0.9974014336917563,0.9830645161290322,0.9658587782833792,0.9490074004420362,0.54714499572284,0.40701754385964917
0.05,3,100,0.9422619784723791,0.9101595587511081,0.9327882030358126,0.8143050839464252,0.997043010752688,0.9814516129032258,0.9677800780448106,0.9499941726327149,0.5770067008839465,0.433625730994152
0.05,3,128,0.9466255344876566,0.9094553333989955,0.9440364502689448,0.8069845312205244,0.9973118279569892,0.9798387096774194,0.9701485513052892,0.9495085197114281,0.6086790704305675,0.43888888888888883
0.05,4,1,0.8695653440752908,0.8695754949276076,0.8381398237830535,0.7846632710809283,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,4,2,0.8695653440752908,0.8695754949276076,0.8409931257556572,0.7896387474061498,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,4,4,0.8695653440752908,0.8695754949276076,0.843606800416065,0.7928574797208074,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,4,8,0.8695653440752908,0.8695754949276076,0.857610821623522,0.8002841445010376,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,4,16,0.924964124678579,0.901093272924259,0.8823387754700531,0.8076671854367101,0.9994623655913978,0.9919354838709677,0.9586234741070264,0.9458115024606188,0.4282613344739093,0.29502923976608186
0.05,4,32,0.9368078369669997,0.9150842115630848,0.8977368371935084,0.810554612337295,0.9986559139784946,0.9870967741935484,0.9648960815261691,0.9529413012816118,0.5244475335044196,0.43391812865497076
0.05,4,64,0.9473267725808135,0.9108687087560327,0.9375188051955485,0.8030583852103377,0.9982078853046594,0.9790322580645162,0.9705545103333909,0.9502752956510344,0.6080838323353295,0.45555555555555555
0.05,4,100,0.955196822575593,0.9087511080468827,0.9636569490946423,0.7966775136766647,0.9976702508960573,0.975,0.9748292602863012,0.9489077214140558,0.6720238095238095,0.46608187134502926
0.05,4,128,0.9591709097884389,0.90383630454053,0.9732624037639008,0.7955491888322958,0.9980286738351254,0.9693548387096774,0.9770181740366901,0.9459714510597991,0.7001140575990875,0.46608187134502926
0.05,5,1,0.8695653440752908,0.8695754949276076,0.8582875355918984,0.7552395774382192,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,2,0.8695653440752908,0.8695754949276076,0.862111973569502,0.7850488115449915,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,4,0.8695653440752908,0.8695754949276076,0.8651443816156729,0.7785700811167704,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,8,0.8695653440752908,0.8695754949276076,0.8788255111001755,0.7946755329183174,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.05,5,16,0.9340810697280275,0.9109130306313405,0.8981694924283536,0.8035618279569894,1.0,0.9935483870967742,0.9634818325960408,0.9511006506259042,0.49460364984317085,0.3593567251461988
0.05,5,32,0.9442881146456296,0.9066729045602286,0.9229034714109925,0.8096986417657046,0.9996415770609319,0.9798387096774194,0.968953712061215,0.9481100482470424,0.575242372398061,0.41783625730994156
0.05,5,64,0.9549629349048059,0.9045602285038905,0.967488456586571,0.8058184776457272,0.9992831541218639,0.9741935483870968,0.9747416606421911,0.9466978993161324,0.6594739093242088,0.43918128654970756
0.05,5,100,0.9637679285552989,0.8961341475425982,0.9877284489520702,0.7906420958309753,0.9990143369175627,0.9620967741935484,0.9795735054414008,0.941371610814883,0.7287781579697747,0.4552631578947368
0.05,5,128,0.9688322977445288,0.8891165172855313,0.9943726138991857,0.7892343425768722,0.9989247311827956,0.954032258064516,0.9823781230218043,0.937007503181525,0.7681850584545196,0.4552631578947368
0.1,1,1,0.8695653440752908,0.8695754949276076,0.6481697702904483,0.6172491039426524,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,2,0.8695653440752908,0.8695754949276076,0.7715133385303126,0.7112466987360875,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,4,0.8695653440752908,0.8695754949276076,0.8035345096417508,0.7826813337106208,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,1,8,0.8870173828376349,0.8772727272727273,0.8063802550429097,0.78903744576495,0.9992831541218636,0.9991935483870968,0.9389690142334836,0.9340493390678721,0.13849800399201598,0.06374269005847952
0.1,1,16,0.8948098547261942,0.8905692898650646,0.8179799658874775,0.790144548198453,0.9991039426523297,0.9991935483870968,0.9429225501877496,0.9408814113313687,0.19947248360422012,0.16432748538011696
0.1,1,32,0.9069653970080831,0.9024771003644243,0.8557128255010717,0.8117678268251274,0.9981182795698924,0.995967741935484,0.949132888206148,0.9468508541992715,0.2992479327060166,0.2771929824561403
0.1,1,64,0.9135100025980772,0.9031665517581009,0.864651232289645,0.8122830598000377,0.9975806451612904,0.9903225806451612,0.9525186231749888,0.9468396198798972,0.35297619047619044,0.32046783625730996
0.1,1,100,0.9177175525625056,0.9080813552644539,0.8711685180586087,0.8149665157517448,0.9975806451612904,0.9919354838709677,0.9547245452389156,0.9494789647197834,0.38523666951810664,0.3473684210526316
0.1,1,128,0.9193540378250935,0.9080813552644539,0.8735022274958532,0.8161573288058858,0.9974014336917563,0.9919354838709677,0.9555762192087351,0.9494789647197834,0.39898417450812657,0.3473684210526316
0.1,2,1,0.8695653440752908,0.8695754949276076,0.7940335710427583,0.7694880682890021,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,2,0.8695653440752908,0.8695754949276076,0.8052223478031137,0.7756083757781551,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,4,0.8695653440752908,0.8695754949276076,0.8115206175590446,0.7855274948122994,1.0,1.0,0.9302325969153813,0.9302357016135845,0.0,0.0
0.1,2,8,0.9001083543971854,0.896178469417906,0.8245757668610552,0.7965372099603847,0.9991039426523297,0.9983870967741936,0.9456385352026955,0.9437272945526096,0.240098374679213,0.2128654970760234
0.1,2,16,0.9133542393582019,0.9017777996651237,0.8549921007319717,0.7871038483305036,0.9984767025089605,0.9943548387096774,0.9524804971164645,0.9463646615726624,0.34582264043341887,0.28274853801169586
0.1,2,32,0.9232500613097712,0.90807150595883,0.8787882424475166,0.8142461328051311,0.996415770609319,0.988709677419355,0.9575913050855052,0.9492568884403948,0.43543270601653833,0.3690058479532164
0.1,2,64,0.9330681230468894,0.9150989855215206,0.9060409455027477,0.8170097623089984,0.996057347670251,0.9870967741935484,0.9628049288589654,0.9529093392343393,0.5131201881950386,0.4342105263157895
