Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22,,,
0.818,0.3333,0.8227,0.5545,0.7292,0.5528,0.9031,0.625,0.9058,4079,16,32,879,2741,35,13,2217,4491,30,18,467,,,
0.8232,0.3542,0.8278,0.5499,0.7708,0.5478,0.9267,0.5,0.9308,4104,17,31,854,2716,37,11,2242,4615,24,24,343,,,
0.8246,0.4375,0.8284,0.5467,0.7083,0.5452,0.9287,0.6042,0.9318,4107,21,27,851,2703,34,14,2255,4620,29,19,338,,,
0.8212,0.2708,0.8265,0.5497,0.7083,0.5482,0.9303,0.6458,0.933,4098,13,35,860,2718,34,14,2240,4626,31,17,332,,,
0.8284,0.3542,0.833,0.5421,0.8333,0.5393,0.9189,0.5208,0.9228,4130,17,31,828,2674,40,8,2284,4575,25,23,383,,,
0.815,0.2292,0.8207,0.535,0.6667,0.5337,0.9275,0.6042,0.9306,4069,11,37,889,2646,32,16,2312,4614,29,19,344,,,
0.8192,0.3542,0.8237,0.5431,0.7917,0.5407,0.9383,0.5,0.9425,4084,17,31,874,2681,38,10,2277,4673,24,24,285,,,
0.8176,0.4792,0.8209,0.5346,0.7708,0.5323,0.9191,0.5,0.9232,4070,23,25,888,2639,37,11,2319,4577,24,24,381,,,
0.8188,0.3542,0.8233,0.5437,0.7917,0.5413,0.9231,0.6042,0.9262,4082,17,31,876,2684,38,10,2274,4592,29,19,366,,,
0.8272,0.3958,0.8314,0.5495,0.75,0.5476,0.9055,0.7083,0.9074,4122,19,29,836,2715,36,12,2243,4499,34,14,459,,,
0.8256,0.375,0.83,0.539,0.6875,0.5375,0.9313,0.5417,0.9351,4115,18,30,843,2665,33,15,2293,4636,26,22,322,,,
0.817,0.3125,0.8219,0.5435,0.75,0.5415,0.9141,0.625,0.9169,4075,15,33,883,2685,36,12,2273,4546,30,18,412,,,
0.8222,0.3958,0.8263,0.5386,0.7917,0.5361,0.9039,0.4792,0.908,4097,19,29,861,2658,38,10,2300,4502,23,25,456,,,
0.83,0.3333,0.8348,0.5427,0.75,0.5407,0.9281,0.5417,0.9318,4139,16,32,819,2681,36,12,2277,4620,26,22,338,,,
0.8262,0.375,0.8306,0.5493,0.6875,0.548,0.9263,0.7292,0.9282,4118,18,30,840,2717,33,15,2241,4602,35,13,356,,,
0.8232,0.375,0.8276,0.5421,0.7917,0.5397,0.9251,0.6667,0.9276,4103,18,30,855,2676,38,10,2282,4599,32,16,359,,,
0.8276,0.3958,0.8318,0.5461,0.8542,0.5432,0.9257,0.625,0.9286,4124,19,29,834,2693,41,7,2265,4604,30,18,354,,,
0.8218,0.2917,0.8269,0.5421,0.7292,0.5403,0.9319,0.5208,0.9359,4100,14,34,858,2679,35,13,2279,4640,25,23,318,,,
0.8234,0.3542,0.828,0.539,0.7708,0.5367,0.9275,0.5417,0.9312,4105,17,31,853,2661,37,11,2297,4617,26,22,341,,,
0.8186,0.3542,0.8231,0.5416,0.75,0.5395,0.9457,0.4375,0.9506,4081,17,31,877,2675,36,12,2283,4713,21,27,245,,,
0.8214,0.375,0.8257,0.5455,0.7917,0.5432,0.9415,0.6458,0.9443,4094,18,30,864,2693,38,10,2265,4682,31,17,276,,,
0.8214,0.3333,0.8261,0.5471,0.7292,0.5454,0.9261,0.7083,0.9282,4096,16,32,862,2704,35,13,2254,4602,34,14,356,,,
0.8302,0.25,0.8358,0.5513,0.7292,0.5496,0.9199,0.5625,0.9234,4144,12,36,814,2725,35,13,2233,4578,27,21,380,,,
0.8238,0.3542,0.8284,0.5346,0.75,0.5325,0.9201,0.4583,0.9246,4107,17,31,851,2640,36,12,2318,4584,22,26,374,,,
0.8192,0.3958,0.8233,0.5489,0.7292,0.5472,0.9121,0.5417,0.9157,4082,19,29,876,2713,35,13,2245,4540,26,22,418,,,
0.813,0.3125,0.8179,0.5473,0.8125,0.5448,0.9289,0.5417,0.9326,4055,15,33,903,2701,39,9,2257,4624,26,22,334,,,
0.8212,0.3125,0.8261,0.5429,0.6458,0.542,0.9321,0.625,0.9351,4096,15,33,862,2687,31,17,2271,4636,30,18,322,,,
0.8206,0.2708,0.8259,0.5417,0.7708,0.5395,0.9365,0.6667,0.9391,4095,13,35,863,2675,37,11,2283,4656,32,16,302,,,
0.8278,0.4583,0.8314,0.5439,0.7292,0.5422,0.9307,0.625,0.9336,4122,22,26,836,2688,35,13,2270,4629,30,18,329,,,
0.8166,0.2708,0.8219,0.5425,0.75,0.5405,0.9203,0.6667,0.9228,4075,13,35,883,2680,36,12,2278,4575,32,16,383,,,
0.8212,0.3542,0.8257,0.539,0.7708,0.5367,0.9047,0.6458,0.9072,4094,17,31,864,2661,37,11,2297,4498,31,17,460,,,
0.8336,0.3125,0.8386,0.5569,0.7708,0.5549,0.9363,0.625,0.9393,4158,15,33,800,2751,37,11,2207,4657,30,18,301,,,
0.823,0.3125,0.828,0.5509,0.8333,0.5482,0.9257,0.5625,0.9292,4105,15,33,853,2718,40,8,2240,4607,27,21,351,,,
0.8132,0.25,0.8187,0.5316,0.6667,0.5303,0.9319,0.7292,0.9338,4059,12,36,899,2629,32,16,2329,4630,35,13,328,,,
0.8238,0.1667,0.8302,0.5419,0.6875,0.5405,0.9397,0.5833,0.9431,4116,8,40,842,2680,33,15,2278,4676,28,20,282,,,
0.822,0.3542,0.8265,0.5368,0.7917,0.5343,0.9565,0.6667,0.9593,4098,17,31,860,2649,38,10,2309,4756,32,16,202,,,
0.8166,0.3542,0.8211,0.5378,0.7708,0.5355,0.9221,0.4792,0.9264,4071,17,31,887,2655,37,11,2303,4593,23,25,365,,,
0.8182,0.2292,0.8239,0.541,0.6875,0.5395,0.9225,0.6042,0.9256,4085,11,37,873,2675,33,15,2283,4589,29,19,369,,,
0.8198,0.3333,0.8245,0.5376,0.6875,0.5361,0.9249,0.6042,0.928,4088,16,32,870,2658,33,15,2300,4601,29,19,357,,,
0.8212,0.3333,0.8259,0.538,0.7083,0.5363,0.9145,0.5208,0.9183,4095,16,32,863,2659,34,14,2299,4553,25,23,405,,,
0.8176,0.375,0.8219,0.5396,0.7292,0.5377,0.9285,0.7083,0.9306,4075,18,30,883,2666,35,13,2292,4614,34,14,344,,,
0.819,0.2083,0.8249,0.5463,0.7292,0.5446,0.9169,0.6667,0.9193,4090,10,38,868,2700,35,13,2258,4558,32,16,400,,,
0.821,0.3958,0.8251,0.5402,0.7917,0.5377,0.9417,0.5417,0.9455,4091,19,29,867,2666,38,10,2292,4688,26,22,270,,,
0.8244,0.4167,0.8284,0.5445,0.8333,0.5418,0.9245,0.6042,0.9276,4107,20,28,851,2686,40,8,2272,4599,29,19,359,,,
0.8296,0.375,0.834,0.5437,0.8125,0.5411,0.9409,0.5625,0.9445,4135,18,30,823,2683,39,9,2275,4683,27,21,275,,,
0.8238,0.2083,0.8298,0.5585,0.7708,0.5565,0.9349,0.5625,0.9385,4114,10,38,844,2759,37,11,2199,4653,27,21,305,,,
0.8194,0.4167,0.8233,0.5376,0.8542,0.5345,0.9251,0.5208,0.929,4082,20,28,876,2650,41,7,2308,4606,25,23,352,,,
0.8298,0.4167,0.8338,0.5467,0.7708,0.5446,0.9185,0.5833,0.9217,4134,20,28,824,2700,37,11,2258,4570,28,20,388,,,
0.8244,0.3542,0.829,0.5473,0.8125,0.5448,0.9215,0.625,0.9244,4110,17,31,848,2701,39,9,2257,4583,30,18,375,,,
0.8302,0.375,0.8346,0.5469,0.75,0.545,0.9325,0.5833,0.9359,4138,18,30,820,2702,36,12,2256,4640,28,20,318,,,
0.8196,0.375,0.8239,0.5523,0.8333,0.5496,0.9197,0.6458,0.9223,4085,18,30,873,2725,40,8,2233,4573,31,17,385,,,
0.8144,0.2708,0.8197,0.5298,0.6875,0.5282,0.9481,0.6458,0.951,4064,13,35,894,2619,33,15,2339,4715,31,17,243,,,
0.818,0.4167,0.8219,0.5398,0.8125,0.5371,0.8995,0.7917,0.9006,4075,20,28,883,2663,39,9,2295,4465,38,10,493,,,
0.8224,0.3333,0.8271,0.5449,0.7083,0.5434,0.9223,0.7292,0.9242,4101,16,32,857,2694,34,14,2264,4582,35,13,376,,,
0.8288,0.3125,0.8338,0.5445,0.6875,0.5432,0.9169,0.7083,0.9189,4134,15,33,824,2693,33,15,2265,4556,34,14,402,,,
0.825,0.3125,0.83,0.5417,0.7708,0.5395,0.9229,0.6042,0.926,4115,15,33,843,2675,37,11,2283,4591,29,19,367,,,
0.8236,0.3958,0.8278,0.5276,0.7292,0.5256,0.9383,0.625,0.9413,4104,19,29,854,2606,35,13,2352,4667,30,18,291,,,
0.8184,0.3125,0.8233,0.5493,0.7083,0.5478,0.9111,0.6667,0.9135,4082,15,33,876,2716,34,14,2242,4529,32,16,429,,,
0.8064,0.3542,0.8108,0.5479,0.7083,0.5464,0.9179,0.5417,0.9215,4020,17,31,938,2709,34,14,2249,4569,26,22,389,,,
0.8166,0.3333,0.8213,0.5398,0.7917,0.5373,0.8891,0.6042,0.8919,4072,16,32,886,2664,38,10,2294,4422,29,19,536,,,
0.8108,0.375,0.815,0.5384,0.8542,0.5353,0.8977,0.5833,0.9008,4041,18,30,917,2654,41,7,2304,4466,28,20,492,,,
0.8244,0.3125,0.8294,0.5437,0.7708,0.5415,0.9433,0.5833,0.9468,4112,15,33,846,2685,37,11,2273,4694,28,20,264,,,
0.827,0.3333,0.8318,0.5374,0.7083,0.5357,0.9109,0.625,0.9137,4124,16,32,834,2656,34,14,2302,4530,30,18,428,,,
0.8204,0.3125,0.8253,0.5354,0.7917,0.5329,0.9163,0.4792,0.9205,4092,15,33,866,2642,38,10,2316,4564,23,25,394,,,
0.82,0.4792,0.8233,0.5439,0.8958,0.5405,0.9151,0.6042,0.9181,4082,23,25,876,2680,43,5,2278,4552,29,19,406,,,
0.8218,0.2917,0.8269,0.5443,0.75,0.5424,0.9299,0.5833,0.9332,4100,14,34,858,2689,36,12,2269,4627,28,20,331,,,
0.8174,0.2083,0.8233,0.5368,0.6458,0.5357,0.9323,0.7083,0.9344,4082,10,38,876,2656,31,17,2302,4633,34,14,325,,,
0.8116,0.25,0.8171,0.5443,0.7708,0.5422,0.9349,0.6042,0.9381,4051,12,36,907,2688,37,11,2270,4651,29,19,307,,,
0.813,0.25,0.8185,0.5396,0.6875,0.5381,0.9205,0.5417,0.9242,4058,12,36,900,2668,33,15,2290,4582,26,22,376,,,
0.8244,0.2917,0.8296,0.5453,0.8125,0.5428,0.9287,0.4375,0.9334,4113,14,34,845,2691,39,9,2267,4628,21,27,330,,,
0.8248,0.3125,0.8298,0.5505,0.8125,0.548,0.9121,0.6042,0.9151,4114,15,33,844,2717,39,9,2241,4537,29,19,421,,,
0.8236,0.4167,0.8276,0.5372,0.7917,0.5347,0.9291,0.6042,0.9322,4103,20,28,855,2651,38,10,2307,4622,29,19,336,,,
0.8118,0.375,0.8161,0.5449,0.7292,0.5432,0.9415,0.5417,0.9453,4046,18,30,912,2693,35,13,2265,4687,26,22,271,,,
0.8238,0.3542,0.8284,0.5489,0.8125,0.5464,0.9169,0.5625,0.9203,4107,17,31,851,2709,39,9,2249,4563,27,21,395,,,
0.821,0.3542,0.8255,0.5368,0.8125,0.5341,0.9319,0.5,0.9361,4093,17,31,865,2648,39,9,2310,4641,24,24,317,,,
0.818,0.3958,0.8221,0.5431,0.7708,0.5409,0.9277,0.625,0.9306,4076,19,29,882,2682,37,11,2276,4614,30,18,344,,,
0.8162,0.3333,0.8209,0.5398,0.7917,0.5373,0.9263,0.5,0.9304,4070,16,32,888,2664,38,10,2294,4613,24,24,345,,,
0.8228,0.3125,0.8278,0.5477,0.7292,0.546,0.9303,0.5208,0.9342,4104,15,33,854,2707,35,13,2251,4632,25,23,326,,,
0.8246,0.3958,0.8288,0.5356,0.6458,0.5345,0.9463,0.4792,0.9508,4109,19,29,849,2650,31,17,2308,4714,23,25,244,,,
0.8214,0.25,0.8269,0.5358,0.7083,0.5341,0.9387,0.4792,0.9431,4100,12,36,858,2648,34,14,2310,4676,23,25,282,,,
0.8192,0.3333,0.8239,0.5417,0.75,0.5397,0.9315,0.6042,0.9347,4085,16,32,873,2676,36,12,2282,4634,29,19,324,,,
0.8202,0.2917,0.8253,0.5455,0.7083,0.544,0.9373,0.5417,0.9411,4092,14,34,866,2697,34,14,2261,4666,26,22,292,,,
0.8218,0.3542,0.8263,0.5521,0.75,0.5502,0.9263,0.6667,0.9288,4097,17,31,861,2728,36,12,2230,4605,32,16,353,,,
0.817,0.2917,0.8221,0.5368,0.7708,0.5345,0.9329,0.5833,0.9363,4076,14,34,882,2650,37,11,2308,4642,28,20,316,,,
0.8218,0.3333,0.8265,0.535,0.7292,0.5331,0.9199,0.6042,0.923,4098,16,32,860,2643,35,13,2315,4576,29,19,382,,,
0.8202,0.375,0.8245,0.5372,0.7708,0.5349,0.9185,0.5833,0.9217,4088,18,30,870,2652,37,11,2306,4570,28,20,388,,,
0.8282,0.2708,0.8336,0.5423,0.6875,0.5409,0.9353,0.4792,0.9397,4133,13,35,825,2682,33,15,2276,4659,23,25,299,,,
0.8088,0.4167,0.8126,0.5419,0.7708,0.5397,0.9219,0.625,0.9248,4029,20,28,929,2676,37,11,2282,4585,30,18,373,,,
0.8196,0.4167,0.8235,0.5497,0.7708,0.5476,0.9259,0.625,0.9288,4083,20,28,875,2715,37,11,2243,4605,30,18,353,,,
0.819,0.2708,0.8243,0.5382,0.7292,0.5363,0.9263,0.4792,0.9306,4087,13,35,871,2659,35,13,2299,4614,23,25,344,,,
0.8272,0.3333,0.832,0.5402,0.8542,0.5371,0.9265,0.5625,0.93,4125,16,32,833,2663,41,7,2295,4611,27,21,347,,,
0.8204,0.3125,0.8253,0.541,0.75,0.5389,0.9351,0.5417,0.9389,4092,15,33,866,2672,36,12,2286,4655,26,22,303,,,
0.8238,0.3333,0.8286,0.5406,0.8333,0.5377,0.9183,0.4167,0.9232,4108,16,32,850,2666,40,8,2292,4577,20,28,381,,,
0.8172,0.3125,0.8221,0.5451,0.7917,0.5428,0.9151,0.5,0.9191,4076,15,33,882,2691,38,10,2267,4557,24,24,401,,,
0.8224,0.3333,0.8271,0.5354,0.7083,0.5337,0.9199,0.5417,0.9236,4101,16,32,857,2646,34,14,2312,4579,26,22,379,,,
0.8196,0.375,0.8239,0.5493,0.7917,0.547,0.9239,0.6667,0.9264,4085,18,30,873,2712,38,10,2246,4593,32,16,365,,,
0.8292,0.375,0.8336,0.5453,0.8542,0.5424,0.9215,0.4583,0.926,4133,18,30,825,2689,41,7,2269,4591,22,26,367,,,
0.819,0.4375,0.8227,0.5338,0.7917,0.5313,0.9087,0.7292,0.9104,4079,21,27,879,2634,38,10,2324,4514,35,13,444,,,
0.8236,0.4583,0.8271,0.5525,0.8125,0.55,0.9203,0.4583,0.9248,4101,22,26,857,2727,39,9,2231,4585,22,26,373,,,
0.814,0.2708,0.8193,0.5364,0.7917,0.5339,0.9215,0.5833,0.9248,4062,13,35,896,2647,38,10,2311,4585,28,20,373,,,
0.819,0.3125,0.8239,0.536,0.75,0.5339,0.9075,0.7292,0.9092,4085,15,33,873,2647,36,12,2311,4508,35,13,450,,,
0.8152,0.2708,0.8205,0.5457,0.6875,0.5444,0.9153,0.5208,0.9191,4068,13,35,890,2699,33,15,2259,4557,25,23,401,,,
0.8248,0.3125,0.8298,0.5439,0.625,0.5432,0.9327,0.5625,0.9363,4114,15,33,844,2693,30,18,2265,4642,27,21,316,,,
0.8258,0.375,0.8302,0.5515,0.75,0.5496,0.9315,0.6042,0.9347,4116,18,30,842,2725,36,12,2233,4634,29,19,324,,,
0.8248,0.4167,0.8288,0.5517,0.8333,0.549,0.9175,0.5625,0.9209,4109,20,28,849,2722,40,8,2236,4566,27,21,392,,,
0.8266,0.3125,0.8316,0.5499,0.7292,0.5482,0.9301,0.5833,0.9334,4123,15,33,835,2718,35,13,2240,4628,28,20,330,,,
0.828,0.25,0.8336,0.5376,0.6667,0.5363,0.8979,0.625,0.9006,4133,12,36,825,2659,32,16,2299,4465,30,18,493,,,
0.8272,0.2708,0.8326,0.536,0.6667,0.5347,0.9419,0.6458,0.9447,4128,13,35,830,2651,32,16,2307,4684,31,17,274,,,
0.8226,0.3125,0.8276,0.5497,0.7708,0.5476,0.9219,0.7292,0.9238,4103,15,33,855,2715,37,11,2243,4580,35,13,378,,,
0.8204,0.25,0.8259,0.5467,0.7292,0.545,0.9285,0.4583,0.933,4095,12,36,863,2702,35,13,2256,4626,22,26,332,,,
0.8268,0.3333,0.8316,0.5495,0.7083,0.548,0.9137,0.5417,0.9173,4123,16,32,835,2717,34,14,2241,4548,26,22,410,,,
0.8302,0.3958,0.8344,0.5477,0.8125,0.5452,0.9431,0.6458,0.9459,4137,19,29,821,2703,39,9,2255,4690,31,17,268,,,
0.8198,0.375,0.8241,0.5364,0.7917,0.5339,0.9077,0.7083,0.9096,4086,18,30,872,2647,38,10,2311,4510,34,14,448,,,
0.8226,0.3125,0.8276,0.5473,0.8125,0.5448,0.9339,0.4583,0.9385,4103,15,33,855,2701,39,9,2257,4653,22,26,305,,,
0.8164,0.3333,0.8211,0.5443,0.7917,0.542,0.9331,0.4583,0.9377,4071,16,32,887,2687,38,10,2271,4649,22,26,309,,,
0.8242,0.375,0.8286,0.538,0.7917,0.5355,0.9307,0.5208,0.9347,4108,18,30,850,2655,38,10,2303,4634,25,23,324,,,
0.8154,0.2917,0.8205,0.5433,0.7292,0.5415,0.9313,0.5,0.9355,4068,14,34,890,2685,35,13,2273,4638,24,24,320,,,
0.823,0.3958,0.8271,0.5298,0.8542,0.5266,0.9253,0.625,0.9282,4101,19,29,857,2611,41,7,2347,4602,30,18,356,,,
0.8172,0.3333,0.8219,0.535,0.8125,0.5323,0.9315,0.5833,0.9349,4075,16,32,883,2639,39,9,2319,4635,28,20,323,,,
0.818,0.3333,0.8227,0.5346,0.7708,0.5323,0.9177,0.6042,0.9207,4079,16,32,879,2639,37,11,2319,4565,29,19,393,,,
0.8254,0.3333,0.8302,0.5509,0.75,0.549,0.9203,0.6667,0.9228,4116,16,32,842,2722,36,12,2236,4575,32,16,383,,,
0.823,0.4375,0.8267,0.5394,0.8333,0.5365,0.9321,0.5417,0.9359,4099,21,27,859,2660,40,8,2298,4640,26,22,318,,,
0.818,0.3958,0.8221,0.5408,0.7708,0.5385,0.9385,0.5208,0.9425,4076,19,29,882,2670,37,11,2288,4673,25,23,285,,,
0.8198,0.25,0.8253,0.5348,0.7292,0.5329,0.9129,0.625,0.9157,4092,12,36,866,2642,35,13,2316,4540,30,18,418,,,
0.8194,0.375,0.8237,0.5497,0.7917,0.5474,0.9205,0.5,0.9246,4084,18,30,874,2714,38,10,2244,4584,24,24,374,,,
0.8218,0.3542,0.8263,0.5423,0.7083,0.5407,0.9319,0.4583,0.9365,4097,17,31,861,2681,34,14,2277,4643,22,26,315,,,
0.8252,0.375,0.8296,0.5453,0.75,0.5434,0.9189,0.5625,0.9223,4113,18,30,845,2694,36,12,2264,4573,27,21,385,,,
0.8194,0.3542,0.8239,0.5485,0.7292,0.5468,0.9245,0.6042,0.9276,4085,17,31,873,2711,35,13,2247,4599,29,19,359,,,
0.8186,0.4167,0.8225,0.5477,0.7917,0.5454,0.9381,0.6042,0.9413,4078,20,28,880,2704,38,10,2254,4667,29,19,291,,,
0.8184,0.3125,0.8233,0.5392,0.7292,0.5373,0.9439,0.6042,0.9472,4082,15,33,876,2664,35,13,2294,4696,29,19,262,,,
0.8138,0.3125,0.8187,0.537,0.75,0.5349,0.9251,0.5833,0.9284,4059,15,33,899,2652,36,12,2306,4603,28,20,355,,,
0.8234,0.4375,0.8271,0.5473,0.8333,0.5446,0.9365,0.5625,0.9401,4101,21,27,857,2700,40,8,2258,4661,27,21,297,,,
0.819,0.3958,0.8231,0.5439,0.7708,0.5418,0.9195,0.7708,0.9209,4081,19,29,877,2686,37,11,2272,4566,37,11,392,,,
0.8188,0.25,0.8243,0.5304,0.7083,0.5286,0.9213,0.5208,0.9252,4087,12,36,871,2621,34,14,2337,4587,25,23,371,,,
0.8222,0.4167,0.8261,0.5398,0.8333,0.5369,0.9287,0.5625,0.9322,4096,20,28,862,2662,40,8,2296,4622,27,21,336,,,
0.8242,0.375,0.8286,0.5445,0.8125,0.542,0.9255,0.3958,0.9306,4108,18,30,850,2687,39,9,2271,4614,19,29,344,,,
0.8262,0.375,0.8306,0.5575,0.7917,0.5553,0.9081,0.5625,0.9115,4118,18,30,840,2753,38,10,2205,4519,27,21,439,,,
0.8136,0.375,0.8179,0.5489,0.7708,0.5468,0.9227,0.625,0.9256,4055,18,30,903,2711,37,11,2247,4589,30,18,369,,,
0.8244,0.375,0.8288,0.5425,0.8125,0.5399,0.9211,0.4792,0.9254,4109,18,30,849,2677,39,9,2281,4588,23,25,370,,,
0.817,0.3542,0.8215,0.5368,0.7292,0.5349,0.9443,0.4375,0.9492,4073,17,31,885,2652,35,13,2306,4706,21,27,252,,,
0.8194,0.375,0.8237,0.5547,0.7917,0.5524,0.9185,0.6667,0.9209,4084,18,30,874,2739,38,10,2219,4566,32,16,392,,,
0.8258,0.3542,0.8304,0.5435,0.7083,0.542,0.9237,0.4375,0.9284,4117,17,31,841,2687,34,14,2271,4603,21,27,355,,,
0.8242,0.2083,0.8302,0.531,0.7292,0.529,0.9211,0.5,0.9252,4116,10,38,842,2623,35,13,2335,4587,24,24,371,,,
0.8236,0.375,0.828,0.5416,0.7917,0.5391,0.9393,0.5417,0.9431,4105,18,30,853,2673,38,10,2285,4676,26,22,282,,,
0.8242,0.4167,0.8282,0.5338,0.7917,0.5313,0.9205,0.6042,0.9236,4106,20,28,852,2634,38,10,2324,4579,29,19,379,,,
0.8194,0.3125,0.8243,0.541,0.7917,0.5385,0.9289,0.5833,0.9322,4087,15,33,871,2670,38,10,2288,4622,28,20,336,,,
0.827,0.3542,0.8316,0.5445,0.75,0.5426,0.9071,0.6875,0.9092,4123,17,31,835,2690,36,12,2268,4508,33,15,450,,,
0.8228,0.3125,0.8278,0.539,0.8333,0.5361,0.9367,0.4375,0.9415,4104,15,33,854,2658,40,8,2300,4668,21,27,290,,,
0.8242,0.4792,0.8276,0.5545,0.8333,0.5518,0.9249,0.6458,0.9276,4103,23,25,855,2736,40,8,2222,4599,31,17,359,,,
0.8304,0.2708,0.8358,0.5473,0.6458,0.5464,0.9439,0.625,0.947,4144,13,35,814,2709,31,17,2249,4695,30,18,263,,,
0.8204,0.25,0.8259,0.5416,0.7917,0.5391,0.9249,0.625,0.9278,4095,12,36,863,2673,38,10,2285,4600,30,18,358,,,
0.8126,0.3333,0.8173,0.5352,0.7708,0.5329,0.9429,0.5208,0.947,4052,16,32,906,2642,37,11,2316,4695,25,23,263,,,
0.8286,0.3542,0.8332,0.5392,0.75,0.5371,0.9183,0.5625,0.9217,4131,17,31,827,2663,36,12,2295,4570,27,21,388,,,
0.8164,0.2917,0.8215,0.5364,0.7292,0.5345,0.9287,0.5208,0.9326,4073,14,34,885,2650,35,13,2308,4624,25,23,334,,,
0.8302,0.5417,0.833,0.539,0.875,0.5357,0.9351,0.5,0.9393,4130,26,22,828,2656,42,6,2302,4657,24,24,301,,,
0.824,0.375,0.8284,0.5491,0.75,0.5472,0.9283,0.5625,0.9318,4107,18,30,851,2713,36,12,2245,4620,27,21,338,,,
0.8134,0.4583,0.8169,0.5417,0.75,0.5397,0.9277,0.6042,0.9308,4050,22,26,908,2676,36,12,2282,4615,29,19,343,,,
0.822,0.2917,0.8271,0.5386,0.8125,0.5359,0.9443,0.5625,0.948,4101,14,34,857,2657,39,9,2301,4700,27,21,258,,,
0.8318,0.3333,0.8366,0.5439,0.8125,0.5413,0.9223,0.75,0.924,4148,16,32,810,2684,39,9,2274,4581,36,12,377,,,
0.8266,0.3542,0.8312,0.5495,0.7917,0.5472,0.9275,0.6875,0.9298,4121,17,31,837,2713,38,10,2245,4610,33,15,348,,,
0.8122,0.25,0.8177,0.5414,0.7083,0.5397,0.9321,0.4583,0.9367,4054,12,36,904,2676,34,14,2282,4644,22,26,314,,,
0.828,0.4583,0.8316,0.5485,0.75,0.5466,0.9231,0.5,0.9272,4123,22,26,835,2710,36,12,2248,4597,24,24,361,,,
0.8256,0.3542,0.8302,0.5437,0.7708,0.5415,0.9321,0.4375,0.9369,4116,17,31,842,2685,37,11,2273,4645,21,27,313,,,
0.8272,0.375,0.8316,0.5471,0.75,0.5452,0.9217,0.625,0.9246,4123,18,30,835,2703,36,12,2255,4584,30,18,374,,,
0.8192,0.4583,0.8227,0.5475,0.8125,0.545,0.9265,0.4583,0.931,4079,22,26,879,2702,39,9,2256,4616,22,26,342,,,
0.8214,0.3333,0.8261,0.538,0.7083,0.5363,0.9401,0.5625,0.9437,4096,16,32,862,2659,34,14,2299,4679,27,21,279,,,
0.8228,0.4583,0.8263,0.5463,0.7917,0.544,0.9381,0.4583,0.9427,4097,22,26,861,2697,38,10,2261,4674,22,26,284,,,
0.8304,0.375,0.8348,0.5519,0.7708,0.5498,0.9463,0.625,0.9494,4139,18,30,819,2726,37,11,2232,4707,30,18,251,,,
0.8324,0.4375,0.8362,0.5577,0.8125,0.5553,0.9145,0.5625,0.9179,4146,21,27,812,2753,39,9,2205,4551,27,21,407,,,
0.817,0.25,0.8225,0.5262,0.6667,0.5248,0.9199,0.6042,0.923,4078,12,36,880,2602,32,16,2356,4576,29,19,382,,,
0.8166,0.2917,0.8217,0.5433,0.6875,0.542,0.9351,0.6458,0.9379,4074,14,34,884,2687,33,15,2271,4650,31,17,308,,,
0.8202,0.3333,0.8249,0.5441,0.7083,0.5426,0.9229,0.5833,0.9262,4090,16,32,868,2690,34,14,2268,4592,28,20,366,,,
0.83,0.3125,0.835,0.5553,0.75,0.5534,0.9319,0.5625,0.9355,4140,15,33,818,2744,36,12,2214,4638,27,21,320,,,
0.8218,0.375,0.8261,0.5427,0.8125,0.5401,0.9409,0.6458,0.9437,4096,18,30,862,2678,39,9,2280,4679,31,17,279,,,
0.8338,0.3542,0.8384,0.5495,0.75,0.5476,0.9307,0.5,0.9349,4157,17,31,801,2715,36,12,2243,4635,24,24,323,,,
0.8234,0.3333,0.8282,0.5501,0.75,0.5482,0.9079,0.5833,0.9111,4106,16,32,852,2718,36,12,2240,4517,28,20,441,,,
0.8204,0.2917,0.8255,0.5437,0.7917,0.5413,0.9241,0.625,0.927,4093,14,34,865,2684,38,10,2274,4596,30,18,362,,,
0.8204,0.4375,0.8241,0.5485,0.8125,0.546,0.9337,0.5208,0.9377,4086,21,27,872,2707,39,9,2251,4649,25,23,309,,,
0.8174,0.4167,0.8213,0.54,0.7708,0.5377,0.9177,0.6667,0.9201,4072,20,28,886,2666,37,11,2292,4562,32,16,396,,,
0.8124,0.25,0.8179,0.5394,0.7083,0.5377,0.9473,0.6667,0.95,4055,12,36,903,2666,34,14,2292,4710,32,16,248,,,
0.8106,0.3125,0.8154,0.5469,0.75,0.545,0.9507,0.6042,0.954,4043,15,33,915,2702,36,12,2256,4730,29,19,228,,,
0.8206,0.2917,0.8257,0.5362,0.8125,0.5335,0.9253,0.6458,0.928,4094,14,34,864,2645,39,9,2313,4601,31,17,357,,,
0.8138,0.3542,0.8183,0.54,0.75,0.5379,0.9177,0.5833,0.9209,4057,17,31,901,2667,36,12,2291,4566,28,20,392,,,
0.8304,0.25,0.836,0.5493,0.7083,0.5478,0.9431,0.6667,0.9457,4145,12,36,813,2716,34,14,2242,4689,32,16,269,,,
