Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22,,,
0.8204,0.2708,0.8257,0.5507,0.7917,0.5484,0.9237,0.5,0.9278,4094,13,35,864,2719,38,10,2239,4600,24,24,358,,,
0.8238,0.4583,0.8273,0.5246,0.7917,0.522,0.9233,0.6042,0.9264,4102,22,26,856,2588,38,10,2370,4593,29,19,365,,,
0.827,0.3333,0.8318,0.5366,0.7292,0.5347,0.9247,0.625,0.9276,4124,16,32,834,2651,35,13,2307,4599,30,18,359,,,
0.8208,0.2917,0.8259,0.5433,0.7292,0.5415,0.9191,0.6458,0.9217,4095,14,34,863,2685,35,13,2273,4570,31,17,388,,,
0.8318,0.375,0.8362,0.5425,0.7708,0.5403,0.9271,0.4792,0.9314,4146,18,30,812,2679,37,11,2279,4618,23,25,340,,,
0.819,0.4167,0.8229,0.5336,0.875,0.5303,0.9205,0.6458,0.9232,4080,20,28,878,2629,42,6,2329,4577,31,17,381,,,
0.823,0.2917,0.8282,0.5485,0.75,0.5466,0.9229,0.6667,0.9254,4106,14,34,852,2710,36,12,2248,4588,32,16,370,,,
0.8184,0.375,0.8227,0.5579,0.8542,0.5551,0.9411,0.5208,0.9451,4079,18,30,879,2752,41,7,2206,4686,25,23,272,,,
0.8248,0.3958,0.829,0.5453,0.8333,0.5426,0.9287,0.6042,0.9318,4110,19,29,848,2690,40,8,2268,4620,29,19,338,,,
0.818,0.2917,0.8231,0.5485,0.7708,0.5464,0.9095,0.5625,0.9129,4081,14,34,877,2709,37,11,2249,4526,27,21,432,,,
0.8224,0.2708,0.8278,0.5481,0.7292,0.5464,0.9235,0.5625,0.927,4104,13,35,854,2709,35,13,2249,4596,27,21,362,,,
0.823,0.3542,0.8276,0.5495,0.6667,0.5484,0.9335,0.5208,0.9375,4103,17,31,855,2719,32,16,2239,4648,25,23,310,,,
0.8214,0.3125,0.8263,0.5501,0.7292,0.5484,0.9129,0.6458,0.9155,4097,15,33,861,2719,35,13,2239,4539,31,17,419,,,
0.822,0.25,0.8276,0.5328,0.7292,0.5309,0.9169,0.5833,0.9201,4103,12,36,855,2632,35,13,2326,4562,28,20,396,,,
0.8204,0.2917,0.8255,0.5408,0.75,0.5387,0.9299,0.6458,0.9326,4093,14,34,865,2671,36,12,2287,4624,31,17,334,,,
0.8122,0.3125,0.8171,0.5392,0.7292,0.5373,0.9241,0.6667,0.9266,4051,15,33,907,2664,35,13,2294,4594,32,16,364,,,
0.8228,0.3125,0.8278,0.5461,0.6667,0.545,0.9481,0.5833,0.9516,4104,15,33,854,2702,32,16,2256,4718,28,20,240,,,
0.8248,0.3125,0.8298,0.5402,0.7708,0.5379,0.9303,0.5833,0.9336,4114,15,33,844,2667,37,11,2291,4629,28,20,329,,,
0.8186,0.2917,0.8237,0.5406,0.6875,0.5391,0.9307,0.5417,0.9344,4084,14,34,874,2673,33,15,2285,4633,26,22,325,,,
0.8258,0.2917,0.831,0.54,0.7083,0.5383,0.9119,0.7083,0.9139,4120,14,34,838,2669,34,14,2289,4531,34,14,427,,,
0.8234,0.2917,0.8286,0.5459,0.7708,0.5438,0.9157,0.625,0.9185,4108,14,34,850,2696,37,11,2262,4554,30,18,404,,,
0.827,0.3333,0.8318,0.5425,0.75,0.5405,0.9207,0.6042,0.9238,4124,16,32,834,2680,36,12,2278,4580,29,19,378,,,
0.8238,0.3958,0.828,0.5416,0.8125,0.5389,0.9395,0.625,0.9425,4105,19,29,853,2672,39,9,2286,4673,30,18,285,,,
0.816,0.3125,0.8209,0.5306,0.7292,0.5286,0.9301,0.625,0.933,4070,15,33,888,2621,35,13,2337,4626,30,18,332,,,
0.8212,0.375,0.8255,0.5523,0.8125,0.5498,0.9359,0.625,0.9389,4093,18,30,865,2726,39,9,2232,4655,30,18,303,,,
0.818,0.4583,0.8215,0.5429,0.8125,0.5403,0.9401,0.5833,0.9435,4073,22,26,885,2679,39,9,2279,4678,28,20,280,,,
0.8198,0.2917,0.8249,0.5376,0.6667,0.5363,0.9461,0.6458,0.949,4090,14,34,868,2659,32,16,2299,4705,31,17,253,,,
0.816,0.3125,0.8209,0.5406,0.75,0.5385,0.9359,0.6458,0.9387,4070,15,33,888,2670,36,12,2288,4654,31,17,304,,,
0.8218,0.2708,0.8271,0.5376,0.8333,0.5347,0.9267,0.5417,0.9304,4101,13,35,857,2651,40,8,2307,4613,26,22,345,,,
0.8256,0.4792,0.829,0.5402,0.8542,0.5371,0.9321,0.5417,0.9359,4110,23,25,848,2663,41,7,2295,4640,26,22,318,,,
0.8192,0.25,0.8247,0.5408,0.7708,0.5385,0.9057,0.625,0.9084,4089,12,36,869,2670,37,11,2288,4504,30,18,454,,,
0.8196,0.3542,0.8241,0.54,0.6875,0.5385,0.9133,0.625,0.9161,4086,17,31,872,2670,33,15,2288,4542,30,18,416,,,
0.819,0.4167,0.8229,0.5368,0.8333,0.5339,0.9373,0.625,0.9403,4080,20,28,878,2647,40,8,2311,4662,30,18,296,,,
0.8226,0.2917,0.8278,0.5525,0.8542,0.5496,0.9367,0.6042,0.9399,4104,14,34,854,2725,41,7,2233,4660,29,19,298,,,
0.8354,0.2708,0.8409,0.5529,0.75,0.551,0.9331,0.6458,0.9359,4169,13,35,789,2732,36,12,2226,4640,31,17,318,,,
0.8296,0.4167,0.8336,0.5523,0.8333,0.5496,0.9385,0.5208,0.9425,4133,20,28,825,2725,40,8,2233,4673,25,23,285,,,
0.8202,0.375,0.8245,0.5489,0.7917,0.5466,0.9109,0.625,0.9137,4088,18,30,870,2710,38,10,2248,4530,30,18,428,,,
0.8206,0.3125,0.8255,0.5451,0.7083,0.5436,0.9071,0.5833,0.9102,4093,15,33,865,2695,34,14,2263,4513,28,20,445,,,
0.8214,0.3333,0.8261,0.5531,0.75,0.5512,0.9153,0.7083,0.9173,4096,16,32,862,2733,36,12,2225,4548,34,14,410,,,
0.8198,0.2917,0.8249,0.5441,0.8125,0.5415,0.9309,0.5,0.9351,4090,14,34,868,2685,39,9,2273,4636,24,24,322,,,
0.8254,0.3542,0.83,0.5451,0.7708,0.543,0.9367,0.5417,0.9405,4115,17,31,843,2692,37,11,2266,4663,26,22,295,,,
0.8212,0.3125,0.8261,0.5487,0.8125,0.5462,0.9161,0.5,0.9201,4096,15,33,862,2708,39,9,2250,4562,24,24,396,,,
0.8264,0.3125,0.8314,0.5469,0.6875,0.5456,0.9217,0.5833,0.925,4122,15,33,836,2705,33,15,2253,4586,28,20,372,,,
0.82,0.3542,0.8245,0.5382,0.7917,0.5357,0.9287,0.5417,0.9324,4088,17,31,870,2656,38,10,2302,4623,26,22,335,,,
0.8148,0.2917,0.8199,0.5336,0.75,0.5315,0.9341,0.5833,0.9375,4065,14,34,893,2635,36,12,2323,4648,28,20,310,,,
0.8162,0.3125,0.8211,0.5404,0.6667,0.5391,0.9239,0.6875,0.9262,4071,15,33,887,2673,32,16,2285,4592,33,15,366,,,
0.8228,0.3542,0.8273,0.5445,0.7292,0.5428,0.9209,0.4583,0.9254,4102,17,31,856,2691,35,13,2267,4588,22,26,370,,,
0.8222,0.3542,0.8267,0.5527,0.7083,0.5512,0.9359,0.5,0.9401,4099,17,31,859,2733,34,14,2225,4661,24,24,297,,,
0.8218,0.375,0.8261,0.5451,0.7083,0.5436,0.9165,0.5208,0.9203,4096,18,30,862,2695,34,14,2263,4563,25,23,395,,,
0.819,0.3542,0.8235,0.5404,0.8125,0.5377,0.9219,0.5,0.926,4083,17,31,875,2666,39,9,2292,4591,24,24,367,,,
0.8302,0.4583,0.8338,0.5477,0.75,0.5458,0.9323,0.4792,0.9367,4134,22,26,824,2706,36,12,2252,4644,23,25,314,,,
0.8216,0.4167,0.8255,0.5465,0.7292,0.5448,0.9261,0.4167,0.931,4093,20,28,865,2701,35,13,2257,4616,20,28,342,,,
0.8308,0.3542,0.8354,0.5567,0.7083,0.5553,0.9439,0.6042,0.9472,4142,17,31,816,2753,34,14,2205,4696,29,19,262,,,
0.8224,0.4167,0.8263,0.541,0.8125,0.5383,0.8979,0.5833,0.901,4097,20,28,861,2669,39,9,2289,4467,28,20,491,,,
0.819,0.2708,0.8243,0.5499,0.6875,0.5486,0.9297,0.625,0.9326,4087,13,35,871,2720,33,15,2238,4624,30,18,334,,,
0.8266,0.3542,0.8312,0.5585,0.75,0.5567,0.9151,0.7083,0.9171,4121,17,31,837,2760,36,12,2198,4547,34,14,411,,,
0.819,0.4167,0.8229,0.5453,0.8542,0.5424,0.9285,0.5625,0.932,4080,20,28,878,2689,41,7,2269,4621,27,21,337,,,
0.82,0.3125,0.8249,0.5565,0.8125,0.5541,0.9173,0.5833,0.9205,4090,15,33,868,2747,39,9,2211,4564,28,20,394,,,
0.8284,0.3958,0.8326,0.5473,0.8125,0.5448,0.9189,0.5625,0.9223,4128,19,29,830,2701,39,9,2257,4573,27,21,385,,,
0.8216,0.3542,0.8261,0.5457,0.8333,0.543,0.9279,0.4583,0.9324,4096,17,31,862,2692,40,8,2266,4623,22,26,335,,,
0.8224,0.3333,0.8271,0.5338,0.7917,0.5313,0.9409,0.5833,0.9443,4101,16,32,857,2634,38,10,2324,4682,28,20,276,,,
0.8216,0.3542,0.8261,0.5396,0.8333,0.5367,0.9157,0.7083,0.9177,4096,17,31,862,2661,40,8,2297,4550,34,14,408,,,
0.816,0.4167,0.8199,0.5328,0.8542,0.5296,0.9259,0.6458,0.9286,4065,20,28,893,2626,41,7,2332,4604,31,17,354,,,
0.8182,0.2708,0.8235,0.5431,0.8333,0.5403,0.9233,0.6042,0.9264,4083,13,35,875,2679,40,8,2279,4593,29,19,365,,,
0.822,0.2917,0.8271,0.5338,0.6667,0.5325,0.9355,0.5625,0.9391,4101,14,34,857,2640,32,16,2318,4656,27,21,302,,,
0.8218,0.3958,0.8259,0.5483,0.75,0.5464,0.9373,0.5833,0.9407,4095,19,29,863,2709,36,12,2249,4664,28,20,294,,,
0.829,0.2917,0.8342,0.5364,0.6875,0.5349,0.9281,0.5208,0.932,4136,14,34,822,2652,33,15,2306,4621,25,23,337,,,
0.817,0.3125,0.8219,0.5425,0.7083,0.5409,0.9341,0.6875,0.9365,4075,15,33,883,2682,34,14,2276,4643,33,15,315,,,
0.8166,0.375,0.8209,0.5547,0.7083,0.5532,0.9119,0.6042,0.9149,4070,18,30,888,2743,34,14,2215,4536,29,19,422,,,
0.8142,0.3125,0.8191,0.53,0.6875,0.5284,0.9353,0.4792,0.9397,4061,15,33,897,2620,33,15,2338,4659,23,25,299,,,
0.821,0.375,0.8253,0.5344,0.75,0.5323,0.9205,0.6875,0.9228,4092,18,30,866,2639,36,12,2319,4575,33,15,383,,,
0.8246,0.3542,0.8292,0.5497,0.7708,0.5476,0.9139,0.5208,0.9177,4111,17,31,847,2715,37,11,2243,4550,25,23,408,,,
0.8322,0.3125,0.8372,0.5465,0.6458,0.5456,0.9331,0.4792,0.9375,4151,15,33,807,2705,31,17,2253,4648,23,25,310,,,
0.8242,0.4375,0.828,0.5408,0.7917,0.5383,0.9301,0.5833,0.9334,4105,21,27,853,2669,38,10,2289,4628,28,20,330,,,
0.8136,0.2292,0.8193,0.5417,0.7708,0.5395,0.9085,0.5833,0.9117,4062,11,37,896,2675,37,11,2283,4520,28,20,438,,,
0.828,0.4792,0.8314,0.5366,0.8333,0.5337,0.9139,0.4792,0.9181,4122,23,25,836,2646,40,8,2312,4552,23,25,406,,,
0.8238,0.4375,0.8276,0.5429,0.8333,0.5401,0.9249,0.5833,0.9282,4103,21,27,855,2678,40,8,2280,4602,28,20,356,,,
0.823,0.3542,0.8276,0.5344,0.8125,0.5317,0.9209,0.6042,0.924,4103,17,31,855,2636,39,9,2322,4581,29,19,377,,,
0.8214,0.3333,0.8261,0.5437,0.6875,0.5424,0.9357,0.6458,0.9385,4096,16,32,862,2689,33,15,2269,4653,31,17,305,,,
0.8206,0.3958,0.8247,0.5398,0.8542,0.5367,0.9359,0.6667,0.9385,4089,19,29,869,2661,41,7,2297,4653,32,16,305,,,
0.822,0.3333,0.8267,0.54,0.8125,0.5373,0.9263,0.6458,0.929,4099,16,32,859,2664,39,9,2294,4606,31,17,352,,,
0.8238,0.3542,0.8284,0.5495,0.7917,0.5472,0.9387,0.7083,0.9409,4107,17,31,851,2713,38,10,2245,4665,34,14,293,,,
0.8166,0.2708,0.8219,0.5447,0.7292,0.543,0.9359,0.5208,0.9399,4075,13,35,883,2692,35,13,2266,4660,25,23,298,,,
0.8254,0.3125,0.8304,0.5619,0.75,0.5601,0.9451,0.625,0.9482,4117,15,33,841,2777,36,12,2181,4701,30,18,257,,,
0.8214,0.3125,0.8263,0.5543,0.7083,0.5528,0.9259,0.6667,0.9284,4097,15,33,861,2741,34,14,2217,4603,32,16,355,,,
0.819,0.4375,0.8227,0.539,0.6875,0.5375,0.9397,0.5625,0.9433,4079,21,27,879,2665,33,15,2293,4677,27,21,281,,,
0.817,0.3125,0.8219,0.5431,0.7917,0.5407,0.9273,0.5417,0.931,4075,15,33,883,2681,38,10,2277,4616,26,22,342,,,
0.8234,0.2917,0.8286,0.5416,0.6875,0.5401,0.9363,0.6458,0.9391,4108,14,34,850,2678,33,15,2280,4656,31,17,302,,,
0.8236,0.375,0.828,0.5463,0.7917,0.544,0.9467,0.625,0.9498,4105,18,30,853,2697,38,10,2261,4709,30,18,249,,,
0.8276,0.3333,0.8324,0.538,0.7917,0.5355,0.9191,0.6042,0.9221,4127,16,32,831,2655,38,10,2303,4572,29,19,386,,,
0.8262,0.2292,0.832,0.5402,0.6875,0.5387,0.9129,0.625,0.9157,4125,11,37,833,2671,33,15,2287,4540,30,18,418,,,
0.8294,0.4375,0.8332,0.5427,0.8542,0.5397,0.9327,0.4792,0.9371,4131,21,27,827,2676,41,7,2282,4646,23,25,312,,,
0.8244,0.4583,0.828,0.5477,0.875,0.5446,0.9287,0.4583,0.9332,4105,22,26,853,2700,42,6,2258,4627,22,26,331,,,
0.8232,0.375,0.8276,0.5541,0.7917,0.5518,0.9251,0.5,0.9292,4103,18,30,855,2736,38,10,2222,4607,24,24,351,,,
0.8194,0.3958,0.8235,0.5459,0.7917,0.5436,0.9277,0.5,0.9318,4083,19,29,875,2695,38,10,2263,4620,24,24,338,,,
0.814,0.3542,0.8185,0.5433,0.75,0.5413,0.9487,0.5,0.953,4058,17,31,900,2684,36,12,2274,4725,24,24,233,,,
0.8202,0.4375,0.8239,0.5471,0.7917,0.5448,0.9391,0.4792,0.9435,4085,21,27,873,2701,38,10,2257,4678,23,25,280,,,
0.8194,0.375,0.8237,0.5447,0.75,0.5428,0.9285,0.5417,0.9322,4084,18,30,874,2691,36,12,2267,4622,26,22,336,,,
0.8266,0.3542,0.8312,0.5451,0.7292,0.5434,0.9331,0.5625,0.9367,4121,17,31,837,2694,35,13,2264,4644,27,21,314,,,
0.8182,0.3333,0.8229,0.5545,0.75,0.5526,0.9213,0.5625,0.9248,4080,16,32,878,2740,36,12,2218,4585,27,21,373,,,
0.8234,0.3333,0.8282,0.5531,0.75,0.5512,0.9293,0.5833,0.9326,4106,16,32,852,2733,36,12,2225,4624,28,20,334,,,
0.8216,0.3125,0.8265,0.5505,0.6667,0.5494,0.9017,0.5625,0.905,4098,15,33,860,2724,32,16,2234,4487,27,21,471,,,
0.8246,0.2708,0.83,0.5491,0.7292,0.5474,0.9461,0.5833,0.9496,4115,13,35,843,2714,35,13,2244,4708,28,20,250,,,
0.8242,0.2708,0.8296,0.5477,0.7292,0.546,0.9507,0.4792,0.9552,4113,13,35,845,2707,35,13,2251,4736,23,25,222,,,
0.824,0.3542,0.8286,0.5366,0.7917,0.5341,0.9213,0.5625,0.9248,4108,17,31,850,2648,38,10,2310,4585,27,21,373,,,
0.8132,0.2708,0.8185,0.5378,0.7083,0.5361,0.9301,0.6042,0.9332,4058,13,35,900,2658,34,14,2300,4627,29,19,331,,,
0.8188,0.4792,0.8221,0.5455,0.7917,0.5432,0.9359,0.4583,0.9405,4076,23,25,882,2693,38,10,2265,4663,22,26,295,,,
0.824,0.4583,0.8276,0.5503,0.7917,0.548,0.9263,0.5833,0.9296,4103,22,26,855,2717,38,10,2241,4609,28,20,349,,,
0.8198,0.3333,0.8245,0.5396,0.7708,0.5373,0.9065,0.6042,0.9094,4088,16,32,870,2664,37,11,2294,4509,29,19,449,,,
0.823,0.3125,0.828,0.5481,0.7292,0.5464,0.9231,0.5417,0.9268,4105,15,33,853,2709,35,13,2249,4595,26,22,363,,,
0.8212,0.3958,0.8253,0.5453,0.7083,0.5438,0.9287,0.6667,0.9312,4092,19,29,866,2696,34,14,2262,4617,32,16,341,,,
0.8294,0.25,0.835,0.5515,0.75,0.5496,0.9353,0.5833,0.9387,4140,12,36,818,2725,36,12,2233,4654,28,20,304,,,
0.812,0.25,0.8175,0.5439,0.8333,0.5411,0.9183,0.5417,0.9219,4053,12,36,905,2683,40,8,2275,4571,26,22,387,,,
0.821,0.3958,0.8251,0.5439,0.6667,0.5428,0.9445,0.625,0.9476,4091,19,29,867,2691,32,16,2267,4698,30,18,260,,,
0.8206,0.4375,0.8243,0.5601,0.8333,0.5575,0.9373,0.5625,0.9409,4087,21,27,871,2764,40,8,2194,4665,27,21,293,,,
0.8228,0.2917,0.828,0.5527,0.7708,0.5506,0.9499,0.6667,0.9526,4105,14,34,853,2730,37,11,2228,4723,32,16,235,,,
0.8128,0.3333,0.8175,0.5406,0.8125,0.5379,0.9089,0.5417,0.9125,4053,16,32,905,2667,39,9,2291,4524,26,22,434,,,
0.8228,0.3125,0.8278,0.5549,0.8125,0.5524,0.9199,0.6667,0.9223,4104,15,33,854,2739,39,9,2219,4573,32,16,385,,,
0.8228,0.3333,0.8276,0.5342,0.75,0.5321,0.9443,0.5625,0.948,4103,16,32,855,2638,36,12,2320,4700,27,21,258,,,
0.822,0.2917,0.8271,0.5302,0.7083,0.5284,0.9255,0.6667,0.928,4101,14,34,857,2620,34,14,2338,4601,32,16,357,,,
0.8232,0.2708,0.8286,0.5521,0.7083,0.5506,0.9021,0.5208,0.9058,4108,13,35,850,2730,34,14,2228,4491,25,23,467,,,
0.816,0.3125,0.8209,0.5368,0.7083,0.5351,0.9067,0.6875,0.9088,4070,15,33,888,2653,34,14,2305,4506,33,15,452,,,
0.8254,0.2917,0.8306,0.5408,0.75,0.5387,0.9191,0.6458,0.9217,4118,14,34,840,2671,36,12,2287,4570,31,17,388,,,
0.811,0.2917,0.8161,0.5421,0.75,0.5401,0.9193,0.5625,0.9228,4046,14,34,912,2678,36,12,2280,4575,27,21,383,,,
0.8212,0.375,0.8255,0.5344,0.7708,0.5321,0.9271,0.4375,0.9318,4093,18,30,865,2638,37,11,2320,4620,21,27,338,,,
0.8264,0.3333,0.8312,0.5495,0.7708,0.5474,0.9249,0.5625,0.9284,4121,16,32,837,2714,37,11,2244,4603,27,21,355,,,
0.8192,0.3333,0.8239,0.5483,0.7708,0.5462,0.9265,0.4792,0.9308,4085,16,32,873,2708,37,11,2250,4615,23,25,343,,,
0.8218,0.3333,0.8265,0.5445,0.8125,0.542,0.9189,0.5625,0.9223,4098,16,32,860,2687,39,9,2271,4573,27,21,385,,,
0.8292,0.3333,0.834,0.5483,0.7292,0.5466,0.9123,0.5,0.9163,4135,16,32,823,2710,35,13,2248,4543,24,24,415,,,
0.8258,0.3542,0.8304,0.5433,0.7917,0.5409,0.9313,0.5417,0.9351,4117,17,31,841,2682,38,10,2276,4636,26,22,322,,,
0.8254,0.2083,0.8314,0.5547,0.7708,0.5526,0.9129,0.6042,0.9159,4122,10,38,836,2740,37,11,2218,4541,29,19,417,,,
0.822,0.3125,0.8269,0.5416,0.7708,0.5393,0.9173,0.5833,0.9205,4100,15,33,858,2674,37,11,2284,4564,28,20,394,,,
0.828,0.3542,0.8326,0.5561,0.75,0.5543,0.9263,0.6042,0.9294,4128,17,31,830,2748,36,12,2210,4608,29,19,350,,,
0.819,0.3542,0.8235,0.5356,0.7292,0.5337,0.9211,0.6042,0.9242,4083,17,31,875,2646,35,13,2312,4582,29,19,376,,,
0.8188,0.4792,0.8221,0.5398,0.7708,0.5375,0.9197,0.5417,0.9234,4076,23,25,882,2665,37,11,2293,4578,26,22,380,,,
0.814,0.3958,0.8181,0.5463,0.8958,0.543,0.9029,0.4792,0.907,4056,19,29,902,2692,43,5,2266,4497,23,25,461,,,
0.8184,0.4167,0.8223,0.5419,0.75,0.5399,0.9413,0.6042,0.9445,4077,20,28,881,2677,36,12,2281,4683,29,19,275,,,
0.8216,0.4167,0.8255,0.5429,0.6667,0.5418,0.9223,0.5417,0.926,4093,20,28,865,2686,32,16,2272,4591,26,22,367,,,
0.8278,0.3958,0.832,0.5332,0.7708,0.5309,0.9347,0.5833,0.9381,4125,19,29,833,2632,37,11,2326,4651,28,20,307,,,
0.8148,0.2708,0.8201,0.5441,0.75,0.5422,0.9225,0.6042,0.9256,4066,13,35,892,2688,36,12,2270,4589,29,19,369,,,
0.8266,0.3958,0.8308,0.5547,0.7292,0.553,0.9401,0.5,0.9443,4119,19,29,839,2742,35,13,2216,4682,24,24,276,,,
0.8272,0.4167,0.8312,0.5465,0.7083,0.545,0.9463,0.5833,0.9498,4121,20,28,837,2702,34,14,2256,4709,28,20,249,,,
0.8136,0.4167,0.8175,0.5364,0.7708,0.5341,0.9279,0.5208,0.9318,4053,20,28,905,2648,37,11,2310,4620,25,23,338,,,
0.816,0.3125,0.8209,0.5394,0.7917,0.5369,0.9301,0.5,0.9342,4070,15,33,888,2662,38,10,2296,4632,24,24,326,,,
0.8232,0.3333,0.828,0.5417,0.7708,0.5395,0.9253,0.5208,0.9292,4105,16,32,853,2675,37,11,2283,4607,25,23,351,,,
0.8258,0.2708,0.8312,0.5419,0.6875,0.5405,0.9083,0.6458,0.9109,4121,13,35,837,2680,33,15,2278,4516,31,17,442,,,
0.8214,0.4583,0.8249,0.5324,0.875,0.529,0.9321,0.5625,0.9357,4090,22,26,868,2623,42,6,2335,4639,27,21,319,,,
0.8192,0.375,0.8235,0.5445,0.7917,0.5422,0.9155,0.5417,0.9191,4083,18,30,875,2688,38,10,2270,4557,26,22,401,,,
0.8204,0.2708,0.8257,0.5423,0.6667,0.5411,0.9441,0.5417,0.948,4094,13,35,864,2683,32,16,2275,4700,26,22,258,,,
0.8276,0.4583,0.8312,0.5529,0.8333,0.5502,0.9241,0.5208,0.928,4121,22,26,837,2728,40,8,2230,4601,25,23,357,,,
0.8252,0.25,0.8308,0.5455,0.6667,0.5444,0.9289,0.6875,0.9312,4119,12,36,839,2699,32,16,2259,4617,33,15,341,,,
0.8276,0.4583,0.8312,0.5477,0.7292,0.546,0.9309,0.4792,0.9353,4121,22,26,837,2707,35,13,2251,4637,23,25,321,,,
0.8242,0.375,0.8286,0.5461,0.7708,0.544,0.9281,0.4792,0.9324,4108,18,30,850,2697,37,11,2261,4623,23,25,335,,,
0.8302,0.3125,0.8352,0.5457,0.6458,0.5448,0.9295,0.5833,0.9328,4141,15,33,817,2701,31,17,2257,4625,28,20,333,,,
0.8256,0.375,0.83,0.54,0.6875,0.5385,0.9331,0.5625,0.9367,4115,18,30,843,2670,33,15,2288,4644,27,21,314,,,
0.8212,0.2708,0.8265,0.5451,0.7083,0.5436,0.9437,0.7292,0.9457,4098,13,35,860,2695,34,14,2263,4689,35,13,269,,,
0.8192,0.3125,0.8241,0.5417,0.7917,0.5393,0.9293,0.6042,0.9324,4086,15,33,872,2674,38,10,2284,4623,29,19,335,,,
0.826,0.3958,0.8302,0.5485,0.7083,0.547,0.9147,0.5,0.9187,4116,19,29,842,2712,34,14,2246,4555,24,24,403,,,
0.8264,0.3958,0.8306,0.5344,0.7083,0.5327,0.9295,0.5208,0.9334,4118,19,29,840,2641,34,14,2317,4628,25,23,330,,,
0.8246,0.2292,0.8304,0.5414,0.7292,0.5395,0.9243,0.5,0.9284,4117,11,37,841,2675,35,13,2283,4603,24,24,355,,,
0.813,0.25,0.8185,0.5429,0.7083,0.5413,0.9051,0.6458,0.9076,4058,12,36,900,2684,34,14,2274,4500,31,17,458,,,
0.8246,0.3333,0.8294,0.5398,0.7083,0.5381,0.9057,0.4583,0.91,4112,16,32,846,2668,34,14,2290,4512,22,26,446,,,
0.8212,0.3125,0.8261,0.5459,0.8333,0.5432,0.9255,0.6667,0.928,4096,15,33,862,2693,40,8,2265,4601,32,16,357,,,
0.8226,0.2917,0.8278,0.5469,0.7083,0.5454,0.9437,0.5417,0.9476,4104,14,34,854,2704,34,14,2254,4698,26,22,260,,,
0.8294,0.375,0.8338,0.5338,0.7917,0.5313,0.9189,0.5417,0.9225,4134,18,30,824,2634,38,10,2324,4574,26,22,384,,,
0.8292,0.2917,0.8344,0.5493,0.6875,0.548,0.9255,0.5833,0.9288,4137,14,34,821,2717,33,15,2241,4605,28,20,353,,,
0.8272,0.375,0.8316,0.5477,0.7083,0.5462,0.9281,0.4792,0.9324,4123,18,30,835,2708,34,14,2250,4623,23,25,335,,,
0.8178,0.4167,0.8217,0.5433,0.7708,0.5411,0.9025,0.5833,0.9056,4074,20,28,884,2683,37,11,2275,4490,28,20,468,,,
0.8182,0.3958,0.8223,0.536,0.875,0.5327,0.9321,0.4792,0.9365,4077,19,29,881,2641,42,6,2317,4643,23,25,315,,,
0.8264,0.3958,0.8306,0.5435,0.7917,0.5411,0.9283,0.4583,0.9328,4118,19,29,840,2683,38,10,2275,4625,22,26,333,,,
0.8184,0.3333,0.8231,0.5421,0.6875,0.5407,0.9457,0.5417,0.9496,4081,16,32,877,2681,33,15,2277,4708,26,22,250,,,
0.8202,0.4375,0.8239,0.5499,0.875,0.5468,0.9247,0.625,0.9276,4085,21,27,873,2711,42,6,2247,4599,30,18,359,,,
0.8204,0.375,0.8247,0.5457,0.8125,0.5432,0.9261,0.4792,0.9304,4089,18,30,869,2693,39,9,2265,4613,23,25,345,,,
0.8226,0.375,0.8269,0.5431,0.7708,0.5409,0.9243,0.5833,0.9276,4100,18,30,858,2682,37,11,2276,4599,28,20,359,,,
0.819,0.4167,0.8229,0.5451,0.7292,0.5434,0.9379,0.4583,0.9425,4080,20,28,878,2694,35,13,2264,4673,22,26,285,,,
0.8222,0.2292,0.828,0.5485,0.7083,0.547,0.9191,0.3958,0.9242,4105,11,37,853,2712,34,14,2246,4582,19,29,376,,,
0.8208,0.3333,0.8255,0.5443,0.7292,0.5426,0.9145,0.75,0.9161,4093,16,32,865,2690,35,13,2268,4542,36,12,416,,,
0.8196,0.4583,0.8231,0.5489,0.7708,0.5468,0.9259,0.5625,0.9294,4081,22,26,877,2711,37,11,2247,4608,27,21,350,,,
0.8168,0.375,0.8211,0.5421,0.8542,0.5391,0.9201,0.3958,0.9252,4071,18,30,887,2673,41,7,2285,4587,19,29,371,,,
0.8128,0.4583,0.8163,0.5412,0.8125,0.5385,0.9321,0.5833,0.9355,4047,22,26,911,2670,39,9,2288,4638,28,20,320,,,
0.8166,0.2708,0.8219,0.5336,0.7708,0.5313,0.9219,0.625,0.9248,4075,13,35,883,2634,37,11,2324,4585,30,18,373,,,
0.8198,0.3125,0.8247,0.5348,0.625,0.5339,0.9199,0.5417,0.9236,4089,15,33,869,2647,30,18,2311,4579,26,22,379,,,
0.8232,0.3125,0.8282,0.5427,0.625,0.542,0.9219,0.625,0.9248,4106,15,33,852,2687,30,18,2271,4585,30,18,373,,,
0.8262,0.3333,0.831,0.5537,0.8542,0.5508,0.9191,0.5625,0.9225,4120,16,32,838,2731,41,7,2227,4574,27,21,384,,,
