N_iteracion,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa,,,,
0,0.54,0.632,0.539,0.585,0.993,0.008,,,,
1,0.903,0.474,0.908,0.691,0.994,0.078,,MeanAccuracy,0.79963,
2,0.757,0.561,0.759,0.66,0.994,0.027,,StdAccuracy,0.115026712312639,
3,0.916,0.456,0.921,0.689,0.994,0.087,,n,100,
4,0.904,0.474,0.908,0.691,0.994,0.078,,Error estándar,0.011502671231264,
5,0.905,0.579,0.908,0.744,0.995,0.098,,Valor crítico,1.96,(95%)
6,0.727,0.544,0.729,0.637,0.993,0.021,,Margen de error,0.022545235613277,
7,0.755,0.439,0.758,0.598,0.992,0.017,,,,
8,0.687,0.439,0.689,0.564,0.991,0.009,,,,
9,0.709,0.474,0.711,0.593,0.992,0.013,,MeanSpecificity,0.50144,
10,0.905,0.474,0.91,0.692,0.994,0.079,,StdSpecificity,0.075876204332046,
11,0.913,0.526,0.917,0.722,0.994,0.098,,n,100,
12,0.91,0.456,0.915,0.686,0.994,0.081,,Error estándar,0.007587620433205,
13,0.743,0.351,0.747,0.549,0.991,0.008,,Valor crítico,1.96,(95%)
14,0.752,0.421,0.756,0.589,0.992,0.015,,Margen de error,0.014871736049081,
15,0.645,0.526,0.646,0.586,0.992,0.01,,,,
16,0.909,0.439,0.914,0.676,0.993,0.076,,,,
17,0.706,0.386,0.71,0.548,0.991,0.007,,MeanROC_AUC,0.65216,
18,0.725,0.509,0.727,0.618,0.993,0.018,,StdROC_AUC,0.069341741914356,
19,0.606,0.632,0.606,0.619,0.993,0.013,,n,100,
20,0.907,0.456,0.912,0.684,0.994,0.077,,Error estándar,0.006934174191436,
21,0.598,0.667,0.597,0.632,0.994,0.014,,Valor crítico,1.96,(95%)
22,0.803,0.456,0.807,0.632,0.993,0.028,,Margen de error,0.013590981415214,
23,0.706,0.439,0.709,0.574,0.991,0.011,,,,
24,0.637,0.649,0.637,0.643,0.994,0.016,,,,
25,0.912,0.491,0.916,0.704,0.994,0.09,,,,
26,0.719,0.491,0.722,0.606,0.992,0.016,,,,
27,0.917,0.474,0.922,0.698,0.994,0.092,,,,
28,0.718,0.491,0.72,0.606,0.992,0.016,,,,
29,0.762,0.474,0.765,0.619,0.993,0.021,,,,
30,0.907,0.509,0.911,0.71,0.994,0.088,,,,
31,0.66,0.526,0.661,0.594,0.992,0.012,,,,
32,0.921,0.544,0.925,0.734,0.995,0.112,,,,
33,0.903,0.509,0.907,0.708,0.994,0.084,,,,
34,0.632,0.474,0.634,0.554,0.991,0.006,,,,
35,0.912,0.544,0.916,0.73,0.995,0.099,,,,
36,0.906,0.456,0.911,0.684,0.994,0.077,,,,
37,0.912,0.509,0.916,0.712,0.994,0.093,,,,
38,0.909,0.509,0.913,0.711,0.994,0.09,,,,
39,0.908,0.456,0.913,0.684,0.994,0.078,,,,
40,0.697,0.368,0.701,0.534,0.99,0.005,,,,
41,0.748,0.544,0.751,0.647,0.993,0.024,,,,
42,0.742,0.439,0.746,0.592,0.992,0.015,,,,
43,0.772,0.351,0.777,0.564,0.991,0.012,,,,
44,0.678,0.491,0.68,0.585,0.992,0.011,,,,
45,0.914,0.491,0.919,0.705,0.994,0.092,,,,
46,0.719,0.316,0.724,0.52,0.99,0.003,,,,
47,0.918,0.509,0.922,0.716,0.994,0.101,,,,
48,0.757,0.368,0.762,0.565,0.991,0.011,,,,
49,0.861,0.667,0.863,0.765,0.996,0.075,,,,
50,0.915,0.386,0.921,0.654,0.993,0.072,,,,
51,0.907,0.579,0.911,0.745,0.995,0.101,,,,
52,0.613,0.561,0.613,0.587,0.992,0.01,,,,
53,0.907,0.491,0.911,0.701,0.994,0.084,,,,
54,0.914,0.649,0.917,0.783,0.996,0.123,,,,
55,0.668,0.561,0.669,0.615,0.993,0.015,,,,
56,0.91,0.509,0.915,0.712,0.994,0.091,,,,
57,0.844,0.737,0.845,0.791,0.997,0.074,,,,
58,0.759,0.526,0.761,0.644,0.993,0.025,,,,
59,0.908,0.579,0.912,0.745,0.995,0.102,,,,
60,0.704,0.421,0.707,0.564,0.991,0.009,,,,
61,0.669,0.509,0.671,0.59,0.992,0.011,,,,
62,0.642,0.561,0.643,0.602,0.993,0.012,,,,
63,0.904,0.561,0.907,0.734,0.995,0.094,,,,
64,0.665,0.491,0.667,0.579,0.992,0.01,,,,
65,0.904,0.632,0.907,0.769,0.996,0.107,,,,
66,0.906,0.596,0.91,0.753,0.995,0.103,,,,
67,0.909,0.456,0.914,0.685,0.994,0.08,,,,
68,0.911,0.474,0.916,0.695,0.994,0.085,,,,
69,0.913,0.509,0.917,0.713,0.994,0.094,,,,
70,0.639,0.509,0.64,0.575,0.992,0.009,,,,
71,0.653,0.491,0.655,0.573,0.992,0.009,,,,
72,0.732,0.456,0.735,0.596,0.992,0.015,,,,
73,0.654,0.526,0.655,0.591,0.992,0.011,,,,
74,0.665,0.509,0.667,0.588,0.992,0.011,,,,
75,0.764,0.333,0.768,0.551,0.991,0.009,,,,
76,0.71,0.474,0.713,0.593,0.992,0.014,,,,
77,0.909,0.491,0.913,0.702,0.994,0.086,,,,
78,0.908,0.526,0.912,0.719,0.994,0.092,,,,
79,0.914,0.474,0.918,0.696,0.994,0.088,,,,
80,0.924,0.579,0.928,0.753,0.995,0.124,,,,
81,0.741,0.439,0.744,0.591,0.992,0.015,,,,
82,0.916,0.544,0.92,0.732,0.995,0.105,,,,
83,0.904,0.614,0.907,0.761,0.995,0.104,,,,
84,0.903,0.526,0.907,0.717,0.994,0.087,,,,
85,0.903,0.439,0.908,0.673,0.993,0.071,,,,
86,0.714,0.456,0.717,0.587,0.992,0.013,,,,
87,0.548,0.526,0.548,0.537,0.991,0.003,,,,
88,0.901,0.526,0.905,0.715,0.994,0.084,,,,
89,0.914,0.474,0.919,0.696,0.994,0.089,,,,
90,0.853,0.632,0.855,0.743,0.995,0.066,,,,
91,0.915,0.439,0.921,0.68,0.993,0.083,,,,
92,0.641,0.596,0.641,0.619,0.993,0.014,,,,
93,0.912,0.526,0.916,0.721,0.994,0.097,,,,
94,0.676,0.439,0.679,0.559,0.991,0.008,,,,
95,0.742,0.544,0.744,0.644,0.993,0.023,,,,
96,0.656,0.474,0.658,0.566,0.991,0.008,,,,
97,0.908,0.439,0.913,0.676,0.993,0.075,,,,
98,0.693,0.421,0.696,0.559,0.991,0.008,,,,
99,0.907,0.474,0.912,0.693,0.994,0.081,,,,
