Accuracy_SIFT,Precision_SIFT,Recall_SIFT,F1_SIFT,APS_SIFT,AUC_SIFT,Accuracy_POLYPHEN,Precision_POLYPHEN,Recall_POLYPHEN,F1_POLYPHEN,APS_POLYPHEN,AUC_POLYPHEN,Accuracy_CADD,Precision_CADD,Recall_CADD,F1_CADD,APS_CADD,AUC_CADD,Accuracy_VC10B,Precision_VC10B,Recall_VC10B,F1_VC10B,APS_VC10B,AUC_VC10B,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_CADD,TN_CADD,FP_CADD,FN_CADD,TP_VC10B,TN_VC10B,FP_VC10B,FN_VC10B
0.8191,0.024,0.4583,0.0456,0.01608506306627462,0.6404362249950485,0.5417,0.0165,0.8125,0.0323,0.015158601698478097,0.6758083283818578,0.8499,0.041,0.6667,0.0772,0.030454509029312765,0.759160229748465,0.9906,0.5,0.1875,0.2727,0.10140155974102413,0.592858734402852,22,4153,896,26,39,2722,2327,9,32,4300,749,16,9,5040,9,39
0.8246,0.0258,0.4792,0.049,0.0172600403077164,0.6535266884531591,0.5399,0.0148,0.7292,0.029,0.013332452035911015,0.63364651416122,0.8521,0.0392,0.625,0.0738,0.028009295899753657,0.7396142800554565,0.9918,0.75,0.1875,0.3,0.14827655974102413,0.5934529114676174,23,4180,869,25,35,2717,2332,13,30,4313,736,18,9,5046,3,39
0.8185,0.0239,0.4583,0.0454,0.01604928448894913,0.6401391364626658,0.538,0.0151,0.75,0.0296,0.013703632505434916,0.6429738562091503,0.8501,0.0363,0.5833,0.0683,0.02508104432049331,0.7179887106357695,0.9882,0.25,0.125,0.1667,0.039490141259564446,0.5607174688057042,22,4150,899,26,36,2706,2343,12,28,4305,744,20,6,5031,18,42
0.8221,0.0222,0.4167,0.0422,0.014762986275378896,0.6212863933452168,0.5456,0.0146,0.7083,0.0286,0.01305635987190961,0.6262007328183798,0.8534,0.0395,0.625,0.0743,0.02823504642349487,0.7403074866310161,0.9906,0.5,0.1667,0.25,0.0911810869138709,0.5825410972469797,20,4170,879,28,34,2747,2302,14,30,4320,729,18,8,5041,8,40
0.8171,0.0268,0.5208,0.051,0.018453393355204534,0.6703988413547237,0.538,0.0164,0.8125,0.0322,0.015051908077633533,0.6739267676767677,0.8427,0.0391,0.6667,0.0739,0.029218971032867025,0.755496137849079,0.9904,0.4444,0.0833,0.1403,0.045669565975628365,0.5411715191126956,25,4140,909,23,39,2703,2346,9,32,4263,786,16,4,5044,5,44
0.8238,0.0225,0.4167,0.0427,0.014856723386526112,0.6221776589423649,0.5391,0.0156,0.7708,0.0306,0.014166904164472395,0.6538856704297882,0.8525,0.0405,0.6458,0.0762,0.029472153409239348,0.7501299762329174,0.9912,0.6154,0.1667,0.2623,0.11041185614464014,0.5828381857793623,20,4179,870,28,37,2711,2338,11,31,4314,735,17,8,5044,5,40
0.8168,0.0226,0.4375,0.043,0.015197556942724929,0.6289302337096454,0.5313,0.0157,0.7917,0.0308,0.01440849749043159,0.6602421271538917,0.8434,0.0393,0.6667,0.0742,0.029347127640241236,0.7558922558922558,0.9906,0.5,0.2083,0.2941,0.11162203256817736,0.6031763715587244,21,4142,907,27,38,2670,2379,10,32,4267,782,16,10,5039,10,38
0.8189,0.025,0.4792,0.0475,0.016871005958881947,0.6506548326401268,0.5425,0.0161,0.7917,0.0316,0.01470911353637733,0.6658868092691621,0.8481,0.0405,0.6667,0.0764,0.03014332084149773,0.7582689641513171,0.9892,0.2941,0.1042,0.1539,0.039073590001038674,0.5508949792038028,23,4151,898,25,38,2727,2322,10,32,4291,758,16,5,5037,12,43
0.8185,0.0165,0.3125,0.0313,0.011642533418386716,0.5679156763715587,0.5346,0.0134,0.6667,0.0263,0.01207265810446517,0.6000198059021588,0.8436,0.0336,0.5625,0.0634,0.023033520193916725,0.7044030996236879,0.9898,0.3333,0.0833,0.1333,0.036410306716369106,0.5408744305803128,15,4157,892,33,32,2693,2356,16,27,4273,776,21,4,5041,8,44
0.8162,0.0226,0.4375,0.043,0.015165654719494439,0.6286331451772628,0.5323,0.0137,0.6875,0.0269,0.012388161547739057,0.6091490889285007,0.8413,0.0285,0.4792,0.0538,0.018561392869289928,0.6619441968706675,0.9894,0.25,0.0625,0.1,0.024453722778104765,0.530358734402852,21,4139,910,27,33,2680,2369,15,23,4265,784,25,3,5040,9,45
0.8207,0.0263,0.5,0.05,0.01783775499296149,0.6618637353931471,0.5336,0.015,0.75,0.0294,0.013599640526472808,0.6407952069716776,0.8393,0.0327,0.5625,0.0618,0.022529161538873133,0.7022244503862151,0.991,0.5833,0.1458,0.2333,0.09311339186449547,0.5724215191126956,24,4159,890,24,36,2684,2365,12,27,4251,798,21,7,5044,5,41
0.8181,0.0249,0.4792,0.0473,0.016819260402250395,0.65025871459695,0.545,0.0174,0.8542,0.0341,0.016256838956208754,0.6981271043771042,0.847,0.0436,0.7292,0.0823,0.03437200786047438,0.788627698554169,0.9908,0.5294,0.1875,0.2769,0.10691626562337708,0.5929577639136463,23,4147,902,25,41,2737,2312,7,35,4282,767,13,9,5041,8,39
0.8136,0.0192,0.375,0.0365,0.013081977232311495,0.5963928500693205,0.5344,0.0138,0.6875,0.0271,0.01243161524640297,0.6102384135472371,0.8423,0.0322,0.5417,0.0608,0.021746132456094344,0.693392255892256,0.9902,0.45,0.1875,0.2647,0.09202655974102414,0.5926606753812635,18,4129,920,30,33,2691,2358,15,26,4267,782,22,9,5038,11,39
0.8138,0.0213,0.4167,0.0405,0.01434925464063064,0.6171271538918598,0.534,0.0162,0.8125,0.0318,0.01494142023129663,0.6719461774608834,0.8458,0.0376,0.625,0.0709,0.027027729712745665,0.7364453357100416,0.9898,0.3333,0.0833,0.1333,0.036410306716369106,0.5408744305803128,20,4128,921,28,39,2683,2366,9,30,4281,768,18,4,5041,8,44
0.8242,0.0236,0.4375,0.0448,0.01562026737472803,0.6326933551198257,0.5456,0.017,0.8333,0.0333,0.015766029989247775,0.6881065557536147,0.8499,0.0386,0.625,0.0727,0.02766276324251604,0.7385249554367201,0.9914,0.625,0.2083,0.3125,0.13766369923484403,0.6035724896019014,21,4180,869,27,40,2741,2308,8,30,4302,747,18,10,5043,6,38
0.8224,0.0223,0.4167,0.0423,0.014783654187907329,0.6214844523668054,0.5454,0.0154,0.75,0.0302,0.01388785875250386,0.6467369776193306,0.8454,0.034,0.5625,0.0641,0.02324790438293084,0.7052943652208359,0.9892,0.3333,0.1458,0.2029,0.05665505853116212,0.5715302535155475,20,4172,877,28,36,2744,2305,12,27,4282,767,21,7,5035,14,41
0.8252,0.0269,0.5,0.0511,0.01817666561633601,0.6641414141414141,0.537,0.0163,0.8125,0.032,0.015024112756457772,0.6734316201227966,0.845,0.042,0.7083,0.0793,0.032479224041253994,0.7773197662903546,0.991,0.6,0.125,0.2069,0.08324014125956444,0.5621038819568231,24,4182,867,24,39,2698,2351,9,34,4273,776,14,6,5045,4,42
0.8179,0.0248,0.4792,0.0472,0.01680639386400589,0.6501596850861557,0.538,0.0159,0.7917,0.0312,0.014586081631950729,0.6636091305208951,0.8474,0.0391,0.6458,0.0737,0.028614125238058438,0.7475552089522678,0.9906,0.5,0.1042,0.1725,0.060519668432411224,0.5515881857793623,23,4146,903,25,38,2704,2345,10,31,4288,761,17,5,5044,5,43
0.8173,0.0196,0.375,0.0373,0.013230755337742678,0.5982744107744108,0.5305,0.0145,0.7292,0.0284,0.013118152763916258,0.6288930976430975,0.8456,0.0387,0.6458,0.073,0.02833009344068394,0.7466639433551198,0.991,0.5714,0.1667,0.2581,0.10308584881863281,0.5827391562685681,18,4148,901,30,35,2669,2380,13,31,4279,770,17,8,5043,6,40
0.8226,0.0244,0.4583,0.0463,0.016304743531053125,0.6422187561893443,0.534,0.0146,0.7292,0.0286,0.01319750920584548,0.6306756288373935,0.8423,0.0379,0.6458,0.0716,0.027810641644996605,0.7449804416716183,0.9906,0.5,0.1458,0.2258,0.08096061408671767,0.5722234600911071,22,4171,878,26,35,2687,2362,13,31,4262,787,17,7,5042,7,41
0.8217,0.0274,0.5208,0.0521,0.018805359882171708,0.6726765201029907,0.5384,0.018,0.8958,0.0353,0.017091731779471563,0.7153953753218459,0.8436,0.0461,0.7917,0.0871,0.03842658485978086,0.8178971083382848,0.9904,0.4545,0.1042,0.1695,0.055784819947562736,0.5514891562685681,25,4163,886,23,43,2701,2348,5,38,4262,787,10,5,5043,6,43
0.823,0.0234,0.4375,0.0444,0.01555113991686286,0.6320991780550604,0.5468,0.0163,0.7917,0.0319,0.01482906129219741,0.6680654585066349,0.8468,0.0402,0.6667,0.0758,0.02990614451042498,0.7575757575757576,0.9894,0.3636,0.1667,0.2286,0.06845381418659818,0.5819469201822144,21,4174,875,27,38,2749,2300,10,32,4284,765,16,8,5035,14,40
0.8187,0.0229,0.4375,0.0435,0.015305403601503382,0.6299205288175876,0.544,0.0178,0.875,0.0349,0.01674919693538572,0.7079495939790057,0.8544,0.047,0.75,0.0885,0.037602367849618186,0.8027084571202219,0.991,0.5833,0.1458,0.2333,0.09311339186449547,0.5724215191126956,21,4152,897,27,42,2731,2318,6,36,4319,730,12,7,5044,5,41
0.8207,0.0221,0.4167,0.042,0.01469136716789212,0.6205931867696574,0.5409,0.0148,0.7292,0.029,0.013355275770293395,0.634141661715191,0.8479,0.0381,0.625,0.0718,0.02735613968303352,0.737534660328778,0.9902,0.4167,0.1042,0.1667,0.05183911287685567,0.5513901267577739,20,4163,886,28,35,2722,2327,13,30,4292,757,18,5,5042,7,43
0.8234,0.0256,0.4792,0.0486,0.01717748889800673,0.6529325113883938,0.549,0.0163,0.7917,0.0319,0.014889885680623577,0.6691547831253714,0.8525,0.0356,0.5625,0.067,0.024156350313159533,0.7088594276094277,0.991,0.6,0.125,0.2069,0.08324014125956444,0.5621038819568231,23,4174,875,25,38,2760,2289,10,27,4318,731,21,6,5045,4,42
0.8197,0.0198,0.375,0.0376,0.013327932054201415,0.5994627649039413,0.5442,0.0158,0.7708,0.031,0.014299823734576882,0.6564604377104377,0.8479,0.0381,0.625,0.0718,0.02735613968303352,0.737534660328778,0.99,0.4211,0.1667,0.2388,0.0780231921770288,0.5822440087145969,18,4160,889,30,37,2737,2312,11,30,4292,757,18,8,5038,11,40
0.8134,0.0222,0.4375,0.0423,0.015019455889085083,0.6272467320261438,0.5395,0.0168,0.8333,0.0329,0.015581040137433,0.685036640918994,0.8427,0.0402,0.6875,0.076,0.030610590519530856,0.7658137750049514,0.9902,0.4375,0.1458,0.2187,0.07184603075338435,0.5720254010695187,21,4125,924,27,40,2710,2339,8,33,4262,787,15,7,5040,9,41
0.8199,0.0261,0.5,0.0496,0.017780547573159146,0.6614676173499703,0.5423,0.0181,0.8958,0.0355,0.017227630240727605,0.7173759655377303,0.844,0.0484,0.8333,0.0915,0.0418758788096182,0.8387304416716181,0.9894,0.3333,0.125,0.1818,0.04990680792623112,0.5613116458704694,24,4155,894,24,43,2721,2328,5,40,4262,787,8,6,5037,12,42
0.8219,0.0243,0.4583,0.0462,0.016255169620859745,0.6418226381461675,0.5366,0.0163,0.8125,0.032,0.015013027164316605,0.6732335611012081,0.8415,0.0411,0.7083,0.0777,0.03183286512194822,0.7755372350960588,0.9898,0.3571,0.1042,0.1613,0.04563871605145884,0.5511920677361853,22,4167,882,26,39,2696,2353,9,34,4255,794,14,5,5040,9,43
0.8268,0.025,0.4583,0.0474,0.016572408807250825,0.6442983759160229,0.5448,0.0162,0.7917,0.0318,0.014774260939143476,0.6670751633986928,0.8444,0.0407,0.6875,0.0769,0.03091763015743649,0.7667050406020994,0.9904,0.4545,0.1042,0.1695,0.055784819947562736,0.5514891562685681,22,4192,857,26,38,2739,2310,10,33,4271,778,15,5,5043,6,43
0.8158,0.0235,0.4583,0.0447,0.01588535355283962,0.6387527233115469,0.5468,0.0158,0.7708,0.031,0.01436739307939669,0.6577478213507626,0.8517,0.0426,0.6875,0.0802,0.032254923096577556,0.7703691325014854,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,22,4136,913,26,37,2750,2299,11,33,4308,741,15,6,5041,8,42
0.8185,0.0229,0.4375,0.0435,0.01529451331865829,0.6298214993067934,0.5391,0.0176,0.875,0.0345,0.016585968068527177,0.7054738562091503,0.8417,0.0411,0.7083,0.0777,0.03186803580074962,0.7756362646068529,0.9908,0.5333,0.1667,0.254,0.09673664246942645,0.5826401267577739,21,4151,898,27,42,2706,2343,6,34,4256,793,14,8,5042,7,40
0.8238,0.0235,0.4375,0.0446,0.01559712155923954,0.6324952960982373,0.5389,0.0152,0.75,0.0298,0.013727535846697076,0.6434690037631214,0.8423,0.0356,0.6042,0.0672,0.02525204822512062,0.7243451673598733,0.9914,0.6667,0.1667,0.2667,0.11895886469164868,0.5829372152901565,21,4178,871,27,36,2711,2338,12,29,4264,785,19,8,5045,4,40
0.8152,0.0235,0.4583,0.0447,0.01585086214433592,0.6384556347791641,0.537,0.0151,0.75,0.0296,0.01367982942986597,0.6424787086551793,0.8481,0.0393,0.6458,0.0741,0.028742444171897676,0.7479513269954448,0.9906,0.5,0.0833,0.1428,0.05029919560525799,0.5412705486234898,22,4133,916,26,36,2701,2348,12,31,4292,757,17,4,5045,4,44
0.8201,0.022,0.4167,0.0418,0.014661010931385467,0.6202960982372747,0.548,0.0155,0.75,0.0304,0.013952264218491169,0.6480243612596552,0.8425,0.0357,0.6042,0.0674,0.02527852345916043,0.7244441968706674,0.99,0.3636,0.0833,0.1355,0.038935559241621634,0.5409734600911071,20,4160,889,28,36,2757,2292,12,29,4265,784,19,4,5042,7,44
0.8238,0.0278,0.5208,0.0528,0.018980050901401695,0.6737658447217273,0.5378,0.0155,0.7708,0.0304,0.014131613902713884,0.6531924638542286,0.8466,0.0378,0.625,0.0713,0.027146098683030324,0.7368414537532184,0.9894,0.3846,0.2083,0.2702,0.08758357102971583,0.6025821944939592,25,4174,875,23,37,2704,2345,11,30,4285,764,18,10,5033,16,38
0.8193,0.0187,0.3542,0.0355,0.012720193515912574,0.5889470687264805,0.5342,0.0142,0.7083,0.0278,0.012806585655165313,0.6204570211923154,0.845,0.0374,0.625,0.0706,0.026910541480319215,0.7360492176668647,0.9894,0.3333,0.125,0.1818,0.04990680792623112,0.5613116458704694,17,4159,890,31,34,2689,2360,14,30,4277,772,18,6,5037,12,42
0.8266,0.025,0.4583,0.0474,0.016559373160682754,0.6441993464052287,0.5354,0.0146,0.7292,0.0286,0.013228692856492006,0.631368835412953,0.8479,0.0322,0.5208,0.0607,0.021270287566638364,0.6859464745494158,0.9904,0.4762,0.2083,0.2898,0.10666171510785989,0.6030773420479303,22,4191,858,26,35,2694,2355,13,25,4297,752,23,10,5038,11,38
0.8124,0.0251,0.5,0.0478,0.017260953403552666,0.6577044959397902,0.5384,0.0164,0.8125,0.0322,0.015063058865314618,0.674124826698356,0.8417,0.04,0.6875,0.0756,0.030442907592701587,0.7653186274509804,0.9906,0.5,0.1042,0.1725,0.060519668432411224,0.5515881857793623,24,4117,932,24,39,2705,2344,9,33,4257,792,15,5,5044,5,43
0.8273,0.0283,0.5208,0.0537,0.01927530789308726,0.6755483759160231,0.5401,0.0172,0.8542,0.0337,0.016100368370846947,0.695651366607249,0.8552,0.0437,0.6875,0.0822,0.03295282822762222,0.7721516636957815,0.9908,0.5294,0.1875,0.2769,0.10691626562337708,0.5929577639136463,25,4192,857,23,41,2712,2337,7,33,4326,723,15,9,5041,8,39
0.8185,0.0259,0.5,0.0492,0.017681625121295515,0.6607744107744108,0.5366,0.0167,0.8333,0.0327,0.015493248850331962,0.6835511982570806,0.8507,0.047,0.7708,0.0886,0.03839807293773974,0.8111445335710042,0.9906,0.5,0.0833,0.1428,0.05029919560525799,0.5412705486234898,24,4148,901,24,40,2695,2354,8,37,4299,750,11,4,5045,4,44
0.8209,0.0294,0.5625,0.0559,0.020646185972546097,0.6929156763715587,0.5397,0.0164,0.8125,0.0322,0.015102234454610853,0.6748180332739157,0.8401,0.0385,0.6667,0.0728,0.028810982699764166,0.7542087542087541,0.9894,0.3636,0.1667,0.2286,0.06845381418659818,0.5819469201822144,27,4157,892,21,39,2712,2337,9,32,4250,799,16,8,5035,14,40
0.815,0.0204,0.3958,0.0388,0.013750535958251296,0.6074036938007525,0.5387,0.0143,0.7083,0.028,0.01290417192836037,0.6227346999405824,0.8448,0.0374,0.625,0.0706,0.02688142684474128,0.7359501881560705,0.9898,0.3571,0.1042,0.1613,0.04563871605145884,0.5511920677361853,19,4135,914,29,34,2712,2337,14,30,4276,773,18,5,5040,9,43
0.8189,0.0219,0.4167,0.0416,0.014600895630237866,0.6197019211725094,0.5431,0.0157,0.7708,0.0308,0.014268889488717188,0.6558662606456724,0.8476,0.0415,0.6875,0.0783,0.03148064344175819,0.768289512774807,0.9908,0.5455,0.125,0.2034,0.07642195944138262,0.5620048524460289,20,4154,895,28,37,2731,2318,11,33,4287,762,15,6,5044,5,42
0.8152,0.0214,0.4167,0.0407,0.014415625936069374,0.6178203604674194,0.5358,0.0155,0.7708,0.0304,0.014081557541225313,0.6522021687462864,0.8476,0.0392,0.6458,0.0739,0.02864608330375544,0.7476542384630621,0.9902,0.4375,0.1458,0.2187,0.07184603075338435,0.5720254010695187,20,4135,914,28,37,2694,2355,11,31,4289,760,17,7,5040,9,41
0.8146,0.0264,0.5208,0.0503,0.01826201832288865,0.669111457714399,0.5421,0.0157,0.7708,0.0308,0.014243231104704327,0.6553711130917013,0.8531,0.0454,0.7292,0.0855,0.03565147105937294,0.7916976133887897,0.9906,0.5,0.1667,0.25,0.0911810869138709,0.5825410972469797,25,4127,922,23,37,2726,2323,11,35,4313,736,13,8,5041,8,40
0.8146,0.0234,0.4583,0.0445,0.015816590659797174,0.6381585462467815,0.5356,0.0155,0.7708,0.0304,0.014076574914686835,0.6521031392354922,0.8483,0.0429,0.7083,0.0809,0.03311661707391115,0.7790032679738562,0.9916,0.8571,0.125,0.2182,0.11538299840242158,0.5624009704892058,22,4130,919,26,37,2693,2356,11,34,4290,759,14,6,5048,1,42
0.8289,0.0242,0.4375,0.0459,0.015906356068710437,0.6350700633788869,0.5407,0.0169,0.8333,0.0331,0.015616467417891473,0.6856308179837592,0.8523,0.044,0.7083,0.0829,0.033902384300838,0.7809838581897406,0.9918,0.7143,0.2083,0.3225,0.1562648897110345,0.6037705486234898,21,4204,845,27,40,2716,2333,8,34,4310,739,14,10,5045,4,38
0.8168,0.0206,0.3958,0.0392,0.013829051360319753,0.6082949593979006,0.5437,0.0132,0.6458,0.0259,0.011891206952640149,0.5942575262428205,0.8532,0.0333,0.5208,0.0626,0.021873569419920216,0.6886202713408597,0.9906,0.5,0.1458,0.2258,0.08096061408671767,0.5722234600911071,19,4144,905,29,31,2740,2309,17,25,4324,725,23,7,5042,7,41
0.8219,0.0264,0.5,0.0502,0.017924511179159545,0.6624579124579125,0.544,0.0162,0.7917,0.0318,0.014752471274952987,0.6666790453555159,0.8479,0.0405,0.6667,0.0764,0.03010918149964023,0.7581699346405228,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,24,4165,884,24,38,2735,2314,10,32,4290,759,16,6,5041,8,42
0.8268,0.025,0.4583,0.0474,0.016572408807250825,0.6442983759160229,0.5558,0.0178,0.8542,0.0349,0.016613058066034168,0.7035737274707863,0.8517,0.0438,0.7083,0.0825,0.033781937120885744,0.780686769657358,0.9904,0.4615,0.125,0.1967,0.06593244895187214,0.5618067934244405,22,4192,857,26,41,2792,2257,7,34,4307,742,14,6,5042,7,42
0.8175,0.0207,0.3958,0.0393,0.013864440186469448,0.6086910774410774,0.5325,0.0154,0.7708,0.0302,0.013997415478040665,0.6505186670627847,0.846,0.0341,0.5625,0.0643,0.023320449896533174,0.7055914537532185,0.9904,0.4737,0.1875,0.2687,0.09646734921470834,0.5927597048920578,19,4148,901,29,37,2677,2372,11,27,4285,764,21,9,5039,10,39
0.8158,0.0205,0.3958,0.039,0.013785243879079548,0.6077998118439295,0.5364,0.0159,0.7917,0.0312,0.01454384275872006,0.6628168944345414,0.8399,0.0396,0.6875,0.0749,0.03014614500277353,0.7644273618538324,0.9906,0.5,0.125,0.2,0.07074014125956445,0.5619058229352347,19,4139,910,29,38,2696,2353,10,33,4248,801,15,6,5043,6,42
0.8203,0.021,0.3958,0.0399,0.013990761890407767,0.6100774905921964,0.5578,0.0154,0.7292,0.0302,0.013763539831659479,0.6426581996434937,0.8493,0.0373,0.6042,0.0703,0.02624803427894729,0.7279102297484651,0.9906,0.5,0.1667,0.25,0.0911810869138709,0.5825410972469797,19,4162,887,29,35,2808,2241,13,29,4300,749,19,8,5041,8,40
0.8197,0.0209,0.3958,0.0397,0.013963365386960512,0.6097804020598137,0.538,0.0159,0.7917,0.0312,0.014586081631950729,0.6636091305208951,0.847,0.0402,0.6667,0.0758,0.02993977144896545,0.7576747870865518,0.9916,0.6667,0.2083,0.3174,0.14634425479039959,0.6036715191126956,19,4159,890,29,38,2704,2345,10,32,4285,764,16,10,5044,5,38
0.8191,0.0177,0.3333,0.0336,0.012164884247800182,0.5785304020598138,0.5452,0.0154,0.75,0.0302,0.013882934101488342,0.6466379481085365,0.8468,0.0378,0.625,0.0713,0.027175877509728667,0.7369404832640126,0.9908,0.5455,0.125,0.2034,0.07642195944138262,0.5620048524460289,16,4159,890,32,36,2743,2306,12,30,4286,763,18,6,5044,5,42
0.8272,0.0304,0.5625,0.0577,0.02124239306495697,0.6960846207169735,0.5384,0.016,0.7917,0.0314,0.014596685700188291,0.6638071895424836,0.8479,0.0405,0.6667,0.0764,0.03010918149964023,0.7581699346405228,0.9908,0.5714,0.0833,0.1454,0.056251576557638946,0.541369578134284,27,4189,860,21,38,2706,2343,10,32,4290,759,16,4,5046,3,44
0.8252,0.0216,0.3958,0.041,0.014226322064769798,0.6125532283620518,0.5419,0.0161,0.7917,0.0316,0.01469293007238083,0.6655897207367795,0.8472,0.0403,0.6667,0.076,0.02997348298357771,0.7577738165973459,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,19,4187,862,29,38,2724,2325,10,32,4286,763,16,6,5041,8,42
0.8213,0.0284,0.5417,0.054,0.019707885598621713,0.6827960982372746,0.5527,0.016,0.7708,0.0313,0.01452622995075075,0.6607187066745891,0.8513,0.0413,0.6667,0.0778,0.03070154759931236,0.7598534363240245,0.9892,0.1818,0.0417,0.0678,0.016600674193375783,0.5199420677361855,26,4160,889,22,37,2780,2269,11,32,4307,742,16,2,5040,9,46
0.8309,0.0234,0.4167,0.0443,0.01525142906765655,0.6257427213309567,0.5427,0.0157,0.7708,0.0308,0.01425861307187029,0.655668201624084,0.8468,0.039,0.6458,0.0736,0.028518733426864736,0.7472581204198852,0.9888,0.2632,0.1042,0.1493,0.035848615800832276,0.5506969201822144,20,4215,834,28,37,2729,2320,11,31,4285,764,17,5,5035,14,43
0.8224,0.0286,0.5417,0.0543,0.019809480457561156,0.68339027530204,0.5362,0.0159,0.7917,0.0312,0.014538582765257022,0.6627178649237472,0.8438,0.0383,0.6458,0.0723,0.028052373461028884,0.745772677757972,0.9892,0.2941,0.1042,0.1539,0.039073590001038674,0.5508949792038028,26,4166,883,22,38,2695,2354,10,31,4270,779,17,5,5037,12,43
0.8171,0.0216,0.4167,0.0411,0.014512186525135317,0.6188106555753615,0.5387,0.0168,0.8333,0.0329,0.015557521061610381,0.684640522875817,0.8468,0.0424,0.7083,0.08,0.03281329719055811,0.7782110318875026,0.9902,0.4444,0.1667,0.2425,0.08192182765461165,0.5823430382253911,20,4145,904,28,40,2706,2343,8,34,4282,767,14,8,5039,10,40
0.8244,0.0225,0.4167,0.0427,0.014888391805511962,0.6224747474747475,0.5356,0.0151,0.75,0.0296,0.013646672372781096,0.6417855020796197,0.8479,0.0393,0.6458,0.0741,0.02871024246226501,0.7478522974846504,0.9906,0.5,0.0833,0.1428,0.05029919560525799,0.5412705486234898,20,4182,867,28,36,2694,2355,12,31,4291,758,17,4,5045,4,44
0.8273,0.0273,0.5,0.0518,0.018345015784686176,0.6652307387601505,0.547,0.0163,0.7917,0.0319,0.014834567121421657,0.6681644880174291,0.8501,0.0375,0.6042,0.0706,0.02636441852353743,0.7283063477916418,0.9904,0.4737,0.1875,0.2687,0.09646734921470834,0.5927597048920578,24,4193,856,24,38,2750,2299,10,29,4304,745,19,9,5039,10,39
0.8144,0.0193,0.375,0.0367,0.013112795913454569,0.5967889681124976,0.5307,0.0149,0.75,0.0292,0.013529822762902993,0.6393097643097643,0.845,0.0386,0.6458,0.0728,0.028236829268411718,0.7463668548227371,0.9912,0.6667,0.125,0.2105,0.09157347459289777,0.5622029114676174,18,4133,916,30,36,2669,2380,12,31,4276,773,17,6,5046,3,42
0.8138,0.0263,0.5208,0.0501,0.018204186314417236,0.6687153396712221,0.5399,0.0168,0.8333,0.0329,0.01559282935865414,0.6852346999405824,0.8472,0.0414,0.6875,0.0781,0.03140903055380573,0.7680914537532184,0.9912,0.6,0.1875,0.2857,0.12015155974102412,0.5931558229352347,25,4123,926,23,40,2712,2337,8,33,4285,764,15,9,5043,6,39
0.8166,0.0236,0.4583,0.0449,0.015931687876042582,0.6391488413547236,0.5407,0.0152,0.75,0.0298,0.013770816560419199,0.6443602693602694,0.8421,0.0367,0.625,0.0693,0.026481305512710693,0.7345637750049515,0.9904,0.4667,0.1458,0.2222,0.07609950297560657,0.5721244305803129,22,4140,909,26,36,2720,2329,12,30,4262,787,18,7,5041,8,41
0.8122,0.0241,0.4792,0.0459,0.016444985603891828,0.6472878292731234,0.5378,0.0159,0.7917,0.0312,0.014580786269854751,0.663510101010101,0.8497,0.0433,0.7083,0.0816,0.03338708695081326,0.7796964745494158,0.99,0.3846,0.1042,0.164,0.048500437663180455,0.5512910972469796,23,4117,932,25,38,2703,2346,10,34,4297,752,14,5,5041,8,43
0.8173,0.0154,0.2917,0.0293,0.011152844476863447,0.557003862150921,0.5462,0.0142,0.6875,0.0278,0.012675854825648822,0.6161801841948901,0.8491,0.0336,0.5417,0.0633,0.022535324408924813,0.6968582887700534,0.991,0.5833,0.1458,0.2333,0.09311339186449547,0.5724215191126956,14,4152,897,34,33,2751,2298,15,26,4302,747,22,7,5044,5,41
0.817,0.0227,0.4375,0.0432,0.015208236903108815,0.6290292632204397,0.538,0.0164,0.8125,0.0322,0.015051908077633533,0.6739267676767677,0.8456,0.0399,0.6667,0.0753,0.029706141697885432,0.7569815805109922,0.9894,0.3636,0.1667,0.2286,0.06845381418659818,0.5819469201822144,21,4143,906,27,39,2703,2346,9,32,4278,771,16,8,5035,14,40
0.8207,0.02,0.375,0.038,0.013369185473651514,0.5999579124579125,0.538,0.0139,0.6875,0.0272,0.012503590272853296,0.612020944741533,0.8395,0.0339,0.5833,0.0641,0.023697888089703814,0.7126411170528818,0.9912,0.6364,0.1458,0.2372,0.10084697772308131,0.5725205486234898,18,4165,884,30,33,2709,2340,15,28,4251,798,20,7,5045,4,41
