Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
RandomForest,0.15,0.938,0.416,0.944,0.68,0.993,0.105
RandomForest,0.25,0.89,0.449,0.895,0.672,0.993,0.06
DecisionTree,0.1,0.942,0.354,0.949,0.652,0.993,0.089
DecisionTree,0.15,0.92,0.374,0.926,0.65,0.993,0.069
ExtraTrees,0.15,0.933,0.361,0.939,0.65,0.993,0.079
RandomForest,0.5,0.809,0.486,0.812,0.649,0.993,0.031
ExtraTrees,0.4,0.821,0.474,0.825,0.649,0.993,0.033
DecisionTree,0.4,0.804,0.486,0.808,0.647,0.993,0.03
ExtraTrees,0.1,0.952,0.332,0.958,0.645,0.993,0.101
RandomForest,0.05,0.976,0.289,0.983,0.636,0.992,0.167
ExtraTrees,0.25,0.889,0.372,0.895,0.633,0.992,0.045
DecisionTree,0.25,0.873,0.386,0.878,0.632,0.993,0.038
DecisionTree,0.3,0.881,0.356,0.887,0.621,0.992,0.038
ExtraTrees,0.3,0.89,0.346,0.896,0.621,0.992,0.04
RandomForest,0.3,0.903,0.305,0.91,0.608,0.992,0.041
RandomForest,0.4,0.855,0.356,0.861,0.608,0.992,0.03
DecisionTree,0.5,0.798,0.404,0.802,0.603,0.992,0.02
ExtraTrees,0.5,0.808,0.393,0.812,0.603,0.992,0.021
DecisionTree,0.05,0.972,0.193,0.981,0.587,0.991,0.097
ExtraTrees,0.05,0.975,0.174,0.984,0.579,0.991,0.098
RandomForest,0.1,0.97,0.126,0.979,0.553,0.99,0.063
SGD,0.5,0.806,0.258,0.812,0.535,0.991,0.022
SGD,0.4,0.92,0.114,0.929,0.522,0.99,0.018
LinearSVC,0.5,0.973,0.053,0.983,0.518,0.99,0.022
SGD,0.3,0.982,0.039,0.992,0.515,0.99,0.031
LinearSVC,0.25,0.986,0.025,0.997,0.511,0.989,0.029
SVC_Linear,0.4,0.986,0.025,0.997,0.511,0.989,0.031
LinearSVC,0.4,0.978,0.032,0.989,0.51,0.989,0.019
SVC_Linear,0.5,0.986,0.023,0.997,0.51,0.989,0.026
SGD,0.25,0.987,0.021,0.998,0.509,0.989,0.027
LinearSVC,0.3,0.984,0.023,0.994,0.509,0.989,0.021
LinearSVC,0.15,0.988,0.014,0.998,0.506,0.989,0.018
SGD,0.15,0.988,0.014,0.998,0.506,0.989,0.02
SVC_Linear,0.25,0.988,0.014,0.999,0.506,0.989,0.022
SVC_Linear,0.3,0.987,0.014,0.998,0.506,0.989,0.016
SVC_Linear,0.05,0.989,0.011,1,0.505,0.989,0.017
SGD,0.05,0.989,0.011,1,0.505,0.989,0.017
SVC_Linear,0.1,0.988,0.011,0.999,0.505,0.989,0.017
LinearSVC,0.1,0.988,0.011,0.999,0.505,0.989,0.016
SGD,0.1,0.988,0.011,0.999,0.505,0.989,0.016
SVC_Linear,0.15,0.988,0.012,0.999,0.505,0.989,0.017
SVC,0.5,0.982,0.018,0.993,0.505,0.989,0.018
LinearSVC,0.05,0.989,0.009,1,0.504,0.989,0.014
SVC,0.4,0.986,0.011,0.997,0.504,0.989,0.009
SVC,0.3,0.987,0.009,0.997,0.503,0.989,0.011
SVC,0.05,0.989,0.004,1,0.502,0.989,0.007
SVC,0.25,0.989,0.004,1,0.502,0.989,0.006
SVC,0.15,0.989,0.002,0.999,0.501,0.989,0.002
SVC,0.1,0.989,0,1,0.5,0.989,-0.001
