Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
DecisionTree,0.15,0.65,0.574,0.65,0.612,0.993,0.025
ExtraTrees,0.15,0.651,0.57,0.651,0.611,0.993,0.025
RandomForest,0.05,0.68,0.516,0.682,0.599,0.992,0.039
RandomForest,0.15,0.685,0.5,0.687,0.593,0.992,0.023
RandomForest,0.4,0.657,0.526,0.658,0.592,0.992,0.014
LinearSVC,0.25,0.562,0.619,0.562,0.591,0.993,0.009
LinearSVC,0.1,0.556,0.623,0.555,0.589,0.993,0.008
ExtraTrees,0.25,0.633,0.54,0.634,0.587,0.992,0.014
DecisionTree,0.25,0.633,0.533,0.634,0.584,0.992,0.013
RandomForest,0.1,0.666,0.498,0.668,0.583,0.992,0.02
RandomForest,0.3,0.68,0.481,0.682,0.582,0.992,0.014
RandomForest,0.25,0.603,0.558,0.604,0.581,0.992,0.012
SVC,0.1,0.58,0.575,0.58,0.578,0.992,0.008
RandomForest,0.5,0.623,0.53,0.624,0.577,0.992,0.009
SVC_Linear,0.1,0.588,0.563,0.589,0.576,0.992,0.008
LinearSVC,0.5,0.566,0.582,0.566,0.574,0.992,0.007
ExtraTrees,0.3,0.658,0.488,0.66,0.574,0.992,0.012
DecisionTree,0.3,0.656,0.488,0.657,0.573,0.992,0.011
SVC,0.15,0.581,0.556,0.581,0.569,0.992,0.007
ExtraTrees,0.1,0.684,0.451,0.686,0.569,0.992,0.01
LinearSVC,0.05,0.557,0.579,0.557,0.568,0.992,0.006
LinearSVC,0.15,0.558,0.579,0.558,0.568,0.992,0.006
DecisionTree,0.05,0.612,0.523,0.613,0.568,0.992,0.008
ExtraTrees,0.05,0.613,0.523,0.614,0.568,0.992,0.008
DecisionTree,0.1,0.683,0.451,0.686,0.568,0.992,0.01
SVC,0.25,0.583,0.549,0.583,0.566,0.992,0.007
SVC_Linear,0.15,0.586,0.544,0.586,0.565,0.992,0.007
LinearSVC,0.4,0.561,0.568,0.561,0.565,0.992,0.006
DecisionTree,0.5,0.637,0.491,0.639,0.565,0.991,0.008
LinearSVC,0.3,0.568,0.56,0.568,0.564,0.992,0.006
ExtraTrees,0.5,0.635,0.489,0.637,0.563,0.991,0.008
SVC_Linear,0.25,0.585,0.539,0.586,0.562,0.992,0.006
DecisionTree,0.4,0.568,0.556,0.568,0.562,0.992,0.006
ExtraTrees,0.4,0.568,0.556,0.568,0.562,0.992,0.006
SVC,0.05,0.573,0.549,0.573,0.561,0.992,0.006
SVC,0.5,0.585,0.535,0.586,0.56,0.991,0.006
SVC_Linear,0.5,0.588,0.528,0.589,0.559,0.991,0.006
SVC,0.4,0.582,0.525,0.583,0.554,0.991,0.005
SVC_Linear,0.4,0.587,0.521,0.587,0.554,0.991,0.006
SVC,0.3,0.587,0.516,0.588,0.552,0.991,0.005
GaussianNB,0.5,0.71,0.391,0.713,0.552,0.991,0.012
SVC_Linear,0.05,0.584,0.518,0.585,0.551,0.991,0.005
SVC_Linear,0.3,0.589,0.509,0.59,0.549,0.991,0.005
GradientBoosting,0.5,0.936,0.153,0.945,0.549,0.99,0.034
GaussianNB,0.4,0.761,0.323,0.765,0.544,0.991,0.012
SGD,0.15,0.486,0.6,0.485,0.542,0.992,0.005
GradientBoosting,0.3,0.964,0.109,0.974,0.541,0.99,0.047
GradientBoosting,0.25,0.974,0.095,0.984,0.539,0.99,0.061
SGD,0.1,0.726,0.344,0.731,0.537,0.991,0.006
GradientBoosting,0.4,0.955,0.109,0.964,0.536,0.99,0.035
SGD,0.4,0.448,0.619,0.446,0.533,0.893,0.005
AdaBoost,0.5,0.937,0.111,0.946,0.528,0.99,0.02
GaussianNB,0.3,0.905,0.14,0.913,0.527,0.99,0.018
SGD,0.25,0.824,0.221,0.831,0.526,0.99,0.016
AdaBoost,0.4,0.958,0.084,0.967,0.526,0.99,0.027
GaussianNB,0.25,0.954,0.088,0.963,0.525,0.99,0.023
AdaBoost,0.3,0.966,0.074,0.975,0.525,0.99,0.034
SGD,0.5,0.412,0.64,0.409,0.525,0.795,0.004
AdaBoost,0.25,0.98,0.049,0.99,0.52,0.99,0.04
GradientBoosting,0.15,0.983,0.044,0.993,0.519,0.99,0.042
GaussianNB,0.15,0.965,0.051,0.975,0.513,0.99,0.013
SGD,0.3,0.535,0.488,0.536,0.512,0.987,0.005
SGD,0.05,0.585,0.433,0.586,0.51,0.892,0.007
GradientBoosting,0.1,0.985,0.025,0.996,0.51,0.989,0.027
GaussianNB,0.1,0.97,0.033,0.981,0.507,0.989,0.01
AdaBoost,0.15,0.986,0.018,0.996,0.507,0.989,0.02
AdaBoost,0.1,0.988,0.012,0.998,0.505,0.989,0.016
GradientBoosting,0.05,0.988,0.009,0.999,0.504,0.989,0.011
GaussianNB,0.05,0.978,0.018,0.989,0.503,0.989,0.007
KNeighbors,0.3,0.542,0.461,0.543,0.502,0.989,0.003
KNeighbors,0.4,0.469,0.535,0.468,0.502,0.989,0.003
AdaBoost,0.05,0.989,0.002,0.999,0.501,0.989,0.002
KNeighbors,0.5,0.318,0.686,0.314,0.5,0.989,0.001
KNeighbors,0.25,0.518,0.468,0.518,0.493,0.988,0.003
KNeighbors,0.15,0.618,0.36,0.621,0.49,0.988,0.006
KNeighbors,0.05,0.705,0.265,0.71,0.487,0.988,0.018
KNeighbors,0.1,0.615,0.342,0.618,0.48,0.988,0.008
