Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
DecisionTree,0.5,0.887,0.261,0.894,0.578,0.991,0.032
ExtraTrees,0.5,0.888,0.26,0.895,0.577,0.991,0.032
DecisionTree,0.3,0.94,0.195,0.948,0.571,0.991,0.054
ExtraTrees,0.3,0.942,0.193,0.95,0.571,0.991,0.055
DecisionTree,0.15,0.961,0.165,0.97,0.567,0.991,0.054
ExtraTrees,0.15,0.963,0.163,0.972,0.567,0.991,0.057
DecisionTree,0.4,0.932,0.177,0.94,0.559,0.991,0.035
ExtraTrees,0.4,0.933,0.17,0.941,0.556,0.991,0.034
RandomForest,0.4,0.937,0.165,0.946,0.555,0.991,0.04
RandomForest,0.25,0.958,0.137,0.967,0.552,0.99,0.045
SGD,0.5,0.573,0.516,0.574,0.545,0.994,0.017
RandomForest,0.5,0.938,0.139,0.947,0.543,0.99,0.03
RandomForest,0.3,0.969,0.105,0.979,0.542,0.99,0.058
DecisionTree,0.25,0.967,0.104,0.977,0.54,0.99,0.05
ExtraTrees,0.25,0.967,0.096,0.977,0.537,0.99,0.046
RandomForest,0.1,0.981,0.079,0.991,0.535,0.99,0.038
DecisionTree,0.05,0.985,0.063,0.995,0.529,0.99,0.043
ExtraTrees,0.05,0.985,0.063,0.995,0.529,0.99,0.045
RandomForest,0.15,0.979,0.058,0.989,0.523,0.99,0.046
SGD,0.4,0.888,0.144,0.896,0.52,0.99,0.006
LinearSVC,0.5,0.981,0.042,0.991,0.516,0.99,0.031
DecisionTree,0.1,0.984,0.033,0.995,0.514,0.99,0.036
ExtraTrees,0.1,0.985,0.033,0.995,0.514,0.99,0.037
RandomForest,0.05,0.988,0.019,0.999,0.509,0.989,0.029
LinearSVC,0.4,0.985,0.014,0.996,0.505,0.989,0.016
SVC,0.4,0.989,0.009,0.999,0.504,0.989,0.015
SVC,0.5,0.989,0.009,1,0.504,0.989,0.015
SVC,0.1,0.989,0.007,1,0.503,0.989,0.012
SVC,0.3,0.989,0.007,1,0.503,0.989,0.012
SGD,0.3,0.988,0.007,0.999,0.503,0.989,0.009
SGD,0.1,0.989,0.004,1,0.502,0.989,0.006
SVC,0.15,0.989,0.005,0.999,0.502,0.989,0.008
SVC_Linear,0.15,0.989,0.004,1,0.502,0.989,0.006
SGD,0.15,0.989,0.004,1,0.502,0.989,0.005
SVC,0.05,0.989,0.002,1,0.501,0.989,0.003
SVC_Linear,0.1,0.989,0.002,1,0.501,0.989,0.003
SVC,0.25,0.989,0.002,1,0.501,0.989,0.003
LinearSVC,0.25,0.987,0.004,0.998,0.501,0.989,0.002
SGD,0.25,0.989,0.002,1,0.501,0.989,0.003
SVC_Linear,0.3,0.989,0.002,1,0.501,0.989,0.003
SVC_Linear,0.4,0.989,0.002,1,0.501,0.989,0.003
SVC_Linear,0.5,0.989,0.002,1,0.501,0.989,0.003
SVC_Linear,0.05,0.989,0,1,0.5,0.989,0
LinearSVC,0.05,0.989,0,1,0.5,0.989,0
SGD,0.05,0.989,0,1,0.5,0.989,0
LinearSVC,0.1,0.989,0,1,0.5,0.989,0
LinearSVC,0.15,0.988,0.002,0.999,0.5,0.989,0.001
SVC_Linear,0.25,0.989,0,1,0.5,0.989,0
LinearSVC,0.3,0.987,0.002,0.998,0.5,0.989,0
