Clasificador,UnderSampling,Accuracy,Specifity,Recall,ROC_AUC,Precision,Kappa
RandomForest,0.25,0.827,0.505,0.83,0.668,0.993,0.049
DecisionTree,0.25,0.764,0.521,0.767,0.644,0.993,0.033
RandomForest,0.3,0.808,0.474,0.812,0.643,0.993,0.042
DecisionTree,0.05,0.865,0.412,0.87,0.641,0.993,0.1
ExtraTrees,0.25,0.769,0.509,0.772,0.64,0.993,0.034
RandomForest,0.5,0.763,0.509,0.766,0.637,0.993,0.027
ExtraTrees,0.15,0.806,0.465,0.809,0.637,0.993,0.045
DecisionTree,0.15,0.799,0.468,0.803,0.636,0.993,0.041
RandomForest,0.1,0.842,0.423,0.847,0.635,0.993,0.064
ExtraTrees,0.5,0.707,0.561,0.708,0.635,0.993,0.02
RandomForest,0.05,0.867,0.386,0.872,0.629,0.992,0.109
DecisionTree,0.5,0.698,0.551,0.7,0.625,0.993,0.018
DecisionTree,0.4,0.718,0.528,0.72,0.624,0.993,0.02
ExtraTrees,0.05,0.867,0.372,0.873,0.622,0.992,0.089
DecisionTree,0.1,0.761,0.477,0.764,0.621,0.993,0.035
RandomForest,0.4,0.733,0.502,0.735,0.619,0.993,0.02
DecisionTree,0.3,0.729,0.5,0.731,0.616,0.993,0.021
ExtraTrees,0.4,0.73,0.5,0.733,0.616,0.993,0.02
RandomForest,0.15,0.815,0.409,0.82,0.614,0.992,0.042
ExtraTrees,0.1,0.763,0.458,0.767,0.612,0.992,0.034
ExtraTrees,0.3,0.736,0.484,0.739,0.612,0.992,0.02
GradientBoosting,0.5,0.89,0.286,0.897,0.591,0.991,0.037
LinearSVC,0.4,0.623,0.554,0.624,0.589,0.992,0.01
KNeighbors,0.5,0.741,0.428,0.745,0.586,0.992,0.017
LinearSVC,0.25,0.607,0.563,0.607,0.585,0.992,0.009
LinearSVC,0.1,0.613,0.553,0.614,0.583,0.992,0.009
LinearSVC,0.3,0.611,0.546,0.612,0.579,0.992,0.009
SVC_Linear,0.1,0.587,0.565,0.587,0.576,0.992,0.008
LinearSVC,0.05,0.614,0.532,0.615,0.573,0.992,0.008
SVC_Linear,0.25,0.587,0.556,0.587,0.572,0.992,0.007
LinearSVC,0.5,0.576,0.565,0.576,0.571,0.992,0.007
LinearSVC,0.15,0.591,0.549,0.592,0.57,0.992,0.007
SVC_Linear,0.3,0.591,0.539,0.591,0.565,0.992,0.007
AdaBoost,0.5,0.905,0.214,0.912,0.563,0.991,0.028
SVC,0.1,0.573,0.551,0.574,0.562,0.992,0.006
SVC,0.3,0.586,0.537,0.587,0.562,0.992,0.007
GradientBoosting,0.3,0.963,0.149,0.971,0.56,0.991,0.062
SVC,0.4,0.573,0.546,0.573,0.56,0.992,0.006
SVC_Linear,0.05,0.592,0.525,0.593,0.559,0.991,0.006
GradientBoosting,0.4,0.943,0.163,0.951,0.557,0.991,0.042
KNeighbors,0.25,0.799,0.302,0.805,0.553,0.99,0.026
SVC,0.25,0.566,0.539,0.566,0.552,0.991,0.005
GradientBoosting,0.25,0.971,0.125,0.98,0.552,0.99,0.068
SVC,0.05,0.573,0.528,0.573,0.551,0.991,0.005
SVC_Linear,0.5,0.576,0.525,0.577,0.551,0.991,0.005
KNeighbors,0.3,0.78,0.316,0.785,0.55,0.99,0.021
GaussianNB,0.5,0.79,0.305,0.796,0.55,0.991,0.025
SVC,0.15,0.623,0.467,0.625,0.546,0.991,0.005
SVC_Linear,0.4,0.582,0.509,0.583,0.546,0.991,0.005
AdaBoost,0.4,0.947,0.133,0.955,0.544,0.99,0.035
SVC_Linear,0.15,0.591,0.493,0.593,0.543,0.991,0.004
SGD,0.15,0.575,0.505,0.576,0.541,0.992,0.005
AdaBoost,0.3,0.966,0.104,0.976,0.54,0.99,0.046
SVC,0.5,0.589,0.489,0.59,0.54,0.991,0.004
GaussianNB,0.4,0.792,0.277,0.798,0.537,0.991,0.031
SGD,0.3,0.619,0.447,0.621,0.534,0.99,0.009
SGD,0.5,0.415,0.651,0.412,0.532,0.99,0.003
SGD,0.1,0.558,0.504,0.558,0.531,0.991,0.005
GradientBoosting,0.15,0.982,0.07,0.992,0.531,0.99,0.066
GaussianNB,0.3,0.725,0.328,0.729,0.529,0.992,0.019
SGD,0.4,0.642,0.414,0.645,0.529,0.99,0.006
GradientBoosting,0.1,0.985,0.06,0.995,0.527,0.99,0.071
GaussianNB,0.25,0.767,0.281,0.772,0.526,0.984,0.026
KNeighbors,0.4,0.635,0.414,0.637,0.526,0.99,0.006
SGD,0.25,0.847,0.196,0.854,0.525,0.99,0.015
AdaBoost,0.25,0.974,0.06,0.984,0.522,0.99,0.034
GradientBoosting,0.05,0.988,0.044,0.998,0.521,0.99,0.069
GaussianNB,0.15,0.724,0.302,0.729,0.515,0.992,0.017
AdaBoost,0.15,0.984,0.033,0.995,0.514,0.99,0.04
KNeighbors,0.05,0.83,0.188,0.837,0.512,0.989,0.043
GaussianNB,0.1,0.491,0.53,0.491,0.51,0.995,0.011
AdaBoost,0.1,0.987,0.012,0.998,0.505,0.989,0.017
AdaBoost,0.05,0.989,0.009,0.999,0.504,0.989,0.015
KNeighbors,0.15,0.776,0.226,0.782,0.504,0.989,0.019
GaussianNB,0.05,0.495,0.511,0.495,0.503,0.985,0.011
SGD,0.05,0.55,0.449,0.551,0.5,0.989,0.007
KNeighbors,0.1,0.759,0.235,0.765,0.5,0.989,0.02
